atom_numbers,value
N1,10.575911640877857
H2,1.924507843562065
H3,1.9347097401740019
C4,9.627515271823865
H5,2.097172948592708
C6,9.619752603409822
H7,2.06628591569103
H8,2.0781474756613436
C9,9.76811622627944
H10,2.063554452915983
H11,2.07665301766284
S12,11.124043971152597
C13,9.839619766950452
H14,2.060232507247077
H15,2.061947069525917
H16,2.0779828016040582
C17,9.715674659133512
O18,10.947556505807436
N19,10.35039002219287
H20,1.8952539355037152
C21,9.58687161212135
H22,2.056545808758149
C23,9.61913742949043
H24,2.0661997162238874
H25,2.059321616888077
C26,9.512269968700318
C27,9.604552134945886
H28,2.071427070176179
C29,9.453702368585505
N30,10.36589104396352
H31,1.8778517376886994
C32,9.482378680477504
C33,9.505847634200912
H34,2.0789723226929686
C35,9.531842582785005
H36,2.079997857991151
C37,9.534450109787217
H38,2.078662287180177
C39,9.517743525701407
H40,2.0775722100055134
C41,9.72838895236747
O42,10.887398234511117
O43,10.882282358302055
H44,1.7589016038720129
