atom_numbers,value
N1,10.545521466492495
H2,1.9388787131740766
H3,1.9306090168406704
C4,9.621050323315526
H5,2.0946919442378835
C6,9.61919505555911
H7,2.070879489783751
H8,2.0539658483549816
C9,9.527765476909652
N10,10.443111789336154
C11,9.608195208201437
H12,2.0589900877071416
C13,9.68552023789522
H14,2.08856727083356
N15,10.358515664488698
H16,1.8907053547084258
C17,9.745573038710345
O18,10.957377984455668
N19,10.39533546012318
H20,1.9014516132114516
C21,9.600588870508886
H22,2.008199427677045
C23,9.67176921159307
H24,2.0963019067470086
H25,2.0969441018555948
C26,10.004767048012033
O27,10.988881489874498
O28,11.001723012358099
C29,9.763863443435229
O30,10.936550393783365
O31,10.926346881704763
H32,1.7870009809528749
