 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,H18,H18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,H30,H30,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,H34,H34
1N1S,N1,0.0,0.023992801107518558,0.0001111218950067272,0.0013663562531605056,7.851109096446152e-05,8.629865180243002e-05,2.9909965769459035e-05,0.0030127040273122407,6.594080561539428e-05,1.174694042135882e-05,3.941115509539794e-06,2.3206778136539152e-05,0.00012412138451317611,1.281339177899854e-05,0.008080493079671847,0.0013624660683275724,0.00811769747571156,0.0013234526111188805,0.0012055962293637257,0.00203188252044173,0.0034220169920062826,0.005595068917549018,0.0007333106061426786,0.000569405038655324,0.00015095581346891151,0.00047377276242910327,2.7654291590462066e-05,2.2400682163442598e-05,0.0005329165557765858,5.8258590760473794e-05,0.0004357610101448084,9.548819888763327e-05,1.3109173165215537e-05,0.00011558118810239826,1.521943872523357e-05,0.0001502627833007697,5.585867841428893e-05,1.5781287060256943e-05,0.0001914332871570945,1.2373472896065607e-05,5.2394021645030264e-05,0.00011821845452475443,6.750948636957688e-05,1.8955679330356912e-06,2.0926429802503588e-05,5.2544427620204726e-05,3.4511998158182067e-06,5.17524232120925e-05,9.557015604633179e-05,8.345803783338379e-05,6.349004579830897e-05,1.5617574411486146e-07,1.1822295953062278e-05,4.820795873983208e-05,7.725184630924531e-05,2.307209186480641e-05,0.0001767909086911601,3.324763618750559e-05,1.6965326319340335e-06,1.4761409333763353e-05,1.1374032768296516e-05,3.03584759359099e-07,1.5310909075860746e-06,7.349571333192806e-07,4.087886101844518e-08,7.897368122289361e-06,8.723260536136479e-07,0.0007017503386997914,3.4840785142820074e-05,0.00015282855632703374,0.0002273962811141228,1.1534677968105811e-05,2.7432117140069323e-05,1.7802248702958323e-06,0.00019672543495763417,7.931890189505353e-05,8.370344972696842e-08,1.498276431693979e-05,3.1382747386343723e-05,5.800963893132227e-07,1.0769649170738749e-05,6.13818794126253e-07,2.7940478786736556e-06,1.0326150986061933e-05,9.109354331582331e-05,1.0844788205233158e-06,3.436379134202916e-05,4.248108006921214e-06,5.271264266859532e-06,4.026799287126792e-06,1.6292354066749226e-05,2.787489227606965e-06,2.7724467397405306e-06,8.833001303998333e-08,1.0929312113661105e-07,7.081886172488616e-07,1.81934305617526e-05,9.523839279101942e-05,0.00021925001690692447,4.338742735554568e-05,1.7743932478886393e-07,1.1059776123145681e-05,6.482590341283512e-05,9.946926860626704e-06,2.9507203450629405e-05,1.3354875858490045e-05,4.036422625114389e-06,2.4989953709697588e-06,4.6909156722896306e-07,1.0905178315645525e-06,2.803982282006956e-05,0.0004919824253669658,5.574268741037613e-07,1.3322967441720124e-05,2.33315785982402e-05,9.810551813149715e-07,4.516540256460644e-06,6.432093286878882e-07,5.198187256194586e-07,3.2839952324170696e-06,5.458985272710493e-07,1.0053159175682502e-06,1.9182746641421833e-06,2.887662013117964e-07,2.4047699109797094e-08,1.4379539640674288e-06,1.2995416394101511e-06,1.6377803773170996e-06,1.2961964557245409e-08,3.1862870808474497e-07,1.2061250369566068e-06,7.993593875710303e-08,3.9303941257173847e-07,1.1835903368506706e-08,8.108732729716905e-08,4.2484258333530533e-08,5.088731365177068e-07,6.246959112221617e-07,3.7758427717804466e-08,2.422258144063605e-09,3.754185420867806e-09,3.4636755769090755e-08,6.720331384713063e-07,1.8313024674476708e-07,1.1785231168737198e-07,3.819260796511514e-09,9.94674065335488e-11,1.0313018661278761e-08,9.71342672961839e-09,2.800778275968696e-09,1.5128802632879967e-07,2.995906012159821e-08,2.978720086144193e-07,4.4757371142623015e-09,1.8332526607878208e-09,1.9933274475469887e-10,4.2803925792700426e-08,9.288462693435307e-09,1.3420384248341577e-10,1.7252493877961683e-10,1.0462500504848649e-07,1.7121184470170192e-09,1.2752157796391828e-07,4.844270673487472e-08,2.5126582148260468e-08,3.7776244354859045e-08,5.724735494538891e-07,1.6244215483851576e-07,1.0943368855542701e-07,2.6972008793091362e-09,1.7589374401438818e-11,4.699082511994135e-10,6.436225719053112e-10,2.5408675163873795e-10,1.370061597505412e-08,4.3993047627033377e-07,3.543174031950258e-09,1.3667829534824705e-08,6.588999501566661e-08,4.3789209591693634e-08,3.4039751461989454e-08,1.5524783680831433e-08,3.497207945457603e-08,6.853044354215854e-09,3.7854240853008037e-08,3.4856632857849235e-10,4.769073552735037e-09,2.017031208723097e-09,2.5845992013273644e-12,1.6030747007622637e-09,2.554623179662485e-12,7.369756582775722e-09,7.60443430447566e-10,2.6524729079824283e-09,7.447619809752837e-08,1.736794486006943e-08,2.2157909063125203e-08,1.5067058711792924e-11,2.5786703661268007e-08,3.631750455923566e-09,9.25002008322906e-09,5.693642224358086e-10,3.857751895708361e-10,4.851642976255732e-10,1.4682673687982373e-09,2.0245393139717294e-09,5.677229797385053e-10,7.12518932743933e-11,2.0194104721760198e-10,7.265121837463084e-11,4.563298805493332e-08,3.979954144028852e-09,3.563944139806097e-08,4.572955347725838e-10,4.5804774417845806e-08,9.084357710520408e-09,2.114057107149847e-08,1.0997025651215964e-09,1.8713199045894413e-09,1.290418827348816e-09,1.9186633670731368e-09,3.439233342561465e-10,1.3855583347321954e-12,9.602363348903964e-11,1.2485256717376103e-09,1.888185607867854e-09,2.3172567198415095e-08,8.474811963310458e-10,7.771851162630128e-09,1.752891609640983e-09,1.2656663717081074e-08,8.90465479130853e-12,4.927509289487375e-09,5.002655206753914e-09,2.9765906406353793e-10,4.660957730884263e-10,1.7705314991900423e-10,8.600822831716926e-11,1.5795733609991203e-09,3.627298461594819e-10,1.3699237327857716e-07,1.2563531730513944e-06,1.4179085150445303e-07,6.238045378026413e-07,6.296755314938451e-07,3.453697938748945e-08,1.9944651603598373e-06,9.426038249937818e-08,2.1840746389223398e-07,1.7077033698242872e-07,3.319998265194357e-08,2.0264853073381772e-08,1.3627133033100591e-09,2.3556303713201387e-08,1.1735026697601292e-07,8.263632889082828e-09,2.857047218807196e-07,5.095469202132108e-08,1.8376002630660082e-07,2.0451777116292646e-07,1.6406630973797576e-06,7.410921127881664e-07,1.9103490143113078e-06,1.668038784874426e-08,9.70395019617154e-08,5.4068527141626355e-08,1.0041324868814705e-08,5.519968079847892e-08,2.499579321302292e-09,2.012793598460405e-08,2.0959394886332916e-07,1.4460836084140283e-08,1.0966815455759615e-08,8.944037155345086e-08,4.022346811183297e-08,1.3909375429221882e-08,1.5263228014816832e-08,1.4803715475686374e-09,1.278595750109357e-08,9.89727325095835e-09,5.635380190271988e-09,1.0897290847466934e-09,5.4624116341273066e-09,7.274125746192794e-09
2N1S,N1,0.0,0.0,0.004785680518901714,0.024812936797433682,0.002663158915079844,0.2655798528260833,0.004607177648015437,0.04804732952421453,0.003320208954562087,0.0003331297424062907,0.0007477503447868017,0.000625450991720955,0.0030573865211984685,0.0009178518012575854,0.10883052319533304,0.15958363855698066,0.11067040954861396,0.16003084524095756,0.0034801443421725864,0.004505775948179025,0.034888239580521674,0.058168898000727776,0.006564645520744872,0.03872685613679927,0.07140471285495753,0.14591946190317717,0.013440246363881858,0.0012146082861956842,0.027677077959289198,0.002847191931240056,0.02102980923876374,0.005723851175484018,0.00027825367996614503,0.0017648861249748293,0.000160687809426463,0.0021985617295023907,0.002916584124806665,0.0015262826626405435,0.0049420217346445305,7.433311334459347e-06,4.590419559136194e-06,0.0003589562380730271,0.0007403442279070305,2.24041034031508e-05,0.0005394991336340471,0.000849367560708858,8.360588736877617e-07,0.0003249113749450583,0.0032891053427683836,0.0029506081917216598,0.0014792115532067385,0.0004893734823050444,1.0304057147303425e-05,0.00021156344490913526,0.0010549374370025788,0.00034158279099250066,0.0037720812940897908,0.0001990670821214735,0.00036657831099518035,0.00015443996140840355,0.0019162880941614446,7.885082926595288e-06,9.082144730898634e-05,2.2382671899023876e-05,4.6896517470029764e-05,0.00026143586282878495,0.00013711208397770847,0.010543126175234896,0.00020301840798531146,0.0019682272377195,0.005974207481907801,0.0006029033794687777,0.00036903011131483865,0.0003574259868344143,0.0018633423421881012,0.0002447455331604509,0.0001834812520895568,6.8864634505949596e-06,0.00013341281737555555,6.062327132916323e-05,0.0004770843596779706,6.088125760861374e-06,5.644459929232681e-06,0.00011969160346891883,0.0030380412124455525,4.222834984357604e-06,0.0008527211930404732,3.686297233684854e-05,0.0013506821829269988,0.00011632327091781747,0.0006639888882800093,6.0263385517345114e-05,1.908287386243046e-05,6.979908018234227e-07,3.728030295047091e-05,2.3650843658629128e-05,6.889472237214811e-05,0.0008530144261715833,0.004420279252422166,0.0008483741279974311,2.618237165874504e-05,0.00044052713910236463,0.0001310903258877616,0.00010832743028288405,0.00035085463600204037,0.00016480071274393993,0.00012564820433036417,2.438011979855048e-05,5.7925452603191374e-05,6.8704603807479e-05,0.000943676886246525,0.005809876384057944,8.45130531246241e-06,0.00013018676731002543,0.0006109565657217431,2.821146582743239e-05,9.031432888795266e-05,2.0970929903718627e-06,1.6349403533233442e-06,1.9234195897777084e-05,8.713742611465847e-06,1.840939082509152e-05,8.7518391342023e-05,5.0636995414299335e-05,6.741863761261513e-06,6.485120263977073e-05,4.2517133823416486e-05,0.00010369428012158011,8.465555809689107e-07,1.0154387075633764e-05,8.827601123506668e-05,1.6303795651317898e-06,1.6908322639341833e-05,1.014962615286663e-06,1.7013019133482743e-05,3.303625520256759e-06,1.9277289589947344e-05,2.4768683805742597e-05,5.04296205905419e-07,3.375301145025489e-06,3.092472515842104e-07,1.3301758050587864e-06,3.519079286773419e-05,1.4509675200002903e-05,2.1022408156490258e-06,9.458554286911891e-06,4.003626541404515e-09,2.477976108750113e-07,1.5905974315444382e-08,2.396026119733108e-07,2.3325375342331256e-06,1.1422585233233917e-06,3.7848738037027374e-06,2.7669849078648667e-07,4.5650564972632424e-07,4.7773667244399576e-09,3.941156664355461e-06,8.945208282984396e-07,5.322954521602696e-09,3.235322787453754e-08,3.0593046096427656e-08,2.4205265125587516e-07,2.2602414273542593e-06,1.5813836995448582e-06,1.6431851297404876e-06,5.606431860982752e-07,1.0756343558071535e-06,1.8352900097440283e-06,2.717204239388593e-11,6.36007990717502e-08,1.0050825283158815e-08,7.027822257477112e-08,7.500359511247723e-08,2.727919512501842e-08,1.7032415327022932e-06,6.718987974885238e-07,9.756578212005707e-09,3.953698883840673e-07,3.3422884353484505e-06,1.2407413456649863e-06,1.4540285535602493e-06,1.6885132314570228e-07,2.204492680846215e-06,1.9087795832817278e-07,1.4649687436474323e-06,3.1169649084006323e-09,1.5808337150424734e-07,7.679783475822433e-08,5.423708149265849e-10,2.2629730089818167e-08,3.6246823320595922e-09,1.8479820607097963e-07,1.4915735313536516e-09,7.744785346375238e-08,2.1384265078694398e-06,1.330604586513573e-07,7.06979890185977e-07,1.2130132454046816e-09,8.201296801679803e-07,6.238227134858221e-08,3.5813822574226606e-07,1.0642556258488867e-07,1.607153188309951e-08,3.3664131038335654e-08,1.692216562432236e-07,1.2237677982085415e-07,1.5950695875233123e-08,4.9081379405180314e-08,4.4215742178721484e-12,1.2251044623212692e-09,7.957144707582131e-07,5.689476401116167e-08,6.695374890064443e-07,4.568292855111622e-09,9.26124054334565e-07,1.6245516087920464e-07,4.6252011198788523e-07,1.2197476717545896e-07,2.198576207756986e-07,1.2185968278899395e-07,1.8965398163039993e-07,2.1181513876200597e-08,5.875930852994316e-10,2.6043927014995916e-09,1.1302809799218494e-09,3.26393712057893e-08,1.2873833981075222e-06,7.514004529696194e-09,6.10451463156636e-07,9.981262039104877e-09,1.049100152084037e-06,5.005474434938151e-08,4.816832555043504e-07,2.6086066906572114e-07,1.6814889924887666e-08,1.8878127949761847e-08,6.408353181441839e-09,9.707694204053041e-09,3.20730233482891e-08,8.86763240615096e-09,1.4317114649387008e-07,1.3629657344527146e-05,1.2821126769146929e-06,7.762517764575705e-06,5.644811918337211e-06,6.003724499770158e-07,2.8213548601385696e-05,8.049823030376047e-10,1.0438882297236773e-05,2.7320039075462432e-06,9.986991951205226e-07,1.0464835664691918e-09,2.0219923024811237e-07,8.997471656613243e-10,2.227882123229108e-08,8.385589955750561e-08,1.3133249203711728e-06,9.384216150820635e-07,5.115307866176977e-08,1.0830007974860223e-06,1.17353617299365e-05,1.1204976481771212e-05,9.341379627159085e-06,4.013585952478138e-07,2.305639940747284e-06,1.0378819526035699e-06,7.885738040336321e-08,1.8348668289203118e-06,2.5435559658504303e-08,5.265312141844447e-08,2.216649981789942e-06,7.172508391661836e-07,2.2811677879985837e-08,2.017612357185783e-07,1.1220103779407964e-06,1.6624541743226473e-09,3.128274173036516e-08,5.5203736915032664e-08,5.292082161378886e-07,2.5727188890378727e-07,1.2653922065730683e-07,9.552824531411375e-09,3.2586987197547046e-07,2.579606381836186e-07
3N1P+1,N1,0.0,0.0,0.0,0.01893527526550276,0.0017472279566117521,0.0030199395849321853,0.27139572879236384,0.027680472987872573,0.0013579295036034722,0.020481450522919387,0.020960897056641947,0.012293983354226157,0.0073086845486498575,0.0006028359862548793,0.29283661159488616,0.19090990624116255,0.009608487184892489,0.006767068296915202,0.005619276183280952,0.03250844880205639,0.05188192095361677,0.10356044055289981,0.013811480624579708,0.017744565600034345,0.0010285998804193675,0.05975207279333139,0.006593636064862185,0.022310952250689686,0.0034383895205156723,0.0009142459320359286,0.021753084529315236,0.004807966909885941,0.0009899277486553615,0.001324180015421117,2.112104329321518e-05,0.0006080925449429841,0.00021695093090201567,0.0003848806818020911,0.004056391248110636,4.244517092155675e-05,0.00025195728444948884,0.0001418357638498513,1.359137113965403e-05,8.60808237712618e-05,0.00015468353375358568,0.0018842531759182268,0.00010101198014234036,0.0019426378935185618,0.0010876262997498998,0.0011876499828247233,3.1731079750407787e-06,0.00031983660540690906,2.4634012711688413e-05,0.000561594179529834,0.0009680061668566609,0.00012319020033624284,0.0021863756386166777,0.00023220120162870117,0.00011140916512974997,5.9057743353907455e-05,0.0004106686888794009,1.2065918671089193e-05,2.1462347654654934e-07,4.243751659682715e-05,1.0180198215525849e-06,0.0003851616331382868,1.8701328707848575e-06,0.00727631846702792,0.00029594606012839364,0.006958641445546032,0.009347439596611995,0.0004875129322039484,0.0024467115269981576,0.0017343955480644269,0.004086934575032508,0.0025458750150613163,0.00017019473983515,0.0008493473347541691,0.002074071391448884,8.078589629501032e-05,0.0009216972295831294,6.911732367997914e-06,1.5721742445906628e-05,0.0005483207194081352,0.002479411241451235,0.00022150697864731228,0.0016509607188393005,1.9724199348924998e-05,7.223449104909463e-05,7.41294287971428e-05,0.0006331934701426789,0.0004343931253343314,0.00029183627443707394,0.00011331788769775031,4.393416501202729e-05,0.0001405193406753824,9.34500467948407e-05,0.001979522818492452,0.0037975419609321825,0.0008083230449704715,0.00014253057672153346,0.0008957633750830141,0.00012877978552783276,2.98769042084146e-05,8.241432679811922e-05,0.0007146874143866278,0.00044902132252921945,7.223719006277385e-05,2.359834489218393e-05,0.0001944888639648923,0.0003991698364731455,0.007416603210652628,7.463991739342646e-06,0.00024200646664862546,0.0004919235453555437,5.7857194590393846e-05,0.00013478595615001865,3.72805886827976e-06,1.6354081855407543e-05,4.4745235116216975e-05,2.824593652306362e-06,2.2330943970638728e-05,0.00013232843054278298,6.298367621448975e-06,1.3887411995927579e-06,7.47807701313441e-05,5.340186767233135e-05,0.00018794631005336626,9.288837965470975e-08,1.5471707786041122e-06,1.7299739644371925e-05,3.534215196054902e-07,7.074957627750678e-06,6.821798326228645e-08,4.059736991024465e-07,1.447666564846628e-06,1.3431536750818651e-05,2.520165976305222e-05,3.0606754284345783e-06,1.7596096135719108e-07,3.002562154463817e-07,1.116293530722956e-06,1.370915265619388e-05,2.946167143580425e-06,1.6036029335531055e-06,6.6718238098673055e-06,2.737920112849679e-09,4.4211356353685005e-08,2.2236888019833145e-07,1.0594962018828369e-07,3.533525642307467e-06,9.596024894698019e-07,9.01873850045476e-06,4.233832644473523e-07,6.103834002679775e-07,1.5977292799895793e-07,1.9715115791019144e-06,3.599757714134455e-07,5.364597654988756e-13,3.099803858042094e-08,6.858311185631294e-08,2.9974160975498876e-07,4.389669957749476e-06,1.173834967005405e-06,1.1757787699018252e-06,4.6518122198691003e-07,7.405349982114728e-07,2.9268970185292176e-06,1.7386881898673323e-06,3.626342028884011e-07,1.2915875036156876e-08,1.05518216386713e-09,3.166955542255323e-08,1.3998602277354166e-10,5.937425235913452e-07,4.6031963041315294e-07,3.567178552543737e-09,2.9633248121996303e-07,1.6725527927086148e-06,6.618788641610251e-07,8.621580613876745e-07,1.8239874588488192e-07,1.2199603363072242e-06,1.3192293657482423e-07,7.425275994066283e-07,2.3077368460633352e-08,1.961370423853026e-07,1.3260335762765862e-07,2.2090484996795112e-09,1.0750713030915904e-07,1.0603668165742874e-08,2.3152071637611016e-07,8.538025841886565e-10,2.5231187583685255e-07,2.132519554720602e-06,1.4431474681941836e-08,5.16653932969291e-07,5.187495188962998e-08,2.744138196675294e-07,6.341017266819904e-08,1.4039524343090193e-07,7.760738518491905e-08,5.590559104540205e-08,7.518584288490615e-08,1.5984233647792223e-07,7.829064574416122e-08,1.5155463550797776e-09,1.4389977165407686e-07,2.887901029424711e-10,1.5631882455124924e-09,8.993520252964515e-07,1.2260150406007142e-07,6.098625946471259e-07,1.4179783125456424e-08,9.438888790569422e-07,1.6308479455773295e-07,4.4986798419799356e-07,6.107074956851477e-08,1.385819763388696e-07,5.630961408265023e-08,1.0431268138155758e-07,6.443769517971987e-09,3.790055824737237e-09,2.701501244928295e-10,8.444844823429776e-10,1.7386104556038617e-08,5.346168046038713e-07,2.4771114048860454e-09,2.5463315411755616e-07,1.0122811922030905e-08,5.412058134979247e-07,2.2349639916541264e-08,1.981522155247717e-07,2.4401465648082876e-07,1.4533831027563338e-08,1.801618121355375e-08,5.291793891970542e-09,1.5107592732377384e-08,1.6378787659476757e-08,4.208916770664928e-09,2.292341516607621e-08,1.3406954790351477e-05,1.0868591688861784e-06,6.086479475087003e-06,3.0268131672173126e-06,8.091494656525811e-07,2.653879268033066e-05,3.353408262185553e-08,1.421134505630306e-05,1.4958514178431415e-06,1.2512305058720585e-06,1.1882542172436672e-07,7.06718354948066e-08,2.2718880110517148e-09,2.731577897208126e-08,1.7522046791285106e-07,3.399394401526479e-07,1.78047261378822e-08,1.4622771438155269e-08,1.1284472787309596e-06,3.6925521920139204e-06,5.411714960601444e-06,1.0810190095078553e-05,8.023081368158103e-07,1.8985143517280534e-06,4.813022538296963e-07,1.6684001580280494e-07,3.121585996801457e-06,2.2667804522313872e-08,7.647295285906353e-08,1.229829827753548e-06,4.5087105426944163e-07,1.6087662002561842e-07,5.944088563580863e-07,5.732480734543799e-07,3.1129706146160174e-07,1.0090192681388999e-08,2.1033045261020789e-07,3.5671245979251864e-07,3.036390545663181e-07,2.2900608387388388e-07,9.122493871416282e-10,4.0275005197543123e-07,7.547862677093065e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.00951843083005377,0.032672039437343425,0.023537812519502932,0.18461900878287718,0.012743301818246344,2.205298790469712e-06,0.004387799032437911,0.0007837918615647421,0.010604026471753292,0.00053493491690082,0.007129256556403618,6.393175780416982e-05,0.0007411464963293923,0.0036108753992141196,0.009513634127729986,0.05120085446600875,0.12568833738018403,0.15026253778126675,0.02798756387044765,0.01581551988442209,0.06942404608792296,0.019271183024018423,0.017126161187289934,0.020704665371466202,0.02097650750077351,0.01027116899344449,0.006621436359957267,0.00828595796834719,0.030526032526993152,0.007318851351939326,5.824631371886824e-06,8.834961194992275e-05,0.0016234136798467524,2.3689830715767357e-05,6.268285000032847e-05,0.00028563820861471356,0.0005655466620742011,0.00012809628536958328,0.00027577256508237724,9.694020058748087e-05,0.0007822038974754086,0.0013327394724140795,2.5630793705877508e-05,0.0033706652216116684,0.004590311625428889,0.0012014950243663947,0.0009894359380511197,9.479269679646407e-05,6.9298063614109395e-06,0.00035870733216736284,0.001655227368646095,0.004294301109736054,0.0012364413189152046,0.0002472964959623347,6.054228546314988e-05,0.0011871703793264743,5.222524259718142e-06,6.98223727892966e-05,3.278785813942697e-05,0.00015322414437912713,0.0003798084422028669,8.505655399870804e-05,2.912959485179556e-06,0.02271514089792248,2.6236566701864916e-05,3.140302279724949e-05,0.00015731504567417787,1.7609693134801319e-06,3.011073353809124e-05,0.0003806026082751046,0.0008365393374067942,0.0017083342966097703,1.0731841449285184e-05,2.921112162823647e-05,0.0035216200480561177,0.0014986011958126877,0.0002434982543655373,0.0004310856511684502,2.0724275546557536e-05,0.0004654436504516468,0.0025163414008155804,1.7883818628217085e-05,0.0005342555841507668,5.885270346572824e-05,0.00019058932171267529,4.623003575510154e-07,0.00039989494550951576,0.0001257734005137845,9.174903377040522e-06,1.3571077204010962e-05,1.206205860304621e-05,5.104323413918088e-05,3.1162979945653646e-05,0.0011020621955077914,0.0008178004861916222,0.004589240925389149,0.00033087479538274067,0.0003725534781069406,0.0004976354715684472,0.0008163034478210207,1.8984933412014016e-05,0.00044662289654562315,4.8882770661951014e-05,0.00024855546042590326,2.834182724775758e-05,5.172356446836446e-05,1.3345138315745686e-05,0.018364072791332564,2.8400417551033286e-07,8.186318260383629e-05,0.0001756413694042891,2.7210358942930668e-05,9.42732135227331e-05,2.9760106738940806e-06,7.244609134815505e-07,7.195498011647317e-05,1.3659097998885983e-05,6.081010051062208e-05,0.00032139867166436353,6.125681978375042e-05,2.525556129628903e-05,0.00016500933568552867,0.0002700804125601586,8.400334863356562e-05,2.8728585066417622e-08,1.302986478712853e-07,3.0110528741467135e-06,4.488818635461911e-06,7.005450607611152e-06,7.139097624175861e-08,9.63924334573818e-07,3.437459726640668e-06,2.7953234260635895e-07,1.3404092026991776e-05,4.9751047281887395e-08,9.327890819754714e-07,1.1988734263113088e-06,8.623691423181867e-06,2.961004575752213e-06,2.3001679583245505e-07,5.910555609389689e-07,9.193231281567904e-06,2.4205331294879784e-08,4.2548927314811635e-07,1.814037080549724e-07,2.421333062940789e-07,7.699034441976949e-06,6.81304574978725e-07,1.2300438984702566e-05,1.1814375895369267e-06,9.123337152416866e-08,9.312802413674603e-07,6.565527965740614e-08,2.924926689740204e-07,2.9282854883128095e-06,1.5578812184724455e-06,8.80209785059094e-08,1.0983115306117952e-08,1.8394685070699524e-05,5.313573137044614e-08,6.338069225009235e-08,8.620268676651222e-08,1.0873441255832006e-05,4.748855836567145e-06,7.556373083250634e-06,1.8338671750051105e-06,2.3197325615953446e-08,8.32529334360288e-09,4.4378903663044866e-08,1.2190174758508476e-07,1.8943949919858483e-07,1.2270025337990376e-06,1.3093609085856883e-08,8.86817054013278e-07,9.55150962766993e-08,8.703070824012116e-07,1.9898607206414454e-09,3.411066891167991e-07,7.580216188074473e-08,5.527949209493954e-09,2.7332322183326596e-08,1.701953231680875e-07,2.465101580639839e-07,8.710439858283792e-08,1.0760056401437623e-07,2.3986786290564055e-07,1.3504542373254935e-08,4.46485399763219e-07,7.576398619590918e-09,8.734211887073684e-07,2.5276802713136703e-06,3.9906369764253213e-08,1.1253313716430569e-06,7.950232694398096e-08,7.583436811842148e-08,1.0846851417056769e-08,7.373223409601337e-08,8.311571098040815e-08,9.293099025864393e-07,3.225085365432534e-07,2.1600826016765495e-08,1.9344970070278578e-10,2.7077277309217607e-08,4.193220437542777e-09,2.8514191008355283e-10,7.605720497849688e-10,1.032187868510448e-06,8.07903774990848e-08,6.692023588605878e-07,5.4488851208844835e-08,6.885002243883775e-07,2.612908094334898e-07,3.029315820413103e-07,4.17327949975288e-10,6.0107383514917956e-09,2.810442989442663e-10,3.259235104025038e-10,1.9744383905617724e-10,5.020028837066093e-11,9.516165189182857e-09,1.3076331129013852e-09,2.1624903201455936e-08,9.894289254575028e-08,9.750663032548346e-08,7.408030144873123e-08,3.205612797430035e-08,6.029047483480099e-09,3.408305548902035e-08,1.4441817075550034e-08,1.9175474741395249e-07,5.719614226684655e-08,2.366846052481719e-09,6.304921029709476e-09,3.2411511252661285e-08,6.467319124681126e-09,4.367810113592441e-09,1.7212520651010976e-06,6.124853650968376e-05,5.472287112340268e-08,2.0795788953087424e-05,5.71554189034984e-05,4.6109963687257505e-06,4.5070129077284804e-05,1.067856415293278e-06,2.9460129384872857e-06,1.3532049561115755e-05,9.460166114916291e-07,1.8991688143898955e-05,3.981266242236714e-06,8.139265676998519e-07,6.569538200107417e-07,3.8092134340139694e-06,1.0922011339342674e-05,2.3924160466037847e-06,4.400937934256888e-05,3.971283179637908e-06,1.3674127756324594e-05,6.270865253288349e-06,5.668633444155802e-05,1.0206631841924718e-06,2.7854335615806747e-06,9.160406435615442e-07,9.731032868387501e-09,4.2712582382087305e-07,2.8204884205962344e-08,1.3642684231207625e-06,8.643307287226065e-06,3.4205002941156692e-06,8.324130531089935e-06,1.5059711295783984e-06,8.137382874195964e-07,8.888588354238891e-08,2.681101045620693e-06,1.4042893736743167e-08,1.0008000486116941e-06,1.521668854254088e-06,3.6600907604711352e-06,1.5721945967328566e-07,9.261782452085754e-10,6.33997588650459e-07
