 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O22,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O25,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,H27,H27
1N1S,N1,0.0,0.023192522038439245,1.5712043872850856e-05,0.0017840667071944427,0.00037392774810585117,1.7038120990076067e-05,7.281467699904454e-07,0.003522922319681099,0.0014314124832897068,6.531147064925413e-05,2.655223848180288e-06,8.622709354949576e-06,9.789827517328598e-06,5.649463429482915e-05,0.007485890015236807,0.001350002801195349,0.007584523188235215,0.001184908384224248,0.001079547607609782,0.001929590135897108,0.001358456567254418,0.0002698337599373879,0.007381121873466068,0.0006343219146298651,0.00011741201733306283,9.93286978363539e-05,0.00080739486710657,0.00019465985958672105,4.817149436339707e-05,0.0002609449121094287,0.00043279227553244537,0.0002993814980301879,0.00032786749683100247,3.7926288831702237e-06,1.8466843020537027e-05,9.034588373446617e-05,6.61837045168312e-07,7.980015606978696e-06,0.00023977128240249002,9.201653481838434e-06,1.6066916505241835e-05,4.856084919291348e-06,0.00019392680800001116,4.125603536120348e-05,2.945388869829424e-06,2.8724990416839624e-07,4.922791823491757e-05,2.561940888046177e-07,0.00012873584680339611,5.030628198876563e-05,1.3008257941926615e-06,4.549105225848393e-08,8.039773419871166e-06,2.3112744551356812e-05,8.592601612456008e-06,9.395348749663412e-06,6.882194090218618e-05,9.953162482423394e-06,5.552860569357776e-06,7.96130751856694e-06,3.1386506227359945e-06,5.345710269999415e-07,6.067615000993065e-06,8.907291664250749e-07,7.073995711426306e-08,1.9123797201092696e-06,9.51444634467169e-08,7.365841914186433e-07,1.961331960620427e-06,6.062835254949661e-06,1.143083909260767e-05,1.7737977968668162e-06,3.1292136253302516e-06,4.172099370425286e-07,4.078706243859642e-07,6.957325625750466e-07,2.340093539499044e-07,1.6532907279320774e-07,2.6957878261624213e-07,1.0662052978283043e-06,5.731378982520852e-10,3.549001248437378e-08,1.4845652277495347e-05,2.7318164441680892e-06,9.808737431171721e-07,9.443102728656783e-07,8.564460063364976e-07,2.0924390222720746e-06,1.3600058343943289e-06,8.284409844239171e-08,7.341086086243287e-08,2.869811596695193e-06,6.218251172307454e-08,4.889517971062851e-09,2.2330755061750196e-07,9.694645367153143e-06,4.5965888917365305e-07,1.4087252967698305e-05,1.267018785622298e-05,3.2673545329542364e-05,5.2538143763158907e-05,8.834083914488478e-05,8.184683867684672e-05,3.0968220210425557e-08,9.893686955170233e-06,2.36445338530622e-06,1.4377555394573527e-06,2.0059403700256606e-05,6.2054445715831186e-06,1.400324722489188e-05,2.15127054359332e-05,0.0001719617108593141,2.9124077661757397e-05,1.2678578047431444e-06,1.776649499074523e-06,4.165298726821476e-06,2.6573909790661432e-05,4.0476525638155625e-07,6.010013094415179e-07,3.5530961710328324e-07,3.309065382817167e-08,8.307672822727152e-07,1.84414761794649e-07,4.234984941398068e-06,1.8033721320698248e-06,1.5055316914702743e-05,1.8969399759871663e-06,2.0849568633796167e-06,5.271619243352177e-07,2.3062345011481966e-07,1.533354239136031e-07,3.747927611319479e-08,5.426759444593365e-09,5.0248771713001794e-08,4.871838920617044e-07,2.0796843427928202e-07,2.397940222609307e-06,8.339662780354473e-07,2.300517451536699e-08,5.833799647803062e-07,2.26121520841005e-07,5.798296291992244e-07,1.1682197580409337e-06,4.521624028530624e-07,3.1179097526035093e-07,1.5396763750619158e-06,1.1526095691216653e-06,1.2199255433609224e-07,2.3316448313770444e-07,5.265993641145883e-09,5.703052186056823e-08,5.932359950500121e-08,2.8222950199108254e-08,1.9221457229212646e-06,1.0058482491359655e-08,2.03125158915185e-08,1.9698155773184567e-08,9.722864735550729e-09,4.328585934132434e-09,2.864979098404774e-08,4.9226540621560844e-08,1.8237065635418048e-08,6.793321460918378e-11,5.102334527107288e-09,2.9876870422107515e-10,1.1869551674870138e-08,6.647801961690014e-09,2.461034875889112e-09,2.6427304788967376e-11,4.1255284299879236e-08,2.1497488678079435e-08,3.527045766560377e-09,2.1692560803199257e-09,4.71157668435751e-09,1.0073204492755394e-09,7.444509897425178e-09,1.5498713423767185e-13,5.791787938136395e-09,3.7621610271543204e-09,5.143088177561594e-10,2.2730288762318196e-09,5.414779069567999e-09,3.2842639718921873e-10,9.423151148268971e-11,9.392006061759162e-10,6.685091369362794e-11,9.481651574994032e-12,6.26592999708464e-10,3.062025144551228e-08,2.180114022642954e-08,2.716014080306195e-10,2.9924902555933386e-09,1.0058650801170188e-08,1.249166992067785e-09,2.6637980710120246e-10,3.429062589432874e-13,1.7179613287510165e-10,9.712698700869993e-11,2.296614981522893e-10,5.3717405523734385e-11,3.207096671564713e-10,8.682314867058949e-10,6.922287187904885e-09,1.2142953309535187e-10,5.010192261067914e-11,4.191536007169816e-12,3.6178482432092096e-10,1.3518812735924257e-09,1.0386558280117697e-10,6.724559797888219e-11,5.453067442040549e-10,1.0224696089800034e-11,1.4189618230409096e-10,1.7514462102852235e-12,8.612477747638181e-08,2.1819465678696304e-07,1.7122935647151394e-07,1.0561090957317276e-07,2.5022069261027013e-07,8.197182599367636e-08,7.957013270498692e-08,1.3033882861890334e-09,1.8989199102037446e-09,1.32740959890576e-08,8.171258114586522e-11,3.267677534113389e-08,1.8343123131536743e-09,1.503098201460773e-10,1.647525935122296e-09,4.7747903408890124e-09,1.4608777498814618e-07,6.567675736590672e-09,4.83841404719243e-08,8.776220417061609e-09,5.303479233553787e-08,6.350169501345704e-09,1.6633032728918806e-09,6.123472284791376e-10,8.869731338290165e-12,6.555936099550408e-09,3.1737296679601457e-09,4.4439860125145e-09,8.051993682922642e-09,1.5404344910763257e-08,3.4509981317043525e-08,6.08816330682771e-10,2.0905721598296623e-11,4.658051722117307e-12,3.1555891233381317e-09,9.372084441849893e-09,1.1546499312231617e-09,2.3608572041755593e-09,5.411333950378072e-09,1.6052932039212209e-09,7.056681489148176e-10,4.2314349246730387e-10,8.789051486601807e-09,2.80506466943109e-08
2N1S,N1,0.0,0.0,0.0009904551532340378,0.03302711826229476,0.004709753928588523,0.26095375127148257,0.0005814652264763964,0.05758162326467442,0.016185341104942186,0.0014926893523456997,0.00027217669003554157,4.780760609612855e-05,0.001159630132161471,0.0011089100413286257,0.09770526245227229,0.15438301290951717,0.09598065269082179,0.1479036788101662,0.0030504073032395773,0.004494105066389142,0.01453087997414837,0.0014627656923669186,0.0754981848255607,0.03908587239790817,0.035826567909385876,0.014058518627178884,0.1861312551894656,0.01003803945607551,0.0026900002452339145,0.012101516977256699,0.019304550045185387,0.014316139585741183,0.009591616072194054,5.8894883032678536e-06,0.0001782651091428722,0.0009970085014718855,0.0002946885946886191,0.0003059329209471606,0.00924908885163278,1.8221926989525628e-07,0.0016084168064245397,0.0003315414399698291,0.00011489779335738248,0.0006449347209207534,0.00010636972337962902,4.825764241966901e-05,0.00040573263124965564,2.979483467568933e-05,0.003397227028788752,7.02686434905786e-06,1.467640792007785e-06,8.778015797084038e-05,6.067961882538775e-05,0.0005993369677050886,0.00024077991243265373,0.00027244567334561154,0.0026907645087566046,0.0005041871381457064,1.5553688704983415e-05,0.0002178659903879776,3.8422275011829043e-05,7.680907953266924e-05,0.00032551831745797344,3.137725105850642e-05,2.1276748525256295e-05,0.00019522247429692996,2.849097890944563e-07,5.489042227413421e-06,5.1077562248202923e-05,0.00017990274367107872,0.00044198152299834703,4.105703460366428e-05,8.742116753657214e-05,3.0195634704188734e-05,8.91674939986764e-05,4.8238508575382255e-05,2.1567389324461672e-05,7.054267534778447e-06,2.513720434405009e-05,4.6533246529811834e-05,1.0074192591247311e-07,3.5550733454847716e-06,0.0005642224930735296,6.405426779299006e-05,2.5504917820828865e-05,3.958230288558795e-05,9.261780436853329e-05,4.640893121843348e-05,0.0001566360950087109,1.3906006213204591e-07,7.00293118138795e-06,0.0001702788366921837,3.0746653281621406e-05,4.6079683180266784e-08,3.793376652705405e-05,1.2085503064085401e-05,9.136507551010808e-05,0.0004468851706480592,0.0008015118504713925,5.119704297973371e-05,0.0001998593764418466,0.0009817010305015472,1.1770020642121182e-05,5.443821227868462e-05,6.498932090237552e-05,1.9872048061753134e-05,0.00014144897241696874,5.6965190120550346e-08,4.0580045835181267e-05,0.00018848355646117199,0.0008261416349091277,0.0047667302181082505,0.0015070621040349508,0.0003699483095371825,0.0009344265738904234,0.0036797709340934404,0.002280433755683653,1.7028060290691371e-06,2.973126528549308e-05,6.489372195161991e-07,0.00010861155216068674,6.203997728881916e-07,3.342888345914119e-06,8.574617879730795e-06,3.622658496915676e-05,0.0005626363114061839,4.726186534931287e-05,3.17143120631691e-05,3.7640338668154527e-07,0.0003553718249622584,3.5998763030953285e-05,9.370009614428909e-06,7.059685219967804e-06,3.8115034364683e-05,3.9770174931730295e-05,7.041889809045188e-07,8.434038018556578e-05,0.0001576523589501555,4.221007350535544e-06,1.807999254088699e-05,1.6327168674390435e-05,5.185752917080677e-05,8.100558987989004e-05,6.164352819304497e-07,2.117855508743105e-07,2.9624486752588552e-06,1.8779691401960008e-07,2.1581339342269246e-06,3.5301187905956155e-05,3.255935937529486e-06,1.1869934222419332e-05,4.16286876969707e-07,1.5064090059802027e-06,4.059740190109906e-05,3.2900775437383345e-09,1.3303350865356833e-07,2.850414602129092e-07,5.018538473677836e-09,2.194094275154157e-07,9.827577729382142e-08,1.1785675275710616e-06,7.805400081828395e-07,1.2313405894914808e-07,1.0482848542547885e-06,2.1415707873728707e-08,1.274323415012546e-06,3.1955168577901816e-07,2.1414501794048135e-07,3.31926702124008e-07,1.6018033219822314e-06,1.6039356629526935e-06,3.744714547337935e-07,1.841835350901988e-09,6.642874250673003e-09,1.1439201585972114e-08,4.37371441286416e-08,5.063464314503108e-09,4.451385482440173e-09,2.5157713556822614e-07,3.8334110552540324e-08,9.195755268365247e-12,2.722930070309104e-07,9.943645884469277e-08,1.2402199267569358e-09,2.6575834644049223e-08,3.4487630529156377e-09,3.389291958200147e-09,1.8501829845973816e-08,2.169705527244048e-06,9.98615946823378e-07,7.941432400571102e-09,1.3007079857629833e-08,1.3062957244791562e-06,5.821551107842993e-07,1.5335722025611176e-08,1.2883068389868413e-08,4.5534198633845335e-10,5.478590470175959e-09,1.019810125235665e-08,1.8624385367260743e-08,1.0482259504840385e-09,2.4568025391857873e-08,8.512803661986368e-08,2.701883921041315e-07,2.7844746508520757e-08,8.037063903287844e-09,7.792686051999453e-09,2.2349356809669985e-07,8.953087604623988e-09,1.0164347585828182e-08,9.842984205477023e-10,7.640554855470327e-12,6.95808122230801e-09,1.1702232516341837e-09,7.661075485110302e-07,1.2044486674245292e-05,8.497067820023574e-06,9.72137692478725e-06,1.7216272691022994e-05,3.363488741303655e-06,2.6573568359111732e-06,1.913677438736272e-08,5.912929701423764e-09,8.223191998446566e-07,3.4356740785668194e-08,3.7764404874351953e-06,1.8527005218871295e-07,1.6799016933077837e-07,1.7615948699756245e-08,3.503843615249025e-07,8.473112402374028e-06,1.040665185136902e-07,3.2240108018832814e-06,1.1099417074333928e-07,4.834667056918818e-06,6.456075674066142e-10,2.1577228892510902e-10,9.25050025468721e-08,1.3446455060517337e-09,6.085676702571874e-07,3.5373962448126406e-07,1.0394803615643156e-06,2.9465756501423357e-08,7.348678967566968e-07,1.7465356383361552e-06,1.8748237184951222e-08,1.09192952457704e-08,2.067846338604795e-09,1.7058233359179553e-07,5.009926145049803e-07,3.907766998878515e-09,2.0889655227840365e-07,9.583304672045045e-07,3.9110362259897613e-07,2.0153825586177732e-07,9.48858280835907e-08,5.570312846536751e-07,1.9459357618600848e-06
3N1P+1,N1,0.0,0.0,0.0,0.0005227392317173063,0.00102821053030544,0.0003795981492178413,0.27415734183010754,0.0017570748237081268,0.001802412099045192,0.041103591522396954,0.03585890261266256,5.693920568594635e-06,0.003781072681515507,0.0019848521607965797,0.1191081185613525,0.05198966320709486,0.3030532418866678,0.2229539716963851,0.0019971937362823766,0.014590197499607438,0.006673370817650515,0.0019610776751055603,0.06433781450301446,0.006713903585858549,0.003440487428374883,0.0016019128931676896,0.03828651363786095,0.014242439881241076,8.58152538500967e-05,0.006997282053542664,0.011236359060953882,0.002065866597865895,0.006613390669222063,0.0007037735298718317,2.7282693121577495e-05,0.002097523405749868,0.0005010122683706264,0.00012107528503646492,0.0011637622412035142,0.0005454979247043745,9.89614417497009e-05,2.1510201331231826e-06,0.0006662715538814368,0.00042357359158207153,2.3316716253329872e-05,8.188939710884746e-05,1.9130773790232425e-05,3.7720481320224764e-05,0.0004928861551838359,0.0002017625489285635,0.0008371881248594448,9.020571583917558e-06,5.312881035113293e-07,1.4095915880751875e-05,0.00010510436091681896,2.867304855325159e-05,3.336850816060277e-05,4.5657768851459224e-05,0.00010341752158637973,2.5646942658497096e-07,4.4768210725187885e-06,2.264506487792417e-05,3.551161467107988e-05,5.7659175884960945e-06,1.5059038656950463e-05,1.0858233152388763e-05,2.1584990683720662e-07,2.5040122220154615e-06,5.603039480384098e-06,2.8074392068866416e-06,3.848652929683283e-07,2.752928853766434e-07,3.3421790770482573e-06,2.541190626370593e-06,2.2718766423679426e-08,1.015275216209588e-05,2.3607695798233408e-09,7.633866117018329e-08,8.460632852091976e-07,8.552793416383153e-06,1.3070954172356153e-06,2.9315017119113662e-05,2.3129408655009343e-07,4.82944243840322e-06,0.0006669963495782305,1.3538734431328692e-06,5.847222888100134e-07,1.2591335559086758e-05,0.00014491626209167663,3.5721274826983063e-09,6.560931685495319e-06,3.295178441220514e-08,3.850673381489145e-05,3.0937081458848326e-06,2.5182322244576838e-05,0.0005656676738179378,0.0002250256447466903,0.0018137792893369031,0.000444198630570547,8.500477997053224e-07,0.0005410696856600339,9.976160206859319e-05,0.0012139161132198595,8.607043415764792e-07,0.00043626315820199935,0.00014251505491569283,7.116493827474812e-05,0.0009501163983212102,3.013119335326664e-05,0.0005368767294662291,1.6455801453041374e-05,0.0033667812557456323,0.0009719768077096624,0.00013870664398307753,2.5317941325653237e-06,0.0005048955066064842,0.00026056525637629946,0.00013811876166958115,3.5868231190727684e-05,2.8192198708865135e-07,2.848101446439877e-05,0.00028839826665527646,4.17724524770513e-06,0.00016411854222875277,3.8337568124546806e-05,0.0003113245959500688,0.00018814420793988873,3.944844419034865e-05,6.451509132254785e-06,1.95067924306791e-05,4.923625840369539e-07,3.759391278301827e-05,2.5944060901395005e-05,1.7584933687642135e-05,8.487142214086418e-05,0.00021702777615129065,0.0001710593780925862,3.4060265119428834e-06,2.355990411651021e-06,7.03461205673328e-05,3.746404141313775e-05,8.8998004653007e-05,4.120325559719973e-05,8.767062689152283e-07,1.8760333020395592e-07,3.2769157249923353e-06,1.3831193004243403e-05,8.04598046610927e-06,1.3306312479866023e-05,4.638835997550217e-07,1.2206659933955422e-06,3.0246708279557666e-05,6.771501968483307e-06,3.6865376587869036e-05,1.6876893216277722e-09,9.133451772669332e-09,1.2057128868647737e-06,1.845226682561929e-08,3.1185368509767386e-08,1.3884493998972403e-08,8.158840691940838e-07,1.0176935858474678e-06,3.7875114111685093e-07,3.9270246943168274e-07,1.5548567318113271e-06,2.105441776922845e-06,1.5685572751777954e-07,1.983636639391051e-07,4.620595088766777e-07,1.6648903748972543e-06,8.989558755168048e-07,2.29854830724463e-07,9.277114187966617e-09,9.069085082913375e-08,1.7058500301203594e-07,4.987148165547239e-07,3.430578932039907e-09,2.2633936946903077e-08,2.273030830224343e-08,5.959723470283507e-08,6.575628930249877e-10,2.5534130143611833e-08,2.73955043095242e-08,1.1334952976227441e-09,3.5351629179558586e-08,7.150603886785234e-09,5.889575716011564e-09,1.2947337557633887e-07,2.2914926756101295e-06,8.935793434083905e-07,7.146936376045687e-10,1.1692519397143997e-08,7.892776556772674e-07,6.364574511863452e-08,7.838174553853605e-13,4.8015988740601756e-08,1.0569131991822189e-07,1.0485448065367109e-09,8.34331426169399e-09,1.0091206537055086e-08,3.2299940500024604e-11,1.5624834759364603e-10,3.791633673699835e-12,8.067377912368556e-07,9.902096476110955e-09,1.5969878752741806e-09,3.388445080076963e-11,4.2393044452637696e-07,1.0099032721200274e-10,3.127000658409429e-09,2.3557493067372093e-08,5.504707800696451e-12,3.889331079420799e-10,2.544630950396254e-09,5.114979306775069e-07,1.5836445988792747e-05,1.966634851724436e-05,1.6571924632557966e-07,1.2115315491723067e-05,9.307601542829502e-07,8.360913183125263e-06,9.052284537069966e-06,8.603469483503545e-07,5.576509040539079e-06,1.8248955435673508e-07,3.3659458678059195e-06,8.343329871429717e-08,3.0603262044515134e-06,9.621533791914771e-09,2.9016635760825693e-07,8.931405651502189e-06,2.9996360728645755e-06,9.16267069328569e-07,9.577257742421352e-08,4.419980202285956e-06,2.3331673189019853e-06,2.1142132533569225e-07,3.132158998830903e-08,1.4504989653829625e-08,1.919886083001643e-06,5.510954066423324e-07,1.5814451193030266e-07,2.8881464109176136e-08,6.90425614457979e-07,1.926920769168561e-06,8.356489384908627e-07,9.121303712333884e-09,5.110180723022495e-09,4.145768865981836e-07,1.1898901055573674e-06,2.0320811700003105e-10,1.2590499667286537e-06,6.746107350519281e-07,3.747531267528359e-07,5.8758924392776635e-08,7.375708754864263e-08,4.559783857160937e-07,1.8286984020399188e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.006623743566931406,0.03667049792042665,0.0009844017310900455,0.1005482032841356,0.011567200883388029,0.0009741917264411981,9.609542735922183e-05,0.0013775640406690215,0.004602287359221524,0.003568909164691325,0.2029291951849479,0.06565871069022888,0.04305533811780471,0.012365672618041224,0.0009090975145953362,0.003836831320704448,0.0019488771127953441,0.0007513950401221159,0.015660193910639997,4.598253177157119e-05,0.0003714892803232672,0.03396996084342341,0.00042738712548340274,0.0024844968955117785,0.012320579104409646,0.0032157422565419758,0.01334133134175075,0.03788896713940004,0.007261616578238428,0.0009538677826363973,2.4568792147405816e-06,0.0004771507891292437,2.2604583107543874e-06,0.0024295699174272656,0.00022228646841337962,3.295374151601749e-05,0.00033818754734937784,0.00033542796199848013,0.0001414175427960629,5.6586381425249854e-05,0.00010028200073097793,2.5200379352829927e-05,0.00012270330653074701,0.0003115732961573858,0.00012591445158749437,0.003546779870303496,0.0004345869594066798,1.9327068390140312e-07,4.4366220943725665e-06,6.442968575548491e-06,1.813978255604809e-06,4.148950697668852e-06,0.00012473856654260373,0.000214941937006774,6.061221819875229e-05,0.00011050244593580061,0.0002616392533218992,2.8363545359288977e-05,8.09235859522417e-06,1.0328148283944572e-05,0.00016876358693673765,5.155841086734725e-05,3.0169522924339276e-07,4.976996640593256e-06,2.667641676001864e-06,3.98560660919145e-06,0.0001533476113677601,3.6224044470678507e-06,2.3703904705740797e-07,7.930464655636627e-06,7.50370432012204e-05,2.589835988553446e-06,7.740899854447036e-08,1.8217134889475517e-07,5.25215485769337e-07,1.6875491950507637e-06,1.1403969226719823e-06,3.74350161229664e-05,2.8067338683879228e-05,1.1415562128913592e-05,0.00019658145989254194,1.6665557320827418e-06,4.443774104689879e-06,1.3875732918222639e-05,9.580248127250002e-06,5.141399162189586e-06,1.2905382367200957e-06,2.18866141210583e-06,1.5595715585403624e-05,1.0275030035700183e-06,0.0003751074684850142,0.01095331532342847,0.0038533892889391907,0.017006962411104,0.0006079091808253168,0.0014045561013902308,0.0003832822761764554,0.0001821519933384863,0.009274551687558308,0.00018248182463675988,0.0009445401058174596,0.0005178701772889927,0.0005573645732537269,0.0018022872445833116,0.00021903606947937249,0.0037683500938645587,0.0027224653564363877,0.008913863091765784,0.005118015835689604,0.001294654398836137,6.531141884513758e-05,0.0007039468940037708,0.00023989371920096758,1.5837976571786427e-05,0.00032899838889144384,0.0006935988155611916,0.00013642927539536664,0.0018053126093262595,1.4960188406298869e-05,0.0006910686891945517,0.00038158998102888475,0.00020125417430971737,0.0003174840352886399,3.443580369077992e-05,0.0001353959148659989,0.0004670839597342713,7.279247324465388e-05,1.4906340375375748e-05,0.0008409905862019063,0.00012313985645651115,0.0005666953463028257,0.0013478918213132296,0.0005041016172744328,4.339627291027881e-05,1.7306555208929097e-05,0.0005351980448708993,0.00019922761807666944,0.0006018471964610583,0.00025120119764343585,4.595186353073544e-05,1.277421986634053e-05,1.0246910651545704e-05,5.036699046190307e-05,4.90035735345451e-06,1.4058017041795878e-05,2.7413073371063135e-05,1.169028485592527e-05,0.00011240800852263533,7.690639382440523e-05,0.00012139030360369674,7.485353210601176e-07,2.3295559929081833e-05,8.799355388777741e-05,2.9465409667750464e-08,3.184995606808627e-06,6.406035395478682e-07,3.980524943436592e-06,6.1453963597912775e-06,1.5611933834591696e-06,8.070914780944349e-08,4.116448427682329e-05,2.1146361420809612e-05,1.1410479545670427e-06,2.1609770950448137e-07,7.5959841248085525e-06,9.986506351644664e-06,1.570642522707999e-07,1.3606923214837252e-06,4.100760646608137e-07,7.388765732585512e-06,4.54316875231342e-06,2.0401239528844428e-05,8.631146464210815e-09,4.348249981411811e-06,3.7671796659921597e-06,1.529953636225656e-06,2.0286591295715084e-07,2.0215040521520677e-06,3.734668774235672e-08,8.176603150111816e-08,1.4117573932104222e-07,6.163521402147154e-07,2.048895830775166e-08,5.752699627770141e-07,1.0928886823968753e-05,3.7525230753843175e-06,7.034926774451833e-08,2.7817970993382346e-07,2.083979680378434e-06,1.901258888103996e-07,1.484819787123115e-07,1.0020066925076065e-06,1.5863147351247164e-06,6.157629961478506e-11,1.1821905010478417e-08,3.514303958951359e-09,1.5322372037829268e-08,5.664588256237835e-07,1.7585569032085857e-06,1.4307213922037931e-05,3.2044511133477727e-07,1.1038414626796111e-10,2.0821184776309565e-09,3.54189599915955e-06,1.2840228436061807e-07,2.635578355558721e-08,2.1805287735432444e-06,8.041356469590255e-10,1.6709912231682722e-07,2.8122136841446377e-08,1.2883105882099954e-06,2.2134289297426335e-05,5.92207266221223e-05,2.981997467621511e-06,1.7521363349093377e-05,6.057239033463446e-06,8.995155444058156e-06,5.036579860728807e-06,9.21283217980573e-06,3.062477539317321e-05,2.734580093921579e-06,9.80980928466657e-06,4.114880329808557e-07,1.0076649615387012e-05,7.362956178091906e-08,1.976285620486351e-06,2.905873796299474e-05,6.490565941152937e-06,4.596179792759614e-06,5.8753002463163284e-12,1.1344538378477154e-05,6.00097181946424e-06,9.422734104092001e-08,7.284632896897847e-10,1.41269055786708e-07,5.328988907926657e-06,9.627499755193725e-07,5.6036257856106886e-09,8.134039153340211e-08,1.331096540546639e-06,3.6815399533374205e-06,1.411696866959744e-06,8.243658200512982e-08,1.2071636135146946e-07,2.4057042851133303e-06,2.2191133508542293e-06,1.4180400409458116e-08,2.5098129561307303e-06,9.837249415056704e-08,1.58009966444439e-07,5.898939026138805e-08,2.2517993025772398e-08,4.4871990745321e-07,3.165050288966853e-06
