 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,H6,H6,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,H17,H17
1N1S,N1,0.0,0.023676539478908465,0.000821457865333608,0.0006283405563387578,0.0006885079129426153,4.616406762747438e-05,0.0018961624660371879,0.0008559349876313682,0.0014390677840510069,6.341970462675484e-07,3.118602839233264e-05,0.0001203676683981525,3.3047694586729737e-06,2.913575244861688e-05,0.007874706895616868,0.0013853322068554386,0.007852102627652569,0.0014056568343592257,0.0011819602198175072,0.0023261397596316957,0.004858682973849504,0.0017369603729551208,0.0031690147424590087,0.000678147407029206,0.0005824267870264688,8.029758766880946e-05,0.0003863327926743043,0.00012721090447190275,5.004444798198393e-05,0.0005327390137522814,7.622773651068393e-05,4.350500566091542e-05,0.00018031433249521278,2.0144216908768442e-05,0.00024104487269460684,9.078369595627578e-06,1.3708615508034594e-06,6.556886984476762e-07,4.538792453212537e-06,2.1427142384844444e-06,5.004853643075791e-06,4.3920378430151175e-05,0.0001498610612991058,9.315238440610329e-07,7.628511510804348e-05,1.3883354900739997e-05,1.455269238448409e-10,8.172399915545858e-06,9.14669935886403e-06,4.595670604623514e-07,1.872122408874688e-06,4.5471133678365305e-06,6.352866669478985e-05,2.3447570798529327e-05,1.632502203396946e-05,9.144186741139038e-08,8.932251836180072e-06,4.85030026142752e-07,7.911239815250326e-06,2.341909152714372e-09,2.1626888990766702e-07,2.8718318187404e-07,2.423169859211427e-09,1.5601593722491813e-07,4.0455054313437433e-07,6.322073226039393e-06,1.5701244220345245e-06,8.41738488599475e-06,7.720258452303952e-06,2.5134112910940587e-06,1.4151903762193996e-06,2.7478114894563532e-08,1.7861138636998675e-06,7.089561418482937e-08,2.8837780099988386e-07,2.100072260535768e-08,2.17260929025187e-07,1.5364279853935514e-07,1.9339475689772456e-06,4.140837494004401e-07,3.232450307422141e-09,3.04932382011458e-07,4.5638459833519107e-07,1.3425337064276732e-07,6.661769136329099e-07,7.632114034095139e-07,1.9418883030475342e-06,2.604052595778228e-08,1.204783217412242e-06,1.6823973830737415e-07,7.130887327844171e-08,3.868600995104998e-10,2.935428511374738e-09,2.0992391158713986e-10,8.955992547576841e-08,2.9876995355504476e-07,1.4685937821390382e-07,7.042798577661102e-07,1.4603729336926108e-10,5.1146573643023885e-09,2.499492701701911e-08,6.257750762017622e-09,3.233307177552547e-09,7.724668027453419e-08,3.111954660628413e-08,2.4163808509669593e-08,1.718153330720895e-08,1.2347198263817916e-09,3.1759526675223526e-09,3.0075648360661233e-09,2.2837010060783314e-11,1.6997703244925333e-10,1.041501329623884e-10,4.927236396667922e-11,3.487876876206997e-08,5.037700478993656e-09,2.5263068970104996e-08,3.7907219585520124e-09,3.9633178294806726e-08,2.0620705365459457e-08,9.347929097458518e-09,5.593517593549535e-10,9.39656269460798e-10,2.536002519093472e-09,3.581544227859723e-10,1.987417369564426e-09,1.6492815446689235e-10,7.731459916726635e-11,1.6974618821663512e-08,1.9506545267944375e-09,2.10944595124829e-11,7.594992856851945e-09,1.1509015962474223e-11,6.827893805905205e-11,2.6963522525846884e-09,2.2161271429066431e-10,4.693674060529673e-10,3.507859697160498e-10,4.8155923693116165e-15,2.8406998975327724e-12,3.239630785856207e-13,1.1713052749939834e-10
2N1S,N1,0.0,0.0,0.01455320427661455,0.01564347113678144,0.012957274883139469,0.2644321635551621,0.0287931562031436,0.02135185199971623,0.023614515721379625,7.81147893391676e-06,0.0015175484028018271,0.0024746204467125388,0.0002925499754735661,0.0014047521558047116,0.10471913423690715,0.1581765624762812,0.10595090791599038,0.15985227566421578,0.0034108239710912702,0.0063911867138704,0.04701341613172616,0.020109514892866276,0.03068183173929162,0.04181645104069043,0.13311062549096464,0.03895792767310624,0.09060120477345501,0.00831460847791421,0.004192830325980612,0.03316684792272606,0.004541443588468974,0.0035993566437979574,0.005004323749279838,0.00015908984389989556,0.0065778723187004395,5.053202597915529e-05,2.506370827148885e-05,0.0001191543424585717,0.00031075009502545825,0.00022740874856097548,0.00019030437585154658,0.0002950425311745164,0.0003132873708118211,0.0007548405445567674,0.0001458040423782947,6.149103158614722e-05,8.67371363910685e-06,4.029123493620723e-05,6.179721021126738e-06,2.4212913906973554e-05,1.198025226090138e-05,1.2649305005218991e-05,0.0022150861101812858,0.00042214580623678444,0.0008082323217273313,3.58696366800082e-05,0.0025281370739955733,0.00012352998253239988,0.0012219254945406988,1.998255186652642e-05,7.783943959549511e-05,1.6052467825655725e-05,3.508374841754147e-07,1.5407939720990527e-05,4.831997819199074e-06,1.6729336086207525e-05,6.370524927001853e-05,0.00031935163587260007,0.0002099142650764385,5.7263329434231736e-05,5.925635874870494e-05,0.0001507142882948287,0.0002533618942321958,1.692328577052038e-06,6.504576475441226e-06,8.081100941970121e-05,2.5750899842913455e-05,1.1995353239591111e-05,6.999612243419051e-05,4.242137866361517e-05,3.6534873968374626e-06,8.495417009424244e-06,4.220253694242615e-05,1.1219407827667283e-05,5.3844699233085436e-05,3.2527934079595866e-06,4.5725321471401514e-06,1.995550054090245e-06,1.0930624383398424e-06,2.055109713272607e-05,1.8972681919082746e-05,4.8234720946283005e-06,5.263733353633171e-07,2.179916166689111e-06,1.6806512204148305e-06,3.6644159502330353e-06,1.1014734539127602e-05,2.2220863123312284e-05,1.695572457993677e-07,1.1337457590521183e-06,4.127844140278114e-06,1.4222232569416349e-06,2.6437189704076047e-06,3.453275517095733e-06,2.0831853686509305e-06,3.7892311466336537e-07,9.371252756018578e-07,9.694964164808084e-09,1.95981657302724e-06,1.6371956657046383e-07,8.052270561442754e-08,4.769547818916919e-07,3.562540884516352e-08,4.014375689642691e-07,2.865131457863157e-06,1.0761418911542364e-07,1.6015961072923801e-06,3.538792059387674e-08,1.9612342687658213e-06,6.819103868238585e-07,3.2568491326046e-07,1.0887089074707035e-07,3.0766613123844877e-07,2.3212246413883975e-07,4.728885727445231e-09,4.3440538188832534e-07,3.00922404772308e-08,4.4531218534871186e-07,2.1843214175198966e-06,1.0122757299058094e-08,2.7754107767563596e-07,1.3717769142829184e-09,3.3644178820679826e-07,1.3027723477776476e-07,4.805772979565859e-08,6.264087470952973e-08,7.719810768413993e-08,2.4088635308672224e-08,3.601972609068582e-08,4.935453157273173e-09,2.6553055976208384e-07,2.583397264999121e-07
3N1P+1,N1,0.0,0.0,0.0,0.023511977555166652,0.005128266224094347,0.018058508217745572,0.2676223466347887,0.02564007737422269,0.0050471013549566734,0.0020819681405428447,0.0092298351339406,0.02082843919607713,0.0003338059558939399,0.02506847208423446,0.1793785384761173,0.11952290864589221,0.11064516140156133,0.037157026785584524,0.00926870100532029,0.05820436519580019,0.11541578365608451,0.06285569555459647,0.08732152595669707,0.018458753233147718,0.008250897359963538,0.0393772201211009,0.032824191292050386,0.010703974026567087,0.012784208149257958,0.0015437521465728743,0.0004426403863411199,0.024309208382321312,0.0005662210207550977,0.0002665502440049039,0.0018138818161883563,0.00011325298337938605,0.00042374658122890096,0.008385971703058548,0.006301803346560941,0.006858979628184603,0.0058141534604523315,0.000887659308189459,0.004247073303961457,0.00394355823553294,0.0029649413643917377,0.0030723264956766805,3.7064642441908546e-06,0.005945897188061711,0.002411805979833037,2.231995241741558e-06,4.582711684442131e-05,0.0008298277639084972,0.0026037808666758977,0.0006521320074854842,0.0007958891919437328,0.0003983467025956422,0.0003646123455811612,0.0002482119441484798,3.337454895113723e-06,7.657081403866783e-05,0.00015424301169741916,0.0008417865898471266,0.0006187437537010787,0.0001205958610530633,6.835648739067501e-05,0.002329155698324037,0.0005879879766821361,3.0352700934432875e-05,0.0030993815025599503,0.0003733357189927844,0.00039931795044756413,6.588144200225798e-05,1.3241481967352087e-05,0.0004343976092944235,0.0004854447431787978,0.0013262377142970738,0.0005519478829283386,0.0007826038171923066,0.0005852559867354223,2.222995825862384e-05,2.0895748405136416e-05,0.0005463633339841678,0.0007836396035645343,0.00040009841011379166,0.0003360981202558122,1.960214483531786e-05,9.04256347356025e-06,0.00012311337774795206,3.0164440446789342e-05,1.6753025291471602e-06,2.788273795184537e-05,0.00031031996654151683,7.627343387106578e-05,5.95621373578048e-06,6.34659700202711e-05,1.4671266423960105e-08,3.8064522622782704e-06,3.146628240058291e-05,4.0335677184977214e-06,8.966709461777356e-05,4.599083739620369e-05,6.914135536106869e-05,5.2199940972830206e-05,2.3250071421010432e-05,1.9187527002806348e-05,4.207366137709556e-05,7.561378452702883e-06,2.6393870536489672e-05,1.9126127513313662e-05,7.886135367707325e-05,1.246686968237043e-05,1.2344148596632465e-05,2.355689110444814e-08,6.667322516307195e-08,4.19233670889696e-07,7.153965273509755e-07,9.815616497377277e-08,1.072065459517546e-06,1.1911505173323178e-06,8.155859161362855e-07,1.1794648369090055e-08,1.56543046903046e-06,3.019092349454411e-06,1.772429196078562e-06,1.6554120074729894e-08,5.627116008710686e-07,1.435899188440004e-06,4.045561771848227e-05,3.852427347039722e-05,7.293309862710373e-07,1.2105676040707891e-05,6.679926439101536e-06,2.587915215457315e-09,8.40029714233026e-07,5.611581124220777e-07,7.151476415501179e-06,1.44890560171973e-06,3.57403162007941e-05,8.102793701558753e-06,1.0417320646105566e-06,2.325644455014597e-05,3.4882742630859553e-05
4N1P-1,N1,0.0,0.0,0.0,0.0,0.01639937548310222,0.01274367607663418,0.030570924535041843,0.2243092936525839,0.02225635350383781,0.006010372828653132,0.004821497071220371,0.022346187856132405,0.0048759053574416455,0.002016186814956411,0.15830543737489888,0.07917112668947413,0.1903024139160876,0.09096976094797471,0.0023734800950492296,0.018426659024669334,0.05317601908230918,0.006003888333669938,0.03277820090628358,0.01110630630899756,0.0487084121758139,0.0037420081343402245,0.0306592971923787,0.015060326061238749,0.012726074672334331,0.02736311117987489,0.015016058355385775,0.006186662237308571,0.005073291012117842,0.000437089546228453,0.008670751190244186,0.001163608004220773,0.00011311894805721145,0.006098809679744299,0.004901253900640334,0.00280108321465411,0.0010467204442790035,0.0013832272310700944,0.00018039079581244621,0.0018995011821614227,0.0004991092742350212,8.768206605225259e-07,0.00040596307558438127,0.00013233714460891832,0.00023119641861124585,0.0001242276949289245,5.166034871706415e-05,0.0009874391550970252,0.0026901731703574683,8.14999567846364e-05,0.0016622648520181471,0.0005386197178629537,5.691386022332878e-05,6.6157600198124555e-06,3.53300551845237e-05,0.0002668437442361338,0.0001226607822202297,0.0006416722686586329,0.000383566891814624,1.8250486859550108e-06,2.7533461115503144e-06,1.192227432067483e-05,7.815924663034934e-08,0.0002763949084751971,7.703841704564951e-06,5.6167710048793396e-05,7.38240886959396e-05,1.943736105136651e-05,6.013115441216854e-05,0.00026394161796150506,3.924459521131851e-06,0.0002675318974656449,0.0002355417198425247,0.00014243442003736284,1.0204685336745456e-05,0.0005337956409721123,1.2521754895189474e-06,4.682894480101396e-05,9.450977033420571e-06,6.545556430204158e-07,1.0487910922396537e-05,6.946515799022279e-06,8.494980749951253e-06,5.429888397356919e-05,2.13939074877878e-05,1.701833466194458e-05,2.136581917833169e-06,8.04066656026059e-05,2.569186935574841e-05,1.1227001326163943e-05,1.3831130271313441e-05,2.9508024592672655e-06,3.373353076518981e-05,2.6435626936383017e-06,7.24890919068244e-07,2.5609498328638125e-05,6.382203687316235e-06,1.4432326251423433e-05,1.5955949334678365e-05,5.589920145876448e-06,5.776102715238096e-06,4.25397859471488e-06,2.4688444066889303e-06,1.6426422673188057e-06,3.596332657229695e-06,1.2599482422936958e-05,1.4470648301845301e-07,8.78750119337468e-07,3.556676420046756e-08,3.090786560022707e-07,2.391544923430189e-06,3.088091604652732e-08,1.2432013032359635e-06,3.9540338558907706e-08,1.9594240510123484e-06,8.973132370471149e-08,9.62922745983974e-07,1.3084112482353305e-07,3.8967881010876226e-07,5.50285540690254e-07,7.20338011461763e-09,2.4602599824063986e-07,1.8269186230490675e-07,5.296647511254804e-06,2.9815365198970767e-06,1.743917332319711e-06,1.2987273465547844e-06,1.2541777758556805e-06,2.8694557840935886e-10,3.565161392771188e-07,1.0292123064914449e-07,1.1187527884093385e-06,1.6901057442453293e-08,6.647943601167938e-06,2.087436647757457e-06,1.2947898309079164e-09,2.3433764835267823e-06,7.016798793113566e-06
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.015024472342336281,0.005490135143416897,0.019425805794687445,0.2633248837226363,0.0023067987365537057,0.027077967895029698,0.009382770685289588,0.0015101536006059124,0.02495644698371846,0.175910854008404,0.08035821205713889,0.20490264157761162,0.1304586202588056,0.005899806424080056,0.03584261121285781,0.09159495497303416,0.039428563364747315,0.04973262575763604,0.010821937811188231,0.03392559663215211,0.026651348530911,2.3757457649598024e-05,0.008812785808191004,0.027623706175662566,0.00023959481247315395,0.009850474291874356,0.00048254093441868484,0.00536791944384607,0.0007399033537724975,0.002910401233302551,0.0012907444550753766,0.0002654433181381588,0.004752834173035403,0.007224162467871054,0.0029767466297707657,0.000637044399474096,0.0003448622475601404,0.0016633194804316354,0.0019821257431584804,0.002228480246726061,0.001679560363230248,0.0002378468190693539,0.0037491614432607623,0.0024268946041787753,5.482907134291004e-05,2.380352515318762e-06,6.696656744198393e-05,0.0006343336274423628,6.16828679156356e-05,0.0010893941764380521,8.043252991507543e-05,0.00013333956834982175,8.273949017478799e-05,0.0006056960235856224,9.117783891787745e-05,0.00032559528446696184,0.00019633431977927884,4.644113957885665e-05,3.5899889649471106e-05,6.504807701990245e-05,0.0022000705675391252,0.0010015602894641873,5.5034891754957016e-08,0.0013531515074629574,0.0003318435396839625,0.00045635011164213424,6.090439728989594e-05,4.3705041794517285e-06,0.0006977425043390717,0.00027129354375343695,0.0011087355377297214,0.00010261804229583227,0.0003548482761670524,0.0003230463683512319,5.550651890517955e-05,1.2837399570031494e-05,0.00034916002204976593,0.0004893207525511478,0.00040789805375629484,0.00028150699916018596,2.440233494649391e-05,1.7521179994872682e-05,7.59091450381888e-05,6.1039276180174795e-06,1.600131302237351e-05,1.3520753405771302e-08,0.00015087025485227556,4.523219383245625e-05,6.010292570302056e-07,8.119398508643627e-06,3.83571831408247e-06,1.2298067870730733e-06,3.574790330418409e-07,2.1783671246833336e-06,4.4365050738459644e-05,1.6862256591920755e-05,3.372147811298021e-05,2.9007780935064176e-05,5.258816843767278e-06,1.9056363708358504e-05,3.256682669672273e-05,8.75327874894083e-06,1.651164770888336e-05,9.890580175087038e-06,5.6635701610963096e-05,1.7329272985477928e-05,9.786275540824008e-06,6.80788758700146e-13,1.3339325422023762e-07,8.570430010124142e-08,8.508194251355405e-07,2.2570156312795575e-06,9.106174334583272e-07,7.9444890666025e-09,2.0953981350047002e-07,6.243792491922306e-07,1.5493414173839426e-07,1.2552450399105908e-06,1.7264694902596744e-06,1.0788992810262243e-08,2.2988905779008917e-07,9.963194915751927e-07,2.8838098137029533e-05,2.214277685963495e-05,1.0500893843357062e-07,1.0019162363761325e-05,5.530346340432146e-06,3.390636837963257e-08,5.151290216609539e-07,7.849919496649704e-07,2.565692311273793e-06,1.1468316505336418e-06,2.4669431065049707e-05,5.332603422614213e-06,9.002014640380196e-07,1.6838897909376982e-05,2.0673207902e-05
6N1S,N1,0.0,0.0,0.0,0.0,0.0,0.0,0.02495229704376989,0.021170292629654863,0.020218565576603176,4.918808283793652e-06,0.0019063758956894272,0.0022162748337810623,0.00023000110186965905,0.0016649478732961853,0.09544418354464401,0.1507413696206088,0.09588084358643956,0.15233354113128117,0.00023698731019461405,0.025846222364865667,0.026423589380821344,0.007842826445244366,0.016605096938164365,0.07224381876051744,0.10205719762722021,0.022702200816870466,0.06737159403882842,0.006851559757587333,0.002734886715764384,0.026969062863053894,0.003933851125090815,0.0025139874350632585,3.768405628568061e-05,0.006235547466105107,0.00029176165048472313,0.005365224905445221,6.335931363299352e-05,0.0011629700887869632,0.000482630525030725,0.001381684570120001,6.14033664918523e-05,0.002752191531319337,0.0031712875852969447,0.004182947372474821,0.0009378354143230183,1.7086652214448605e-05,0.00010020129043608605,1.717023106095894e-05,6.0660802274403736e-05,0.00014255535488705284,3.0990137300790366e-07,6.12132370303442e-06,0.0002397490973597982,0.00032398645067788223,0.000309189715285374,1.794756494355454e-05,0.0004539970372721136,1.872050428808336e-05,0.0007085034571203686,1.560873755512837e-05,2.1475017986105627e-08,6.131941633746862e-05,1.6721374819006485e-05,5.440031758396913e-09,5.572878092330313e-07,1.7496088808854893e-06,4.467929442908414e-05,0.00015175580103488073,1.875087177083401e-05,0.00013375187457498328,6.543370624889633e-05,0.00010425766136235026,0.00033304106203591033,2.0621483168170585e-05,1.2431070750995588e-05,0.00019557979090056854,3.71297388479519e-05,1.7350776912117283e-05,1.3486774288917758e-05,0.00012075563570590475,1.109534758292341e-06,3.705253589947333e-05,1.715036819183169e-05,4.624063926872424e-06,1.4679861584099285e-06,5.6284527625294345e-05,4.889854049539011e-05,4.582077235859572e-06,2.055343006723831e-05,1.665977680298525e-05,1.371282686957187e-06,8.481016648742568e-06,5.776629088183327e-06,1.27446290054678e-06,1.2373338043047966e-07,9.49073174716375e-06,1.8607296701222964e-05,4.10217762656373e-05,1.3538624665798693e-08,1.0395831910869902e-06,2.8226210257997764e-07,1.4642330792291602e-06,2.3419126211621233e-06,1.5748835355822166e-06,5.3496070533398665e-06,1.0487521961977109e-10,3.5441923835755063e-06,7.690689711736809e-07,2.508135676926315e-07,5.051159187141607e-06,8.076046336125131e-07,1.16181835263518e-08,2.253151820674759e-08,4.208623725077132e-07,7.462046669903799e-06,2.3718692965246646e-07,4.581225187649807e-06,3.023505574795138e-07,5.8793661641409756e-06,1.4885926833407837e-06,2.233836218223928e-06,1.0744821699049112e-08,8.305259946439492e-08,3.2607114830440764e-07,6.898324866888572e-08,1.808408089942759e-09,2.239878593712774e-08,9.133729634847043e-07,4.994269264813056e-08,1.4880887633239581e-09,7.951617870816108e-07,7.117205154116846e-07,4.588567303898117e-09,8.272562768141256e-08,1.6455421913974533e-08,5.950246984021135e-08,8.422090314041952e-08,1.3633636175569563e-06,5.970357519480274e-07,5.375471356927619e-08,7.626382636516382e-07,2.9895366071563956e-07
7N1P+1,N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276954618099281,0.009016185468768256,0.0028435869601384223,0.006739702568830053,0.020020557452844256,0.000105765487232512,0.021437198375668043,0.14963863443533887,0.10028208516992398,0.08510429438487144,0.029742237248381986,1.965831189543188e-05,0.10517665934378018,0.04464823437925869,0.03619845202740812,0.06782475849809133,0.05114273010600501,0.000440737564048721,0.023260793301944194,0.02322858233902192,0.011581269047575615,0.010156038968374803,8.255479999186299e-05,3.232660183982716e-08,0.015472641684835198,0.0028696511763159904,0.004255020378912899,0.0058156988661508535,0.010703515458882595,2.2018964846992617e-05,0.0015404052357523845,6.610302602716445e-05,0.001245150346012025,0.0005209948223048322,0.001218669694079022,0.01411552016640183,2.0961998189239495e-05,0.009558767102075816,0.001711657980837833,0.0001500189997574175,0.006557086171097737,0.001444502049346097,0.00015062945386956628,5.416299979632555e-07,0.0001646424342736097,7.448768020168473e-07,0.00028219409787144656,1.0938150243333666e-06,7.171920994419878e-06,0.0006826751468116399,3.12465359719738e-06,0.00039158756001178574,6.902113521167763e-05,1.2476937576666458e-05,0.0005049407101753722,0.00020959133655940043,5.072614123635688e-06,1.4591237929018064e-05,0.0015704136228857912,0.00013662901428501684,3.175341863093095e-05,0.0005825837474127127,0.0005785196639296331,8.30892405714323e-05,0.00019092152989186317,2.2584270498171577e-07,0.0001391077881320868,0.00013784032418451275,0.0007972782327716477,0.0003653283781495098,0.00021040027934904337,0.000243368202667682,7.134514678330817e-05,4.4643221119855525e-08,8.744899468560163e-05,0.00012398908133182118,0.00011432394930510625,1.5098753678444155e-05,1.1220637146980295e-05,1.9568829264127174e-05,2.6807041412890698e-05,8.280887252132274e-05,8.99493901207471e-06,1.1532648187539962e-06,0.0001955930354031743,3.3602294428058954e-05,1.038410774500953e-05,4.006649287902064e-06,1.2762889210815587e-05,1.4101902001684152e-07,2.8015885177534727e-05,5.061933199268509e-07,2.661909617085456e-05,4.314153630335937e-06,1.3904801899222718e-05,6.060257222273435e-06,9.784285673219983e-06,7.3262947641872245e-06,2.0532687849961206e-05,8.146276990750323e-07,1.2919626619645186e-05,3.737086218258412e-06,3.554363262581184e-05,5.987337146740046e-06,4.512194629491262e-06,3.907057344321174e-09,5.800879776529655e-10,3.8353966536064377e-07,2.826992848703469e-06,1.499138253535648e-07,3.333785127956901e-07,1.0046464380408793e-06,1.3453520399941965e-06,1.948209868984918e-07,4.073127832793233e-07,2.3003305504865068e-07,1.5287337660208067e-06,7.162365589508113e-09,4.282165289026807e-09,2.783170320874717e-07,1.0798918501198074e-05,7.0234962952220314e-06,8.265815529817644e-07,2.3874864858441924e-06,1.0989948746598088e-06,5.868688797150412e-07,9.99598916973099e-07,9.99835438442176e-07,2.317627600723071e-06,1.4786850965897713e-07,1.3880935602950117e-05,2.4004251348852534e-06,3.2190261189946057e-07,5.9642714624885684e-06,1.3651004135084577e-05
8N1P-1,N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021540724850635407,0.004997212174181254,0.006043779996943943,0.019135447815955553,0.00392233796634911,0.0027871937418202375,0.12526153369851034,0.05695868089771894,0.15186697606614885,0.06694444375281483,8.467205237616682e-06,0.04119352224309747,0.03740998290985997,0.0003695323469257161,0.02323750171133021,0.031244410249054777,0.0397909656144817,0.017392506187343226,0.02523529676962477,0.012727001314402742,0.00980676661566382,0.019813824833605942,0.01531162079359727,0.005117808957036729,4.260491000529498e-05,0.0032617771961040987,4.0976670914183444e-05,0.0025403559878798276,1.8150763114732626e-09,0.004308298815932865,0.0016719661922088846,0.0018618873446376583,0.0005883201155798545,0.0015915272062190233,0.00030938746103537085,0.005149127096957695,0.00043494715796787986,2.466394553435336e-05,2.0009111355578924e-05,0.00048755758593066467,2.7934512325522576e-07,8.476128105838754e-06,4.155974513420091e-07,0.0004192030985055162,4.191391552677004e-05,2.8382099929391558e-05,3.142731639815821e-06,0.00015961419156651502,0.001735974221880987,3.909505142729586e-06,0.0006286732526521455,0.00028727586870891386,2.966336332566044e-06,0.00046253702273291175,0.0002576639364066935,3.26298452213436e-06,5.682412511642809e-07,8.60520629410999e-05,1.022606667877568e-05,9.386976352887544e-05,3.474145240867088e-05,3.451471730642197e-08,0.0002343207245840695,2.2187170651832844e-06,3.979257278396986e-05,0.0001410661336580521,8.745782962282789e-07,0.0003428229377169245,0.00022595242899625667,3.7748378345803246e-05,2.7351605312642135e-05,0.00026985678983093564,3.9320161793199304e-08,2.109796955185317e-05,1.9888451570082566e-06,1.3356839974498769e-05,5.181794415776153e-08,3.6969945247378178e-06,3.10533182279471e-07,1.7912440840817112e-05,6.599064523271636e-06,7.648982055075138e-06,4.837240985544611e-07,6.65585106818245e-05,1.5164996178373968e-05,1.6817406163216475e-06,5.9129814617975285e-06,2.661880400545158e-07,3.245347758529249e-06,8.492521605951708e-07,2.861288983524446e-10,5.891460534979132e-06,1.9280191176918038e-07,3.1768583781399684e-06,4.346226805118647e-07,5.5011524224823916e-09,8.053404359831262e-06,3.825461510231776e-06,3.9330498329270824e-06,2.0309668002926884e-06,2.900955240470182e-07,1.2310168668649979e-05,1.7183181781899037e-06,1.2271351046422296e-07,6.156133824930521e-09,3.473312171209386e-08,6.344585212758602e-08,3.1697143931808114e-07,5.454235996182888e-08,3.8395331358742624e-10,2.9021158232112043e-07,2.0540573686389507e-09,3.038522016218792e-07,4.127688013610964e-08,2.7414515102464065e-10,1.1433730324750258e-06,9.329312877781604e-09,1.3304949764147977e-07,6.83615175578467e-08,2.503048326829571e-06,6.026520966706528e-07,3.968099995255159e-07,6.902354421356449e-08,1.1049925841000174e-06,6.211694891788966e-08,3.2777977176934314e-07,2.445871514211717e-07,6.457743642052094e-07,5.345468512274465e-10,3.4558501189607682e-06,5.81817613198865e-07,9.674746337395845e-09,7.639388988067708e-07,2.236684027101532e-06
9N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012420912520045846,0.023473207636754312,0.01018763732680017,0.001924518700853195,0.02017419694933409,0.14189814255308253,0.06520277945603015,0.17294204941299363,0.11112508390369324,9.712835226105554e-06,0.0695352303618586,0.07082263139903455,0.02448699832475798,0.00819133328433308,0.03250249596165711,0.023915372034758242,0.01696238748054757,0.010056678173526734,0.005188888972655459,0.01840020388212893,0.0014499039919004808,0.00970631465398153,0.0009143945274914245,0.002634380465573738,0.007272186782498746,0.0029862480908842137,0.0033226190136552702,2.6623757625188205e-06,0.0009099787257711434,0.00048690947911245175,0.0006217090596436492,2.8388487769426263e-06,0.0007875681290836489,0.009378437574074638,2.9995024610762755e-06,0.0030425413976029603,0.0021871668455593074,6.606105060313894e-06,0.0033181305774823144,0.0007775464807835419,8.420456487634453e-08,2.2594814335086255e-06,4.289282595326682e-06,3.033370652438805e-07,1.9202014262642564e-05,0.0007905285571028209,9.975376840998251e-06,0.00017891969614014513,1.3373831704299732e-06,0.0004180619540288255,0.00010203532700936435,2.6864624778744073e-05,8.533061190152402e-05,4.656124058310951e-06,6.72181789829196e-06,1.182123824006176e-05,0.0010950370626803263,1.5911538753243804e-10,7.536619320180904e-06,0.000902431480950483,0.0003108109117926361,0.0005903208588868836,5.582038632701014e-05,0.0001779706028215422,0.000278442975154336,8.003893023378339e-05,0.0005903809596001786,7.917439176274854e-05,9.285185882013103e-05,8.324289842853716e-05,2.374755698753006e-06,1.6952662607039315e-08,6.49746301650822e-05,3.992080165948764e-05,0.00010198721878129646,4.042709029139502e-05,4.4227136086760765e-07,4.519034204619743e-06,1.2560810180861637e-05,9.532826876768041e-06,3.7239627870278014e-07,2.684896523552638e-06,0.0001495333039520652,2.0748794558933525e-05,2.965552040978814e-05,2.4794281836992837e-05,4.7081537157822595e-07,1.1436565642508612e-05,1.2037643531304099e-05,2.963218073137597e-07,1.3641734853298004e-05,3.3427038395039688e-06,8.64769027630885e-06,1.697082834706265e-06,2.225672334876805e-06,4.5994126463000384e-06,1.4394505577719485e-05,3.7977170124214865e-06,5.475800286314225e-06,2.712746813626765e-06,2.1937554644635426e-05,1.0076507777512234e-05,1.933048275448712e-06,4.378827744844216e-09,1.162454186243167e-07,8.186952449307228e-09,1.3182913098930271e-06,1.1048219308307239e-06,4.124934944726988e-07,1.1063590399373879e-07,2.1844664921388812e-07,4.56805778092928e-07,1.1496047092052208e-07,1.6114317280546686e-07,9.218154288781477e-07,1.6149810377896756e-09,2.994485059915064e-08,1.634329698241288e-07,6.756954546105476e-06,6.638989316964938e-06,1.4123144209676752e-07,3.995103017295776e-07,7.719938546202343e-07,3.355621114309315e-08,6.548654227778172e-07,1.7178123261629707e-06,1.5916248874425776e-06,2.856190954858562e-07,9.115359283384805e-06,1.1321993831359123e-06,2.9709113968934275e-07,4.060172203779189e-06,7.619329047026113e-06
