atom_numbers,value
N1,10.531483252180536
H2,1.9314025679411528
H3,1.9290306149783132
C4,9.62974885766119
H5,2.0668851364052947
C6,9.608726115301456
H7,2.0466617739390154
H8,2.0741181128033643
C9,9.585665898986596
N10,10.449814217709461
C11,9.63614613925514
H12,2.05084452085228
C13,9.696201881762343
H14,2.07373445536459
N15,10.387762184413774
H16,1.876289377539472
C17,9.721845735728166
O18,10.94434305658061
N19,10.382733275706137
H20,1.8894420272748178
C21,9.596002700441298
H22,2.0360269560434023
C23,9.705679442175851
H24,2.084530119041612
H25,2.0653140870766094
H26,2.0668146482017358
C27,9.761808501290327
O28,10.91222460588658
O29,10.910062726089254
H30,1.7610354499541017
