 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,H12,H12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,N24,N24,N24,N24,N24,N24,N24,N24,N24,N24,N24,N24,N24,N24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,C27,H28,H28,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,H30,H30,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,C31,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O32,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,O33,H34,H34
1N1S,N1,0.0,0.023547676372369652,2.2974555699217802e-05,3.262541439097433e-05,0.0021473171877504083,5.549827002093721e-05,0.0002650735268594495,4.0526466388524085e-05,0.004055867824579451,3.017025055188083e-06,2.4298192802529872e-06,1.0487760357974496e-05,0.00016236683707314403,1.0108065309155645e-05,0.007929127061856,0.0013783354609334664,0.0077957038810680945,0.0013486963714470779,0.0011790744908002082,0.002113267841985511,0.007110157780813919,0.00018891575061363852,0.0018612475692387775,0.000627449987550488,0.0005284550350910244,2.9781631786685026e-05,0.0002793801590228462,0.0002042605148700749,4.3926739951766214e-05,0.0006677902672006797,8.20618695915043e-05,2.9512359866340487e-06,0.00014387776018565113,2.8317147397483033e-05,5.55910448989394e-05,0.0002463261296736796,0.0002469940606619758,5.210740678318615e-05,2.4854590523482045e-06,6.551351150463347e-07,0.00037716601091131174,4.7151298798731034e-07,4.7909808467139214e-06,0.0001354141829193467,7.922419114431145e-06,6.173805229464646e-06,4.8451595263676595e-08,2.4251756139820335e-06,0.00011619393302075842,8.39548756178532e-05,2.81657642393629e-05,9.312334692257451e-07,1.5798490882651395e-05,5.391974076540684e-05,0.0001331935396371442,9.387318532061428e-06,1.0520766351440614e-06,1.7649714107226266e-05,3.262401460091269e-11,1.3053991724132352e-05,2.1469039738208906e-06,1.6203274648685095e-06,8.656958287944772e-06,1.711486771749371e-08,1.4177332946507804e-07,8.480750580686092e-07,1.0788777987658094e-07,1.4518821345177457e-07,2.0527015043292351e-07,1.8792418019497603e-06,6.247325476937959e-07,2.1075034484230315e-06,4.7528219582204656e-08,4.562476985103814e-07,1.349464077371465e-06,1.4543672396949425e-07,3.942409584123396e-06,4.4354262938861577e-07,2.9481117769236675e-08,1.7021288351015684e-08,1.6658665569768694e-06,8.334014546695911e-06,7.535184168405706e-06,2.165037411572257e-06,3.389818864496519e-06,1.5218030924302184e-07,3.903556459849966e-06,1.5596765345904373e-07,7.018048793216991e-07,6.653526821248645e-06,6.759521400390156e-07,1.101821307941675e-07,1.1376562025766646e-07,2.91884893949268e-07,1.3201874788926204e-06,6.959213222357263e-07,4.131455625833169e-06,4.951301010858167e-06,5.209005153605784e-07,5.009109980358417e-06,7.89452092209153e-06,4.0924921451690466e-08,9.7540042962585e-06,3.5030071711572575e-05,5.7327314936017615e-05,1.769721857947104e-08,0.00015370328364361363,6.260896116550008e-07,2.2366264907369704e-06,2.1666458415225964e-05,5.650191186423736e-06,9.228399211469451e-09,3.132422892793141e-06,6.169771215924769e-06,8.723950808420255e-06,2.6361765332882925e-06,0.00012670257735925006,4.192506448674749e-07,9.809978464447866e-06,2.8185280585013572e-06,1.1905581586812986e-05,3.327839003808286e-07,1.0189619742417833e-07,5.875941489902337e-07,4.3769187579867364e-08,1.553346610644324e-07,8.456439157256135e-08,3.4929939780603547e-06,2.0706942915893478e-07,1.862239429328838e-07,1.0804710978806753e-05,1.2399938200680083e-06,5.684394464022802e-07,2.669515378528331e-06,1.881478428611416e-07,4.459628932806936e-08,1.9218732967563046e-07,4.751154411564151e-08,1.2440714614037063e-07,5.27425263990855e-07,1.6650694822928358e-06,8.810351370680536e-08,3.1683954349048804e-09,3.1987250470599804e-07,1.879408215721412e-07,2.461500558936791e-09,8.699204290252283e-07,7.845017744312344e-07,1.061425149773143e-06,1.6695533844313104e-12,1.7662980338339906e-06,3.4506128732125774e-08,9.241874923682225e-08,1.2501785995322479e-09,7.93182741709586e-10,5.102685096680659e-08,1.137307670262544e-08,7.217263667813612e-07,4.966035360709498e-10,2.6734254587879036e-08,9.906405940007801e-08,1.846048935938427e-08,3.459318520526722e-08,6.096800331256702e-08,3.699570760851145e-08,3.7376429506963404e-08,2.2199153626445423e-10,3.624478495112271e-11,7.009915009570378e-10,3.2391297977163447e-09,2.083899441895909e-10,2.145210953319321e-10,5.767393229660911e-10,1.9730468370227072e-09,1.8640453625096143e-09,3.3194706983152855e-09,7.211653496597137e-10,5.215849974149478e-10,5.3913034037123e-09,1.0008575745956705e-08,2.936841880796237e-09,1.166188479118091e-09,8.311706878316727e-11,7.263079027097774e-13,2.804805165901314e-09,1.7399470753076685e-10,2.586486580469227e-12,1.3897484274494332e-09,1.5372303430183365e-10,3.9248965189031537e-10,2.2510381059159812e-10,3.6942959802388486e-10,7.107197053102254e-10,2.075073446405895e-10,4.697870981118513e-10,6.495204374346031e-11,9.061056349679575e-10,1.7579271371914729e-10,9.989675753274696e-11,3.1650629339630143e-10,5.959645277275882e-11,3.7678221653791866e-11,3.7838621125274585e-12,4.3043976716283794e-10,1.8283558000931066e-10,3.7230885041594775e-11,6.270539643082884e-12,1.0534024763586558e-09,2.6903723693294523e-10,9.493761332635131e-11,2.8336444302112795e-11,3.8732150819953404e-10,8.72373395743864e-10,3.782957280762389e-11,3.322647712522553e-10,1.681987882307112e-11,3.233735501595447e-10,1.4930906511168018e-10,3.375077994860476e-11,1.0258460747536446e-13,4.269562481340472e-11,7.397638057682343e-12,2.6239521666582277e-10,3.518587643469573e-10,5.47959455587943e-11,3.941846848931618e-11,2.6946223030677174e-11,1.8014278957423357e-10,4.249534057976234e-11,9.079126339628374e-12,2.6237068073697856e-12,4.354211435853017e-12,1.3451739722114553e-12,3.635075573882318e-11,1.4730439090726577e-12,4.1030290276466985e-11,4.7121473389921675e-12,4.296563105299356e-13,1.3959944311636718e-12,9.230121111869494e-10,1.0397815941587396e-10,2.001738774737305e-10,3.6775027467683685e-12,2.052860104129195e-10,1.8753887331968144e-12,7.509298738384018e-12,1.084687895058778e-13,7.633060850054108e-13,1.9734214262712158e-13,3.2790575810182077e-11,3.9257930239955385e-11,3.716360552630249e-11,1.0254038840251667e-08,3.5919133667405845e-08,2.600683091102951e-08,6.435796096049273e-08,1.1379545750145326e-08,2.1798467408906674e-07,3.0221185320922217e-07,2.8824963083096122e-08,2.463335786462295e-07,1.9817703172941847e-08,1.2023220197221463e-09,1.564104168405578e-08,1.860622100835485e-09,1.046106035129668e-09,7.271399662944766e-09,5.948931813826164e-08,6.481812708791779e-08,9.243190879359986e-09,1.4004899973052432e-07,6.763229309925123e-09,3.330469233731037e-09,1.9189563493782202e-08,2.7056612061926444e-08,1.3073339077962487e-09,2.439328225523063e-09,6.516788858546008e-09,1.3384910374503178e-08,1.5176381651382798e-08,6.272877078883354e-10,8.574880805412022e-10,2.565387058339752e-08,3.955280547529583e-11,1.94950857679288e-08,1.4436574158338544e-09,2.557159506366702e-08,2.6944391162686543e-09,8.878002111245564e-09,2.156745046444364e-09,1.5390591578956503e-11,1.1181583020603014e-09,1.5463066938004033e-10,6.635309801605871e-10,5.630473864925989e-11,5.5526604425537585e-09
2N1S,N1,0.0,0.0,1.2320877207372405e-08,0.0007228682590083579,0.038490605391351185,0.2638439374923749,0.0009401866114049362,0.001104273648814491,0.06403483092132722,0.0005004625835698384,3.25550634177052e-05,5.937328646732354e-06,0.005553564325583071,0.0003324364440107086,0.1045286389779303,0.15757476750943722,0.10399069535371908,0.15790933115089878,0.0034287905062169166,0.005645002099927687,0.07334941879156487,0.0027067575409236433,0.016548230546832077,0.04124236549430016,0.17062620632866787,0.0069465013202374415,0.06422306357094287,0.012344643724044424,0.0024932572152198684,0.035037176030413786,0.004839817240158695,0.00034819568759192343,0.004496500259213665,0.00020053569188549503,0.00029481527467889457,0.0038861260560540956,0.008610734892925187,0.0007997107507660139,0.0003768983119303293,0.00011702917351286146,0.002281994893208239,0.00011104244269155572,0.00014429430040507896,0.002273601485230481,8.454031630300562e-08,0.00024719988602495135,1.9075090706976994e-06,1.2022729588778702e-05,0.002573580835246503,0.00028639294811716454,0.00045224660372822356,8.606402576560868e-05,8.544644972507953e-05,0.001254799673986895,0.003823179320094461,0.00019342180552239796,3.656817482067254e-05,0.0007077346752866198,0.00020812220836186057,9.09018745227641e-05,9.105139837828347e-05,2.4251934829244703e-06,0.00027684325324650594,1.6226711530009652e-07,5.9480431482406004e-06,3.264165724070622e-05,8.543262901561377e-07,1.2703816811843183e-06,2.4568167500405025e-08,8.919577888777397e-05,5.061689236196543e-06,6.831404132778829e-05,8.523575737084954e-05,6.620664683154587e-08,1.7851840847793454e-05,4.9626449328155076e-05,0.00020490007803952714,2.917649973377401e-05,3.7625345117309195e-06,2.7674943074984526e-06,5.4418226018704274e-06,0.00013638194453813313,0.0002289818983416403,5.168422458501354e-05,7.11043315058113e-05,2.455545101032186e-06,1.969443995530895e-05,1.5191735176500742e-06,1.7604397873238753e-05,0.0003081403573150787,2.2895403535061476e-05,1.7180270988070845e-06,9.719532564567146e-06,2.3939984710841244e-05,2.5942614835461342e-05,1.325676703256562e-05,0.00014481818206801833,0.00017256981559743423,3.6464386472756516e-05,7.330207949518552e-06,0.0007528902877242949,5.351635401495969e-08,0.00031479775910048247,0.000134595687017125,0.00014046938733525138,5.907121796600023e-06,0.0012523025471522509,3.724115393266558e-05,7.097551866586116e-05,1.936225803023106e-06,3.3633306337765845e-06,1.4018979737517867e-05,1.871655650109716e-05,4.386349368212805e-05,0.000623561639491399,4.08363476065432e-05,0.003588208191876774,0.00011213648719099467,0.0011413628841316914,2.6079396118205977e-06,0.0034481397246342027,7.58215633682724e-05,4.85669169592029e-06,2.9802683272350805e-06,3.617117841669959e-05,5.0568961624808395e-05,2.8081986538364134e-06,4.559548025362403e-06,5.971118138603515e-06,1.988969375865679e-07,0.000429740517394972,3.381259084900279e-05,1.5589067450250127e-06,2.187379456275451e-05,0.00038572399791547696,6.973639077312299e-07,4.911567028798025e-05,1.0073565420709585e-05,5.898227053879879e-06,4.6380574051374523e-05,6.75628255200067e-05,0.00011893009541186217,3.03530334688773e-06,9.152154993863348e-06,1.5439365475433675e-05,7.976108129525983e-08,8.778331476122503e-05,2.670029588980327e-06,5.952788094898409e-06,3.896606104447642e-08,7.737130958140881e-07,8.581273544860935e-06,8.153756399398304e-06,3.7758282056543635e-06,4.88948717114468e-06,9.07718859188833e-06,2.8309211539401247e-06,2.1236047953010484e-05,1.1456537829523938e-07,1.513776234141062e-06,1.1236433589800754e-05,2.6108205717356725e-06,5.0359497989482804e-06,1.7928181734738757e-06,4.623004929538155e-06,1.6597410708030225e-06,1.8105424248737734e-06,8.907994764051352e-08,2.6872410918699075e-07,4.0498896036744725e-07,5.470033315191358e-10,2.0074350493004545e-07,4.819937871047841e-08,6.119108775237692e-09,2.956760876138276e-07,1.409166179300314e-07,3.247046276300125e-08,1.802230240599556e-07,7.808866540059967e-07,5.86020858506231e-07,1.4093333553510945e-06,1.421978268467683e-08,1.0258640914528883e-07,3.803909369715086e-07,5.0366633974618935e-08,1.152073203503079e-07,7.429285187043888e-09,1.935638342942525e-07,1.0612742462612346e-08,1.87043955879318e-07,4.6012238463788435e-10,3.5320435465280298e-09,7.53392015440113e-08,1.6843717043357742e-07,2.1834664742925725e-08,3.358784361751077e-10,4.191387903418331e-08,1.5515131090992895e-07,5.641022626790004e-08,8.76751145018062e-08,7.672230406541303e-09,6.01772898178865e-09,1.1659832876986798e-08,7.431773219046534e-08,6.01639627006989e-09,5.993742568932703e-08,1.0628523838818182e-08,9.632470625575706e-07,5.2740840583709314e-08,1.189003473456296e-08,7.216421460398692e-08,4.428572326631297e-07,4.160649602624744e-10,2.5751356602654596e-10,4.938500230977638e-08,1.6576090944298016e-08,8.963916364734814e-08,3.218313016084551e-08,9.164402570149832e-11,5.148326209791776e-11,4.767297667740422e-12,3.019341221488503e-09,5.0906631354763476e-08,1.5599124791876307e-07,2.8081199587859373e-09,1.2288530193416136e-09,1.2774709290397368e-08,1.2388602055324327e-07,2.843769220106651e-09,1.7975291255467596e-08,1.037619568045045e-08,2.448213853867287e-09,2.3067165955126256e-09,2.9114123334395003e-08,1.50022660960758e-10,9.609397721987989e-10,6.938551955215644e-10,1.2534760340798812e-08,4.107725359858705e-08,2.918224186743146e-07,2.658023978696633e-08,2.880140570482581e-11,3.2335455646403943e-08,1.1139278477401149e-07,1.5489831639570184e-12,1.4049581498198904e-09,6.259338380942836e-09,1.20534693337504e-11,2.0513475362804456e-09,9.401376743767287e-08,1.3112703811657411e-08,8.728848754913088e-10,5.385598988993934e-08,3.713500857926988e-07,1.2865430867314842e-06,1.2892549694498712e-06,1.1717212355932816e-07,2.5585800216276766e-06,5.664522336079614e-06,7.515262501200937e-08,9.019080358108056e-07,2.212115612909571e-06,3.056859210204266e-10,2.1634116564861472e-07,1.0818055562467066e-08,4.6942139220185197e-07,2.7717016237716052e-08,6.258653115764901e-07,2.501742818683539e-06,7.055422912571885e-10,4.181352676102534e-06,3.384727609301308e-09,4.781847309232035e-07,1.6820751325141714e-07,2.0409963052969715e-08,6.828612586495808e-08,2.488462769179023e-10,1.0531021521487105e-07,5.505218871881823e-07,2.60257768891492e-07,1.2365572121808555e-08,2.5924676050337325e-07,4.455404840619792e-07,4.8055726509232954e-08,7.641631620813882e-07,1.0999756661078663e-07,6.099479721299872e-08,1.1732548266252252e-09,1.3969541878822156e-07,9.142274270956818e-08,4.0056229888563166e-08,2.1235698755006638e-08,2.3675419402735542e-08,9.303002812544037e-12,2.7956441606136195e-09,4.7715379647428335e-08
3N1P+1,N1,0.0,0.0,0.0,5.305877071037912e-09,0.0028811510029469467,0.0006360751498992734,0.2888307089604769,7.8312501594624e-07,0.003829075022811157,0.013753709914421597,0.005940816722836306,0.04306584850509365,0.01298478478244447,0.0005600245402317405,0.17874866226963526,0.11274650470816416,0.10517535039713888,0.06361510031000339,0.011989119191911257,0.08132647516887825,0.25096934016611927,0.008320764848471551,0.09015775804500237,0.03515349880544516,0.08400406793973758,0.004961726534033151,0.04361002501725331,0.0041873277074975235,0.002970210916423577,0.028946943332727182,0.0035806506756157486,0.0005093823459967339,0.003708836167929608,8.204653236321136e-05,0.00025193180953864136,0.004921986622065333,0.005908400616763121,0.0025314971409180487,3.3837612889442426e-05,0.0001915352294918904,0.004238813204186176,3.7313131651117715e-07,1.4880578508957854e-05,0.012536242183019297,0.0007098566587451227,9.703515942582897e-05,0.00024478663102645015,0.0010385442327494054,0.004575735825105287,0.00046392749408585843,0.0003684997851620686,8.091394601583701e-05,0.00010717680775407246,0.00274312634304108,0.005730242454242251,0.0003040999626238161,5.672715462834432e-05,0.0005286353076483508,5.801349664569244e-05,0.0009705734665956811,2.3510516168112616e-05,0.0003838114281697891,0.0005205510590415852,5.1720771730323634e-05,2.5290900160790386e-06,2.485166446386522e-05,2.679988025278135e-06,6.142343818726914e-05,0.0002404060295813082,6.275239686992506e-05,7.427220576339266e-07,9.251198034876396e-05,3.2898012485294004e-05,8.60581187067666e-06,1.7546724251360502e-07,4.096134662123774e-06,0.00037581750676696224,6.999012311870167e-05,7.031704234217173e-06,7.132121791597612e-06,7.105631209647356e-06,0.00032218616641932485,0.0003220368735976642,9.302801761590374e-05,0.00010707992115666087,1.1141844512785326e-05,6.823377490849936e-05,5.148949598687835e-06,2.2777899295611803e-05,0.0007022658224724587,7.812043274402214e-05,1.238393391522763e-05,2.0824346396386417e-05,2.9530574981562197e-05,7.666140464079874e-05,2.1050718874704444e-06,0.0002405696949772107,0.0002203862834742054,7.39720534002064e-05,0.00029606079578448075,4.608591025245801e-05,7.487916277559847e-05,0.0018655106743690197,3.594656485805814e-06,0.0013027370086868828,5.6939825956892065e-05,0.0009916880435580921,1.3959205993341328e-05,1.14949393048569e-06,0.007207007192363113,0.00014809282565320103,0.0006092972573996658,1.8580597747064331e-06,5.229601081246926e-05,0.0005676836869379365,0.0007088374395780583,5.629535037243727e-05,1.8731720143438935e-05,1.6160995430780645e-05,0.0003466054870959745,1.3532617062494978e-06,4.694558769724466e-06,4.744069890616487e-05,1.8876225795771973e-06,3.2947582017328614e-05,2.798414487892309e-05,4.708361374339276e-05,0.001380221180539376,0.00013108669008943252,0.0006779362555233703,0.0022230978553916536,0.00030126460794965837,1.835409628769824e-05,0.00036617643167291547,1.5650005411593781e-06,0.00018998107478851445,1.5458055575567897e-06,0.00015431536309717941,0.0003751100713578204,8.708733945317348e-06,0.00029089611006272165,4.220528701281978e-05,4.538275161447558e-06,0.00011928331210997456,9.679805893725302e-06,5.548793000631491e-05,0.0006248032894577982,2.12014949951822e-06,1.5897828058442087e-06,2.1396266775219885e-05,2.0396972648217826e-05,3.9271695495557424e-07,8.156730421537972e-06,3.841629445666683e-06,7.588285817261564e-05,4.569285509026244e-05,3.138659844825753e-05,1.2200858567901207e-05,7.092797613683643e-07,1.380849368048942e-05,3.505630520495018e-05,2.318560468062003e-06,1.3798185653168815e-05,9.927145421251282e-07,3.349639713601249e-06,1.1560135417809647e-06,4.694852819842055e-06,3.5159704021570093e-06,3.5086026999309183e-06,2.4434883635127136e-05,2.428545137034277e-05,2.2720567449674434e-07,7.270199797737575e-06,1.586960785004976e-09,2.1495924702463753e-06,2.550621908348205e-06,4.2119160736930894e-07,1.191872022987539e-05,2.8828840350492158e-06,2.2662633547554378e-07,2.522580981567657e-05,1.1685257428339924e-06,4.688483233650231e-06,5.8590510665368356e-08,2.1653230541929247e-07,9.113471433064291e-07,5.092974042497644e-09,4.974087797426918e-06,3.2080913903165253e-07,8.493669116926839e-07,1.6501016109060629e-09,1.5022753752091944e-07,6.91056849522198e-07,1.785589184954972e-06,3.173817324508832e-07,1.026319664809705e-07,5.418743498353251e-08,7.435200295446975e-07,1.570632379710446e-08,9.510093086362303e-07,2.066549376067428e-09,9.481021878698925e-08,2.4227705175405845e-07,5.215081699816437e-10,5.549068382570965e-08,1.6945434904158674e-06,8.934795125981054e-08,6.963053997832702e-06,3.6975828532348487e-07,1.4774706880160693e-07,9.88289478254245e-07,3.278074367951689e-06,5.283006450085281e-07,2.690557663331816e-07,5.967500649184387e-08,5.414407842074809e-07,1.2745336888109193e-06,2.1397883465112955e-09,5.73482745735987e-08,2.7915771472208917e-08,2.904933849023905e-09,5.2468733802157885e-08,6.207519076539825e-08,9.083258367681424e-08,6.998446266948122e-11,8.237200699312552e-09,3.0987874044541286e-08,1.5820252219356234e-08,2.089488582157628e-10,2.3604168797319858e-07,6.532929197611281e-08,8.273542562164948e-08,1.3511468610616362e-08,2.964032936869643e-07,1.1206731986845853e-08,3.979620233351966e-08,1.4671404313659764e-08,4.550695131833038e-07,4.311453305483326e-07,1.6646437024370186e-06,3.2080666523270907e-07,4.916482243544351e-08,4.977162193497975e-07,4.488072011810118e-07,3.9211904834246525e-09,8.93459837225663e-08,1.2004158111977858e-08,6.479473957377024e-08,1.5430385080783537e-07,1.02465789764139e-06,3.0200518796874576e-07,2.9017651126395094e-07,1.2992998699168368e-07,5.8543166261415536e-06,6.221961359909045e-06,1.1641048498489681e-05,2.1509433159039304e-06,1.2435695824208892e-06,1.800712063015908e-06,8.102134030352204e-08,4.4632816020850896e-07,1.5150403356312125e-06,2.663050364670738e-07,7.117483475926889e-07,1.146448361133423e-06,9.438583053800187e-06,6.70339339592374e-11,3.015367675551772e-07,5.4925152950247025e-06,1.1055218172018044e-06,5.543372827432336e-08,1.3852644364931166e-08,3.853605433867813e-06,2.732811362093912e-06,7.36028486780782e-06,3.265382433337294e-07,8.874710943906905e-08,2.3436672291765603e-07,5.021880364886044e-07,1.6047684583408994e-06,1.136110849841998e-08,1.6684150061507808e-07,5.240378566639947e-07,7.604464138388778e-07,8.953347414575319e-07,1.0479466183710429e-09,3.1235423492148584e-07,5.957217696916928e-08,1.6935745827950655e-07,5.3367162022865955e-08,4.118221319515669e-10,4.1050413002174935e-07,2.713556872535605e-07,5.725355336494431e-07,3.024083210512174e-07,1.5573076872499314e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.00037368721733788135,0.0007378760973990595,5.3831995128206245e-06,0.2673390274032501,0.0008284888788843148,0.0035523733825815196,0.04190558754167428,0.0005698542618857161,5.605989101820086e-07,0.03485913356847714,0.2593813232734181,0.15282035682980988,0.27301326421323946,0.16167452184621078,0.00016784236646527617,0.0011201988905806815,0.009668934578119348,0.00010768207223854631,0.0033829713963946517,0.00026508216378839933,0.006587010503489754,0.01849299651590597,0.0006458275796497048,0.002860081772906309,0.02844028561878642,0.00025622655724011345,0.0013849900708966523,0.0033529968121763787,0.006929459460514487,0.0006857911693480823,4.2070675160044146e-05,0.002388550671193368,0.001675898217201599,3.0103298203965068e-05,0.00042074678344761196,0.0005475805806396394,0.0004874508453469595,1.948591208611461e-05,0.00047939827977927507,4.614112113010549e-05,9.379188330438382e-07,7.951912248671533e-07,3.6367700960937555e-05,0.0002335783625102561,8.983186968425372e-05,6.758839361831193e-05,0.0003778469948052532,5.1892761893768125e-05,1.2302720246992749e-06,3.6833831454252675e-05,5.4208498547758666e-05,3.1867648719430264e-05,1.0917491666262436e-05,9.622604360437492e-06,2.3973862286919e-05,5.523370761162383e-05,2.6249992477467288e-06,6.649558761395724e-06,2.5017124042348016e-05,5.2876023662440375e-05,6.511968366984533e-06,1.9163752793538436e-06,1.0173619728881533e-06,2.9374824621175577e-05,0.00018638410426063956,2.782034624360108e-05,1.352201132398534e-06,6.024775656143788e-08,1.245457226239921e-07,2.117689819502999e-06,5.130422309207461e-09,2.2995304688411267e-05,8.518180694139232e-08,2.851335277886946e-06,3.811744253567895e-09,1.4956998271031807e-06,1.0682248723359322e-06,3.481464694488068e-05,3.851140959021393e-06,1.1210654781379503e-05,9.878476294744587e-07,1.3916039502959165e-06,1.3634713728283288e-05,2.7186881603746826e-06,3.872339373156564e-06,2.754260403681208e-05,2.7026984448230706e-06,2.847545019779574e-07,2.4321638703028725e-08,1.2800016646608015e-07,3.050182133534918e-07,1.6758764723512343e-05,6.638350439125418e-06,2.2888736230353146e-05,5.733398162899306e-07,3.7921048258837686e-05,3.4607111141671254e-05,0.00041053256122136617,0.00011177029511699743,4.5158913237752785e-05,5.964773575506399e-06,2.5410745743137397e-06,4.944464246925406e-07,0.00021999202104994175,7.308406033690318e-07,0.0004715082252555458,0.00017095850884829566,0.00043077626574206107,3.103122782888157e-05,0.0004909791706899647,0.0007815914305018268,0.000788562233192458,0.0036406060810585394,0.00011393555309258119,0.00012018339618258267,0.0003408042125037092,0.0005355459461799938,5.6028256339102356e-05,1.179617065960592e-05,0.00019304146472065575,5.742815414766511e-05,2.569883204350809e-05,7.161381031295377e-06,0.00022777197196122145,4.118206985648243e-05,1.583301379426416e-05,8.945428622686435e-05,2.824687734115372e-05,1.6881838249993564e-05,6.916116788024951e-05,1.6041620412465818e-05,8.361454309158134e-06,6.757633661758078e-06,2.3353236783263398e-05,3.488950514385358e-05,5.213077764465446e-05,6.982187512605265e-07,0.00013544774588458708,3.331882725277069e-08,6.978334305962619e-07,8.606580828018906e-06,4.9639100754284016e-06,5.8980076767412015e-05,3.2301742778351183e-06,1.4476747923541922e-05,6.437475294607253e-06,3.721313082749589e-05,5.424459021519112e-06,7.252173494842751e-06,8.04519340036336e-09,4.540246708595319e-06,1.8108827803953176e-06,1.2555970876793054e-05,5.790617497059003e-06,1.1538774380426275e-09,4.46860984659736e-07,1.794659955312028e-06,5.970100769303599e-07,1.1482116146765975e-08,1.288762824902534e-06,9.176359863083405e-07,8.900582857407358e-07,2.7398436963643746e-06,1.8262205099262019e-06,6.008984332339651e-07,2.6853385817204867e-06,3.857092415238128e-06,4.5145207350216765e-07,4.4668855503360305e-07,4.459823643720995e-07,2.182888653834425e-06,2.0603984474121262e-07,4.675671094744871e-08,1.3787412305177327e-06,1.5386975960041127e-07,9.21166001255358e-08,2.257978629849333e-06,4.165516234166944e-07,8.111421045953193e-08,1.409739924795872e-07,1.4258564817737351e-07,1.096632562536115e-08,3.555707595026547e-08,5.076374876011869e-10,2.9658892453099384e-08,1.8998894013577683e-08,3.752154142944164e-11,4.21818135976082e-11,1.0276113648899354e-07,4.97554162315339e-08,6.342650848978337e-10,2.219898043165358e-09,2.1379317871605963e-08,3.649840429886808e-10,1.6245390810354365e-08,8.031819520581962e-08,1.2506040647508598e-10,3.344307630825938e-08,6.317592005089523e-08,1.7290498366406837e-08,6.902514115836311e-10,2.0555693591717272e-08,2.4885467020396845e-08,8.346076674214942e-08,1.6194601215602233e-11,5.9838125565647715e-09,7.044012306778313e-08,5.6362271294574384e-08,2.1360690993788012e-13,1.415543660066021e-08,4.758843097363297e-09,4.837582978645116e-08,5.3385786680237857e-08,2.1079158418757515e-09,5.049338724916197e-11,6.9518337753038395e-09,6.236564598083305e-10,7.0157559761696575e-09,4.289169908133772e-09,6.5996692555359004e-09,2.455616154861673e-09,5.953628701149682e-10,1.9492898406525683e-08,1.64196771734737e-08,2.7474222896728406e-09,2.6282939158406293e-08,5.482503340203948e-11,1.1350626438755285e-08,3.422955252574411e-09,1.1513873188206958e-08,9.008812806854394e-09,7.909858545929183e-09,8.889080582719089e-10,2.0992400262542787e-08,6.000141716810958e-09,5.2002687489505206e-08,5.701504601773877e-09,1.973654129017177e-09,1.612948175022666e-08,1.753587897113107e-08,8.050893285371785e-12,9.823749369530788e-09,9.012375290495811e-10,7.041894845016827e-09,6.8987875412318544e-09,1.9761477565438668e-08,1.622322187699865e-08,1.771761093394275e-08,3.7573566480375575e-10,5.977963772885175e-07,1.7807088883436961e-06,5.230127486655078e-07,2.2948619355922517e-06,1.500019150224574e-06,1.2516018895958325e-05,8.80333139718914e-10,2.42916156656392e-06,5.638180395894921e-07,1.3907105689270338e-08,7.768557901410844e-07,6.843719368987422e-09,3.991622156584995e-06,2.5015225446622935e-09,1.1351478867993592e-08,1.372018759493443e-06,9.258031719028281e-08,1.9037236143049086e-07,3.1087960650211244e-08,3.1241485434208016e-06,1.5903142802642378e-08,2.1899108748613116e-08,2.3318561304108698e-08,1.6837748972875488e-08,3.5926887398396445e-07,3.597344444550288e-08,1.8956763270239207e-08,8.491243042030305e-09,2.1435749530951398e-07,3.101436104380184e-06,6.061439150606418e-07,7.131413908290085e-07,3.4560523332061166e-09,1.2907048403398846e-06,8.725675559873025e-08,2.8496694914892373e-07,3.0516427740323593e-07,1.7842294930403568e-07,1.453940132734033e-07,8.195944034561364e-07,5.465109276237001e-08,2.7643800804000307e-07,3.470019578344363e-07
