 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,H15,H15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,O18,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,N19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,H25,H25,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,O26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,H31,H31
1N1S,N1,0.0,0.023546880459335506,0.0017628207974655918,3.974796796946123e-05,0.00022421759466850766,5.630382001386991e-05,0.003968490047742579,1.2019780984751094e-05,0.00019485172252275973,0.00012533669748002185,4.500078198479973e-06,1.5476902766792255e-05,1.663318924000068e-05,1.2045898970636237e-05,0.007904862124404444,0.0013689584445342184,0.007830949458890624,0.001324318208579922,0.0011659051932763342,0.0021088678741185696,0.005947921263489864,0.00036423813113350967,0.003196518623415079,0.0006210371683179616,0.0007088043514169584,8.908925727135752e-06,0.00016237388208883985,0.0004880433846100596,0.00010197355110283524,0.00037234837811592203,3.339019526170384e-05,6.832931522926522e-06,0.00018433147049412568,2.4448468295412695e-05,3.6633317541417965e-05,0.00023303340857427912,4.9518788438174255e-05,0.00011796148203591095,0.00017503588802547654,1.604690724521518e-06,0.00010049449747029371,0.00010397144157114901,5.5916000289757406e-05,3.567846018626142e-09,6.672640308788558e-05,1.5185944745615965e-05,2.833501293708629e-06,4.434537206401967e-05,0.00017618538181407573,3.987614838019127e-05,0.00010577148823864846,6.845371070918205e-05,4.450898477004195e-07,2.194771257846284e-06,2.3655266983446666e-05,1.4026763071495196e-05,8.044151913466635e-07,2.5449590010939716e-06,1.724493757349066e-06,6.835077635214404e-06,5.925950371077349e-06,2.8717627745256102e-06,2.968491211341462e-06,2.0241544079757645e-08,3.0851694224898196e-06,2.9137351293395675e-06,7.979008735947701e-07,5.895957031276655e-05,8.759877012654016e-07,1.2974987353420175e-06,1.1895634477454564e-10,1.7850747258130184e-07,4.569768525808371e-07,2.858235843561374e-07,6.225639315182718e-07,7.2829220432168995e-09,1.2858125197912074e-06,3.4807734070607665e-06,9.477368707599965e-07,6.171529787213359e-07,9.402769513000564e-08,2.548806027902195e-07,4.0707656107086265e-08,4.997661393058017e-07,6.693354218101355e-08,9.364654873778022e-08,5.068879787017977e-07,6.2251649148858945e-06,3.7521423423836353e-06,3.241389467945055e-08,1.651472607555604e-07,1.9546862994879177e-07,1.4150988256744768e-06,6.611381661580928e-08,1.9528255651435344e-08,2.106799151802008e-09,3.801129477842835e-08,5.53248732784728e-07,9.929595079505305e-08,1.8721577244029675e-07,2.7708118022218287e-09,1.0414929141333573e-08,1.1140208489024417e-07,5.826685889331884e-08,2.9468930851095365e-08,2.659775106828022e-07,1.6324058549344045e-08,2.4735136577858086e-08,1.6251153478474833e-09,2.03441563595419e-09,5.438008932046046e-10,8.904100216866606e-08,5.687716964075662e-10,1.6932162416605223e-07,4.419644339392903e-08,5.100089639498151e-08,6.843597966932347e-07,2.975785402981046e-06,1.217715458690094e-05,8.615130520084335e-08,1.4750296042365107e-06,4.048601476769331e-05,0.00020536779795909954,2.0950215900983338e-06,1.0769101520535784e-06,2.3800610644053588e-05,1.3564726338843869e-06,1.1123488575792706e-06,5.2830024040440016e-06,1.729757903579099e-08,2.3103455644712945e-06,5.295560061568949e-06,0.00010248989792382979,5.435947536547303e-07,1.1534640103505467e-05,9.389071986554143e-08,1.537743348345444e-05,3.1661032307006565e-07,2.283927851731704e-06,1.8753478991939687e-07,1.1428167245863818e-08,5.669393750573626e-07,4.917129686754507e-08,8.59595858382356e-09,1.790343651247861e-07,3.5637514652631097e-06,8.574286563867162e-06,3.126738978842525e-08,8.313019679295763e-07,1.974500201784579e-06,1.890782144187142e-07,2.666396859307696e-06,4.4643337915317716e-09,6.194549395655002e-08,3.281618218969884e-07,3.9500744589138215e-07,5.284225973456458e-10,1.5697818142590414e-08,1.1622719040538243e-06,3.127734422569972e-07,3.3087727002723e-11,3.285587699686232e-07,1.206447089341367e-06,3.232782175288662e-08,8.180812405278459e-08,5.878867099795571e-07,2.8964756924043655e-06,5.803950409166703e-08,5.345366371756199e-10,3.456673361434959e-08,6.409646147176318e-10,1.0179844178725972e-07,1.992002646167279e-09,2.081539246523434e-10,3.600404419046299e-10,1.572376212233273e-06,4.618104343379059e-09,2.2450361569781307e-09,4.4820591904581875e-08,3.737394926872639e-08,4.931728359025556e-10,4.0859145178373524e-08,5.134311709120709e-08,4.3927290693801524e-08,1.0933997374173998e-08,1.1420378531745712e-10,4.099515366062789e-09,1.7733231549854622e-10,1.2801674803553098e-08,2.4276192167604904e-11,5.716810580480569e-09,2.1431554309003786e-09,1.561936358029925e-09,1.519760906010248e-08,1.6756254300753781e-09,7.512321431590863e-09,7.079211794547291e-08,3.6433736028129715e-08,3.2864899690565608e-09,2.7761348775356964e-11,3.317849994743938e-08,2.9114397559482086e-09,5.049128226630728e-09,2.603819521107553e-10,1.4531581910004476e-09,4.136388731534879e-10,3.0586277954824936e-10,1.1873287353303397e-09,5.838376448963345e-10,2.6153533783102034e-09,3.398296005707735e-09,5.496027855045327e-09,5.472077235779693e-09,1.3889283501100635e-08,8.444497101578463e-09,9.795316868732584e-08,3.087869338003202e-08,2.71679156949034e-08,1.1005538480546306e-08,1.6587568041348533e-08,6.970635180181262e-11,1.6528856727759944e-08,2.7331084617721046e-09,5.570191752291009e-09,1.5745736658967502e-10,1.1389578169485048e-09,2.882206806553711e-08,1.0270289507730013e-08,2.3852855246531135e-09,8.940668427825926e-09,1.8308701221769752e-09,1.4483487742467105e-09,6.684828468550563e-09,7.519864730909376e-10,6.046182582375437e-10,1.0925194082744838e-10,3.5374722595626906e-10,7.563667747678693e-11,1.000594054834103e-08,3.7289630272496765e-08,1.679048253766524e-07,1.2659528980663026e-09,6.186739076596837e-08,6.777356453824268e-11,6.3632290547843695e-09,2.9710092164236812e-09,4.45891812361765e-09,4.052465002457595e-09,1.3735932946623564e-09,6.109189681913207e-10,8.470510404201548e-11,5.961142829358224e-10,2.283921274326417e-09,3.021767480682058e-08
2N1S,N1,0.0,0.0,0.030208451665727054,0.001430608611205031,0.007385251041852392,0.26416539852059717,0.057811231576675226,0.0012535174239820535,0.008454113764452043,0.0027464357751076918,0.0004376356506350376,0.0014380576664188016,0.0004432565937884103,0.000302993977121524,0.10428835527496005,0.1570236715827007,0.10428917992826792,0.15683251979865576,0.0034257454565991274,0.0055378959860235,0.058983970061862845,0.0026025444147510512,0.03536036501582007,0.0412730596385229,0.16539902714103638,0.007313038332941613,0.07253020117920839,0.025552719074923624,0.006070181176289768,0.021423790139187382,0.002497010195662064,0.0007703974597830232,0.005960094024465956,0.00014768421373645424,0.00023728039138348755,0.003265006829057171,0.0029759222216836356,0.0024480214933655375,0.005856132698303096,2.345794410452129e-05,1.5257201207319326e-05,0.00151049380799817,3.150934907791836e-05,0.0001728405164365121,0.0013968758683895466,3.11378678461427e-05,0.00011605762825994681,0.0005461240497866005,0.004631656961739061,1.937891969783223e-05,0.0032225734670121575,0.002210270137255055,7.642486643533175e-11,7.387159994820536e-08,0.0003908846673468247,0.00022788328761880194,3.5813736436907107e-05,3.2012572059869626e-05,0.0001216841642053268,0.00022964645810263917,1.9128542802171467e-05,0.00013793119316241054,8.796907107377905e-05,6.809001574348272e-06,0.00010911783020017829,9.101324729798854e-05,2.947994977020585e-07,0.0006133757419957142,1.3122809899623888e-05,1.583456208598122e-05,1.5143860276900512e-07,1.4104843426565594e-07,7.390655758054976e-06,4.0242046339677984e-05,5.313268216067257e-06,1.93524042169102e-06,2.6700644425670106e-05,1.0611898453305457e-05,1.0960457281328218e-05,4.979166919083511e-05,4.427321010691543e-06,1.755649007328941e-05,2.7700031646205048e-06,7.455043870896461e-06,9.386120700671796e-07,2.3498473260552544e-06,1.82752037933831e-05,0.00018134244345935358,0.0001664696705279134,8.134435275586327e-06,1.924450926393817e-05,4.934728317040893e-05,0.00020340438378774195,7.641422021809063e-07,3.450908971913691e-07,4.921030369864354e-07,9.626969887932546e-07,2.1320176630812426e-05,3.544689413104152e-07,1.5429996606641794e-05,1.30501443651454e-06,4.526571091734155e-06,5.471577073645761e-06,4.6441437828725896e-06,1.568117276029568e-07,3.6236344769235984e-07,6.745442426847603e-09,3.942447324156717e-07,3.132763182200904e-08,8.986018729117973e-08,3.326607740383736e-07,8.93376810817692e-06,5.8809184189101416e-09,4.277606115987709e-06,1.2050165421051418e-06,2.2729321118575285e-06,3.364466670441324e-05,4.082375637270985e-05,0.0005644364247991973,3.7345245831321705e-05,0.00020520156465364536,0.0002387146997544498,0.0006477190586529069,4.0158099348097664e-05,0.0005850558230111602,2.8186633937998806e-06,2.3086734857180602e-07,2.7996197197621697e-05,8.474597490093494e-05,1.225075363819883e-06,1.4584858646360388e-05,2.4130870221128475e-05,0.0033559716029087916,3.259872364580474e-05,0.00012079277370879993,5.610183516324696e-05,0.003845194656922235,3.032303428573968e-05,2.2140558186833914e-07,4.69472803865667e-05,1.1688320271874275e-05,7.244074730428096e-05,4.668257862494585e-07,5.9456966174931125e-06,3.939083795145848e-06,6.6623287748868165e-06,0.00034849125258240576,5.78726345157321e-06,5.06883834887617e-05,5.5771729964515515e-05,0.00041486125051903855,1.4310196206679393e-05,4.150745873010564e-05,3.081860999176733e-05,1.810189033357723e-05,4.170661718116975e-05,7.906607550456357e-06,7.567286641751991e-08,5.194307162792455e-05,0.00017244184547271502,3.6596043977432657e-06,8.447475576378594e-06,0.00011457061281028302,5.129049918117801e-07,4.868495459220412e-06,2.642871303581984e-06,2.9892897712713307e-06,1.8285039162790895e-06,1.1437385696311253e-06,2.1276819168081218e-05,7.501511611884837e-08,1.4979769130230025e-05,3.3353145800774087e-07,6.939206098621753e-09,5.173639294753229e-13,3.774426113034579e-05,1.065560804036636e-07,4.844311463081397e-07,8.523202147170394e-06,3.228990080206273e-06,6.51561471443074e-10,5.216131757634912e-07,3.1345180513397963e-06,9.15740178797364e-07,5.587570268694719e-07,5.601721309034247e-10,8.287044537258481e-07,1.232347928148414e-07,1.85538971342325e-06,1.1113954201391607e-10,2.4901463238080623e-06,8.318946549401574e-07,1.1009271805306753e-07,7.115243421118578e-07,7.632671605861674e-09,2.4678438936831526e-07,3.94577679729835e-06,2.1688729896496284e-06,2.7408372682558024e-07,3.431503969864025e-10,1.4367912046786557e-06,4.262567787627347e-07,2.0014361279407922e-08,7.554470604631547e-08,1.5587821033946625e-07,3.465048590278741e-07,3.45750872376982e-09,1.7943088281846542e-07,3.387860170178669e-08,1.0889035806371794e-07,1.739145041312895e-07,2.185957499012403e-06,3.2028543790474373e-06,3.8756872480227855e-06,6.563638521583925e-13,3.7063066629094976e-06,1.5060908298281106e-07,8.85944614115175e-07,1.0062961988133168e-06,1.894561150628249e-06,2.3698698647933725e-07,1.2671567344302304e-06,4.4942649779500243e-07,1.265301579067568e-07,1.394499604678856e-08,2.215545626960136e-07,1.1854782884235249e-06,1.662332270946365e-06,3.91723354642437e-07,6.687782772019091e-09,8.73920846800047e-09,6.846487559108994e-07,3.383598556894185e-08,1.0434275155013495e-07,2.5976094897295354e-07,6.8817627152384375e-09,3.8064369878298976e-08,3.188117392305401e-08,4.957285981710413e-08,1.055313587627893e-06,3.388090875855454e-06,6.963632781520346e-09,7.242877555491134e-07,3.89235315090275e-08,3.164541686473399e-07,5.38207274303204e-08,7.595941031723896e-08,5.620344190049309e-10,1.3837215817602555e-08,3.280684612860796e-08,7.556836156830116e-08,2.1546559425544842e-08,1.124809685393302e-07,1.204315275504797e-06
3N1P+1,N1,0.0,0.0,0.0,0.003465682431430306,0.027988152602810068,0.037516179908518854,0.200886956741809,0.004759875555083504,0.032806444146535885,0.013207042534875812,0.0006283305882692769,0.003926104158977095,0.001270416061028623,0.00105777415903896,0.0010980880717750274,0.0009762329166789208,0.0019400022364242098,0.0016381870712804947,0.01172633343790852,0.06513604818289309,0.1736513213761337,0.016180753918927593,0.12636730826485554,0.01985906302186402,0.013423285455574252,0.007762789826034844,0.07061090755536137,0.015269205144728515,0.0032254088656076263,0.03313108752079974,0.006020891142585416,0.009390459362406567,0.0007412886539097663,2.2410820105900342e-05,2.619164831685339e-07,0.001359403694485728,4.44714357339393e-06,1.4779654061936043e-05,1.1042799972216244e-06,0.00045780431381370335,0.0009469321123840579,3.8035141702863484e-07,2.4811283550807417e-05,0.0006416275831011564,0.0023345620075585494,8.249109323554826e-05,0.00033073853262699515,0.00022288338023690457,0.0007929962493982146,0.00390368732608648,0.0007140535608933796,8.170015958164356e-05,1.46403123608696e-05,0.0005034427165000466,0.00024834118250538495,0.00025620844264961917,0.00036147474767744825,0.0002575281507075644,1.3929118912514582e-05,1.7076595206777512e-05,0.0001123531055498006,8.960734845464557e-06,8.265349124902954e-06,0.00019756316945374053,2.8920837595869386e-06,4.406317714700236e-06,0.0002206964740736339,0.0020213282465539884,1.0583166018207635e-05,3.5201925596695105e-07,6.003150954114744e-07,2.656499855335781e-05,9.655408332420734e-06,0.000152579693065924,1.7667354113015676e-06,2.0384764380487752e-05,2.0120087473873838e-05,1.794932437704233e-05,1.2912448854152103e-05,1.3917060586177143e-06,3.480904680053243e-07,1.0351919244921959e-05,7.048573598100738e-05,3.962061506435077e-06,1.2986008157689355e-06,1.2222175601817042e-05,2.993270263074166e-05,4.619025039787061e-06,0.00025331966547170737,5.1972004446732e-06,1.3091474073689824e-06,9.137483499621624e-06,0.00011001107039598779,5.804814429133387e-07,3.0817683471795476e-06,6.241375126725401e-06,3.222616127507294e-06,5.296853262670709e-06,5.626667856084566e-07,1.2800591330464073e-05,1.624936160604662e-05,1.788509677558281e-05,3.811271934939242e-06,3.7364410383489144e-06,4.272956593887045e-06,9.478637840842907e-06,2.496787558925462e-07,2.898258544492549e-06,1.7250738735263837e-06,2.1816804984808869e-07,8.073474107028744e-07,8.651324814978878e-06,2.611036080679696e-07,9.202646120698432e-07,5.591803535764939e-07,5.835351678307177e-06,0.0007254080684229169,0.01465704411652391,0.024172653509578534,4.847457840417846e-05,0.00581695541011884,0.0011692676276049419,0.007244579216651115,0.00037892971791997354,0.00865423189985881,0.011922867904259782,0.0006516690364182232,0.00180957176496932,0.0006455590016576362,7.361097557812002e-05,5.764172202282758e-05,0.001025635390340618,0.003238990825289889,0.0014390404597648399,0.00038640373922893545,0.000589637217078387,0.00014828973810265822,0.0004975123660146963,0.0004183919015079418,0.0008874830953564672,4.577691435092568e-05,0.0013837793274913412,5.223645278995548e-05,1.4749628742816157e-06,0.00012080589970908662,0.0038468929710826494,0.004385746559565806,0.0003632289409751799,0.00033042482433831566,0.0005774998865701875,0.0006082628708514726,0.000429083424587251,0.00015358113482166758,0.004756758807446637,3.545521597714263e-05,0.0001944260133899256,0.00024365130654668832,1.5269770325510024e-05,0.0009204438032632822,7.419164926858457e-08,3.193634459486283e-05,0.0008635185065930528,0.002457932097070792,1.1226371836592364e-06,0.00023213023021950718,4.507214983195951e-05,7.073144375979723e-06,2.9256497441565443e-05,0.0001736436780408468,0.0003212497867295383,2.063041218924866e-05,4.134700362801169e-05,7.837278342481824e-05,1.1135385036276091e-07,0.00013302697219552684,1.5575277743096194e-06,2.5318876362145915e-06,8.640270186477395e-05,0.0001253164102750226,0.0001433631021274806,9.690963490793791e-06,6.087877520766227e-06,2.3318216730849883e-06,3.64935419181478e-05,7.359322948818914e-06,0.0001188612137623668,4.556575686676112e-05,1.2040265735979716e-05,1.103855148509858e-05,1.4084356666499431e-05,0.0001065503339940932,7.276547856793769e-05,2.486284985492304e-05,5.561034507550744e-06,1.887942246980856e-08,1.158820621238732e-06,2.076946620022113e-06,2.7649507039484433e-06,7.467575744435351e-07,5.258456989842841e-07,1.025910315366474e-06,3.4294995092665204e-06,3.653665872072054e-07,1.6190438860697043e-06,1.2984350670208755e-06,6.384541786141895e-06,7.849095817746843e-09,4.292187438137418e-06,1.216219702726562e-08,4.769506061208517e-07,1.329569699226596e-06,1.578651167477574e-05,7.753876613669775e-06,4.098295565624355e-05,6.721575112100808e-05,4.504982232589327e-06,5.534592868050581e-05,3.4750526012317096e-08,1.6588637848702348e-05,6.646917709551836e-05,4.0721222206885344e-05,4.370183350976831e-06,8.665277850816722e-08,2.29479803277588e-05,1.5915396822663297e-07,4.408766367092198e-06,4.388734558435914e-06,1.890316166042183e-05,9.144528239612981e-05,6.535864072176878e-08,1.6891736704494065e-05,1.0344203587031586e-06,3.08662397201509e-05,1.2300416329935615e-06,4.453595065845306e-06,2.751194781325239e-06,1.668244009600528e-08,6.135358456171858e-06,7.008921909523735e-08,1.7456795680104165e-06,1.273667313395066e-06,1.4013747051677683e-07,1.0676122964348167e-05,6.857892032030577e-11,6.999331881196724e-06,1.101143390247472e-06,7.4516523285161895e-06,8.276490603975617e-12,1.359932322309021e-08,4.903541397371924e-07,1.5832987032560197e-07,1.5768110266378699e-06,6.59682429127173e-07,4.824541404602201e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0004538875687032373,0.0008051607738601696,0.005688661777973447,0.269109558651103,0.0003293850070873461,0.004069800231274012,0.006646444695947551,0.0008934321966518333,0.03304512699160167,0.03889726628729839,0.3029371127994107,0.20977504772807887,0.1656374740096056,0.08509064280058487,0.0008308133612284774,0.00533095727180255,0.014752674004950617,2.6726342008398518e-05,0.007268942069741158,0.0029446430225186226,0.010091147882615115,0.01699495345539681,0.002543273643990762,0.00616791461138555,0.010868990449255822,0.004188392379784078,0.0060840683395608774,0.013096509473953022,0.0022003044229430557,0.0003347605829451261,0.00015274917477459127,0.006454811207895261,0.0004714745593834557,0.0023807203519607967,0.004602185168000705,0.0009770772393795646,0.0007363908939717057,0.00021903732619499294,8.622050596374109e-05,3.8879415774850656e-05,0.001071625346089622,0.00026262226156714696,2.829742416832204e-06,0.0008180424088086724,0.0025703777510655,0.00035560459610151085,0.0009427889734348049,0.0004509596008963612,2.155918354951325e-08,4.4637623650700675e-06,0.00011898762436901578,0.00011963186792884883,5.130736054681506e-06,3.1144079693401494e-05,7.902683333771421e-05,1.3866508820736811e-05,1.6619489065394788e-05,8.53619269551853e-05,0.00012254844722336955,1.3130412312989392e-09,0.00023120765487716355,5.596356407888692e-05,1.1777767911613779e-05,0.00028778410404628474,1.2569048718269471e-05,7.57723136945998e-06,2.7032037719365576e-08,6.358842585374447e-06,3.5226806103239028e-06,2.288282766382821e-06,3.324561676176785e-06,4.267184379624922e-06,3.670514566866956e-05,1.6378010627704498e-06,2.2284008366124652e-05,1.6344811206492338e-05,2.5595545614098825e-06,1.0243558001832298e-08,1.1903913632593799e-08,4.642809154020711e-06,1.5237862838191063e-07,7.90854693422105e-06,9.117284527349057e-08,7.616346624050863e-06,1.714563681254333e-06,4.0468383000202834e-07,9.580942346154586e-07,2.8474107454101727e-06,7.066287276646932e-06,1.142363436512639e-06,4.833477720289636e-07,3.9502603410568327e-08,1.7510047856106326e-08,3.479905252845583e-10,1.3894041694939574e-08,3.2345357641183625e-06,5.797651514427571e-08,6.180331491023594e-07,1.4486195594187734e-06,1.6166361094249737e-07,3.5635641193465517e-07,2.0554200812483714e-06,1.2362552768152568e-06,1.0310481670661176e-06,7.090835341116986e-07,1.5926192074022794e-06,1.1401536381683286e-06,3.1990390017000436e-06,1.5272984645875454e-06,1.4711886096030469e-06,2.82647879723541e-06,1.664381941601789e-06,6.91520979145821e-07,1.196121530711025e-07,4.764655178224331e-05,0.0010944940183881258,3.0241811099784854e-07,2.29219179770368e-06,7.2069146608289e-05,1.2491272673997855e-05,5.413907189666389e-06,0.0001631180620096373,1.0131600361340531e-05,2.6227156928460005e-05,1.4939979660066882e-06,6.059849480211099e-06,5.227979851696318e-06,6.270426456911338e-05,0.0010022536554203931,0.000567916685533465,7.577990887241981e-06,7.444234994213872e-06,0.00025053448454448457,0.00015756596556082414,3.736801119202937e-06,5.098028348404782e-05,8.877386239092289e-05,4.2490154426033655e-06,6.428681156300797e-07,6.553086949279141e-05,1.4677275395058587e-08,2.4364147832578453e-06,2.507243022042971e-05,4.4146941307943166e-05,6.577074262992255e-07,4.234181832263317e-06,4.174977169046912e-05,2.1930367704037224e-06,1.6480616693570482e-07,7.5543273969636e-07,6.621913991855521e-05,3.761371645705225e-06,4.0046056881681835e-06,1.647541589688828e-05,2.1672909857883838e-06,7.129101708303054e-05,2.077215015550138e-07,2.5969981112261564e-06,6.311472866560308e-06,7.18636939733841e-07,7.707713107318881e-06,4.5687919225656515e-07,1.0509147043258338e-05,1.5719453698714858e-06,6.032106609765719e-07,7.449894718902783e-07,8.94555323038837e-06,4.902912928983483e-06,1.3615579774750586e-08,1.6018390647243308e-06,4.326715532521064e-07,1.5842669392807096e-05,3.881519927695365e-08,2.316673822555515e-06,1.5030305444696523e-06,1.636696073781252e-06,2.0786135790373805e-07,2.39548953562263e-07,5.446087434357594e-07,4.6601059633388786e-07,1.9325409006398786e-07,3.9825646225288835e-07,9.14601727686204e-12,6.073408442830441e-11,1.947230299226277e-07,2.5582433260673554e-07,2.2348997941179505e-07,6.557699769871306e-07,2.0237140097023598e-07,8.911545723577774e-09,2.796065601273767e-10,1.0732364774668213e-08,1.3672499088457357e-07,3.126212075876822e-07,1.5732493530151714e-07,4.616771409615694e-08,8.842753684845661e-08,6.0231100107444036e-09,1.839401075898195e-09,4.683984000664054e-08,6.646505035234895e-08,1.1879386629942701e-07,1.9955028740525904e-09,2.1805746475145327e-07,5.994454443936093e-08,1.8636479026667985e-09,1.3806067400423672e-11,2.9049481975462754e-07,3.6403561098907744e-07,3.3556224465769446e-10,1.3669863987431086e-06,7.418834044869982e-07,3.922711861559236e-06,1.3327845493904533e-09,5.0456385318753405e-06,1.4443991114276855e-07,7.569605693369397e-07,3.3337017946166725e-07,5.137233922702933e-07,8.34926231485511e-07,1.6800094648772301e-10,1.4336709597273511e-10,9.821692690259454e-07,1.3917893859627384e-07,1.1809125184392144e-06,2.453512504274613e-09,6.780654908666861e-07,5.640738942602752e-08,1.044567863761614e-06,2.22750755618506e-08,9.393708033655912e-11,3.8975788374528975e-08,5.619800202971703e-08,5.546884174201239e-08,4.843504264329113e-09,3.6682649451336147e-07,1.72725781233396e-06,1.7432249421744928e-08,2.512397160092661e-06,8.114309224538374e-11,2.282265709752096e-08,1.0584910281608018e-08,1.4409212978350183e-07,1.4507231305138646e-07,2.3289864148345885e-07,1.2928268322554004e-07,1.0340678979758877e-08,1.8337118667943741e-07,2.3381239167008516e-09,5.064739356797077e-07
