 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,O20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,H24,H24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,H29,H29
1N1S,N1,0.0,0.023301113379845084,0.0020373206114772113,5.01278865774335e-05,0.00014256339418805553,2.5825961946557285e-05,0.0037702549790070705,7.677671659434004e-05,0.0007558294486846862,8.187327727850191e-05,1.8897271685303085e-05,3.683429565787266e-05,3.2013282488446704e-05,4.650733909372651e-07,0.007739781969150261,0.0013623872740703424,0.00772763418735245,0.0012577067407560927,0.0011136058176121066,0.0019294539972802838,0.000705203444853808,3.5668369248842424e-05,0.008135035263522328,0.0006463289323583865,0.0001375947368740249,2.535676868475889e-08,0.0007607786181849097,5.307659713330026e-05,1.2100601763653795e-06,0.0005227571494144656,0.0005937358475179566,7.973593368515441e-06,0.00024931356514357184,8.431366063876844e-06,2.5860412060041416e-05,0.00011937449442234183,2.036029847007903e-05,8.153109624675636e-05,0.000188289819198717,8.353484432843672e-06,4.913480863066866e-06,4.6304648535056e-05,0.0002242891459207641,1.392168668676308e-05,1.1558793427679515e-06,8.447728623989237e-06,3.690437630476939e-05,5.107157018446884e-05,7.716649242550666e-05,3.297491971543387e-05,4.446611612629603e-05,1.8927053486716972e-06,1.5783150820541936e-05,3.673289520844669e-05,4.5709589926445915e-06,6.566267614083188e-07,0.00013425760382967944,3.709458220879647e-05,2.9767145069969914e-06,4.846618634091193e-06,2.22932872528947e-06,5.597928875333835e-06,4.606578178412146e-06,3.1071111267211293e-07,7.536133991847827e-07,1.3379915077826876e-06,2.529331584455452e-08,1.018600093161126e-09,6.633025753099986e-07,1.323087314153426e-05,6.5285139876358755e-06,1.5339236960620894e-06,4.69196863406296e-06,1.2742816137834012e-06,1.2598384075968028e-06,5.241679942175059e-07,3.418378597269678e-07,9.904604794941374e-07,1.193924502609911e-06,7.582697577890318e-07,8.568666056557595e-07,3.358451360790937e-06,6.884994198097516e-06,1.429685263509839e-07,2.5454175616612673e-05,2.5979056061942174e-07,3.998754676270977e-07,2.2687381862063205e-07,2.038885184019179e-06,4.3199678695371446e-08,4.5892253247581394e-08,4.0945726238889035e-06,3.8144344546853226e-07,4.753256671041761e-07,4.974642495714221e-07,5.013296826117397e-06,5.046129358365903e-06,6.283813129837057e-07,1.2939645356313534e-05,3.680570260966576e-05,0.00012405671639226235,1.3246953125878314e-05,8.199881793291564e-05,3.4585729780101104e-08,1.1511681697884413e-06,2.9009391943640717e-05,1.522958207211822e-06,6.342917989565766e-06,1.8364506235435396e-06,1.5643823916278166e-06,4.058100384396468e-05,1.1658039369644158e-05,5.69701866266481e-05,1.4789387565716794e-06,1.4946360271661518e-05,1.4736720399533e-07,3.08882462098925e-05,6.50354666370534e-08,4.500460300954634e-07,1.9271450582558636e-07,7.063826258923989e-07,9.72734167464795e-07,9.068965062253298e-08,7.502712282558832e-07,7.253119988837042e-06,6.306232647190768e-08,4.626652616801508e-06,5.136321929999355e-07,1.7653504651438112e-06,3.721807424250656e-06,1.1509957915212254e-05,1.3461901016142974e-07,3.798345063477093e-07,5.335634211123264e-07,3.762939697476986e-07,8.602582868277864e-09,3.761413580605222e-07,1.244933882649235e-07,1.2058816861726385e-08,2.125291451715583e-07,1.4384245106136007e-07,5.123514121851969e-07,1.7461114554251367e-08,1.8149427094549253e-07,1.1712742646885488e-06,1.4703093187407035e-08,9.951820876263895e-07,1.1288728601899223e-07,7.295940798734968e-08,1.3537770598981425e-08,5.246824061333477e-08,5.9233355359511464e-08,1.320462783560572e-08,9.976812263001733e-07,2.788134370601547e-08,2.4196412207189155e-08,4.771490158539393e-08,2.7986658768242023e-08,3.6520532664674477e-07,7.348459618583547e-10,6.985054312735883e-09,5.2646387249666304e-09,1.2738748500495944e-08,1.7138735430854979e-09,1.754711004275933e-08,5.3297366520155265e-11,7.758395037527066e-10,2.329752449292677e-08,5.923223467263483e-09,6.585314737961312e-09,8.07632667132463e-08,2.2517113129616462e-07,9.103075087057988e-07,1.0631334967925454e-07,4.4430962242714145e-08,9.906065612241832e-08,2.2032696644913585e-07,4.1250682869531374e-09,2.2911074593068292e-08,1.5050627411028472e-10,1.1224388307695676e-08,1.0984936571478698e-10,6.904885885283818e-09,6.141628455802461e-10,1.496342052487165e-07,2.1320637453303704e-06,3.861613834255095e-09,6.10603951844979e-08,1.34661437778405e-07,9.508937859337152e-09,1.2303946306246871e-08,4.3104375624380964e-08,1.4759921729279313e-08,1.5718550905319262e-09,1.0790459326059931e-07,1.0610426703916431e-09,1.2210059074924118e-09,1.0052621596257083e-08,1.1562190094238645e-09,5.095684985079174e-11,8.325740097347989e-11,1.90195525995307e-09,1.1102230246251565e-15,4.2629867413879197e-08,2.8726334200257497e-08,9.650254781945478e-07,4.464305261575596e-08,9.231802544640288e-08,2.882267624571e-07,2.9697913017656674e-08,2.2260551624242453e-08,2.2326608450917718e-08,7.586022476857579e-09,8.319805511192158e-09,3.597446895931e-09,9.804276057678862e-09,1.3636258788807254e-10,7.381420474850131e-09,3.853937058373447e-09,3.4884570232485146e-09,9.371815823389085e-11,2.7652258260957296e-10,3.832968165085049e-09,3.919053526146854e-09,4.562886846137815e-08,3.054452912820693e-09,7.455049910731759e-10,6.228261906215948e-09,3.909174761673739e-09,8.722765149071776e-10,5.924726168005101e-09,3.690213176699153e-09,4.33937052957134e-11,1.005548588839389e-09,1.5622647620006092e-10,1.5862755553541774e-10,1.4875858544982634e-08,1.6540102620865582e-12,4.6037618162131366e-11,7.767940068958978e-09,1.3260659237346317e-10,1.5177201717619937e-09,4.285216625987687e-11,4.190418984029165e-10,6.860470525005269e-11,5.4391491310923357e-11,1.162519108754978e-10,1.127455059868332e-09,1.1688712220347952e-09,6.748634984177215e-11
2N1S,N1,0.0,0.0,0.03812524852069643,0.0013317720904879593,0.0009547794428321765,0.2610499100122188,0.061962473237776816,0.002211221754684356,0.006256181550072348,0.0040222894517074614,0.0006637091320595978,0.00040202226249075323,0.00033077938112180405,2.3569944891388417e-06,0.10188937833622447,0.1561259362126961,0.09898140563940538,0.15170437801663006,0.0030803721368040105,0.00446752140382678,0.005251547628591702,0.00024751004780565466,0.08513030000417876,0.03962092449635479,0.028858233335616656,0.0004392437436804286,0.1930654515607495,0.002681562723978681,3.5734532857212287e-06,0.025289592048427734,0.027753878938775678,0.00043747076353506387,0.007795189266313063,1.1281055486200842e-05,0.00019083309816236849,0.0012839949279435103,0.0007707756294035306,0.001579741207860419,0.008050716812483483,1.1997412441289157e-07,1.7056249930647027e-05,0.0008068941207901581,0.0001646985071901419,0.0002218518161933858,3.012089450527e-06,0.00027362891094639963,0.0010610113341165128,0.0003551878698959676,0.0015005744901963602,2.5499493768066372e-05,0.0008745665217095855,0.0006225876382957019,9.46637816479079e-05,0.0009602699686115379,0.0001074081422669515,8.782617670721748e-05,0.0043725864986075,0.0014110308413388672,6.354289959631387e-05,2.6481019567370367e-05,0.0003600190568797679,0.0004775614663794503,0.0002251999463249721,5.3811759993083186e-05,0.00011009649587112591,6.255829791745882e-06,7.319230710400859e-08,4.193289958376312e-06,1.928313985155583e-05,0.00044520340518872104,0.00027061721346344214,3.5960299265447304e-05,0.0001454299835503825,0.00015144667902200482,2.9262933730400675e-05,4.595342172963868e-05,3.184999659078258e-05,5.353466077706592e-05,0.00010106386568264902,1.7563638438744533e-05,2.7027214866137683e-06,6.576063468344273e-05,0.000175540395782825,2.0940692667892336e-05,0.0008340443683487742,4.0983304909758544e-06,2.56202364345981e-06,1.1525471972362311e-06,0.0002065532685904259,7.747460369245118e-06,9.312827897733911e-07,0.00021942550913500725,2.0889578255856023e-05,3.5450589581875747e-05,4.5041984135574253e-05,2.1480150991237679e-10,0.00014881956691281673,4.03334730725291e-05,0.0015090713584093862,7.914825294275118e-05,0.0013470542990869916,0.00029751902199537383,0.00021546374159386872,5.027256512812883e-05,4.61908877706918e-05,2.1501540193202828e-05,2.3090257836866357e-05,9.1477675117968e-05,1.0127631377976343e-05,5.79950448820199e-06,0.0012051311598986203,0.0002258705608939593,0.0022603915596999258,9.397177354442121e-05,0.001626372140606236,0.0001585533574761655,0.002696601734799575,8.26427489397652e-06,4.384576301830201e-05,3.402642381145071e-05,3.6528570919625025e-05,0.0001273833441095551,3.127186680718097e-07,1.0037583075828138e-07,0.00029103144982522977,3.3386241149457874e-07,0.00011719995372194703,1.0742909055228012e-05,0.00032046415594200184,2.5986238319397614e-05,0.000232407065353879,5.3200480709891806e-05,3.84225675549299e-05,1.3716409108521788e-06,2.4680509932650807e-05,7.103193618629433e-06,1.0271175210352368e-05,2.128543173007813e-05,1.5484900794948686e-06,8.071691177669038e-06,3.124190937064952e-05,2.1368716173864044e-05,6.182277858535201e-07,2.2896279938677822e-07,9.61943337429716e-07,3.307458719348233e-06,5.860887161812656e-06,2.4665269504620113e-06,7.483895533733076e-06,9.990269931758888e-06,3.49291407952812e-06,4.861593148275389e-06,1.5151576491234664e-06,1.8188617639580684e-05,2.648204033839363e-08,2.310183053744197e-07,4.162226483472864e-07,5.700183085544097e-07,8.647054317023617e-06,1.0171995779018062e-07,5.653494175028584e-07,8.565895392997902e-07,1.7952347284300174e-06,8.57545825461159e-08,1.4544922164461127e-06,5.374040545902403e-09,5.892047028055458e-08,1.7213659315729046e-06,9.772787468165234e-09,2.0521184751487453e-10,2.2989549575136436e-07,7.212253931854207e-06,2.2502051523876077e-05,3.090030689989476e-06,1.2204701942408747e-06,3.57832219810561e-06,5.246331143293759e-06,1.9786312943637085e-07,3.244548443248618e-07,1.257401160970062e-08,8.236919721849034e-07,9.091101205171981e-10,4.783435769706301e-07,1.420077899716432e-08,3.7182291605653006e-06,8.923010834616107e-05,5.723794371803592e-08,1.8392014289325687e-06,7.45376223409977e-06,1.7292552900727287e-07,1.1059951043890237e-07,1.3628827946199351e-06,1.1530213419597146e-06,2.4801992770662196e-07,5.436800702973699e-07,5.211250098113851e-08,2.2392315113251016e-08,3.2707004526955075e-07,5.788560719643954e-08,8.12812173123234e-09,5.701958016857134e-08,2.1574973940730047e-07,2.338774773846808e-08,9.895264945214421e-07,8.571551277647416e-07,3.853846590251564e-05,5.586299223203639e-07,6.161747974520182e-06,2.1221239062896302e-05,2.372417015283901e-06,1.2427356925748256e-06,2.1022334313336444e-06,5.804090914551807e-07,6.811791175564963e-08,7.907345311863878e-08,7.683036309380498e-07,1.6123348300922657e-07,1.3705953183507091e-06,4.958564587820291e-07,4.913033844200498e-07,4.037281620128397e-10,2.0855421833942955e-08,6.303095321236185e-07,1.8672638990580026e-08,2.575412124006249e-06,7.088676712285746e-08,1.130533258120181e-07,4.765072274537374e-07,3.849862566518425e-07,5.944869307938916e-08,9.148232615885377e-07,6.872660807122344e-07,7.555932768354978e-09,3.532884540469183e-08,2.959523870416092e-08,3.210752193005817e-07,2.2142243842893095e-06,9.735173289726617e-08,1.2437490592986933e-08,1.871267274466959e-08,4.268956450559358e-07,1.0390122096026744e-08,1.4607581144687742e-07,3.4363555023730896e-07,1.9527476080583028e-08,2.1386206139339947e-09,1.261160931242955e-08,1.325017979780796e-07,3.8627529530543825e-07,2.2832892598856347e-07
3N1P+1,N1,0.0,0.0,0.0,0.006701109819584605,0.0015425610524535394,0.04051747449374643,0.08086540628687056,0.0065993763021805485,0.002513378715850223,0.003551068547158698,0.0010676349820677444,0.002579038056514271,5.504903927455729e-05,0.0012916189749134777,0.028996936860973932,0.0037914580043274526,0.16473025399322871,0.0709527827895795,0.00185363992177634,0.0071109715238981686,0.0008979598639049513,0.00028584987820368113,0.044563475587160006,0.000600822114694477,0.028167464943840148,0.0003419088249621005,0.010506957440890918,0.023940499446081454,0.001525745732174455,0.03596290769995969,0.008205263471700475,0.001153357414963585,0.005859566215268064,0.0011568078125820946,3.602765779042727e-07,0.0004155466006596775,0.003160446136485806,0.00018039869757169313,0.00017784990802205414,2.7173788200940407e-05,0.00021143875334006523,5.699739809017501e-07,0.0011871730562837968,2.6803500222882803e-05,9.132173233727947e-05,0.0002277950369344861,4.939582170404577e-05,0.00011762135785020611,0.00032692574974158006,0.0022240808430287196,0.0005208076532663419,5.70382184998941e-05,3.2250865864558165e-06,4.4731044437362755e-06,1.2292769717703322e-06,6.742058366704384e-06,6.916535630230314e-05,3.1407036971131674e-09,0.00037080123544619426,2.011024978543219e-06,2.1550627678834644e-05,7.548092330722511e-06,1.637034205970167e-06,0.00014833086697829678,1.6422832061380177e-05,1.5298147721942712e-06,6.466579836050812e-07,3.5063427550774406e-05,5.455125097642011e-05,3.0285768549909164e-05,0.0002076516190303579,1.274982430743421e-08,3.220557777483535e-05,8.925814428417667e-05,1.1501683951919972e-06,8.119249272242612e-06,1.4548811746450951e-06,1.7292980474259423e-06,1.4067518483429353e-05,8.150218385960528e-06,1.7187664025364313e-07,1.032750929663706e-06,1.7739380866466092e-06,2.161311611015293e-06,7.586191387964902e-06,9.82212179767572e-06,6.812854151938552e-07,2.318427666736511e-05,2.2289179595347264e-06,6.651029726967295e-08,4.841784032816321e-06,5.780919966502651e-06,1.248722186764084e-06,6.089403457032461e-07,0.0004779895559299252,0.012545012002626699,0.017085648635982942,0.00454123777828741,0.00083389180939486,0.000760610719213517,0.0001480967849740722,0.0008786915675349505,0.012619958468456538,5.0043148807965565e-05,0.00014870985018911043,0.0052299681284415644,0.00040173162534040685,0.0006946760982948774,3.4537842925175255e-05,0.0006198227475975315,4.345816822715065e-05,0.0012216453252094084,0.006393929089592021,0.0005421604124142831,5.165885001767734e-05,0.0010538694268324988,0.0015907497694933603,4.640895488794428e-06,0.0006797691273783268,0.0007805746435820549,0.0003889433857167113,9.931868945045608e-07,2.0899995239131997e-05,0.0010229402983918945,0.0020834621144318888,0.000663279785945381,0.0005041483062453445,1.2073186421268645e-05,0.00010667059836322323,0.0003815034926821781,0.001603248403208024,0.0018812446670470884,5.393837845746319e-05,0.0010698702502316415,0.0003575079980084883,0.0001602940031248945,0.0005097303821837151,7.358699901427457e-06,1.3111664094678233e-05,0.0004240154119621309,0.0005427469734460288,9.124827087525489e-05,0.00010758602985339039,3.572153123965194e-05,3.715955068672727e-05,0.00011307740860866389,3.221537863895563e-05,0.00045192382360115246,2.519710901283112e-05,1.2005729050468261e-05,1.316052992805794e-06,7.786326297054558e-06,6.278555381866724e-05,5.690855600093414e-07,2.3813634064673295e-07,8.361657599209593e-06,4.684403620114352e-06,2.8276024632845065e-08,1.9333526277698354e-05,8.78375473023496e-06,2.6676854760765423e-06,2.674950734693482e-06,5.9567154515605125e-06,5.1204927531411926e-06,1.0886926229414229e-06,2.3623447126475128e-05,2.18174724087028e-06,7.4416561135493e-07,1.4095260540969434e-06,2.015460329740648e-06,4.696247835056511e-10,6.649525374768928e-11,2.8000186524934634e-07,5.038000514545615e-07,1.0309327795887668e-06,8.035915550763661e-07,7.448622167949281e-07,1.0506917957897599e-07,3.812348499110385e-07,4.4174642432892597e-07,2.073644123079532e-08,6.165199728513926e-07,4.2336001149223534e-08,9.416964865671673e-07,1.415439965235521e-07,2.8604077133564942e-06,2.184818104211672e-09,2.1211720779845677e-06,1.411006315077401e-05,2.341046791975998e-07,6.962353560346912e-07,2.7987574480192734e-08,2.0574301906606252e-07,4.170466601394196e-06,2.4369940364366016e-05,9.65617497961091e-07,1.7326331924749638e-07,2.0895554571076502e-06,4.646091074089753e-07,1.7856392298121193e-07,9.78416483832234e-07,2.039876130677243e-06,6.30442971605305e-07,5.754779555111611e-06,4.032467717962618e-06,2.363781017855615e-05,6.210516451554682e-06,0.00013977294289180264,0.00014508334363405595,4.20966991936389e-05,4.453614160260244e-05,3.63637136695516e-05,2.099606452787839e-05,1.9290211735967233e-05,3.817908922698621e-05,9.069355214208485e-05,1.1669315100659716e-05,1.9843316618084472e-05,2.4891686081218722e-06,1.2263431958814408e-07,1.9605792100918507e-08,8.421758530552381e-07,4.189670483878416e-06,4.307122312141587e-07,4.439555420621133e-06,2.171159381614274e-06,1.0377950054873963e-08,2.4173196431220845e-06,6.423688274637129e-07,3.496431799199229e-06,5.679964708793506e-06,5.593096976008738e-06,1.0739877986942759e-07,2.0162320168992665e-07,1.3344893752265108e-06,3.662417445360333e-05,4.1702071774452065e-05,6.532508097123468e-06,9.279822332786125e-08,5.328115679770207e-06,4.0999755590576115e-08,1.6667150561922028e-06,3.0951241569709964e-11,5.771733756887443e-05,7.77784217032007e-08,1.5527276908677834e-07,1.5780698703338203e-07,7.035251206044535e-07,1.8400151080122384e-05,3.442449928670044e-05
4N1P-1,N1,0.0,0.0,0.0,0.0,1.6348056820714163e-05,0.001290692414729122,0.006329778117850182,0.26724689918915034,0.00015432742684451384,0.0067080863478796715,0.035186147069129925,0.0015847130641089002,0.018322046306537887,0.024768767224798927,0.30025654560755877,0.18940305112395617,0.19200462132751506,0.11130412959457736,8.30419567909857e-05,0.00033371466106579817,0.0010709086318558825,0.0006507392028218817,0.0033549594255437576,0.0005701032123135441,0.0007762550174867933,0.02072842739369074,0.0019280786770545788,0.0011073937831003189,0.0014611588341379989,0.0008846216341633628,0.0027613029771238473,0.027399550728801847,0.0009445892566524172,0.000255381502477281,0.0001311631815850145,0.004987855232041927,9.900107760252297e-07,0.0018833706353986734,0.0034098291785182866,0.0006651310959777668,0.00021606954000708,6.390897420160968e-05,0.0020712264165201333,0.0006844911470420545,2.8958205286366834e-05,0.00014779689403310314,0.00045989012563762977,0.0005670543682430029,0.0011314661943622184,1.883531150159712e-05,0.0010784664592020654,1.2022985069748415e-06,2.017508023599568e-05,0.000488437199274383,7.415827016732379e-05,4.7077414728757816e-05,0.0013137483367668956,0.0002223330380934918,2.6196640861009257e-06,9.482425979667752e-05,2.7857225036509448e-05,4.621405392679634e-05,0.00012967101381944346,1.1067819665866452e-05,2.6544703102260314e-08,0.00011668609740733693,5.814219523614383e-07,1.138343179674095e-05,7.735368263706022e-06,2.641863855812332e-05,0.0001431232837170171,3.324434690643585e-06,3.0465781405641934e-05,1.057507943791336e-05,1.1362796410008258e-05,3.607820095008485e-05,8.944489784390441e-06,1.5587318633603076e-05,2.03035106118854e-05,1.8669634572532345e-05,7.693339825198819e-07,1.9478378459059087e-05,0.00011363474539827223,5.405470239416843e-06,3.637084219265674e-05,1.9635405079654333e-06,2.4204044799525093e-06,1.1011732603094515e-05,9.355906804842107e-08,3.5609002613234964e-07,3.140050397476557e-08,0.00013952990030996482,8.431199828740077e-06,4.244109377715688e-06,1.384524258951636e-05,0.000985747826326655,0.0014035217997303562,4.294692461348504e-05,0.0002647007723237671,9.74679533083389e-05,3.835202365953805e-05,0.0004321229636525814,0.0010428838827700737,9.972758312448704e-05,0.0005127647634786126,6.882422727438886e-05,2.072858769963659e-05,0.00022424274221832796,5.944562287396593e-05,0.000990396496160617,0.00447550881977099,5.469802633584209e-05,0.003832277323366551,0.00035293637236177844,0.0009748232991357852,3.337131788683223e-07,0.0005244024655373103,1.60273394167465e-05,3.644615533571205e-05,0.0005909661828724655,0.00011888223775824436,7.99274427421004e-06,4.5688329608495337e-07,3.3757280317736615e-06,7.077133021837767e-06,1.8824892495938883e-05,3.9911075765175497e-05,2.965316412861796e-06,2.3739396700861448e-05,1.157112669680771e-05,1.3663070926650533e-05,5.03433338732151e-05,3.3327051807141572e-06,2.3755041087536455e-06,5.969996367771735e-05,2.8922149959642596e-05,3.256506052196073e-05,5.1403808911221205e-05,1.2005218930077888e-06,4.015228580245278e-05,1.9027344077660047e-05,2.920150327900828e-05,3.68344123211628e-05,1.0464587374414691e-07,2.682980657953138e-05,5.880408178171592e-07,4.445088300997213e-06,1.0124471978567584e-06,1.2459082854521242e-05,2.580124220719071e-06,3.1920436465160407e-06,9.309453841144233e-07,1.127043877824363e-05,8.291667198268016e-05,9.505544595889148e-08,3.2391817774701792e-06,3.425844186111249e-08,1.9965339737026966e-07,1.4777146314148837e-05,3.885203820885863e-07,1.7701287928773013e-06,1.1425068313641873e-06,3.08915561575418e-07,3.450243932778818e-07,1.7459022227939158e-08,2.541439333203499e-06,2.579456841456107e-07,6.726189438754915e-07,6.323823420473218e-08,1.2066598320537025e-06,2.671828247535757e-08,8.366765165135348e-07,9.484193005615538e-06,3.818702118074668e-06,2.694456282537061e-06,1.239392789287308e-06,1.7129990350639446e-06,9.607241047149273e-08,3.74536165637096e-07,4.7615861187289e-07,2.3995300102441774e-07,5.948614252293538e-07,7.931838046371098e-07,8.215901388108904e-07,3.7025463166528993e-06,3.224569475035466e-05,1.7056968504292058e-08,1.2995095954870806e-06,2.4766612489734996e-06,3.8145696357183567e-06,1.490684073957027e-07,1.8930712721854093e-06,7.079875974369543e-07,7.524645861956003e-07,2.5358475896908317e-07,2.1540844663547887e-09,2.049027614248189e-09,3.953936769107713e-07,5.654114401121291e-07,6.272084429603808e-08,1.4469923659277129e-07,2.1919117498825358e-07,7.974829241419457e-07,1.7138826313711775e-06,3.8141289193660555e-07,2.8901385989321682e-05,9.686761615057549e-09,7.981411602742128e-07,4.2964943869350236e-07,2.018887537147407e-07,3.564564032387807e-06,5.966972072002363e-07,2.1960655516295446e-11,2.9076672456440633e-06,2.295342466318573e-06,1.9140121798599807e-07,7.717119612227208e-07,2.1616707190919016e-06,2.674630577903514e-06,3.205676302187044e-08,4.268621678349405e-09,9.90592843308491e-08,1.0249094009040505e-06,1.036633213935545e-06,2.6461421667178797e-06,2.422733125229115e-10,8.900187120630676e-08,1.1592948863103913e-06,1.273321349248846e-06,8.977991017289355e-09,5.444315442915126e-09,1.710673063204382e-07,1.0814183148966094e-07,1.8423128356204188e-08,2.149300515341679e-09,4.7821238968737134e-08,8.154073860566768e-09,9.336632658119015e-07,4.3329629839661266e-07,1.069209165649454e-09,3.6836333983103486e-09,1.6020578152975418e-07,2.063990622858114e-07,5.4150744110970095e-08,2.642297221022716e-07,9.951553270326485e-08,1.6850905115717296e-08,4.770557882061155e-08,1.275708427783684e-10,2.64653718495822e-07
