 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,H9,H9,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,C10,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,N12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,H20,H20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,H24,H24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,H29,H29
1N1S,N1,0.0,0.02349045932445093,0.0006635021395444696,4.2613664084090175e-05,0.0014260894641267008,4.998775501308117e-05,0.0017626358199585024,0.00023938592749295218,0.0022038941318291982,6.708739990674006e-06,3.0916829667632095e-05,7.470245572865908e-05,7.601401277435027e-05,2.2341098492029143e-06,0.007901377864683479,0.0013675884781205738,0.00784198621624732,0.0013268633553643605,0.0011529131677137094,0.0020840635974483934,0.007559272874703815,0.001668098203637003,5.601205904337547e-05,0.000618764336418165,0.0007247620087829088,0.00010443116981084799,6.705114289351499e-06,0.0005264743465087929,0.0004305622179522628,2.6446254207196374e-05,1.2990371542870305e-05,1.8976257423752863e-05,0.00018397085577492867,1.779215164998682e-05,3.621862376287921e-05,0.0002266946616553689,7.180198621514755e-05,0.00018229019962423543,2.98958903881541e-05,4.194260730727706e-06,0.00014539628503484892,9.525487039119263e-05,2.4193020123242093e-05,3.959245006623924e-06,0.00010704511490430835,1.5396117258564823e-05,1.1457629927213997e-05,1.1998169977267548e-05,0.0001634847576812426,0.00011323575445776335,7.374382437874694e-05,3.710849817095685e-05,6.850391016599566e-05,8.005598801652525e-07,8.866500048609893e-07,3.0097769136983032e-06,1.0763475681185852e-05,3.019513233448734e-06,3.0828678831973377e-07,4.007256318583341e-05,0.00013050987195184494,2.1396081150482082e-05,5.460740751128679e-05,3.879152738861524e-06,8.070802422266432e-06,1.4336000079884226e-05,2.9042894646724715e-06,2.1576834231817887e-06,2.1197320110993845e-06,3.9123074047076045e-06,3.359554986825941e-05,1.704499689392236e-05,5.049900948317365e-05,2.3035045626507156e-07,2.0630698110091217e-05,4.976987164617697e-07,1.5741552656933777e-06,8.695443269590708e-07,1.6593759610827874e-07,5.905239799930406e-08,2.7351793330243623e-09,1.0632443044056306e-07,7.206023118488947e-08,3.2699782444023384e-06,1.3515064414271194e-06,5.30747343852056e-08,7.4035209216560816e-06,1.2658251471453497e-06,1.2616271138909951e-08,7.932714650271677e-06,2.6436984845723543e-07,1.501576967766205e-07,7.572694334795349e-07,3.282689717276632e-08,1.2747299410476032e-08,4.1782083902430767e-07,9.037940396083854e-07,1.0133396455280774e-08,1.1110786096724112e-08,2.6009063325282966e-07,6.13546152328226e-07,1.244511753650812e-07,3.611659193936134e-07,4.3230302892993677e-07,1.5798819363865846e-06,3.9862192435791144e-07,5.392772124412915e-07,1.8256997164067812e-08,2.521257388976572e-08,2.486785330435559e-08,3.666705827853889e-11,1.3537733295487797e-08,3.925682556804588e-08,7.672479743758842e-07,1.9598326600478444e-08,6.8077821158141205e-09,3.0409761375693733e-08,8.111377414188325e-08,9.007057366616777e-08,1.2967111828743327e-08,1.0647432935328993e-08,4.6546182685958115e-08,3.145504730017734e-07,7.658632061868786e-11,3.947185078789772e-10,1.6673815800283265e-09,7.11068148806504e-11,3.5006458565245424e-09,1.1699018864774757e-08,9.662826228051813e-08,1.3800294240695621e-11,2.777951868537798e-09,4.14694945050087e-11,6.8701433431073156e-09,4.717808366194731e-10,5.1996769112605534e-09,1.878319721981825e-11,1.5939294328859432e-09,7.583359051821503e-09,4.890367111265448e-09,1.4369450074269707e-11,1.0864295713064465e-09,7.192639123188016e-10,1.0334451627791452e-09,1.185289244531873e-08,9.460378258552282e-09,8.207878821053782e-12,1.9804498485598288e-08,6.62811916463113e-09,3.132370585134936e-09,7.261819201520581e-10,4.0283043567512777e-10,1.653092551734403e-09,3.0309239562598123e-09,1.5727569691037502e-08,6.353887194165964e-09,1.2106027291736154e-09,8.939997186985238e-09,8.248957072964913e-13,8.896494652077536e-13,5.015508841577088e-10,1.1960554907597398e-09,6.619301495813801e-10,1.958326695250534e-09,3.896223343957672e-10,3.1282574308733047e-09,9.555804370009469e-09,6.378227279668636e-09,7.745315500073957e-11,5.343463449491992e-10,1.7490509041095947e-09,1.2946199667851488e-09,2.8336866186862153e-10,5.885813836314924e-09,4.4053405368060794e-10,3.181145058483992e-08,1.9985499366548254e-08,1.07310341723732e-08,5.183778628570224e-09,1.647410319272069e-09,8.78086578448567e-09,1.9734119893755064e-10,2.249164465784048e-09,1.4852573615442566e-09,1.6482839121367832e-09,4.389122398862355e-10,6.460706747368761e-08,1.2821059103274024e-08,1.7092300907961544e-09,7.8026474170656e-13,4.847739742963597e-08,1.930718629417072e-08,3.337442344708563e-08,6.020683951390993e-11,3.0927872762820385e-10,2.3692367789873714e-09,1.1728201743110844e-11,2.6556146170975126e-11,9.600401862375207e-10,1.878612376771116e-09,1.8606938212428759e-10,5.636243249895756e-09,5.526223922913687e-11,3.0319486921115413e-09,2.4540978138531955e-09,1.0233291991568194e-09,2.3822144257223954e-10,2.1672055816601699e-10,5.927487667367615e-11,9.647810328416995e-12,6.837863608666339e-13,2.1137444572438824e-10,8.420177888268654e-10,9.35503230437007e-10
2N1S,N1,0.0,0.0,0.010595990260657384,0.00039268672301195906,0.0299486433902314,0.26333241042326083,0.024420194863213673,0.00200323997693852,0.044070144402653,8.462786893481677e-08,0.00036113612243826587,0.0025253849282673713,0.003479428084848246,4.489287784004148e-05,0.10367723693364495,0.156724281459943,0.10466548925757113,0.1572186819785797,0.0033891869822608722,0.0053498714148885185,0.0785014631407952,0.014721381308199444,0.0010451642267490513,0.040914931205314975,0.18782142839430316,0.04005960191280877,3.326678288706475e-05,0.02986572420291722,0.02435002218572735,0.0012806547597463691,0.000658192722613693,0.0006889569354748826,0.005751228406600362,9.074279748721992e-05,0.00023233415874024388,0.0032878029486398397,0.00451506061833884,0.004872523916369165,0.0006990099511412495,1.1314281016083783e-05,1.167768650534029e-05,0.0007930619427489738,0.0004026242474703956,0.00047652957283683683,0.0020091571686482457,0.00010254810450049945,7.995153416451295e-05,0.0001126398734829781,0.005258489434412539,0.003932688367276338,0.0013912096639687732,8.596384110326483e-05,0.0014902652604606992,0.0002747921804147069,3.531096044695481e-05,2.373703333535815e-05,0.000704993779775176,0.00035659754323136283,1.6603483468102809e-06,0.00018441267032542896,4.115775088520124e-05,1.979789559136691e-05,0.0014986040405129408,4.5355877825947744e-05,5.83136771581394e-06,2.0018633649421247e-05,2.405048601583637e-05,2.394584405207567e-06,1.237322716574063e-05,1.4622626397287064e-05,0.001516146739125812,0.0006046726707764627,0.0012245324079036557,5.7797234471301806e-05,0.0023485373947580435,0.0005886938296719713,0.0009913297726695802,2.4286439515686098e-05,8.258014010387171e-07,6.316279759843724e-05,1.3194366350610665e-06,8.500836250235899e-05,2.7366168118270195e-06,5.7730236053821216e-06,4.966261340477729e-05,7.458842077312511e-08,0.00031480654803450747,3.63160131504614e-05,8.437913115333373e-05,5.2240881780463155e-05,0.00028705190723687934,6.356275959440438e-05,3.826226547598566e-05,7.73334057280195e-06,7.096356242852764e-06,1.0996085502368302e-05,4.2117897592230946e-05,8.731063310740694e-05,2.647425004775883e-06,6.292439208355205e-06,5.8419379319829545e-05,3.4391116945364786e-06,3.913575896108412e-05,1.1657191825165114e-06,1.510420014394498e-06,8.83741052426501e-06,2.8840988619549535e-07,8.472439843032475e-07,3.034567846560421e-06,1.54235183547069e-05,1.7658773610040868e-06,5.8786608780891925e-06,1.1722650556933445e-06,1.2009999390549808e-05,1.3501456197495543e-07,5.176937545314786e-08,1.487308245451402e-07,4.034148392673131e-06,1.0736600990490786e-05,1.8035802318294714e-07,3.7699914612332464e-07,2.5337486464493963e-06,7.702703705092517e-06,3.707243401152027e-10,1.6956501092124654e-08,3.750896404586257e-07,4.686242505158589e-10,7.068633285367554e-07,3.879617072044539e-09,6.309336011423028e-06,5.956013460206577e-10,5.16969800301581e-08,8.651711347340552e-09,3.2147092765555385e-07,6.2826996938269986e-09,1.4677883486413634e-07,7.3735573202782234e-09,3.9002297391732554e-08,1.4378628288014283e-07,2.9020724245931717e-07,1.1433445301634038e-08,1.778685188025264e-07,1.3647812813211146e-07,4.225077323560811e-07,7.047413732585994e-07,5.595568568494969e-07,1.0798436367309705e-08,4.384001921486913e-07,3.13812999586105e-07,1.3459530601167558e-07,4.65426022167037e-08,2.288311917730823e-07,2.0757740726295992e-07,2.7877598451908625e-08,2.560801826589909e-06,1.9559362574028683e-08,2.6206349978963317e-08,1.2167186769218574e-07,5.45556069209141e-07,6.055655976666685e-10,5.006058012568815e-08,5.623584664604664e-08,4.70572285582449e-08,3.479312744580909e-07,6.332481383708455e-08,6.978621147624153e-08,7.78512085020111e-07,3.1168331426911777e-07,2.9098501386215503e-10,3.565503003954973e-09,9.863440464386031e-08,7.535375687872659e-07,2.6863600943727306e-06,1.1484712141296427e-06,2.1804672512004686e-07,1.7668090084299592e-06,8.400428144206273e-07,5.584736335606522e-07,1.1012733969195665e-07,2.3795284853633802e-08,9.143276702427983e-07,4.128729573782408e-07,3.3886358608015144e-07,1.0992073344873177e-06,4.378936546700629e-08,4.341823305331616e-07,2.7009378844589094e-06,2.121613890793128e-06,4.6296161571035555e-08,1.0582260712155289e-07,9.827316191923785e-07,1.7563478151849665e-06,9.230463016152157e-07,1.413650723147697e-07,3.551645444410667e-08,3.713043832398455e-07,3.3185165726479227e-09,3.581420870979457e-08,9.789532073867235e-09,1.1853568171460438e-07,1.3910100493674804e-07,1.2970509906118366e-06,1.6800324686983004e-08,7.100823928851696e-09,1.4665913372624573e-08,5.119249477658627e-07,6.159221710433371e-08,9.16372799864007e-09,2.5104133882791757e-08,1.5073366999018845e-08,1.3063518711220468e-08,1.637496138684469e-08,5.2231581726402965e-08,8.630381209684401e-08
3N1P+1,N1,0.0,0.0,0.0,2.194350075335194e-05,0.017930703749978516,0.015709245197642385,0.28538495643636086,0.00025670355391715916,0.021273454683032433,0.01791277807911751,0.026670866082492806,0.012652899240994664,0.0011383118871395315,0.006772892901899752,0.00406573076269634,7.367797634216799e-07,0.16258624480977701,0.11085489936317527,0.012849854193970334,0.08332889345190653,0.2679721267936932,0.0790463368378771,0.0036792031125854052,0.030001071399654133,0.07922885780861133,0.036809916968149725,0.007297272552237111,0.004631901671429572,0.023283404212193215,0.006443603130625197,0.005551935981873868,0.004489305494993934,0.006165917545093436,0.0004954364116551702,7.752578808695176e-06,0.00016037367834043081,0.00029482673365865963,0.00039860870293439987,9.779941633203393e-05,0.0003267252082115313,0.00021971586708513513,5.336018172874546e-05,9.54487406068516e-05,1.5070983489628986e-05,0.0051088079680521314,0.0032086274982066065,0.00043742931928703044,0.00022963007142262626,0.003743479047890741,0.0012676741049251206,0.000615844858172121,0.0015743033758859326,0.00034466879655248306,0.0005561402379909985,0.0003422238212740236,0.00543110126407953,0.0019955752997895537,0.0004895975797540864,0.009734873743316275,0.00019741411819262922,0.007772669329075832,0.0012010810521698723,0.00019930731055106676,0.005739328108023356,0.0013052623845131173,0.004175201937532957,0.0021224588706552083,0.0006219642263729508,1.1208165040521578e-06,2.4935375356083256e-05,0.00039736637260912033,0.003038103279830562,8.094654950330238e-06,5.6841266667273516e-05,0.00020765782559140078,0.0016818357878904955,6.372484709693538e-06,0.0005400723834916299,1.3417941279181278e-05,2.2077762285022118e-08,0.0001180407216945234,1.4824300885507569e-05,9.376384257175907e-05,0.003153196761553456,0.0028416108201629875,0.0007747878542443409,0.0014583002939732026,0.00047798974454371645,6.121943122261442e-05,0.0014061942864982413,8.995784658560879e-05,0.00010946764971642153,0.0003049390276241848,0.002246525705520419,0.0002776269927111663,0.00017393245292529613,0.0005591697700384479,0.00016931077903636904,1.614882535716511e-05,0.0004765807727169502,0.0004305311266632472,9.097515417089141e-05,0.0012552762531545802,2.685329291196581e-05,1.4595169517406248e-09,3.798557357637122e-05,3.662470677268104e-05,7.515256388468394e-05,9.836622759218372e-06,0.00012979599585682955,4.4332413215553146e-05,8.507207271812867e-05,7.440488843046822e-05,2.1185721728045337e-06,2.1934606473372753e-06,4.9607955397767967e-05,5.041610289246989e-06,4.0570715590160233e-05,0.00011136223932917133,1.3117442752896835e-05,5.939797256271362e-06,1.1229885725327904e-05,7.317423489361374e-07,8.987127408710549e-06,1.8299415392997176e-05,2.7909892738042785e-05,6.24244451290501e-05,2.911071095068607e-06,2.3939513849047245e-05,7.17357112378636e-07,1.7067935731418515e-08,6.749712779807737e-07,2.2576486755632175e-06,9.055431235971412e-07,6.927894812491786e-06,1.9938504181027383e-08,3.695901287237291e-07,1.9833003470637323e-06,7.222766074121978e-07,1.370987823268166e-07,1.221476877422134e-07,2.0888885510217392e-08,5.637065906949346e-06,8.155752047045439e-07,2.5082440791024396e-07,5.488550978149931e-07,4.184205013579856e-07,7.149261159078435e-06,3.806512340887025e-07,2.1376451808663433e-07,7.403807931183337e-07,2.1545363405817142e-05,1.6417108179567208e-06,3.188487729843814e-06,6.26010894060336e-05,1.6534992290928585e-06,4.424168342787027e-07,7.14657073919156e-06,5.4513265612676776e-06,1.7506730436434026e-06,2.409976265216329e-07,2.8394340900739223e-07,8.530910928117308e-06,8.204673521472472e-06,2.275207398039214e-06,7.955084990740602e-07,1.5643165271139736e-05,1.2535644545064173e-05,5.848997903790121e-07,1.3379626517817655e-07,1.5419274894679091e-06,2.896767492810426e-05,1.4768361543904263e-05,2.6307758904664524e-05,3.4439639986505455e-05,6.1619540998592015e-06,8.878017800473259e-06,3.780298807321003e-07,3.8691696680359655e-05,2.1504004429795387e-05,1.9855997410056503e-05,5.037948141350945e-05,4.928353392497087e-06,2.7121949567554537e-05,2.6429285426843308e-09,4.979843204466761e-10,3.3251664786071444e-06,1.481641719536242e-06,8.232975101662987e-08,3.803985819672562e-07,3.136149623106377e-06,2.7210427151480587e-06,7.090401532572344e-07,4.1044894150132905e-09,3.057163091568782e-07,3.423276284664212e-08,2.447870042221467e-07,2.7141572267463943e-06,7.136538984209295e-07,2.0988527736687246e-05,6.1926309351534314e-06,3.0607825936002087e-05,3.211541406145102e-07,3.5932510975555942e-06,1.4475372198674563e-06,2.5379626618082796e-06,2.380817765157417e-08,5.4463790384318145e-06,2.0823676388337375e-05,1.1577376168858677e-07,2.991461552026564e-06,4.0519529154181555e-07,1.1078935393538103e-05,1.531359999384918e-05
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0015696112957743757,0.0012065789322726062,0.0002926143288561889,0.27397118553378963,0.0014899121773650492,0.018077326473306288,0.0004569269810439369,0.00697446127909318,0.008048279770050737,0.04868862374544647,0.2932706038379451,0.20085016726781912,0.17820591381277007,0.08186418287515762,0.003107946239321091,0.019958424913982586,0.07676940004986532,0.010473852627687297,0.00146485931719198,0.007823063217508253,0.03518436133765501,0.004553243644073834,0.0007900304074919262,0.027908192382658292,0.002766899669311096,0.002750706126221303,0.002112446263727641,0.0005434727228077474,0.0014204162195787795,0.0003314736688526665,0.00012502813759907028,0.0043340726985836575,0.0010425707401857665,0.0020474259160923047,0.0026884437502046055,0.0005038724738848366,0.0006243523794950967,0.0004966681486155977,4.524542084105576e-05,8.260930020065338e-05,0.00227978292768638,0.001362794560247016,0.00036101570011437545,0.0006051850647268431,0.0025611710507464913,0.0013320367943614464,0.0007079758157972904,0.00020629637737412665,0.0016742794615041134,4.739542802667529e-08,5.603814811361296e-05,0.0010914138273165896,0.0007628090692444189,0.00020510756820169007,0.0024759358599735215,0.00017340435949453337,0.001574046964097242,0.00018505801959411983,2.841547196918981e-05,0.0003400009960843331,0.0002956605244472943,0.001134106096652987,6.534193020435453e-06,0.0006410196566952742,2.314213499921003e-05,0.00035639521824837317,0.0017697477226055192,0.00022755051219336409,0.001181385466937801,0.00010658298295185276,0.0002964557237956633,5.014171595263406e-05,0.00019515674176684428,0.0003697591965663438,8.193146885382419e-07,0.00012953285059635888,1.682578572470561e-05,1.3598771817724398e-05,5.825028524641951e-06,0.00016125340339812055,0.0003932208965711226,0.00012068040745027986,0.00016504678866224864,3.749044328449358e-05,8.175415797673224e-06,5.434911815882515e-05,5.721195170949045e-07,1.422396442407603e-06,7.459420625632873e-07,0.0003748472612785658,5.256552370491718e-06,2.457080565676506e-07,9.811857620922737e-05,0.00014044382858457993,3.144201810467706e-06,7.779531035989606e-05,8.965169741648182e-05,6.568971772757948e-06,9.656939155222588e-05,2.1025562446652657e-07,3.533534159894103e-05,2.076029567810167e-06,7.46646191096545e-07,4.4424478498283904e-05,2.421872724589491e-08,7.022486057550736e-06,3.9899134915977186e-06,2.9566669882186147e-05,2.60331647927714e-05,6.161658387071611e-06,9.94111226670924e-08,2.1123280702362024e-06,2.8218797161194686e-06,4.2535047608538434e-06,8.594175909149016e-06,9.070829416479853e-07,9.912699048264528e-07,5.1556621349924114e-06,1.785764869310924e-08,2.594025910962472e-06,1.249966997907137e-06,4.346221006867879e-06,4.59884785697362e-06,5.1315310223287725e-08,7.127333723211393e-07,4.429698753138922e-06,9.189903504847052e-09,5.088193120172946e-07,1.3292881946291857e-06,7.608966789973692e-10,1.2454333750966384e-06,1.9324800470954528e-07,2.2249406761432056e-09,3.7374885408780756e-08,1.3801579257233243e-07,4.363095722492716e-07,2.102133223047531e-08,2.9009589397333002e-08,1.2315286661568337e-06,2.763387008108964e-08,8.092334802256573e-08,5.2339776068777155e-08,4.3477310018857906e-07,1.746586685502649e-06,8.704205947118737e-07,6.680995712216031e-08,5.081555354280454e-08,1.354302826328535e-06,8.118461947148603e-08,2.4734099790535424e-07,4.217463769329299e-06,6.622294326241729e-07,1.6510924538692962e-07,3.7072027536666496e-07,1.2029107234745595e-06,3.0575370124630297e-07,2.9323210526399635e-12,5.045918216595169e-08,1.0466148117060925e-06,3.438015638845826e-07,4.952211396513917e-08,1.2517439396120267e-07,1.2037322631996972e-06,7.853894889997548e-07,1.9835908560139615e-07,1.4603392717305042e-08,4.5322014541326894e-07,1.029333637214691e-05,1.0048585533439791e-05,8.623958341225091e-06,6.751605416965845e-06,6.700450754237863e-06,3.6018285332062305e-07,5.406988283773728e-07,4.590519671054949e-06,1.103256757728488e-06,1.0060352959584407e-06,4.630556190932111e-06,7.919340738737901e-10,7.566923003965442e-06,2.9143144564258705e-08,4.2543998679533956e-07,1.1586519570450093e-06,1.990026885501095e-06,1.501622026722771e-08,1.7977175303940385e-11,5.056035590200736e-08,2.760811577573463e-06,6.369106486658893e-08,7.781394661954266e-08,1.1124246412919092e-08,1.5691357990732513e-07,1.7341140479132378e-07,5.701948457836892e-07,9.791809918446859e-08,2.676143081803417e-06,8.14600164211754e-07,6.170644246683565e-06,3.5211770299525824e-07,2.7941129410180565e-07,4.667442921046927e-08,4.937829389817239e-07,1.2996678400156725e-08,4.2233056474216824e-07,2.9885697263587474e-06,1.1645338404697725e-07,7.362768756902227e-07,4.351181637218815e-08,1.2920192373755413e-06,2.7889718197116053e-06
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.027780064355801937,0.025565545044464066,0.0027015543477211246,0.12476992643657114,0.00793497621069239,0.0050084377928443224,0.0007220238975635951,0.0017257770473739775,4.231066382320847e-05,0.10865337148445287,0.04555577040869041,0.17422839569143322,0.07179602404375585,9.927149173361016e-06,0.00029107989182453053,0.00167534456629026,0.0006875830336703359,0.0030605523347446706,0.001479737152514371,0.008501313500313579,0.001203237712885219,0.03916696776389683,0.002026546174840327,0.0025424856935347684,0.050757068385502535,0.0005032453641575785,0.018830097814865887,0.0025989705581275224,0.0002686839360248605,0.00013893801744213619,0.006579343072977473,0.0001443826021212402,0.007274741763726222,8.957601183023911e-06,0.0004373399721857574,0.002881757405055918,4.340709017114364e-06,0.0005119018736161607,7.030046966960413e-05,0.0017600179134154015,9.956482238671072e-08,0.000352144239676333,0.00018074466707962422,0.0012966446165529888,0.0013722343790987246,0.0019241124784268315,0.0013002790400866715,6.161453849173881e-05,8.352367273367634e-06,0.00031608607833844005,0.010835311321939045,0.003428506578906365,0.001726606429360178,0.012266961831572498,0.0013933371440004727,0.007031719413083337,0.0011307849728101615,0.0018059163260271127,0.0002481508692140366,0.0004670217934330534,0.0013377944380974505,2.8005728480717806e-06,0.000684716031788879,8.265023632936241e-05,0.0014695294937401293,0.004208468674938626,0.0034616699763247993,0.0005848562875061525,0.000804723823962572,9.959548867310986e-05,0.0007869090440859594,7.757974261402012e-05,0.0011915055650393302,0.000255441068829354,0.00029473677371871787,0.00024700311809366937,2.631672491926196e-06,5.914685508701112e-06,0.00041551700278708026,0.0005780369201406899,0.0002701486201415193,2.2946857928474174e-05,4.366933707977694e-07,0.00018968341941327793,0.00032698578828371794,0.0001723033605611768,0.00010941748964699016,0.00029867747379097587,0.0017736705929531915,2.15813079929017e-05,2.594447550352541e-06,0.0002472010457181817,0.00015989125823789863,8.472200311748779e-06,0.00027712856484995996,0.00019660621006378776,7.008846935274704e-06,0.00028330980997592903,1.8572971953290107e-05,5.8276553957625765e-05,6.117209992329009e-06,3.0000837761168242e-05,0.00013929281284275064,1.3852379058931774e-05,7.36104131473514e-05,1.5697267030434503e-05,1.982410638401433e-05,8.988491442885049e-05,1.140781653719003e-05,1.462410283981086e-07,2.6222922948626604e-06,5.10953386667623e-06,6.783235044771629e-06,9.144809350658534e-06,6.541709907104121e-07,5.464539237109989e-06,4.1938368955385386e-06,4.6870159797762767e-07,5.774428224247785e-06,6.405936628484099e-06,8.126785698836514e-06,1.2411898803854626e-05,1.6614055975416875e-07,1.7531692786398878e-06,1.9739604320001547e-06,5.440174977167089e-10,1.200609460738633e-07,1.8295955142022535e-06,1.8402965817898576e-08,6.677921655651176e-07,1.4320854901939128e-07,1.0799839689212831e-08,1.4736002551529737e-07,5.738659769605192e-09,3.45288328817972e-07,2.0140560863524115e-07,2.0891287366708866e-07,1.8094973355253785e-06,2.8910872140741617e-08,2.2533964205706525e-07,1.503933710900185e-07,3.83352763311251e-07,1.9452405908282344e-07,1.1210276689155307e-06,2.62726240762845e-09,1.5485137838666674e-07,3.7977558808854894e-06,2.7696067661509005e-10,8.182577961868276e-07,8.439845962993076e-06,1.6085464156212481e-06,3.194328939137847e-07,1.7627399029329638e-06,2.0089744188211967e-06,1.1182289394451317e-06,3.41390216096471e-08,1.2621638978416172e-07,2.0430551646022366e-06,8.452132851388683e-07,6.583203537857685e-08,3.981476193182232e-07,2.8672512781824366e-06,2.300669992738591e-06,1.0376716379489892e-06,2.3361282686096274e-08,1.5223949880738274e-06,4.0007469891190084e-05,2.492436004697396e-05,2.217014480176971e-05,2.8759762699337443e-05,7.3110952953925334e-06,1.6946952737129095e-05,7.514712634382192e-07,3.6174578313286077e-05,1.1267494626876484e-05,6.41657258060313e-06,2.157340350250614e-05,5.096456130448956e-07,2.420340006881183e-05,3.81788234360414e-08,3.053762482885247e-07,6.50172271576821e-09,1.121704403672652e-05,3.030074235965685e-07,1.8012040881032476e-07,2.979688180637652e-07,8.603317033450963e-06,2.5959923943830177e-07,3.382016888764383e-10,1.0808514083748832e-08,8.142448204573327e-08,2.395207154837209e-07,1.6432015153000634e-06,5.133585039285293e-07,1.4051779186896596e-05,1.5102374928410711e-06,2.2010728684129788e-05,1.0286061198350183e-06,2.6187432329294325e-06,1.2640733841884355e-06,2.3349383533322055e-06,6.789224293868301e-09,2.6273673987553536e-06,1.4080065779520368e-05,5.385548471625867e-07,2.489634076674463e-06,3.5021963773473885e-07,5.8192222756048295e-06,1.337106183463277e-05
