 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,S9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,H18,H18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,N21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,C24,H25,H25,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,N26,H27,H27,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,C28,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O29,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,H31,H31
1N1S,N1,0.0,0.023643526364062417,0.00022699500612555212,0.0012139877530252807,0.0005507530537141037,7.214405416910985e-05,0.00041450110313179245,0.0029027789785636138,0.0006409386642580728,3.9533070411185145e-05,2.69856228474058e-05,5.515936474657923e-05,2.9008238217526072e-05,5.077456284746651e-05,0.007989771498758014,0.0014078759624807091,0.007972039582472723,0.0013464203951253362,0.0011938234960229277,0.0022048250817612303,0.0002886103765671333,0.00812145369361894,0.0007678774271211442,0.0006161395271748749,1.1333301889848713e-05,0.0007891739302912093,1.542272245380616e-05,0.0002272323250220587,4.010389067526932e-06,2.1403491969607114e-06,0.0006349667562856043,4.442478111363335e-05,0.00021790011730260517,1.1787846633026788e-05,2.522640369920226e-05,0.00019966378953006902,1.0901476188873716e-05,0.00012147415360264091,0.00013169275222968402,3.49616204031733e-06,5.617287079928701e-07,0.00015109273331148643,9.311016912572079e-05,3.5454347276836495e-05,4.602684882559771e-06,9.42782200363812e-08,6.945806930308551e-06,8.527182498946351e-05,0.00011938480592887935,7.734809595905112e-05,5.933832681659368e-05,3.373629968050906e-05,1.5292303029157406e-06,7.5022046369943585e-06,1.4645066588880873e-05,2.061925787036345e-05,2.883458536051542e-05,2.761922725280641e-05,5.283790335064431e-05,6.263581648080496e-05,8.699057006289479e-05,5.6241294650316576e-06,2.780461430862413e-05,2.8778937810614025e-07,3.630773415252975e-08,2.9832926332074017e-06,8.313975063400925e-07,4.381110100371011e-06,2.523368477141963e-06,3.624699558557598e-07,3.5843359391662943e-09,2.4665041009619415e-07,5.568033199232492e-07,2.671997621384037e-06,6.456194046045027e-08,1.589372619004159e-05,7.833032289461528e-07,4.407645592441334e-05,9.097880159236738e-07,0.00018016743037896354,1.6065897892048042e-05,4.582637450734062e-06,9.668753597757984e-07,3.815150492358921e-06,1.968568150431671e-05,5.7381641715981146e-08,1.1390254404525235e-06,2.0661718047598754e-06,1.1038630368664926e-05,4.793633465549618e-05,6.590905956338489e-06,8.477116231198067e-08,2.0407890111151517e-07,1.6516700080515534e-05,2.2727815673917462e-07,1.6252425122376124e-07,8.603420575958864e-07,1.9907564208221373e-09,4.8689766565801484e-08,5.376818665719929e-07,2.966616845095915e-07,5.078297802718623e-06,4.689025510096201e-07,2.645161760295167e-06,7.925885761705942e-06,1.7379109162884987e-06,3.1014558752318067e-06,2.0495432362377386e-06,4.124480314615653e-06,1.6219174356346677e-07,9.272338278298875e-07,4.722550691477201e-07,3.2345810657696816e-07,2.2351565043265964e-11,1.0657184441598133e-06,1.1581062726584435e-06,1.0689579332812116e-08,2.9807642865087303e-07,5.104057865246148e-08,4.807812989948701e-07,7.581991423588619e-07,3.9744301250088654e-07,1.01314905354144e-08,1.903134774661197e-06,9.439790438214857e-08,1.5186146395951283e-08,1.2701501961309702e-08,7.884819741565963e-10,2.2001167443441716e-08,3.4869633569467595e-09,1.0951917150947565e-08,4.905296236978884e-07,3.878993345973747e-08,2.271034471590383e-10,9.062828265626877e-10,2.696307022098665e-08,2.1763996294055232e-07,2.9028812464915177e-08,1.4391043912098667e-10,7.398629708887938e-09,3.875272920339512e-07,4.343803094997156e-12,6.365991622736544e-10,4.787256702165621e-11,1.2368760182734917e-09,5.968995742122729e-09,6.67260668940628e-09,6.896266435685305e-08,1.866270249450963e-09,4.323807978323657e-11,3.266912851351833e-09,1.0938383532277385e-09,2.8152131736902675e-09,6.802847174469662e-11,3.8567204097006424e-08,3.5960256994371775e-09,2.1263080185462968e-10,2.3348012412327535e-09,4.221567762030531e-09,2.3960722295157666e-11,9.18426779072945e-10,2.1820323325982827e-12,6.722396916902795e-09,2.9145297286703453e-12,6.165901123011963e-14,2.5623325683454823e-10,4.799627362217507e-11,9.256859723194566e-10,1.7417634001759552e-09,1.0194569632915318e-09,1.0253757842804134e-09,4.4589343328738096e-09,4.864908476065466e-11,2.752242878045763e-11,2.5342342113710004e-10,1.1591133886046379e-09,3.170810836117255e-11,1.2042256081201685e-10,1.8721863226378588e-09,8.19725176626207e-10,1.018535034091883e-09,1.684780026600663e-08,1.5486132376452133e-09,2.824156464242833e-10,2.7928992452075363e-11,1.1929049303915917e-08,1.6250594203626179e-09,2.1118357063087956e-11,9.108024057180586e-10,3.703304052304901e-10,7.919591094029954e-10,6.958211784535706e-12,7.358780251820463e-12,2.534839005363665e-11,3.7622099879897064e-11,2.469136006766348e-13,2.545652577623514e-11,3.566343442784614e-09,2.7842672611910757e-09,3.7223157889343383e-10,7.586453687480343e-11,7.818432568029721e-10,1.3991117153722143e-09,7.201239604626153e-12,4.113320795084974e-12,6.392664175791651e-13,3.954039595743808e-10,3.646222213049555e-12,1.747246791694579e-11,2.0193846594906972e-11,1.75120890011371e-10,3.047708752035305e-10,6.969758103991808e-12,5.6002997794735165e-09,9.222567154409944e-10,2.5226665201216747e-10,1.5099588246414442e-10,1.3321743708161193e-09,6.689051534891632e-10,1.4860346286837967e-10,3.2643135416954294e-10,1.9099360981655877e-10,3.360799694096528e-10,3.030659057046137e-11,1.5733170322107526e-10,1.39490419215349e-10,3.6781715451184027e-09,1.3236018947537787e-09,5.605504949102169e-10,5.008169434717047e-10,9.836575998178887e-13,2.8124896411796385e-08,2.671193821690565e-09,2.8136693197566842e-08,7.648557676098733e-09,3.1877568362759234e-09,2.232808549162968e-09,9.256561628312454e-10,4.455769087030603e-11,1.960021533964351e-09,3.306685480986005e-11,2.6201263381153694e-14,3.609130105886038e-09,2.722337244520645e-08,1.0135181582882069e-10,4.651738549910078e-09,2.4216064709037255e-09,1.3667552423157758e-08,6.176046341010988e-09,7.025255377435258e-11,1.072412783575949e-09,1.698288731866171e-10,1.724117945633985e-09,4.4504504248532584e-10,1.4422691790860753e-09,2.114190600366328e-09,5.6797011538378683e-11,5.74562619704011e-12,2.4905162376853696e-09,4.228946526296795e-09,1.1968235291703877e-09,1.980384300992455e-09,8.032761122933607e-10,1.2323725373519778e-11,1.3037654289504985e-11,3.167802131720521e-11,7.272303037542116e-10,2.0230594977022065e-11,5.618403520202264e-10,5.68567859460245e-10
2N1S,N1,0.0,0.0,0.005614491296765056,0.020554413757852608,0.014178024279086543,0.26473712120308557,0.009166995544541923,0.04155497123433616,0.018570483523361325,0.0007514260489545066,0.0012006586721542423,0.002151955783769921,0.00023712765679184677,0.0026169842177528047,0.10585119236420093,0.15878088008084612,0.10882870592325355,0.15957384911627503,0.0035773042767588414,0.00622638214286475,0.004095419573265868,0.08253382929267872,0.007730245163537042,0.04213342815107701,0.006646813612362745,0.201675359060435,0.0139628739339277,0.014788951340117595,0.0005358956740428855,0.0002083821234155625,0.03579527810518068,0.003401556304010178,0.006505074923212284,5.1875477046881e-05,0.0001810012301415309,0.002542758290534408,8.515488134586136e-05,0.005460328223356292,0.003048038466678893,4.184127499140544e-06,4.646817146092275e-05,3.334256446940742e-05,0.0010774912797124614,0.0007234315237896194,3.966876547556453e-05,5.6413000903976496e-06,0.00038387282936325207,0.0008804649910130191,0.0036515452677603477,0.0027479438918875942,0.0010113629144345992,0.00011243238589386806,1.1929440986158113e-06,6.314596750356394e-05,5.334640464438323e-05,8.486143221708708e-05,0.00012937760079845262,0.00021127749813798502,0.0010847045843811465,0.0014228788447532281,0.0020492116565731244,4.4389535958089255e-07,0.00011406997792429152,0.00034730604095356554,0.0005483804030146366,0.0001124786880191131,5.4401397447945143e-05,0.00023752293026935156,0.00016655369815810062,1.0924746862706058e-07,2.5945474102506694e-06,1.8270816415366653e-07,3.7614252776929646e-05,4.4322195769552764e-05,7.312461769437562e-07,0.0009268955561365644,0.00023153487133553696,0.0002924916399056343,8.671134923865509e-05,0.00013675193200901603,0.0014482371443964581,2.6979970013663035e-07,2.2262509861592505e-05,4.163017687508486e-05,3.496339240349755e-08,1.0360484218541188e-05,5.371009697441309e-06,1.7659141526848998e-07,0.00020139987022105288,0.0018176074262603592,0.00010572767907746083,1.0678002527519936e-05,8.166781384399968e-05,0.0026295211289419917,6.742572395479485e-05,4.793152035498238e-06,9.682231518270967e-05,1.3182139668721504e-07,3.669938056560795e-05,8.475455441181445e-05,4.622584918623218e-06,2.7558405558902876e-05,2.70728454183633e-05,0.0001337761112512048,0.0002680185359320575,6.094965767999838e-05,6.527832738800754e-06,5.66868955096389e-05,0.00035140861960858416,3.0923266014504236e-07,8.94914879643327e-05,1.6453774240199337e-05,3.224722644468159e-08,2.9604526971205303e-05,4.761944855946609e-05,1.3505072891550896e-05,2.5184896055296946e-06,6.471328287016576e-06,2.2680252205198315e-06,5.3602818386178086e-05,5.253592874732149e-05,1.3526702233868093e-06,1.4019632326167653e-06,3.018246341746078e-06,3.8427964956788685e-06,3.5351296709951185e-06,4.093674418115256e-06,1.6421899906582382e-07,5.47339658973911e-06,9.952854666650524e-06,1.783568057689422e-07,7.174774094842462e-06,2.1597072996648592e-07,4.567369655816833e-07,3.185260499805054e-08,4.7282151971472786e-08,1.6977172943910546e-05,4.5344939358926695e-07,1.7622867476418946e-07,1.0059966060183001e-07,1.1932287853788637e-05,1.477856059750593e-09,2.0140500578413878e-07,1.9720798327682587e-09,2.674707506589158e-07,1.0491231035025805e-06,3.912428825358916e-08,5.018979122528577e-06,1.3788312269724656e-08,2.1846606745867803e-08,7.936292889532126e-08,4.752260260865171e-07,4.156120674281283e-07,2.902166302831688e-07,3.3869894826565883e-06,4.9941933699670926e-08,5.0540735596626973e-08,6.304637789611434e-08,4.5267440196283815e-07,3.1880986739452055e-10,1.441374928301542e-07,1.1247974329720023e-08,5.975673578184626e-07,1.2721930175985108e-09,2.5669022463148394e-11,1.4636185596828e-09,2.7515967282454312e-09,7.30451863439896e-08,1.2732819731908762e-07,9.193531713691527e-09,4.400669162407667e-09,1.882408979803074e-07,2.0785915655352483e-08,2.451276071013808e-09,9.238618758899975e-10,2.0149718360507052e-07,4.2570382774442805e-09,1.0981903386664271e-08,1.1883876105400759e-08,1.1395299193139863e-07,7.372418897588773e-08,1.218127982038908e-06,6.836945942723105e-08,9.30571708579464e-09,1.6472358588259794e-08,4.3015594286544e-07,3.4439977003586364e-07,1.06088811069327e-08,8.557724662239252e-08,6.49721603185327e-08,7.428266290965269e-08,8.359954284387072e-09,7.27319093840606e-10,1.7931522933167798e-09,4.81946260677546e-10,3.926721170444125e-09,1.152549167215966e-09,1.7826928111475127e-07,1.359334493855613e-07,4.2816328260641967e-10,1.3239632501438336e-08,8.651331873110735e-08,6.93802246765074e-08,3.0775160198004414e-10,5.726585872167789e-10,2.543075749983359e-09,5.833109328889918e-08,2.584470415456508e-09,1.8431465242940703e-09,2.2975346070097658e-09,1.4894407929233466e-09,3.599087383676647e-08,3.863033892770318e-09,3.443359291033232e-07,5.143240633387336e-08,4.99598584724481e-10,9.664669065045928e-11,8.414034358139588e-08,6.666312790670759e-08,3.8568790161619404e-08,4.5707022167107425e-08,2.0915581711022924e-08,4.0638798548542354e-08,1.0312819043178933e-08,2.2829059087570158e-08,1.437332342035802e-08,7.446441685488026e-08,2.774433034424817e-07,3.4070316035084147e-07,1.8922478064453685e-06,2.498185653898588e-07,1.5734461276117884e-06,1.0488159407628928e-07,1.4445783511618515e-06,1.9667548301072202e-07,3.719913825861454e-07,1.845592585425493e-07,4.120541374774689e-08,2.624106776316637e-08,1.0988508261089436e-06,2.2580175729203233e-08,2.3919194047650194e-07,6.87894186057747e-13,2.37856501161815e-06,2.894086676974439e-07,1.1165905533516707e-08,4.5403482973327414e-07,1.1139366877799262e-06,1.8716064253965214e-09,1.7448847255963074e-08,3.280646172498791e-07,3.125694281180813e-08,6.636161198336765e-08,1.3129924925081582e-07,8.506078286174557e-09,9.980176196577872e-08,1.1026203505792864e-07,6.367863689682451e-07,2.72297569825497e-07,1.8420145408981625e-09,2.882922434110924e-08,8.868312884047214e-08,3.2632742907878765e-07,4.174967838110888e-08,1.734285737242658e-08,6.494381477040179e-09,5.157277493950119e-09,3.627387279436789e-10,5.853324802629345e-08,7.460571760375956e-08
3N1P+1,N1,0.0,0.0,0.0,0.01155348122071409,0.010989611160865831,0.005264397560597711,0.25120431407105137,0.01573170928123968,0.011372664452113934,0.045802737255933756,0.00026678023592507927,0.009918477697084871,0.001112617208079092,0.0014869966077539765,0.07093002204626586,0.04078555907398007,0.3044295075401213,0.1928137032304993,0.00023726427670567318,0.00178034555364448,0.0007145698912465193,0.01780031883365396,0.0007406088834307489,0.0015059791331926142,0.01958084624203682,0.017859419128435583,0.0002863011165286089,0.010972271920733023,0.03353623636347636,0.0035542174965397244,0.004681582074205437,0.0003625569074190427,0.009970755215205518,0.0014958490727932094,1.3920999040184512e-06,0.00011170673287752564,0.001379174850306697,0.00022704286342190017,0.00028982640160446493,0.0002611766495053125,0.0004413533371065981,6.948164629427822e-06,0.0005743514996296994,0.00014443756564341825,1.7200394860861223e-05,0.0001474245308445976,0.0003828559538920917,0.0001165706514048015,0.0005800219168672349,0.0002951169576519419,0.0002758471658150796,0.0002918474872144472,2.385575560204245e-06,7.168209299690531e-05,4.2281126888532583e-07,0.00031908696242766155,0.0002314864965828889,0.00045030206422636,3.3747527177219183e-06,0.004748051200572867,0.0035281875310824162,0.00019217011295857844,0.00016318862552244795,0.000614421883594396,2.9082208601316495e-05,0.00013336947008402156,0.00016260221802655295,7.706286275777074e-09,1.3191143698021435e-05,0.00034711249455510185,6.731367709456038e-05,3.932239105930435e-05,5.013964540956373e-05,0.0023410565277437456,0.000144048290359855,0.0017818905305380106,0.0020267721157920526,0.0008371621035774268,0.0002499576021870453,0.0006198842098337209,0.0007304671300878418,3.7065023443805245e-06,0.0001430437097327264,0.00028161639439638897,8.517630506021945e-05,0.00038171958363442116,2.71190693530432e-05,0.00046216729685255586,3.861255186032864e-05,0.0033016619558239313,0.00012018151972759128,0.000219863493701844,2.3882381383621976e-06,0.000242332936577494,6.686540563816123e-05,5.747945135459176e-05,5.653999787136321e-05,0.00011207364360532601,0.0005841817096154944,3.2671636559733486e-05,4.7624873533713696e-07,5.598890669755718e-06,0.00012734482967236005,8.798409554255926e-06,9.449946323680791e-06,1.9656072169915717e-05,1.1725449593491533e-06,1.6928381141312343e-07,4.970017576599872e-06,0.0001359261902675879,7.074946604124221e-07,0.00013732490497742056,2.6022495207778107e-05,7.666805936445975e-05,1.1215559167609968e-05,0.0005693423232835393,8.63273367235351e-07,2.1183705500860128e-05,2.243134842760952e-06,1.694658313722286e-05,1.2986953219495945e-06,7.75234254568602e-08,2.5833393008767302e-05,2.207901182638139e-05,4.081932325483706e-07,1.1889807546738851e-05,3.7887566338712375e-05,3.4172441545354815e-06,1.4635419450348408e-05,1.6288198949609978e-06,2.114063014779788e-05,3.90349143630786e-06,4.529573938150122e-08,6.863683794655628e-07,1.8619253192575513e-06,2.729872137674505e-06,1.2731552376799016e-06,1.926981996192012e-08,2.1728639776341652e-08,2.149558994801737e-06,4.871304892795081e-07,2.9263740541907168e-08,1.3774893299345337e-06,4.0837255577130804e-08,1.0165994157596003e-06,4.901778094534848e-07,1.6465671937027082e-08,7.290619912225793e-07,5.041596264909742e-07,1.5069219205798845e-08,1.500510826701884e-11,1.0276817619114809e-08,7.607075014348652e-08,1.6599157603991443e-09,9.009447321517428e-08,2.9974656845510594e-07,1.9267546180756767e-07,6.168971924402911e-07,2.334542115178806e-08,3.493766409512489e-08,5.90680115930553e-08,1.411325476485814e-07,6.943382313551183e-09,6.514573325233641e-10,4.649092222308582e-10,6.75478251110917e-08,3.477711985055976e-08,9.984461701861846e-08,9.177547610761394e-12,7.506854249328399e-09,7.467408424943756e-08,1.3368111062561638e-09,4.2190360582949893e-07,7.080680264337502e-09,1.0017017437746745e-08,2.2276120947850586e-09,1.7366080573566478e-08,8.392224248865432e-09,2.131315568476566e-09,5.8989470197445826e-08,1.4527822500554066e-08,3.810919579905203e-09,3.9281009645009135e-07,4.6139155163160694e-08,4.856516522266929e-09,5.637301159211461e-08,7.464645568333594e-08,8.111012306244447e-09,1.3189100256383313e-08,4.501365280518144e-09,5.617000198299138e-09,1.113920999884499e-08,1.880113842389619e-10,1.1867440363744208e-09,2.722444492064824e-11,1.9753946478573425e-08,1.3187766434441528e-09,4.080180904253439e-08,2.5678437154397216e-10,1.4562421490893485e-08,1.1382157438788454e-09,4.1209159640231974e-08,5.7113775930872634e-09,2.7693376480897314e-09,2.9822926350675516e-09,6.2201666040095915e-09,1.1510540076642428e-08,3.2073985689606843e-09,4.427576083543272e-09,2.944346988442703e-10,2.190381209743464e-11,9.936576006452924e-10,9.431197156573035e-09,8.095168979593836e-11,1.4871384568238e-08,1.0531153726844877e-09,1.1836087665528794e-10,3.2184401810297913e-09,2.319833214414757e-11,7.063460927270171e-11,1.69950777895167e-08,1.2287953987666356e-08,6.066855018360684e-09,1.3145233790368138e-09,9.16103193304707e-10,2.3033432938746046e-09,3.8734922291894236e-07,1.3000742185020897e-05,3.474127009184258e-06,1.2114520576922416e-05,7.832703570187505e-06,3.4934196895264336e-06,2.111777384072866e-07,3.1037616445850347e-06,7.231929911366564e-06,1.757892831300012e-08,9.767665376525514e-07,8.878687807190033e-08,6.034843717195315e-06,2.658651271136847e-06,3.078890853380756e-08,2.2635807450654966e-07,1.4052237862216543e-07,2.562131624195274e-06,1.630297739474429e-06,1.2669211901794597e-08,7.000583708283159e-07,3.365092047680207e-06,5.623063792370431e-07,1.4763905653580878e-09,1.6122286528030827e-07,1.8568927440121286e-07,5.602725470232883e-07,1.2338626098618022e-07,6.647587769137431e-08,1.9518873672907944e-06,1.6208097650682873e-06,2.706118868101015e-06,2.8900392123887286e-07,4.223475640330321e-07,2.2531298782269005e-07,5.437228045579445e-08,2.5149885019004614e-07,9.755124024124484e-07,1.4024124750378064e-08,4.0862085270987336e-08,1.860999032432531e-06,2.5613215570707837e-07,7.307777374343516e-07,2.0988837685642636e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.024291250063372072,0.026894682719365015,0.013773061854235547,0.271726024918717,0.029112425135419784,0.013529561308755378,1.2704144455977229e-05,0.0014278190473675512,0.02569611052419085,0.0005982956131553863,0.011854705058507609,0.016578927003900734,0.017183822950899152,0.019991460513409276,0.014981158375720227,0.09257523944488977,0.0209731010228702,0.2833728410143932,0.050835537693369126,0.03253963041220542,0.014779595782332677,0.07238826366589146,0.0342389942270418,0.0019153966912448528,0.014531446628141653,0.0006280543341605771,0.0016528374134892054,0.033767017667199584,0.0007401096511046035,2.7627581433264936e-05,1.8627880167043642e-05,5.915781844390011e-06,7.528675631718329e-05,0.00043718679097404234,0.0016618084936257382,0.00016414779855189465,0.00010083231238544599,2.831568415295749e-07,8.865795202428473e-06,0.0005576168506788992,3.1378370319412596e-05,0.0004850829473017626,4.6179887652542106e-05,0.008087234787673259,0.004197478673839239,0.0014251195245935655,0.0004359196526353415,0.0021650870426168645,7.735016915866311e-08,5.064558935341523e-06,8.239717718794282e-05,1.4259973464492148e-05,1.161397986182422e-05,4.751480092046734e-06,0.0011681123715194808,0.00023960761487273885,0.00015377833879970382,2.685872346885887e-05,0.0006829978466336151,0.00011408322955785977,8.945175093977298e-06,1.4024041483651217e-05,8.527374627487205e-05,1.197541052477824e-05,1.1847029901534967e-05,7.054503711967364e-05,7.936477883951909e-05,1.5509869812913024e-05,0.0006079753570833457,0.011223827831170041,0.002323739655378798,0.011270580056414126,0.01164086197998504,0.0009360518521055461,0.0010094600739547488,0.011096509479442407,0.002222380968464943,0.0010269117234558145,3.145499461476575e-05,0.0014539545810838828,0.014811083839543882,0.0006813345800282811,1.94830834381321e-05,0.00032778663854049483,0.0023341083335073343,0.002520787127830104,0.000818204229536601,0.0002781082877443275,0.0016071099072814121,0.0005277814062165653,0.0004971555529644789,6.860849379686229e-05,0.000567685558206632,0.0002481439994692636,0.0010838048346120122,2.0348169016193296e-05,0.00010500940130198089,0.0033805084618965253,0.001573366182636704,0.0017104727267720499,0.0031608856034339716,0.000445568519040318,0.0008672178922823903,0.001099172549959171,0.00032283774258656806,0.0016334846249606016,0.00013619619793647786,7.01190617822256e-05,0.0009035722127961332,0.002241899693195437,0.0006703949031732215,1.0272874151340261e-07,2.5240529823555846e-05,0.0006946781337364705,8.730015576841055e-05,0.0013183203863880166,0.0008711945013302191,3.243403037256343e-05,8.850301646567971e-05,2.6802202817144405e-06,6.977889309478513e-06,0.000242022844993528,0.0001875230736232414,1.4949280568554713e-05,2.09752764734894e-06,7.769727020234818e-05,0.00014185416701550935,1.6639933875239876e-10,3.1445617161285355e-06,5.777586453481476e-05,1.528177184795254e-08,8.250105425489096e-07,0.0001717009687172144,1.5067380396693864e-05,1.1294875243983427e-06,2.6288023894593948e-05,3.4792155387819435e-06,2.4662920370399632e-06,8.361721639760233e-06,1.0067122760304414e-05,2.1073855480446824e-05,0.00012468075046334626,2.4951513828419536e-05,1.7010099067071849e-06,4.6865390062045265e-06,7.762667011412816e-07,1.5337837691031808e-06,3.287307365251735e-05,1.5285436948619946e-05,2.923960897271982e-05,4.6729647668719565e-05,4.8149352718240834e-06,3.103692990613638e-06,1.4500956306839896e-06,1.8850112266655117e-06,1.613589323712361e-06,1.5942789191036866e-06,6.780676020667897e-10,1.4922555562124629e-05,3.334012954603338e-06,2.8702061394270117e-08,3.6828910676689475e-07,3.236682433183091e-07,5.5706765027530025e-06,1.4193532487105642e-06,1.6571108929497314e-09,2.1890098462762353e-06,1.848588109698568e-06,1.594263767668025e-06,7.894247122663955e-08,7.55529263596344e-07,3.3638432750393576e-06,5.392617019595036e-08,6.18382421047059e-07,1.8695991421679992e-07,4.643065174558814e-06,3.143464639698834e-06,2.243048972783157e-05,2.1194080632724877e-06,2.6344269077327453e-07,9.166470831267759e-07,5.184635439192675e-06,1.0927519019876542e-05,1.2475256532251677e-06,1.1370060108983893e-06,1.8397374874634664e-06,4.005477165502924e-07,3.135992859393255e-06,2.7802549107391883e-07,9.804009160063742e-09,3.604097131848505e-08,1.007370370231797e-06,2.057038983593884e-09,2.5513508989938316e-06,3.3669560606242044e-07,2.0197935457488825e-07,9.019478586225205e-08,8.131161006730281e-07,1.9032178411038103e-07,2.117679587243515e-09,3.328229913890368e-09,2.0035330061674017e-08,1.724694472793331e-06,2.3743237442808152e-07,7.860680995008806e-08,1.1092498297671227e-07,3.6809373549218094e-08,1.0983844083156669e-06,3.686293461591106e-07,5.454987081598972e-06,1.2083763540893244e-06,1.3967699219463725e-07,1.7644671723715533e-07,9.064647410461646e-07,1.4768509677409725e-06,1.1057813298354091e-06,1.6757193643801571e-06,5.7575610501459096e-08,1.2652433709625655e-06,7.186543524717592e-07,6.668044330027101e-07,5.858689458015931e-07,2.7119752863402624e-06,5.875170973679289e-05,1.0793468356418146e-05,3.9742889179628094e-05,0.00010387127688504805,1.4316266021996427e-05,2.3549279695167513e-06,2.7807504697108243e-05,4.533610610835126e-05,6.314958350239763e-06,2.926660309210405e-06,8.237603178029573e-06,0.00014067202714174165,3.2014668649216205e-05,2.4952372168485226e-08,1.304924088785242e-07,5.593943174453386e-06,2.247600328075805e-09,5.8419549424648665e-06,2.71090826231557e-07,5.422712740621449e-06,2.405791565962545e-09,9.011939163805494e-06,6.343450742463119e-07,1.239726254986806e-06,1.5756103999287063e-07,4.849059732636718e-06,1.5295180677554754e-09,9.291424003521342e-07,2.5774925020538575e-05,1.0267922554874076e-05,3.5317224394315616e-05,1.3202372724396838e-05,4.541685727055267e-06,4.047505528070872e-06,7.471046004070558e-11,4.730076141878925e-06,8.800048675094985e-06,6.191925461251913e-08,6.024092336076592e-10,2.415534541388986e-05,6.689729302067349e-06,1.3574877956390452e-05,1.9171889347635584e-05
