 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,H6,H6,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,C7,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,O8,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,N9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,H12,H12,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,C13,H14,H14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,H20,H20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,H23,H23,H24,H24,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,N25,H26,H26,H27,H27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,H32,H32
1N1S,N1,0.0,0.02382850161143879,0.0016083336940788673,4.3065752129312074e-05,0.0004810378816004768,6.507797174637453e-05,0.003073261042136677,0.00020654060021274567,0.0007325391217201105,6.329021215746578e-05,2.4796900240681152e-05,0.00011833567990002236,1.5125829111173328e-06,4.226298995810285e-06,0.007942530689179383,0.001431601570879626,0.0080358257321409,0.0014173419236898077,0.0012182671126990119,0.002405749545231428,0.003701854872935506,0.005646624035613446,0.00037571014612436393,0.0006774746755153771,0.0005000754429262955,0.0005051077331370557,8.219932776665217e-06,7.167775216329608e-05,0.0005741243512617789,2.2756123208012013e-07,0.00010638211576860512,1.698964754992538e-08,0.00026246190862622143,5.141484974879873e-06,0.00015775900582681857,2.6016897440195308e-05,1.1902499179594628e-06,7.597739650755386e-07,6.948481192203815e-06,4.419217554119115e-06,8.48590927526871e-07,4.364085533659079e-05,0.00013020235539462632,8.903354652112228e-05,1.2334133365543565e-05,5.477192923181162e-06,1.1141404435810465e-05,9.696274111403724e-08,5.554955579356591e-06,9.181632442678556e-06,2.1535801964095436e-06,5.1955822071292346e-06,5.273322369658828e-05,1.0455033511602707e-05,3.617792819166077e-05,1.1792618770378738e-07,9.348121489560768e-06,6.093796139250429e-06,6.467455171410563e-08,7.575649274560448e-10,4.1264705478993857e-07,7.889714397080194e-08,7.619008920989323e-08,8.394569434022614e-08,6.099462805386757e-07,7.746275000553027e-06,1.2328082090062864e-05,1.817833357176113e-07,3.9888923066833115e-06,3.1457213822694285e-06,5.203223059080386e-07,8.446891825997227e-07,5.832653287018985e-07,1.611734357087613e-09,1.4085545627096074e-07,4.557917929193245e-07,1.3802921366989906e-07,3.2958882734135386e-08,1.677946507294692e-06,5.297727024844434e-07,1.0294407826183516e-09,3.112393864856955e-07,1.2494803787177489e-06,1.17625030604529e-07,1.7900147319949156e-07,6.173344158089122e-07,2.082896747079843e-06,3.455718684541864e-07,6.983391132031613e-08,1.6150857512498007e-08,1.6564518035000475e-08,1.7527864104582846e-08,2.9949929786221574e-08,8.625760036795604e-08,1.3201400439477595e-07,9.29331395393973e-07,1.6117841505902675e-09,1.6795579438344532e-07,8.289080621892708e-08,1.0616092382953468e-07,2.017498701434306e-08,5.017695148268331e-10,4.6944223841549615e-08,4.4370826568496113e-08,1.9723532962423462e-07,9.31130894610277e-10,2.0175042192427384e-10,2.3307092367197413e-09,4.483453885928412e-09,5.1675053125421755e-12,8.38707547856643e-10,2.8296305742969707e-08,3.838856876825503e-08,5.166744342366414e-07,3.049702712587532e-10,5.175189166095606e-10,5.156432392183774e-09,1.4617222987567402e-09,4.3345464995070415e-09,2.6142761289094096e-09,5.409717118709523e-11,1.4514790036557201e-08,1.7612153291324262e-08,4.838521389105566e-10,1.348033518144831e-09,6.797340468267521e-14,3.4797221770688225e-09,2.6993990653867428e-09,2.141937072153155e-09,2.1288968365951177e-09,6.0609770535791085e-09,4.031337486054554e-09,2.0344376183700774e-10,2.182131808581289e-09,1.381439407310836e-10,7.012730396382949e-10,4.0711567450557595e-09,1.7524970363780312e-09,2.1857322618501485e-09,6.851186284961841e-12,7.832476889291229e-10,1.9322529687393342e-11,1.5125808938698526e-10,9.394651723226843e-12,6.505299077197435e-11,2.1023738305814277e-12,1.1196621407805196e-10,2.989740677250552e-10,1.2230239043731217e-10,5.4551752004528e-10,6.716779910043158e-11,3.543498827696112e-10,7.607248164731573e-13,7.612421804026326e-11,5.234390698660718e-11,4.9423354298028244e-11,2.3385271497033955e-10,2.220446049250313e-16,2.1742607714259066e-12,4.0718650673454704e-11,3.0079549961925522e-12,1.8350737596151134e-11,1.312086550520064e-11,9.460332517363668e-11,5.995204332975845e-14,4.145461751647872e-12,3.70599106958025e-11,4.29190016859593e-12,6.931817619904024e-11,2.9726821004771864e-10,5.247580148193265e-12,6.623028792063224e-10,1.1799798915745896e-09,3.4817282390520177e-10,5.454747764588319e-12,3.82804898890754e-13,2.891875627852869e-10,8.791870009794422e-12,8.813783036742961e-12,6.745146108322331e-11,1.4411333237873691e-11,1.1295339663597304e-11,2.912736718485576e-11,9.271194700843921e-09,5.652234236208642e-11,1.0023659680058472e-10,2.8000490814861223e-11,2.4802204734442057e-10,5.116390366932677e-10,8.452856192775471e-10,9.67768021276072e-09,1.1807232747074181e-08,2.346516314588598e-10,7.404109580999574e-08,3.227431633057165e-08,1.2251373360250284e-08,4.9086580022894566e-08,1.550420902773908e-09,2.184258329762656e-10,3.256687641783884e-09,6.1831928466205e-10,2.9103314203027253e-10,1.0014530871238492e-11,1.4815548787794341e-10,3.963922812211251e-08,2.887023953235257e-12,7.237770160983814e-09,4.122835184361406e-09,4.3395179227800895e-08,1.3019807454384136e-11,1.743920163832513e-08,9.199610379040379e-10,8.124102779394349e-11,2.137789806289092e-09,4.096193939595594e-10,3.471407994393161e-09,3.5687425237185266e-12,3.066229492532102e-10,8.064263701257346e-09,1.0590080812278302e-08,7.779530353246855e-10,4.084381943769699e-09,5.731271013331707e-10,7.036793370218675e-11,5.803053593211871e-10,6.82281994790479e-10,9.101598641425568e-11,8.684109820134012e-10,7.528422329983187e-11,2.1726247190212433e-10,5.717220030732051e-10,5.788036716580791e-12
2N1S,N1,0.0,0.0,0.029568663175845167,0.0002397304570793679,0.01132537524683297,0.26566616720619196,0.049300472695986475,0.0013987980465923755,0.016509931734057126,0.0020401302008916655,0.00016684136353983803,0.005037134880571337,0.00020607288924834322,0.00013979837172062304,0.10788143424198093,0.16101474867369348,0.10879604741795301,0.16058887963400315,0.003538667271050455,0.006931478315413742,0.03550579643848906,0.057619931768313926,0.005058177214352977,0.04264855398666478,0.10845854233244268,0.1405012587848744,0.007398460662886741,0.004134125394210875,0.03814359699666747,7.3290866442699e-05,0.008431185988031498,0.00023691003442083414,0.0068456512778602985,2.1945437145731717e-05,0.004475493098679895,0.00026064159436200995,2.5079788719351015e-05,0.0001295155916927193,0.00020922080292207212,0.0003779143680491259,8.891114497533437e-05,0.0003290275444371993,0.0005031577791396735,4.739517716512154e-06,0.0007189281114321489,2.2136947364082005e-07,1.793979958364389e-05,5.835739069759427e-07,2.721618737266951e-06,9.688361749904395e-05,1.2219723952489048e-05,1.6167450392234883e-05,0.0018234168117352567,0.0005820731002756929,0.0007593349958336937,3.2593156557236824e-05,0.002166397706229617,0.0010045175924937588,0.0003700388818823619,9.479554189617545e-06,8.126459336565972e-06,5.708897065748175e-05,8.787269824006572e-06,2.4981829900072583e-05,5.9147167550399615e-06,2.5327875184721904e-05,0.0003696595279882864,4.1024253816246414e-06,0.00018289356948697488,7.125098464033641e-05,0.0003534422301227913,1.1485364490582128e-06,8.070695425521635e-05,9.17624066754108e-06,9.702816136636372e-05,5.647878984937904e-06,8.73660638300855e-06,2.828045636782406e-06,6.135432074838576e-05,4.185765998832025e-05,3.140580892235789e-06,6.316685786433851e-06,9.12557433685457e-05,1.0566603412254238e-05,1.7442713881710148e-05,3.5419493773503063e-06,1.7315912614890294e-06,1.4411436222161456e-07,1.0886435091173041e-06,9.924111983750095e-06,5.558056567656067e-06,1.2326672102602743e-05,3.5726936107316476e-06,7.807719424324233e-06,8.206186187909026e-06,2.6791435107753614e-05,5.439078276658904e-08,2.8234312932085004e-06,2.0303372338936754e-06,4.435126378155019e-06,6.561316748143753e-06,4.974647649369501e-07,5.038225836528909e-09,1.0713400921957827e-07,6.206519495233209e-06,2.4413111532339826e-09,2.425931489025146e-07,2.2678492994643307e-07,4.7051813667486897e-07,3.721676966605969e-09,3.346244943358556e-07,8.374324789173215e-09,1.5377703417307487e-06,1.3209403807223907e-05,1.4639845780095584e-08,9.297734715474348e-08,1.5982281986737235e-07,1.0374683228064896e-06,1.4020020611127393e-07,1.9813647922362065e-07,7.051641581767853e-08,7.566833364336389e-07,3.7770361238642636e-07,2.2870702665045428e-08,1.412279377888126e-07,2.6249517892651397e-08,1.435934486870849e-07,6.850635323463194e-07,1.155676976338782e-08,1.7992269896183188e-09,6.553848370671744e-07,3.181121028816847e-07,2.093182072115951e-09,1.2180565800434806e-07,8.036151299961602e-09,3.526527159181114e-08,1.3966389822428482e-07,4.306683454302629e-08,4.864340041876858e-09,4.5245065471988255e-09,4.469399295103926e-08,1.0815563999955202e-09,4.569196576653667e-09,3.580851171136601e-10,1.2050612063774224e-08,1.263667970263782e-08,1.0484857426718008e-10,2.8566464749246734e-09,9.410967560796735e-09,2.0924339150241167e-08,2.2361534846027098e-10,1.2572158425427915e-08,1.068919175395422e-09,3.529829761816927e-10,2.1930541826975514e-09,4.775676298862663e-09,3.6576826012435504e-09,4.3361225721127994e-10,1.4869732112288148e-09,1.5863703684004804e-09,2.655846653709659e-10,2.8062152601648904e-10,1.8040620108905614e-09,3.2448228548531688e-09,8.020335506842002e-10,4.359574479195771e-09,5.97679683522756e-10,7.516489652914515e-10,3.332023545965512e-11,3.12162251603354e-09,1.2885914557614342e-10,9.667290523651673e-09,2.1537601035959142e-08,5.042626760598523e-09,4.337574743829009e-10,1.5907097861145303e-10,8.39083780235228e-09,7.15054238042967e-10,5.380900169882352e-10,4.501448103155781e-09,5.699107852308316e-11,1.890216871913708e-10,7.766409737541835e-11,2.2469846783224057e-07,1.0133831551684125e-09,1.7136434493636443e-09,2.011284472303032e-10,6.579597311429097e-09,1.014155706080544e-07,4.777446651615946e-07,3.072315432284256e-06,1.4800660816938205e-06,4.029202727018344e-07,2.0891115144472394e-06,1.6973510819084936e-06,2.702915509189552e-07,1.150087595380711e-06,4.3705417063222285e-10,7.812838687115686e-08,1.8459660409142487e-06,6.628804172237324e-10,1.8888115382864612e-07,3.1530844157856563e-08,2.6803143038378607e-07,2.7762464496206007e-06,4.196358549535262e-08,3.6676512937816597e-08,4.800790209813499e-08,1.8112254949187445e-06,1.8417272151793895e-09,7.332611788868348e-07,1.3322527081527369e-08,4.333405101419885e-08,4.147259997644426e-07,3.0077230039893266e-08,3.107618253839206e-07,3.865361941635115e-08,5.907220619327802e-07,1.932031576057369e-06,3.54448303596655e-07,2.2903474228286314e-08,3.2361451740570146e-08,3.175392406795652e-07,2.2310254532698082e-08,8.6363341367246e-08,1.0071121714361198e-10,5.3966380253456236e-08,1.0205255907003163e-07,1.056474840943622e-08,3.026106032422149e-09,3.5198625747412393e-07,1.977224801663624e-07
3N1P+1,N1,0.0,0.0,0.0,0.0015840968523450627,0.030982076337629838,0.03132292282163851,0.19554445611423832,0.001679746404136928,0.03422053814668802,0.006010833596225673,0.0001579569886323018,0.0031183651373758448,0.019785993244249456,0.00015452493791334732,0.04648045907663034,0.03854366044148261,0.12993990575471726,0.049919827242207226,0.007684253582768585,0.04210995238170989,0.05662713998048785,0.12499184419524934,0.014996175261784206,0.010886621132420338,0.0005982857469257752,0.05149383663967999,0.013071446969197709,0.029376073913357725,0.00026478256789252974,0.00635626142240997,0.022930379696377567,0.014884677919325462,0.005183984822748844,0.002354528390953181,0.0021492707198320637,0.0002860410657286039,0.0006169937609028509,0.012555305645909787,0.01022141357801809,0.0020668320860957046,0.012097189815193143,0.0014272790835740956,0.003211685804017428,0.006411539403043065,0.0028008908605365868,0.0022957186906462645,0.0069651435062756395,2.002601580586294e-05,0.001612024595296635,0.0008454574252181324,2.906851434869573e-05,0.0005945981627033525,7.598919421303307e-05,0.0009464554347755616,0.0012465202368923123,0.00041394915623005346,8.058998420201746e-05,1.1473611368995051e-05,0.0005966716215328738,9.778562717777106e-05,0.0009928657107145522,0.00013400363800419868,0.0006703924498472347,2.729506720422492e-06,9.595027392017563e-05,0.0031520845814885234,0.00233770562660629,0.001511668936220012,4.767157402163491e-07,0.000437527733900378,0.00011252375802506265,0.00011309730817554708,0.00043226650468630723,0.001156217945690985,0.0011622102478847651,0.0013597558013422884,0.00023487116898768257,0.000845764910408553,0.0006381682115521592,9.776235909697562e-08,2.313405543508118e-05,0.0005995854489064811,0.001507684874106019,9.177612136479496e-06,0.0005393416212395863,3.418465092464018e-05,3.7658098293480435e-05,5.681784789546285e-05,9.025678224450218e-05,0.00012864148179092538,0.0002720591869211919,3.173769354436473e-06,3.508538970686814e-06,2.1001098658990358e-05,2.0256165009779892e-05,8.699186655913849e-06,5.483717924192888e-09,1.8609910457101364e-07,7.746798212693307e-06,5.6469649960533275e-06,1.579053442624101e-05,4.470028134306858e-07,6.343773040207168e-07,1.5479124284567547e-06,2.1642204230065687e-05,2.418444507945594e-05,2.947540597375564e-06,5.0938389961618924e-05,2.0480792790600333e-05,3.6778045005014803e-06,1.7687221607776138e-05,1.277472354255238e-05,1.3071796978181283e-09,2.422329359585973e-05,9.84708314888394e-08,2.2887566273332993e-06,1.5442595966419503e-06,6.5123259598287575e-06,2.3516340075246944e-07,5.919930234909998e-08,1.0216436896470782e-07,1.1142889402293576e-06,7.095057725781118e-06,2.1569892389994294e-06,4.164716349563946e-09,4.1951095108849756e-07,4.479108222099626e-07,1.9246336213640802e-07,8.600353051946286e-08,1.2010012437890794e-06,4.908018658156266e-08,6.639809413400144e-07,1.27649002479302e-11,6.194627033551114e-10,1.1269306954275748e-07,1.2166257068457753e-07,4.3694734275234737e-07,3.2134543737072363e-07,7.246339421840275e-07,7.039544387410501e-07,1.3989463409913583e-07,1.3151251199161607e-09,8.049170441282172e-09,3.801281511783827e-10,3.998463338206193e-09,2.488102446296381e-07,2.3573252283526358e-07,3.8472306318482197e-07,4.2209428841033514e-08,4.240491380258504e-08,9.849410176343554e-11,5.805520508772588e-10,4.2106506725758663e-08,8.920419958258208e-12,2.847940105965563e-09,7.137806168344696e-08,8.671742746102495e-08,9.643940712678045e-08,1.3274697785448097e-07,3.7379394690617573e-08,5.2309712117448726e-11,7.347803032686784e-08,6.169205146733248e-10,4.3730752130599626e-08,6.6347638494335115e-09,5.6753294952471833e-08,7.110089583761692e-08,6.218306225491688e-08,2.678286481483383e-10,2.2353436879285482e-08,3.758507638451647e-08,8.186060274084639e-09,1.3100352802553061e-08,4.3988324094357267e-10,1.9703776388269034e-09,3.970831663480112e-09,1.7432613574897005e-08,7.915985644757484e-10,1.3068379711711486e-09,8.244757987441176e-09,1.6983767725520238e-09,1.2303047469686135e-11,1.890716916363999e-09,1.5665130703723662e-07,1.3285816891084323e-11,2.612524552247919e-08,4.523856844684815e-10,4.308820411580427e-09,4.656419795523448e-06,9.17215207527633e-05,6.0955628088610325e-05,3.0007167646228794e-05,7.449203025799989e-05,1.9330549357210458e-05,4.509955469922389e-05,6.452101608545036e-08,4.615703414145855e-05,0.00012908162204938733,2.4755213385185826e-05,1.8989869343899457e-05,2.811819350911904e-06,6.501420783511236e-06,7.908954602342533e-09,3.939671699981773e-09,1.0600091115975374e-07,1.5841252265502703e-07,2.4981110837707377e-06,1.4409368902512654e-06,7.127784495963851e-08,7.093040408356899e-07,5.417051860412414e-07,3.825747506569499e-06,5.8082982867802e-10,1.9097865895378874e-06,3.229328706666479e-07,3.46703066256282e-08,1.8015519605008024e-06,4.8329431673987955e-05,5.731431295563638e-05,4.357434482127331e-06,8.666721331707095e-07,8.342404143046878e-06,2.0686398416458474e-07,1.489286436395787e-07,1.0180811433890824e-06,3.522629900154506e-05,2.1532620193109864e-05,2.979658024093723e-06,1.2555749639986402e-06,9.056518108785383e-07,2.889774912251397e-05,3.764793114502396e-05
4N1P-1,N1,0.0,0.0,0.0,0.0,5.9684257536218865e-09,0.0010134160860033603,0.002924938778883668,0.28566179094943767,8.298775865611674e-06,0.0015552682007600183,0.06031075055611068,0.0003487185095931711,0.0021515205771638346,0.0012154705114555409,0.0004523300848724432,4.1673804340724985e-05,0.2854323228321163,0.19007058405387278,0.0095240293583434,0.06956042041990518,0.11808123592556363,0.16039278996591255,0.014091326813626903,0.02809751125608617,0.06341316525631946,0.03853619842766065,0.00916155940519392,0.010337342478503375,0.020247823628844808,0.004305903982379178,3.881730782939741e-05,0.0015389525553612948,0.009332951767168307,0.0012514246912997962,0.00016818084169312186,2.7637517673539946e-05,8.757241616352829e-05,0.0006085629663270531,0.0026149145617040404,3.792527710011484e-05,0.0003844848864025252,8.152766115543386e-07,0.0009881687789334848,0.002321212503562986,4.3195473466983714e-05,0.0011406175388029016,0.0036845966423235677,5.855400226151275e-05,0.0010521444228253074,0.0009061743854739124,2.466768931563834e-06,3.295565033489822e-05,0.00013661159976319226,2.590952484515796e-05,0.0006108112102807262,8.236214721346613e-06,3.774295862424282e-05,1.5085638191969508e-05,0.00018965300563911214,3.03081181509679e-05,0.00010226828020876155,8.201037891764074e-05,5.825599291853223e-08,6.063815128021233e-06,5.295418013018249e-05,0.0015722102565849383,0.0020828029980575202,7.739005155471546e-05,3.079541833983512e-05,0.00042187557498696293,5.563909741823636e-07,1.2477297055557557e-05,9.974112655353196e-05,0.00048156379039832053,9.163443918636105e-05,0.0003242032895034441,5.930121542929712e-06,7.199199762264463e-05,0.00024264919630390125,7.863491198101258e-05,8.058813776523621e-06,0.0002203938827851637,0.000627589343546564,2.0085501574396147e-05,0.00024652063368924004,4.680626250586073e-06,2.634580580362922e-06,4.672479070322311e-08,2.659571569152419e-05,4.5469667739217456e-05,9.133103041403245e-06,3.1783105394200817e-06,9.227601468486668e-06,4.828925268984818e-06,4.968941314409392e-06,1.4718869723928663e-05,5.18652143455256e-09,2.865714753941262e-06,2.3311841346185247e-10,5.847367048339436e-07,6.057346828569621e-07,4.542123996920111e-07,8.840832519396713e-07,7.922893496825623e-07,2.2607794876172704e-06,3.6078412446460817e-06,3.6455390552969646e-06,1.6900480685144714e-05,2.807178727026738e-06,1.0627719440048367e-06,8.578274344195336e-06,1.467494283868831e-06,3.8195685858610773e-07,7.676466303951912e-06,2.79366270117265e-08,3.2773386582363173e-07,1.6524438928300356e-07,2.104776523736973e-06,7.382826838764345e-08,2.522928759240983e-07,2.664312237499189e-07,2.202971426612521e-06,3.83512840596012e-07,1.7456258660786261e-10,2.540673091910861e-07,3.136509341139515e-08,2.083985783940534e-08,1.0429237917719547e-08,1.793696702279135e-08,6.738706308517806e-07,5.790028012597759e-09,9.255975896849122e-08,2.0483970075702018e-10,1.2809675542513332e-08,1.0261369265407438e-07,1.1414819756083716e-08,1.1212422545980871e-08,1.3694049894041882e-08,3.13566963505707e-08,4.753432758519693e-09,4.560689603749779e-10,3.520222335851031e-09,1.450922426649015e-08,4.225386707190637e-09,1.105820279789782e-07,5.778314315918465e-08,1.4029747141819371e-08,5.945440406662783e-08,3.995652786414894e-08,1.2029155449511109e-09,7.745784014190349e-10,4.367608674726853e-08,2.5424518934613616e-08,2.9201707718584657e-08,1.6781243061814166e-11,6.780828343266876e-09,9.512576504278059e-09,1.8320900352364333e-11,2.2966672119650866e-08,8.010430319060902e-09,1.047546493992968e-09,1.586734321712413e-08,1.709246300052314e-09,4.210723325570598e-09,4.078364312931626e-10,2.01765892882122e-09,4.782700901984072e-09,1.6908805466897547e-08,1.662303850125113e-09,1.1393489751654329e-07,1.0140711825812332e-08,3.982469198859917e-08,8.345016944133476e-08,9.575794068794607e-08,1.33723698780841e-10,5.490496945981249e-11,4.398366426627831e-08,1.681529138153337e-09,2.4688029398589606e-09,9.388375632468637e-09,3.6222136401420357e-12,9.218659391407868e-09,2.7123281398644394e-10,1.924594589031159e-06,4.245048312867539e-09,2.001614873847757e-09,6.76002365196382e-10,3.938690484872609e-08,1.188007389352208e-06,2.1299183056822102e-05,1.598250162082593e-05,1.3264351549135966e-05,1.612426752384266e-05,6.823482488371724e-06,7.544968666284291e-06,2.2970160840074527e-07,1.3263021388265628e-05,3.288305974691319e-05,9.125658304576234e-06,6.82924082440195e-06,1.6428896909559398e-06,3.1629269903188373e-06,2.1767099234182297e-10,1.6597880847513125e-08,1.691345064003258e-08,9.117877413089559e-07,2.839667216925079e-07,4.716562611584152e-07,2.8209052871375206e-08,3.339084178044516e-07,3.1800499700196383e-07,5.039001469420157e-07,1.6724295748282714e-07,1.1710957934507604e-06,5.1179422033698074e-08,7.578481220349431e-08,4.3835222740540303e-07,1.2793331593652368e-05,1.5787629680463766e-05,3.664498880340261e-06,1.109940406252008e-07,1.7084810353118485e-06,1.2726945275431945e-08,6.411595609989718e-08,1.1174558034454662e-07,7.286758772817592e-06,7.871329926967263e-06,8.699349676177803e-07,5.816347508069697e-07,1.7447046607443895e-07,8.280869965737736e-06,8.969811144066142e-06
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.009596463409716538,0.0363236802224729,0.00018105741681262444,0.23344500972467896,0.0070025819152670365,6.311498267486115e-05,0.00020024601839385703,0.038804205416764104,3.291476578737296e-05,0.30307193503296537,0.18626121967992892,0.01489021966778692,0.009483565811331918,0.00033244732924520015,0.003214269374941292,0.011299734659883764,0.010320937927330576,0.0007922865962908254,0.0027875796219714033,0.01574170178886547,0.012377892486341135,0.021185077055343893,0.007734606956687928,0.008464821898064967,0.023959723860576654,0.0028700948167528217,0.025285765848263253,0.0015114102305675559,0.00018665747878898742,0.007836131522018785,0.0009097436280725013,0.0001568211016997889,0.006720425708506728,0.006696209441503953,0.0001798744185368406,0.0035982971788226514,0.0013492565613288932,0.0004011688483478437,0.002236691091779708,0.001200858542406813,7.79961349255398e-05,0.0003270879706256391,0.0008306330208376345,8.641909421980287e-05,6.80060751685474e-05,7.054762885827515e-05,0.0012975284278389232,0.004653930463616618,0.0016966817163814873,6.004594774466909e-05,0.0006075230499589246,0.00028952238396806607,1.4959948900550302e-05,2.0147971795836384e-05,0.0004261264117082497,0.0010034488078500825,6.495402416928364e-05,0.0002554716091927034,7.725897538835014e-05,1.6437962102600068e-10,2.0609204835597694e-05,4.894992062665082e-05,3.738051585377988e-05,0.00015041862159526076,4.211252552455136e-06,7.003306056674319e-05,1.6402923666447577e-05,4.733845230875389e-05,0.0005585693901757338,0.00018258771761892056,0.00012114217432612762,0.0001083948414608571,0.00028454096527985584,5.8143517167152936e-05,0.0005815764742878038,2.9392352847157355e-06,0.00010498426137717232,9.918813055653786e-05,1.2995963951656364e-05,2.1874043186098646e-05,6.633341256279124e-06,1.3594821620888098e-05,2.5099600100553232e-05,6.53605341485175e-05,5.9090301741004936e-05,8.584321712423737e-05,4.0853236977778096e-06,9.104494919309758e-06,8.268684181800268e-07,2.4261312627338327e-05,4.0095660214234385e-07,2.4883604621273037e-07,1.808961260074682e-05,9.703059423937788e-06,2.1152969879700834e-05,2.1419325024751856e-07,1.23674350627212e-06,3.7729860276058957e-06,6.902115106122153e-07,7.425805578886724e-06,4.568029906337756e-06,9.470945419032262e-07,6.224424506928727e-07,2.049841219431414e-06,9.287940683222473e-08,7.694006352032545e-07,4.189104183538461e-07,2.7091051224559237e-06,2.895363665400552e-05,4.442503254153962e-09,6.099968530293154e-09,4.836881446479424e-07,9.253513799656332e-07,5.450445867971609e-07,2.1217184853483673e-07,5.419913944315624e-07,3.200578246875807e-08,9.730370411631384e-07,1.8430070707342594e-06,2.363282480821738e-08,5.304590011689925e-08,3.1213949069908153e-07,4.214546489578197e-10,3.4273373339388513e-07,1.6296557552308855e-06,3.1191279958875384e-07,4.6885182403144654e-08,3.267408565932328e-10,3.565063799726431e-10,1.1050258486022813e-09,9.131362332936988e-12,5.685171444724801e-09,5.967582650256986e-08,1.361866557303415e-07,7.869299700757892e-08,1.3511078478245508e-08,3.5952645305314945e-08,2.6181582901685374e-08,7.504662002943974e-09,1.698258800253427e-08,7.779249000527955e-08,1.7130705742829377e-09,1.4367049772090468e-09,8.982295351955827e-09,1.278855807917978e-07,5.245928136332623e-10,2.5568553496668756e-08,2.4154959810118726e-08,5.0729549450068134e-09,1.2084622191821381e-09,1.555962736432548e-08,8.068368195779385e-10,1.75528458434826e-08,4.266479702863535e-08,1.3029799461605762e-11,3.2647042846889462e-09,9.364061082095532e-09,3.508564994092467e-09,1.4536843062629146e-08,1.7750988234865872e-08,4.262714670133505e-08,1.8243097255066232e-08,3.172746199098242e-08,3.7100766903108706e-11,1.382635783642172e-09,1.056577048075269e-11,1.1295086199680782e-08,4.597212388546268e-09,3.2947209405165268e-09,3.2676266137343646e-09,9.387029820118187e-09,6.409226926962219e-09,3.20280602039702e-09,1.4854302232691907e-09,5.562144078652409e-10,8.001740381402556e-09,1.890732015397134e-11,6.346233316634198e-09,1.4374668921846023e-07,9.276281964787358e-09,1.0500720293293853e-09,2.918836727872076e-09,6.922786344176757e-09,1.069552944654717e-06,3.168380249984892e-05,1.8428633755451784e-05,8.87489187073598e-06,2.1258820712688475e-05,9.357306057999892e-06,8.925288234262752e-06,8.374878479600056e-07,1.186133028108216e-05,1.806156277917026e-05,6.782944420136161e-06,8.329428286879548e-06,5.4754192069239593e-08,9.644423548671455e-08,4.9129950330240035e-08,4.051528903481483e-07,4.483403358346294e-06,2.6737081881833547e-08,2.8935920326489395e-09,3.3539460542186816e-08,3.901655154514572e-06,1.4373727985628193e-08,5.1448654225794144e-08,1.0226783304645437e-06,4.4736339521733726e-08,5.396587379191686e-07,5.897057286929908e-09,3.296660500140547e-09,3.4381123237281486e-07,1.0025281922843021e-05,1.1454403309851813e-05,1.0307121378616557e-08,6.404134929027805e-07,1.7799590716904845e-06,1.1572825364680739e-08,4.4607577454058855e-07,3.4228497725052875e-07,9.377689029754777e-06,4.708823424293129e-06,4.194688938419233e-07,2.2086238193885777e-07,5.976657613260272e-09,4.991687243105503e-06,1.068251941616083e-05
