atom_numbers,value
N1,10.513330732414364
H2,1.9324996253259923
H3,1.9393464552573534
C4,9.635750002101028
H5,2.100787835329731
C6,9.709952326734024
H7,2.090130475899343
H8,2.0802039954142453
H9,2.0848750567868897
C10,9.6819448797304
O11,10.931060465420549
N12,10.323275746225683
H13,1.8995603542322996
C14,9.572406585738573
H15,2.019499655350953
C16,9.643021620300518
H17,2.0798079605212356
H18,2.1208695433765117
C19,9.691420887296296
H20,2.102218040076178
H21,2.1019681351558903
C22,9.981793167976367
O23,11.01427386639842
O24,10.978994657807558
C25,9.736604277645746
O26,10.943029849120174
O27,10.926858339333828
H28,1.784262701903642
