 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,H32,H32
1N1S,N1,0.0,0.023330467543341227,0.0015602138261014975,0.0002619630383666749,0.00033675188493687003,3.263934566222204e-05,0.0026658176728351357,0.0005084173204523701,0.0013496649367288338,2.5966410447525456e-05,6.144317025508217e-05,5.2431493983318145e-05,2.554581735081385e-05,2.2124407619422692e-06,0.007714363515578748,0.0013154637125181168,0.007642956557988301,0.0012966901519071428,0.0011233182415038845,0.002009367753766922,0.00027766767754444643,5.0256769251966205e-05,0.008468023041019235,0.0006258936763934297,9.85049898434287e-05,5.134731655420666e-07,0.0008087844167714575,0.00020007709714311983,3.0016461463611144e-06,0.0002897838379959661,0.000622249328972202,3.5312240685148044e-06,0.0001636316269417737,1.9820843604079208e-05,4.34030458368595e-05,0.00021959043556707414,4.9122501383003225e-05,8.7659598109191e-06,0.00023891900865868898,9.172528425693827e-07,8.604080341312326e-06,6.133669283592269e-08,0.00037824077297488046,2.788213761834024e-05,7.313874973990941e-07,2.1639653785959778e-05,9.518369586072883e-05,2.7520757273913343e-06,7.81847773816402e-05,3.915675442356381e-05,8.620715583873562e-05,3.0003435136372048e-06,1.203098887278542e-05,5.894626204350217e-05,9.249884826978416e-07,3.133896482321319e-07,0.00017661168476834632,1.6136474244810017e-05,6.838317689883411e-09,7.851033414496555e-07,3.058099936348313e-05,1.5885055548725546e-08,4.7063703739747e-08,1.5201719840707284e-06,2.318615855423367e-07,6.821969208148371e-07,4.7200119586143785e-06,3.5831294797894486e-07,1.1148585676856726e-07,9.310463511269518e-09,4.4716444436154745e-10,6.11799961802717e-08,1.2450892672433156e-07,6.423978171632427e-08,2.0559661144670116e-06,9.856992733148218e-08,1.234174318298642e-08,1.3728805982049508e-06,1.0342786649353286e-07,3.3764717688455903e-09,5.180377937730185e-08,1.8329805673289457e-07,8.420740055248288e-08,2.4918699609022266e-06,2.138220532577062e-08,3.848579188669987e-08,9.320606286777888e-09,1.371161708618729e-07,1.5480057191652463e-06,1.6771764022038838e-07,7.579741057028855e-09,1.2181722985893373e-07,1.4872451412628607e-06,4.287608434960788e-09,4.0685371738291565e-10,2.8701947207832035e-09,1.7595579854257082e-09,7.161186690862742e-08,1.2935318371987137e-08,1.2494219170378074e-07,1.473701665144489e-07,5.4049362097075004e-08,1.1574099367805957e-07,1.2645329938720806e-07,2.088996615690064e-07,2.2377333319667514e-09,3.64216299342246e-08,1.0515418674694743e-08,1.2190276940660105e-08,5.9496587934138034e-08,1.032694763036801e-11,3.2010384384828505e-08,5.041709587594312e-07,4.56615320221232e-06,3.0227738403443283e-06,5.593240604007121e-07,1.2575484417798322e-05,3.479231716740916e-05,7.28556317611817e-05,1.4659483581813681e-05,0.00012153459069508266,2.9750516772342195e-09,6.524693829668138e-08,1.5800733612902906e-05,4.510081480446626e-06,1.0515495997676094e-05,2.3724299564736873e-06,5.204832008720572e-06,5.999983913862472e-05,2.6859087548736227e-05,3.360010891784171e-05,2.564649606018321e-07,6.875843285181205e-06,3.489450992599785e-07,1.5707358659078352e-05,1.1404884196763998e-07,1.1144510508875882e-08,1.837947109367688e-07,7.121937025955649e-07,3.851981372759994e-08,2.8397433510241044e-07,4.961129528524566e-06,9.61791269316059e-06,1.2214342279825985e-06,7.69373639464277e-07,1.2614354840678743e-06,1.429524782103897e-06,1.7459795915719667e-06,3.020663643660271e-07,2.142971025631546e-08,3.420874879755953e-07,3.65033702431905e-08,8.909912557752975e-09,6.235605157778323e-07,2.2036115427948033e-06,6.427771788164449e-07,4.202541092901413e-11,3.466849285427287e-07,6.941920327463436e-07,6.170442934383402e-08,5.746096907177645e-07,7.224239828573786e-07,5.472114874560674e-07,7.11831207311775e-08,2.0029398430931877e-06,3.0002336726120404e-10,4.784416168801542e-09,4.381394497210422e-09,1.02948489177912e-08,8.232463186153005e-08,9.445134230290364e-09,5.321008273995176e-07,1.3479911631364416e-11,1.711016195393711e-08,1.904774027394751e-08,5.456273211024154e-09,8.638265436289316e-08,5.074213738076594e-08,8.295026665550154e-09,1.6922485857051583e-08,3.0984392607180666e-08,1.2843229257875066e-09,3.1395008814882885e-10,9.74020170074752e-10,1.3185758040989981e-11,1.0481074619317354e-09,2.84030754471587e-09,8.502765824758285e-09,2.018109429569037e-09,3.2655183002106014e-09,1.068720667518619e-10,1.819775441447291e-10,2.6847183587364043e-08,2.1170876385312454e-08,5.6388826941145e-09,4.390808827636761e-09,2.479027583213167e-08,1.1194570687100835e-09,8.574488341572817e-12,8.746163515649386e-10,1.359259926836387e-12,1.1182327425141025e-09,1.6325296670061107e-10,1.2247202907378352e-07,1.9690027386332076e-11,8.878575652460086e-10,9.355627383911269e-11,3.0911719850479358e-09,4.3077985623085624e-11,2.537698429172508e-08,1.4575488371804113e-08,3.700046935506407e-10,6.825346954286715e-10,7.520427336427105e-11,3.168899864736119e-10,1.5093383765041324e-09,4.056158187104586e-11,6.481800235436097e-10,7.504796784019163e-10,1.1796186250023766e-09,1.7518853034914628e-10,4.686663279684922e-08,1.7884449476923692e-09,2.954228639495682e-09,9.966356129265108e-09,2.8635270377108668e-08,2.3269053350816193e-09,7.036648375091659e-09,3.2073570022106423e-08,1.4057496211528075e-07,1.4784651836130536e-08,5.83005536070047e-08,3.2610020672674267e-07,9.249745414052768e-11,1.8710533122856532e-11,1.2784717728919759e-11,2.2709781138940954e-08,1.4869985798249274e-10,4.1584283239082254e-10,3.744270227201696e-09,7.065251939053496e-09,2.552446920489615e-09,1.1707395275450949e-07,2.73085265511952e-09,2.555832434580907e-09,1.0728828714334782e-08,4.779262985366017e-09,2.659060971410554e-09,1.0312867226858202e-10,4.131670283680222e-09,3.7260697027807765e-09,1.4991703586875182e-08,6.758316128951947e-12,2.344040517243684e-10,2.481101990525758e-10,1.2579304264903612e-09,1.1411417144557845e-08,3.4760807565703544e-09,3.739009102332602e-12,2.048204272853127e-09,2.0609465689602757e-08,1.663771898030575e-11,2.4225138561817516e-10,1.5227497179859384e-09,1.4072076837123859e-14,2.568608381547932e-10,1.1533123345230933e-09,1.6383392420493692e-09
2N1S,N1,0.0,0.0,0.03147377331817802,0.0061023968339299905,0.004002013544391225,0.2619261474330039,0.0497725656437189,0.010298840307181756,0.01453584595921864,0.0016180203411613192,0.0022930585985334595,0.0010622252317322722,0.00014920521682659782,5.75484336522436e-05,0.09909658757314954,0.15318841020702445,0.10006691312746874,0.15459127643507165,0.003221510605604383,0.004954483230589002,0.002509865356679075,0.0011855278617654008,0.08726470067141134,0.039865612371327686,0.015174083498752822,0.0008141745617313845,0.20429352301139403,0.0095998071156993,0.00022018770271570176,0.014143340924931636,0.03131349833199937,0.00014864028659289374,0.005354014113734262,7.372888105594555e-05,0.00025231744523557254,0.0033034914026641715,0.0006711448392873187,8.865463649021521e-05,0.009393360299499331,9.676057925522841e-05,0.0005323534258274698,3.4980418574637184e-05,0.0015674738298661062,0.0004973724794670176,4.379879746863047e-05,5.0833908685987694e-05,0.002114260196987461,2.0823272190551023e-05,0.0014554040705720972,8.117502855364833e-05,0.0019313867436911991,0.00026134245613729234,7.302331991532185e-05,0.0011472748976033564,4.563945923496959e-05,1.1189340964445904e-05,0.005318360724319238,0.0004639525368759223,9.499173947302708e-05,4.4436145563153673e-07,0.0016747066619307027,4.820805830973995e-06,6.70000642521984e-07,2.907887026637468e-05,1.1752944219178829e-05,2.2290132742464053e-05,0.00017927876513557095,4.1027340521804234e-05,2.483142372611269e-05,1.3277697563651714e-06,4.228437371356364e-07,1.3992009773033942e-08,8.73656768396458e-06,1.4041549070142878e-05,4.265315630203048e-05,4.82525166667358e-06,6.005424538546578e-06,1.8482803003205817e-05,0.0001039368334869728,8.034403713441662e-07,5.303019109170748e-06,1.816764797935022e-06,1.795435608942242e-05,0.000127742571765177,1.596891907595932e-08,1.4664015997034596e-06,1.6628518135775039e-06,7.23911253075471e-06,5.080231113119282e-05,2.278366127761444e-06,1.747361055404184e-06,4.43737532984656e-06,4.9602373582313675e-05,7.314935934754629e-07,2.056988801513171e-09,3.427757551133226e-07,6.498055635795197e-07,1.8956281278015297e-06,2.5588402507992214e-09,2.3857869457799552e-08,8.123591759723325e-06,1.4746224761275073e-06,9.207418642187548e-06,3.1022705169192477e-06,6.294075569623914e-06,2.1444972020390196e-07,9.292073889888286e-06,1.2324056108958814e-07,1.8476498728769997e-06,1.3997808196997141e-06,9.284148847488183e-07,3.3115345443590627e-06,4.01013442048459e-05,3.482019347078591e-06,7.407655161717486e-05,2.270793580416708e-05,0.0009637915729077129,9.213812196540161e-05,0.0009783482602321314,0.0002956979009920424,5.351271510356526e-07,1.9486221960685057e-05,1.2268158695594167e-06,1.5544221754204557e-07,1.7296431511715227e-05,6.314531253126532e-05,1.7662796273576475e-05,3.23077676838146e-05,0.001766844059059025,0.000681946275238765,0.0016724713190545692,0.00011363173167477925,0.0017578305787306903,0.00045918056221605497,0.0025191644781483724,5.9661292914903186e-06,5.6802836750469154e-05,3.408679913641244e-05,3.374616688889276e-05,4.2370128015445374e-05,4.709598923069436e-06,2.1873690026819048e-05,0.00034583356178874425,8.561811969531874e-05,3.0363222008222834e-05,4.770825486799524e-05,0.00033637272381170646,1.6499697174765515e-05,2.5773003226703395e-05,1.8504146162001689e-06,3.2930010942511245e-06,2.364433544133071e-05,1.6138029577117408e-05,4.7766553068706585e-05,0.0001019389345078281,0.00015317490286603785,3.460745980676805e-06,8.942280117274493e-06,6.12053523547651e-05,8.35113095165596e-06,4.837040344041199e-05,3.0133211503802215e-06,3.462634885487148e-07,8.649303007146614e-08,7.412743772583497e-06,9.513932794913416e-07,5.831356514995889e-06,9.216423149549513e-06,7.553014857997198e-08,1.4292199777665715e-05,3.2709974071565284e-06,1.7291955725085018e-05,4.2956826762363676e-08,5.840540251433879e-07,3.1330871754775558e-06,3.1813907597211255e-07,1.1910746706700337e-05,1.7591859817756017e-06,2.302918742813631e-06,7.93998506942728e-08,3.481646839276209e-06,4.932544843683218e-07,3.314049701330646e-09,4.132680042623349e-08,2.0517692123078746e-07,6.553879634552118e-07,2.0236482520807897e-06,3.1757921181707616e-07,5.6004865189862585e-09,1.601314423282929e-07,1.99498573216772e-08,3.0729761046899284e-07,1.803494160235175e-06,3.235440386717414e-07,1.624709025094262e-07,2.207379039553814e-07,1.0358255719822296e-06,5.282962838304428e-07,9.843539316989336e-10,8.02410899947148e-08,1.0576191455946571e-07,8.532856843324055e-08,2.005572254937249e-07,5.3085728541901744e-06,2.4516120245010598e-09,9.339078754777574e-08,2.2456651205260414e-08,1.2578825892006762e-07,3.1850214021744705e-08,2.278300543778755e-07,5.2517303839039187e-08,1.7633849935805301e-10,2.2881962102871967e-08,4.440892098500626e-15,1.799411846192811e-07,1.6179066930632757e-07,5.841697126029999e-09,4.20542206835961e-07,4.392004626652124e-08,1.3346062921471002e-08,1.672368696858939e-07,1.4857347645502728e-06,3.5459462877085457e-07,3.348271913061751e-07,3.4707849927428924e-09,1.5866096436667476e-08,1.936228954946273e-13,9.634970998817494e-08,1.0153445901828206e-06,2.34774034524321e-06,3.197396325482771e-07,5.186113760657918e-10,4.3755616885299276e-06,1.6952375059275937e-09,1.8625562558938213e-07,5.207796669459697e-07,1.843923095323774e-06,3.239513262087712e-07,6.692144616238238e-10,2.0137624900939954e-10,2.2104876151729513e-08,3.105837893535579e-07,5.932327423963102e-06,1.0927541094218896e-08,2.0852291537920564e-07,1.740774591141303e-08,1.1160798183418308e-06,6.31025793840223e-08,3.456167485538231e-08,1.5757788163206499e-07,2.508073668749944e-07,1.400516995708756e-07,2.106506058474622e-08,3.18615076544404e-07,2.612882754604584e-08,4.904838561969882e-07,9.470087691809681e-08,2.6094738103665804e-07,1.0145875251055259e-09,8.400726825286142e-08,2.036498925050978e-08,2.223671247136849e-09,6.109126537978682e-10,4.5628875122716295e-08,4.4059653703243384e-09,1.277964933876774e-08,6.293944920798822e-08,6.396331020397383e-09
3N1P+1,N1,0.0,0.0,0.0,0.018002706405373825,0.0070446601207603265,0.03244042208782494,0.15511481170799257,0.018795381505345432,0.010783177755874007,0.014149171034238739,0.0018372764824123866,0.006109928313599244,0.0007006753496330287,0.002401263300535472,0.24983373195975123,0.12969563321839184,0.001249277340033661,0.000816911098210582,0.0005980452678473469,0.0025526209972390745,0.00012936503856009196,0.00062837592052567,0.01878726592355351,8.817196905042124e-06,0.03312813125314751,0.0011311913541312002,0.0025642263750769168,0.0037130911126781463,0.002101406228226299,0.04864791165538329,0.0038661739946166396,0.0027800966767450586,0.00029126402630863524,7.503124320829002e-05,0.00018100734666059992,0.009127576401826598,0.0015662045196251917,0.0012415807159813497,0.003640790758122847,0.0012857637130805344,0.0001177846394608828,0.0001990479086040331,0.004933247998700541,3.2889392996837685e-05,5.460243376531615e-05,1.1871183653866524e-06,0.0012418606341026983,5.490854715572979e-05,0.0015769159498084662,0.0014561493359255273,0.0003758494675953905,0.00025507807590630094,5.795044490275458e-06,0.00048275149271326256,1.7276224239637372e-05,1.237277118093516e-06,0.0009556611489984768,7.31644327189862e-05,1.6363513268835561e-06,3.119547482333118e-05,0.00010351865390578752,5.758786630294388e-05,9.570291541471931e-07,8.845580968164235e-05,0.00011759334833705282,0.00010693288469343365,4.181063815167363e-06,6.162518395580463e-06,1.70895247610936e-05,3.767761569006822e-05,9.227587360882694e-09,8.451951615917608e-06,8.989883371057772e-07,6.172113735658513e-06,3.2845635138389895e-05,1.3916365766419858e-06,4.961669418879211e-06,3.03104485066541e-07,9.451571929552927e-07,9.227501651665193e-09,2.9992534382738967e-06,1.2915630331900019e-06,6.297689152390262e-07,3.7463482318589314e-05,4.432985312163851e-09,1.161242302316623e-08,2.477056195715477e-07,1.630079409231655e-07,2.4033844501225587e-05,1.9432075859526776e-06,1.6136638691932603e-09,1.3095054400835693e-06,1.0867978252449007e-05,7.169693834185864e-07,1.2237522106772758e-08,1.36806965755909e-08,2.671906706996907e-07,4.560840208389649e-06,1.2254699255365153e-07,1.5016301397885456e-06,2.071665959668678e-06,1.4025048897803316e-05,7.584348654887663e-06,2.4757856875723405e-07,9.340183275696745e-07,1.6655925478836764e-06,8.762385603322542e-06,1.3272636234518131e-07,2.9282762927795858e-06,7.651214187331945e-06,2.0048818605289398e-07,1.5954548926444545e-07,0.00030734757758565934,0.008695396076614959,0.0071060148389605615,0.006102461501107381,0.0029886286539642093,0.0006975884748299244,5.191406473814553e-05,0.0006160152185046286,0.00828882586546742,8.356289391286964e-05,3.1365539943095655e-07,0.002471359805008566,0.0006379580399955564,0.0006089297815676797,4.8707465927222415e-05,0.0009481268168785029,2.075662562317504e-05,0.002246950850416596,0.002778310289339725,0.0005074808504952344,5.763720194851274e-05,0.0007542048747519736,9.192062097174158e-05,0.00011438645931138858,9.538960070942792e-05,0.0004183715183658787,0.0007378811903049343,9.667412931291253e-05,2.370909143745159e-05,0.0010870193671843609,0.0006357122148168415,7.35472701589579e-05,0.0004407824996306431,7.067075235145381e-05,9.471287275220064e-05,0.0004143177127016173,0.00043474734640991386,0.00019084859584439506,0.00018256496048763005,0.0012468669483642891,0.00029931341644107157,0.0008834459838860109,0.00038673996782501163,5.890501373340129e-06,9.147229633965637e-06,0.00036092133746912225,0.0004907889843841495,0.00017995161328077103,0.00020154896784285725,2.3904908801331004e-05,1.244128390887056e-05,0.00010626157497517497,8.942933040767542e-06,4.153177629584448e-06,2.8137744667589004e-06,0.00012600910187376968,6.924392792884149e-05,8.820920325280923e-07,6.649531192337577e-08,3.5431837064336946e-06,6.288800973308639e-07,3.143841897790267e-05,8.039544769911089e-06,1.3560947750956842e-05,9.523342962758363e-05,1.7693186529221805e-06,2.0854349100929426e-06,1.5676644116613403e-05,1.2453922452415611e-05,5.513687502123332e-06,5.425706328665569e-09,4.310286128195173e-05,1.3155806918296875e-05,1.1599422959251982e-05,3.533262570254436e-05,2.1626433776678056e-05,3.872542908567311e-08,1.2093940808810544e-06,4.55771939567029e-06,3.1140549325847644e-06,1.8156089933718533e-06,1.561511067116328e-06,1.7342085540938967e-06,1.2169120449101456e-06,3.5683769761263306e-07,5.441324882671239e-06,2.5120298086100945e-07,1.385234199569041e-06,3.50905431378834e-08,1.579652746386273e-07,2.7006381997374262e-06,1.417594708286174e-08,4.906077988309221e-09,1.001993506388743e-06,3.099290788455278e-07,6.377641810217938e-07,6.127938156907931e-10,6.079327663499612e-08,6.39618571440792e-07,5.883963893893451e-08,5.736383354992824e-07,2.3602463872229862e-07,7.406800437426142e-07,7.087207887224167e-08,4.654881187171611e-07,4.120830070508674e-06,2.5464830244459336e-10,1.3687798006145613e-08,1.8264431123071745e-07,4.544924436800102e-09,1.0300493720194481e-06,1.3931889331075809e-07,3.375855794907068e-08,9.737389305097821e-06,2.765192332887523e-07,1.097058589794031e-05,3.1027006707873284e-05,3.27640353736669e-06,2.816654808501795e-06,3.214881028057448e-07,1.9601139169989068e-05,3.742986358190592e-06,8.688607469942156e-06,4.396290489427912e-07,1.4973713384103249e-05,5.561286064770243e-06,2.1112811943169163e-08,1.4514480519700612e-06,2.236102964570108e-06,1.0946604840356144e-06,5.308711179985437e-06,1.8304948135039467e-07,3.9296816911615906e-08,3.438099202224265e-06,3.210224379657234e-07,6.440798634432809e-07,9.629814488043564e-07,1.461084815135294e-06,2.591739215240807e-06,1.6969543703559964e-07,1.4224017474973039e-07,3.0749438177934962e-06,4.873437693397875e-07,1.985289216133168e-06,3.283549356858373e-07,2.2685102729624873e-07,4.5805584569791336e-07,3.3831756285351844e-07,1.1778011499430363e-07,6.77605811461035e-08,3.2598370669489896e-09,6.276620738709937e-07,2.8324583518646307e-06,1.4481091947793345e-07,1.1355244016186816e-06,3.3879366694300472e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0014778567488615835,0.006355765828446547,0.01751669878029727,0.2552398387547572,0.0025977898042794934,0.01632523952826581,0.016949117459099883,0.002539179987040896,0.02853363939697462,0.010676808508601754,0.10679261294236353,0.06433045847435714,0.30432911551462416,0.1929010137771603,7.360596591565738e-06,0.0001370213752371896,0.0006961131590577097,0.0011677762837383199,0.0028154580778720906,0.00039351515012597815,0.0010314095427830239,0.022063170211860772,0.005087722736074163,0.000739562063589938,0.002861996597427474,0.0023790619809933577,0.0012702569494669191,0.036591677782296994,0.006506793056737514,0.0004655120385943512,5.338342945471197e-08,9.835536429747549e-08,0.00010179440327817701,0.002010721857336417,2.447020364115815e-11,5.870650789718823e-05,3.433213244985467e-05,0.0005008314431069749,0.000196030327272112,7.386998965053237e-05,1.832398116063949e-05,2.554145391187035e-06,0.00016694021381002955,5.106403323229536e-05,0.00042683652859976107,0.00024300351915940155,0.00029262014331665753,9.846510278510578e-05,9.368041475887878e-07,5.7514349667275866e-05,1.0038635656073325e-06,7.411376042965045e-05,7.257181321884687e-05,3.668754066943336e-05,8.196228395540572e-06,4.64558176078711e-05,0.00010855184205782464,1.6935049851340978e-07,9.37755797902895e-07,4.283780113745195e-06,8.269869663291018e-06,0.00014546098918910566,1.0128025289546372e-06,3.3481835512993996e-06,8.188633252537159e-05,1.1872105795784904e-05,7.471172098760803e-07,4.568068639176914e-05,1.0311126570350382e-06,4.303773188008009e-05,7.171684465623329e-05,1.092653576328928e-05,3.523428285312491e-05,1.8114971719995765e-05,0.0001073173463206345,3.7462145852096285e-07,1.1255053538050674e-06,4.0876323437188944e-08,2.0196899629842946e-05,6.2913297262934265e-06,7.494701304011642e-09,1.5536110309355422e-07,8.257614449558304e-06,1.0613820977223298e-05,2.580035958210658e-07,7.141555853351633e-07,6.513276562092329e-06,2.0373795130979033e-06,3.8190549522809647e-07,4.553266590434646e-07,3.1854594073621456e-08,2.1058415622388083e-06,3.4002433328961246e-06,5.636502777628394e-06,3.3131368182282017e-07,1.0759675495020105e-05,1.9341529930994028e-05,7.875662615397516e-07,6.336398349748862e-05,3.5961032942566362e-06,4.646647651096458e-06,1.3648560104329022e-07,6.464220190238734e-06,3.299331323702859e-07,3.332954302992519e-06,1.1027657877971109e-05,2.49318550804567e-06,1.1799706323145642e-08,7.002053766669292e-05,0.0033012223744686153,0.004969632127485468,0.0005745123337836944,0.0005256644112696662,0.0004864689463617289,5.926374828835179e-05,0.00016903835183335048,0.0024732545653254334,5.600952429496431e-05,0.0007257360713546213,0.00030938146204961825,3.9429964931558814e-05,0.00027312243207067155,8.365628906781275e-05,0.0014849922651571923,0.004357782629396123,0.00014147621948890077,0.005176759885868076,0.0005175293242913881,0.0006045323774488409,1.8462128386076415e-06,0.00048142597844424984,3.852473893894981e-06,4.510237534915973e-05,0.0010509698434459924,0.00027395036748401047,3.573973502724037e-05,2.592950296698149e-07,1.0363963141024612e-06,5.085273028271331e-05,3.399245857682587e-05,5.690217665943464e-07,2.5845471576246837e-06,3.0131766311392028e-05,3.949554575832792e-06,2.6490489159591846e-05,0.0001885242934427378,8.252493571836439e-06,0.0002786089413402415,2.313738079307015e-05,0.00016615781453155343,8.468298441366429e-05,0.0001378668900731128,1.528729968169884e-06,7.478359749191199e-05,1.6499584553297808e-05,6.6128411155830236e-06,6.54046519050766e-05,3.96389146839482e-07,1.05960580301101e-05,5.8240648171281606e-05,4.779497351981021e-05,5.954247295214543e-08,7.764735099335951e-08,2.3815449269548594e-05,3.6431031858796814e-05,1.9114975674749957e-05,1.0209556663642871e-05,1.492887808751675e-05,2.664764573445666e-07,1.613279874179696e-05,3.6093349584653822e-06,6.215256003194725e-06,3.9721949524285094e-05,5.748874389421843e-06,6.009270974161041e-07,6.138652802967215e-06,3.7231069849319454e-06,6.794979758861786e-07,1.107253844168099e-09,2.0296265983432704e-06,1.331911230639804e-06,1.1805300508260785e-06,4.025061047130407e-06,2.460157285000264e-06,3.1218667650989573e-09,2.1008024342350495e-07,2.3159160194019535e-06,1.1030569551095937e-06,8.109896152852514e-06,2.2864344151329874e-07,4.40914698529582e-07,2.659092941392771e-07,9.015881046181562e-07,1.974376055979832e-06,1.549591699401276e-08,3.9179743893669183e-07,5.507861273734704e-07,3.020125802777329e-07,7.064422171687568e-07,4.243141915161175e-06,2.926301423400446e-09,1.148936603634354e-07,3.499240941451376e-08,6.933138507747572e-10,3.9547007890661234e-08,1.1188183268728835e-08,1.506162847775272e-07,1.0421670149085571e-07,7.320326060877846e-07,5.0398012207963916e-08,3.856215073927416e-07,4.147070908899764e-09,4.7291240168334525e-07,1.5429501365460396e-06,3.915303281587512e-08,1.3914094765254958e-08,1.6607253661149457e-07,9.942831891152082e-08,3.034423396996999e-07,1.1612431016772007e-07,4.471946568607166e-08,1.0951601605135863e-05,4.102631590008343e-07,9.367330176868194e-06,3.672267929299977e-06,3.6510898184793916e-06,4.770819221011635e-06,3.9472132229434465e-09,4.0688180062975476e-05,2.8924846073863364e-08,1.4558939165354445e-07,4.1826808172551466e-07,4.801957725453221e-06,1.5569575029239502e-07,2.4930515429844036e-09,5.923651347217174e-07,2.880813099181978e-08,6.674826109609455e-07,5.014178291240512e-06,1.2732539422799505e-07,4.7000121039530995e-07,1.5131643760213365e-06,1.507623309304762e-06,5.1146598512019636e-08,7.883223136495587e-07,3.9301738308239464e-08,5.057103136252294e-07,7.014742342548175e-09,1.1108980402241286e-10,1.8368422782799598e-08,1.369897084657623e-09,1.763320383041389e-07,3.841279716532142e-07,1.4661019065442815e-09,1.3449000579868198e-08,4.357547656042016e-09,1.6378643667991355e-06,2.43585161374682e-07,9.746613072181276e-08,1.386630710253911e-07,2.0288286228797858e-07,3.656424039100159e-07,4.938119468889113e-08,2.876157534359436e-09
