 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,N22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,N27,N27,N27,N27,N27,N27,N27,N27,N27,N27,N27,N27,N27,N27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O30,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,O31,H32,H32
1N1S,N1,0.0,0.023295177848954296,0.0004528669553771625,0.00043543488945840814,0.0012506223072543676,2.8484173388410028e-05,0.0016166625578910576,0.0007059083612943606,0.00228430258756096,7.3929816767071e-06,6.179766710995294e-06,5.3544989382647845e-05,1.9796051425435834e-05,7.607122614818052e-05,0.007630933239269,0.0013653250244569648,0.007678412998095796,0.0012303091970539137,0.0011086171466772599,0.0019777899264843413,0.008475531032639871,0.00017561632045359765,0.00019589923321161606,0.0006253826730409084,0.0008756469840107695,2.801877932334662e-06,6.933226072458609e-05,0.000849816844224055,1.1021626644680538e-07,0.00022639978631305846,6.951776676589194e-06,2.0168585604385392e-07,0.00028021743951422984,8.214773927650576e-06,2.653216211154219e-05,0.00012424220497875282,0.00025289644162973524,1.611642116561285e-05,1.1547689551250073e-06,6.466843244679055e-06,0.00021057765224097302,4.90166505739964e-06,3.97559810600967e-05,8.089260475760418e-05,2.966173224705493e-06,1.520016439662819e-05,1.8019543468472676e-08,2.9307883726847894e-06,0.00011981271628269674,7.02406971595515e-05,6.449368583849591e-06,5.812595182952407e-07,1.0317112457053357e-05,3.092496143830559e-05,9.505589108460555e-05,1.19028662324272e-05,6.73438651466185e-06,1.6030685011436674e-05,9.643073863863094e-07,1.2123398717256428e-05,5.301400086699104e-07,3.8202097041306615e-08,2.960949030628157e-06,4.1963008984291505e-08,8.217502039387092e-07,3.410446492158048e-06,4.076112702089407e-07,2.543437512825264e-06,2.3117151960683202e-05,2.7742066079916583e-06,5.8976727970172504e-06,1.0186204357776063e-06,1.755037295492201e-07,2.995908604530584e-06,5.823779054558997e-07,2.4592525920963393e-06,7.723279582538822e-08,9.591943500586453e-07,3.7406657409089217e-07,1.603980658432258e-07,1.375029576589082e-07,4.077417838921349e-07,1.6734829568765264e-06,6.727371434811502e-06,1.6781135601107167e-06,1.7955179383299935e-06,2.3265833482000176e-07,2.3081028199811726e-09,3.15212922430419e-09,1.521691397193825e-07,3.074236883685022e-06,4.885153167960565e-07,1.9451267435632857e-07,1.7134502788840322e-07,4.0905889639453186e-07,7.215921249859036e-06,1.1680287710147397e-05,1.2828089988037306e-06,5.2108874464273924e-06,3.378060620473633e-05,0.0001304152246139889,1.159236706627098e-09,9.34959508109845e-05,1.082230776772164e-06,4.4531368442735086e-07,2.993427997255438e-05,2.1887045184021403e-06,1.2864319686445302e-06,3.373969558934098e-06,7.851434739691854e-06,3.766650645209424e-05,1.238007092618787e-06,0.0001045824076477686,3.891355346841152e-07,2.0545932476023765e-05,4.951406817887971e-08,1.1747094557090776e-06,8.276572848603392e-07,3.7332845287396665e-09,3.587189638942778e-07,5.1493577596373186e-08,3.8699046744916643e-10,8.125216872933994e-08,2.7147212569023083e-06,2.1838170234378396e-06,9.917627299182996e-06,2.2367980618831496e-06,1.8444439133791235e-06,1.0347213397210453e-07,2.7971587912567486e-06,4.119053986784138e-10,1.0255024260330536e-07,1.4460393438220365e-09,8.485565280991203e-08,3.424611982882908e-11,8.151582879534214e-08,1.2207462938285119e-06,2.9305177215999123e-06,7.618806696640945e-10,1.672233300720194e-07,6.030294081860177e-07,1.5419633503377383e-07,9.21314917690097e-08,5.786497196957896e-07,2.1320291854198814e-06,3.2064524679853434e-07,9.586420299800835e-07,5.8300735655825164e-08,7.075636299092025e-09,1.4219685928740233e-08,2.725834083172618e-07,6.65047206749314e-08,2.5567073436150167e-07,4.6799034258970806e-07,1.227595303188167e-09,4.2575332148686584e-09,2.2931692322814e-08,9.241130527470887e-09,1.3897164308218635e-08,4.8584455347722155e-08,2.8069469637515e-08,2.8564779430695353e-08,3.208515231278852e-08,5.4778709346337e-10,3.779187907060333e-09,1.4320484714724913e-08,2.865644915805987e-09,1.5981294620992514e-09,3.9117575845182273e-10,1.4885958909971464e-08,1.387630010896146e-10,1.3630909512230005e-08,1.1023293028378234e-08,1.227037871309733e-08,3.694307260104779e-08,2.3028245976774997e-12,1.436295526957565e-11,1.7374494065691692e-08,6.9318382145411306e-09,7.3273673795171135e-09,5.055420992938764e-08,1.8160614678741638e-10,8.054852063121842e-10,1.1464975357977636e-08,1.8247363620105261e-09,2.717303604349297e-10,6.771261329419076e-10,2.0331627492709003e-09,2.4903625828187614e-08,5.708005845761477e-09,2.2927133525030285e-09,5.178359963053936e-10,1.633611756979292e-08,1.2772671809102576e-09,3.076827681525174e-11,1.4955375826630757e-09,2.504076529463717e-09,5.169151218176182e-11,1.201478916357246e-10,1.6730738738868212e-09,3.720007032970152e-08,6.12939254907019e-10,2.029046657359146e-07,2.157834777527512e-08,1.884852718347929e-09,1.225800294601953e-07,3.016336398431463e-07,4.664262975850875e-09,5.081638809745215e-08,3.0503377601576176e-13,7.369327204020948e-09,2.0716994786340592e-10,7.3143039402978616e-09,1.5616896664738533e-10,2.368787388462579e-10,4.388063434834777e-08,1.6048422313286181e-09,4.08406997109978e-09,1.505729985140647e-09,1.297618035245307e-08,9.855471994058007e-10,2.9863469475088777e-09,9.724443472691746e-12,5.2712936238208385e-09,5.895729682237061e-09,1.3918255437062044e-10,2.2855886627759503e-10,9.55808349134557e-10,1.6586051920786105e-08,3.8794076839820946e-09,1.177295372301046e-09,1.9463830547294947e-10,7.599805740277077e-08,1.2741434640695104e-07,9.849152160512631e-09,2.1283885764944444e-10,4.5197611897584977e-07,1.32550462383918e-07,2.8639357552151523e-09,3.3014242450946085e-09,3.969381712209952e-08,8.288341513118525e-09,2.3739302190683986e-10,1.249332606811926e-08,8.490301350860818e-09,4.3044282027615566e-10,1.2915224933962577e-07,1.324534911639752e-06,1.1674463501476495e-07,7.12509198308453e-08,4.140692344556385e-08,2.4600310810640735e-07,1.003265448495938e-08,2.57862434738243e-07,1.1013702727602492e-08,1.2219728762197235e-07,2.4400224063469977e-08,1.9270832957163364e-08,4.900604005930731e-09,1.0761031732364756e-08,9.508818787917761e-09,2.980852953360369e-09,1.1334470306767486e-09,6.1547222873770124e-09,4.6062087477594105e-10,4.704947209610566e-08,1.1398983978949673e-09,1.6045476058934582e-10,1.998220255927663e-09,3.5009926069307085e-09,9.111143395301724e-09,4.353323257433317e-13,1.2052292497344297e-10,2.0803277156478117e-10,6.118785700337526e-09,3.815458227141022e-10,3.5623715366472908e-09,1.0527314797670329e-08,5.158096172408477e-12,1.3524756203864285e-08,6.865342339068548e-08,7.916965527599018e-09,2.4909612150736393e-09,3.8970626725642887e-10,1.0045297926808416e-11,8.67452040753669e-10,1.2747400357504546e-11,6.220122195088607e-10,8.150036201470812e-12,8.09599882967138e-09,6.620811676683047e-09,2.4321677893901494e-08
2N1S,N1,0.0,0.0,0.005938321591370421,0.010895647111970774,0.02483397594005954,0.26178957736929,0.018740892610542126,0.01612452058836311,0.04140271411766028,1.868786155978519e-05,0.0002308749379296149,0.0011439861625799352,0.0005307589146268388,0.0034550203006433744,0.10005915271523191,0.15620554156015043,0.09820389490084569,0.1509640867417139,0.003157975967225557,0.004704447990988125,0.08765743566212736,0.0026692022995775666,0.001307325057912312,0.03972778136060784,0.20646257305052407,0.0029894115514257358,0.010407303143405766,0.03982961092182191,9.96508662010065e-06,0.011044706143105376,0.0005647431237512102,5.278860652380146e-06,0.008283795463846833,9.022916600098796e-06,0.00020789780315944029,0.001507865394244412,0.009680129367119594,0.00016397600091533349,3.5975681011990446e-07,5.447216934850729e-06,0.00013332835920687458,0.00034419878155844685,0.0012950308786301434,0.0011893323542790935,2.9766259452612687e-05,0.00011350280308630722,8.813781078309546e-07,0.0001372566609980641,0.002897918843902225,6.760517945902933e-05,6.846941568072751e-05,0.00020236060962952607,6.699764302742217e-05,0.0007646181041178757,0.0031924516836387973,0.00036186141460259336,0.00024007625764133067,0.000704257917067963,6.806055346819662e-05,0.00011805074358894885,0.00014476498954651973,6.84721937558308e-05,0.00011942466785308525,4.442299672580141e-05,8.463747687059708e-05,0.0001550430417305293,1.013929686211057e-06,2.3094295330761128e-05,0.0007597584410423686,0.00011327223906398842,0.00019143593246839785,2.5022750666181537e-05,0.00011329374006585624,0.0001384750880286667,4.927175206814738e-05,0.00014160658831219308,1.7356332508988714e-06,3.420252646058053e-05,2.6674477749732972e-05,1.6992978988605856e-05,1.4622480326575982e-06,4.578052874570915e-06,4.9330300174066366e-05,0.0002733107038261906,0.00010893535690659206,8.506450853662528e-05,5.320341952419483e-05,6.630926649986435e-06,5.913300485360651e-05,9.600805286336112e-07,0.00020823950448844997,9.307288471704922e-06,5.7276747682522e-06,1.7763539985393706e-05,3.782135264240871e-05,5.720393114749811e-07,0.0008263518642293022,2.8681246533324156e-06,0.00017185487421533807,7.41456648887251e-05,8.955154849665803e-06,4.119911722799685e-05,0.0012229550482021345,9.420399836490567e-05,1.7867151425043915e-07,3.3604557026611914e-05,2.612522496581171e-05,4.460336887812666e-05,2.402676006707516e-05,6.768793859679434e-05,0.0017516146056952842,3.095392625240834e-05,0.002840942384561007,0.00017367719094929512,0.002639583263104761,2.148122166589772e-05,0.0023944995211300224,5.026649782990944e-05,2.2135524924138394e-06,2.6246228107984493e-05,6.785542824694346e-05,2.19064101369959e-06,2.6256321741247035e-06,1.2170511793918593e-06,5.812779863001438e-05,0.0002502131362538407,0.00012175784037271598,3.205983764109632e-05,7.027276309434782e-05,0.00014876284355835878,0.0001941542494026116,5.1494728808609835e-05,2.8351116270197707e-06,4.418042894638319e-06,1.0335687245177638e-05,1.2612216737650783e-07,3.7824893694526907e-05,0.00022141407279230307,3.056677349677628e-06,5.096497087464513e-06,5.14417100982989e-05,1.5163446318577911e-05,1.5226077064944832e-05,2.5191067134500145e-06,5.870457549406183e-06,1.8131626333683926e-07,2.034595349975632e-06,4.469377714366729e-06,3.458015656043756e-07,9.783440155564094e-06,3.273532355807518e-05,7.968421704696027e-07,7.1150273353026705e-06,6.58761453875556e-06,6.829183551992912e-08,3.754019357593563e-07,7.5138881694414295e-06,1.8499058063170537e-07,2.0527071002973685e-06,1.226136246756937e-06,3.11674622333058e-06,4.5806930737413154e-07,3.0256010274953837e-06,4.0073040552535133e-07,7.477895318519501e-07,1.1085661728582608e-06,6.035217519073655e-07,1.0374819447989125e-08,9.134449792114196e-07,1.5520222040876774e-07,1.1404682531690469e-08,5.1889165098018e-07,5.238080502678599e-08,9.858539709028946e-07,2.7490257794582362e-06,3.928268377251243e-09,1.8285747582780232e-08,4.4148888456163604e-07,8.755771103707843e-07,1.3104242446715375e-07,9.395866147343668e-07,3.302040385566585e-07,1.2061523957385134e-07,1.5565834576847237e-06,2.3841565610638327e-08,3.7870815372542666e-09,2.8110873628861555e-09,8.122538330823659e-08,4.3391708670625917e-07,1.8150465974642316e-07,1.8549574676285374e-07,9.808771572750175e-09,2.7939690383504967e-07,4.4954482802950224e-08,1.5428078814494484e-08,1.6212785869385016e-07,3.537939547992863e-07,2.120525977034049e-13,5.574791295259729e-09,9.70637403785446e-08,8.263311457312739e-08,3.1329381489086927e-07,1.2577068181141016e-05,6.323075738556838e-07,1.5135918429720618e-07,3.6648066563671478e-06,8.04857982039664e-06,4.6058942393401026e-07,9.520767547677167e-07,3.273570303718998e-08,7.225537441701846e-07,1.2625222489681676e-07,5.189326233168146e-07,9.489206753698909e-09,1.0359196433995521e-07,3.7581301328692973e-06,2.0335952921612943e-09,1.5380290330213597e-07,2.5236830047958847e-07,3.2575361119668855e-07,1.1910839115003569e-07,1.0153936447210299e-07,9.931186539802184e-09,3.080795343279874e-07,2.4470421200462056e-07,4.803050401847031e-09,3.994425479270092e-08,1.583327935428258e-08,1.1813119267234384e-06,2.788330202285749e-07,6.163979326956337e-08,1.0500304625793433e-08,2.0574075887402898e-07,5.414841508510904e-06,2.2790045006715332e-07,3.8878135821818205e-08,1.5164373231790762e-05,4.651797678612013e-06,5.969792660209805e-09,1.980777630805619e-08,1.2621915836952269e-06,8.098844523907189e-07,9.371293430149308e-08,1.62906118794659e-06,6.001031831459613e-07,1.4037563556001942e-08,5.274726042614475e-06,6.366204768237793e-05,4.548336556275956e-07,5.307736488546766e-06,1.1557543762030775e-06,1.3520853081150364e-05,1.3524805178022348e-06,7.289936145848941e-06,1.884502669469157e-07,1.9087931986128126e-06,2.5935915637376183e-09,1.4647192112526852e-06,5.559045672676177e-07,1.245791227066917e-06,6.916625341357729e-07,1.6483536602329707e-07,6.508282801576115e-11,3.3491750262015785e-08,1.650655168106141e-08,4.937916120439922e-07,6.52455867111712e-12,4.443715218016564e-08,4.774229900306182e-10,2.4281099797462957e-08,2.1098482827497378e-07,6.78471212545162e-09,8.230225123639912e-08,9.66581925609944e-09,6.299773966933486e-07,1.4044299967430618e-07,3.42647317186362e-08,7.049734809250197e-07,1.1096545904365485e-08,7.759118112460328e-07,2.682739331572037e-06,4.4018338751783403e-08,7.695233783522326e-09,2.0234207198654985e-07,1.429600646751794e-07,6.904564830989557e-08,2.3834069162731453e-08,3.1212384232759405e-08,6.699496513107306e-09,8.32498116887237e-07,3.964009311907546e-07,6.881012928339203e-07
3N1P+1,N1,0.0,0.0,0.0,0.004543920843475657,0.006760271247573613,0.011335958205040964,0.29058774506889096,0.0050461940922383874,0.00900777061190583,0.0353235809325434,9.394058191913857e-05,0.02379935321287996,0.00041400324276774647,0.002621327972367915,0.12026229002854816,0.08615019678533464,0.018794290917536483,0.022517343768632347,0.014423985411917473,0.09044242636764954,0.3067565328777353,0.009740174282457659,0.011503617857981041,0.03562638029985754,0.12090643237205878,0.00810898895708112,0.002386752765791922,0.03183034354359271,0.00782561157743733,0.001085176617733552,0.0011551285663995436,3.518219316789306e-05,0.0013671064623013152,4.162928526785237e-05,0.0001835524296633917,0.002154988593328966,0.004885524371811112,0.0008219845770036649,0.00275163216943497,1.3185631957401966e-05,0.0017243555802042287,3.70424620310672e-07,3.0461867955633437e-05,0.008041943851180067,0.00013138741137730392,0.003910961621618858,0.0003540724001549478,0.0008078184428821356,0.0038273087055640254,0.002711915265712239,0.00011202435540624833,5.817541369967927e-06,0.00010024708416733752,0.0019431060840782166,0.00511239614849579,0.0005382723675086964,0.0004234912127372148,0.0008787238609198056,1.8183178296382607e-07,0.00044723387626355304,9.122959389173957e-05,3.348755283005822e-05,0.0001626240463603601,0.00013102239861928489,4.74162423382829e-05,0.0001188265731328908,3.453150715815312e-06,0.00012144372393096958,0.0011596834360418917,6.836565545809137e-05,0.00012021149398755426,6.701475595782824e-06,8.655172787275234e-05,8.855685885622577e-05,1.779741114482647e-07,0.00033771761029899316,8.216778589975604e-06,0.00011315730505501165,6.382939140303634e-05,1.0419189060861811e-05,1.5522374054999233e-06,2.3742182822861224e-05,0.00015082530100674063,6.754038163458986e-05,0.0005081051898119249,0.00010503868080835588,1.3032603097595796e-05,7.552618603856587e-06,0.00012765336187348097,2.765642358237841e-06,0.000245980064659701,0.00012767400786084515,3.94147879354545e-05,1.632556728736745e-05,0.0003128766223428059,0.004404024183352284,0.0009079494988379899,0.0006335878578340726,0.00855842897692849,0.0003024038890111491,0.008388127347066732,0.00020683420604949987,6.502366611282895e-05,0.004210717526736074,0.00041512631579943005,0.009338643472932784,8.980169188266274e-07,0.0005850261144451085,2.401983643096628e-07,9.202818183506878e-06,0.0010390056248352764,0.0006083313625451225,0.0005633591354734513,1.985456077813197e-05,0.0003979545483594471,0.0003165481405398296,0.0002578892035605129,0.0003641278601627107,3.994436317267258e-07,4.001858760682708e-05,4.006182116045309e-05,2.9658413962074803e-05,0.00010941775098549655,0.0033248211077290257,0.0033073580998763674,0.00045852567365489705,0.0007514549908318457,0.0006397851249757558,7.420375180977601e-07,6.149817652190137e-05,0.000340338709585275,5.881072906444018e-07,0.0001330192748798531,0.0019104054056693354,0.0003868695256206145,0.00022586775083976995,0.0005151182030416201,2.4046874664396256e-05,1.6804824862770573e-05,0.0004391859307171231,0.00021790878997274277,0.00018253741243334787,0.0013161100906793344,2.0950770630356885e-05,3.232616165860236e-06,2.5681350641626466e-06,7.136984088385034e-05,5.7093613979875e-05,9.978939695232114e-06,0.00015543711007404148,5.5941619265809095e-06,1.2206532293834726e-05,2.08621742525672e-05,8.369827586562906e-08,1.1060960407593967e-06,4.8273893832107007e-05,0.00010488721669110745,7.907336185386526e-06,1.4092989602865202e-05,1.4236512337895135e-06,1.7730702421836497e-05,9.478455221145765e-06,6.374380662421686e-06,3.822650916474046e-06,1.3136327233764789e-05,0.000105365143432401,1.7163124034880184e-05,1.3781353835895516e-10,6.477186466291585e-05,4.647979788563461e-05,6.233593990767616e-06,6.762659583436914e-07,3.384058144817459e-09,3.436059547112791e-06,1.4809058135334396e-06,6.283807159057631e-07,7.169693214681416e-06,3.2915491132712305e-07,3.0092601890352455e-06,2.9057332717741247e-07,6.390113140852804e-07,5.354150567349336e-08,3.5081811700088394e-07,1.1050437723536533e-05,1.6562356797145128e-07,2.253238551297443e-08,1.1044084535782872e-08,3.677885054287344e-07,1.0091570117332083e-06,7.822996952455696e-07,1.7143315433898465e-07,5.5461042425264395e-08,1.7209981262311658e-06,2.4937301112970545e-09,6.135183472366634e-09,7.718645722576412e-10,5.972285777033903e-09,5.909778910684338e-07,8.830186448705035e-08,1.37513085363139e-08,1.3093737161185004e-07,2.9719241361192417e-06,1.772230822583154e-05,2.1131187160072784e-06,2.6897753269139457e-07,1.4025028280961749e-06,2.7203864938485367e-08,2.3662806070134934e-07,1.625331780275019e-08,1.0869934863322328e-06,7.244927215932506e-07,2.5494414801485732e-08,2.5871005515654133e-07,7.391518153099241e-08,1.4590437888983843e-06,1.2099412005639465e-05,2.081207695070475e-08,2.8220283398994184e-07,2.3567678608671372e-07,1.1277670806109086e-06,4.547433540835755e-09,3.1236875308593426e-09,2.36926390062564e-07,5.791523127740561e-08,7.933712584673458e-07,6.130475016519199e-08,2.5653474544640176e-07,6.177782241323371e-08,2.282959844057686e-06,3.0261069494663673e-07,1.778220903858596e-08,2.0199399930476147e-08,3.8164496185544294e-07,1.2560920263027242e-05,2.360636319753695e-06,1.8070731577779497e-09,3.2421683810568425e-05,6.615722105252075e-06,1.4764147682200246e-08,1.3679883892336875e-09,3.311540592854101e-06,4.748425745937368e-07,1.0457125942942014e-07,4.273289013534409e-06,1.3961789744332265e-06,6.991280243617837e-08,9.022550775839022e-06,0.0001214944355050207,1.0231643861047246e-06,1.3538396648637985e-05,9.7613982830147e-06,2.600658046914006e-05,1.7076411262806346e-07,1.1825148629185378e-06,1.860448324597641e-05,6.023330327842302e-07,1.3278358542034852e-05,8.280571234697831e-06,2.262785350426455e-05,1.226020307498743e-08,3.9701757752474975e-06,4.277046947320784e-05,3.4470752918736025e-08,6.707422981477862e-07,2.0120617252317174e-06,5.712715908323673e-06,2.482014593852e-12,5.131578126871261e-07,8.758735874359047e-07,2.7511190703322086e-06,2.425340155376432e-07,4.786650411592319e-07,4.704314537917753e-08,2.5218344279487326e-07,1.293743121522084e-06,3.848906526826568e-09,4.488029259341886e-07,1.3210668727392516e-05,4.625711387262754e-07,9.513472333910755e-06,1.3840207793602843e-05,1.6295058258286588e-06,5.004288405885404e-07,2.1252338955335404e-07,5.336135089351046e-07,5.748793362680971e-06,4.3200776733698376e-08,1.9218994284919688e-07,2.3176625232324e-06,1.188741116808778e-05,9.349863454577445e-06,1.000646058235688e-05
4N1P-1,N1,0.0,0.0,0.0,0.0,0.018598395617118957,0.010062951870924763,0.00731695758037354,0.2519470955623295,0.02229231639450724,0.0136325916992186,0.004476660591689718,0.00183921873825299,0.03997345514722883,0.00614140945138697,0.05528898297420204,0.03376153496559864,0.30565082928332865,0.211275042499663,0.00012631936577611746,0.0014390158318331459,0.008027594461108567,0.0001565309161053463,0.0003234894885277839,0.0015495125788422826,0.010718627058889041,0.02011654565320775,0.0015184938928900493,0.00292177207326616,0.03472931387847944,0.0029162122202339713,0.004611333091811831,0.0003548687393051253,0.010330180891475305,0.0011229019084506575,1.7603894993056812e-05,0.0007374691115629162,0.0003560633579344774,0.0008970640732028912,0.0011484581987151188,0.0002465270669427255,0.00042117179314971054,3.6430270120568764e-06,0.00027748411951966645,1.1841804449463922e-05,0.00021667718521767299,6.728368513631011e-05,3.887424107396065e-05,0.00016130780592060745,7.749362863807008e-05,0.0005568328104241793,0.0010778303703404823,2.5324666350634573e-06,2.9791078786089997e-06,3.25808782508652e-05,0.00012942357790279857,4.050168358160633e-05,2.868023217139637e-06,7.625385879572733e-05,7.061246447115366e-06,0.00017005411451664898,8.873160838973604e-06,9.539361504895538e-05,1.8891824206335173e-05,4.75433594329111e-05,4.152663085621455e-06,1.3705043756528923e-05,4.497650700763245e-07,6.75853609477528e-06,1.843345752927661e-05,2.3752827255751896e-05,8.936830574679533e-06,3.6692387852532704e-06,9.300471481843431e-07,5.433072936877892e-06,1.9515745206977186e-05,1.2759190686439936e-05,6.934394909396957e-07,2.532792699572184e-06,5.144512222887698e-07,2.365684246274924e-07,3.162207086404578e-06,9.081158957835456e-05,0.0005931065710220729,8.803680495717003e-08,2.3800486239622387e-05,1.2163999851821927e-07,1.1280595814344707e-05,6.9038730288184524e-09,1.4970866994978849e-06,6.248810620945733e-05,8.28558479604169e-07,1.4123597800619336e-05,2.636503682040825e-09,1.141369598833819e-08,4.038809282347344e-05,0.0014699107622950791,0.00013981547805297367,0.0006124407132728216,0.002593288969576779,0.00022633022261420166,0.0006371337812756117,2.974685075596284e-06,0.00022744235530280932,8.85891376545267e-05,6.232119338367426e-07,6.610462359413205e-05,1.4635061993395482e-06,1.0153497779663567e-05,3.9536946694340713e-07,2.3389062013379203e-05,4.2569939022740755e-06,0.0009656911904176724,3.551021654502051e-08,3.379172405448827e-05,0.0001351663768542899,0.0001830794975101746,9.56664532925089e-07,5.907034042973436e-05,0.00012401960766506015,7.771057859051744e-05,2.5203103216187017e-05,1.232241841608861e-05,1.6572342018683628e-06,0.00010376645072707191,0.00010477121737650918,0.00018374781312457955,1.1223745593813561e-05,3.0573925435817273e-07,3.262860036246096e-05,1.2602462202693232e-06,7.686668874518077e-05,3.715978663443309e-06,3.377600640463996e-05,0.00035435693265584156,6.0425793067642175e-05,2.258317895131867e-06,2.0480120559884796e-05,2.002606376727556e-06,4.506873811926937e-07,2.549296283405056e-05,5.0975979761780366e-06,2.0449868928462678e-05,4.0594933675031086e-05,5.3514235163198975e-06,9.616193086259273e-08,1.9985319910542643e-05,1.0145152245399913e-05,9.110073193374646e-06,7.252620726205805e-11,2.668497956048732e-05,2.4384602054006166e-05,8.762540071094449e-06,3.2227167601206475e-08,2.4375886793492896e-06,1.3240927798641167e-07,8.648138955180684e-06,1.1574562236216224e-05,3.825059913253881e-08,1.748008187085759e-07,3.7689229515081024e-10,2.178733438107372e-07,7.169925857475334e-07,5.851882240115458e-06,1.029355189530179e-06,1.775188929631355e-06,1.3578388248003392e-05,6.665162610719477e-07,4.820424235330023e-07,7.011055304761982e-06,7.458252486269856e-06,2.050788922236535e-06,3.0893568014889183e-07,8.304658294377987e-09,1.069063142011828e-06,2.8318714040409532e-08,6.682726496620717e-07,3.223355058423749e-07,7.943474242821935e-07,5.025041804884722e-08,3.0467095513131426e-10,7.708257099281468e-08,4.058332185863378e-07,3.1083722618063803e-07,6.112789576739885e-07,7.148772240839207e-09,1.7983378119978966e-08,3.4836356022083237e-10,5.297817562421869e-08,4.6376991136298784e-10,6.000725090160586e-07,1.73724809204856e-07,2.8781717453796318e-08,1.896289170133514e-08,2.5742156850583342e-08,4.271170084280129e-10,1.4271472892346537e-11,1.1298073587795443e-10,9.229075281780297e-10,7.583281114165175e-09,8.153484554185297e-09,1.8829627856931097e-08,2.499276413381324e-06,3.00572932987464e-06,1.3708277899482368e-06,5.804723168800763e-07,7.296341308915544e-11,8.449888477812806e-08,7.112824618182856e-07,4.410854857361812e-06,1.9639364112755686e-07,1.8141310675900968e-10,2.491978667862327e-07,1.516625114383885e-07,3.204979799331653e-07,3.956144576378051e-07,7.598125336460981e-06,1.1053120640980296e-09,1.4201897435839328e-09,5.551869630693318e-09,4.219109905889695e-08,4.2724369375690685e-08,3.238173640340847e-08,5.293159066610542e-08,1.1809042632648925e-10,6.517181017073881e-08,8.722398803229225e-09,1.522798096509348e-07,2.52303511416585e-10,1.0797897909142762e-07,3.6128433578141994e-11,1.0453430565604549e-08,1.3899885686896596e-09,2.9466170170522332e-08,2.231420242360116e-06,1.1672043491728346e-06,9.449877547140773e-08,2.4865844880928023e-06,1.1075863586285095e-06,2.2206190664064707e-07,2.471931992431564e-08,4.847656498441211e-08,4.227474148521537e-09,3.0284517338330375e-08,4.010721483815871e-07,8.626381498011426e-08,1.3797745168631081e-09,2.6052557444700142e-08,1.5495639483109613e-05,6.924747042447166e-08,3.6955303461816413e-06,5.036496597554674e-08,4.796547490748537e-06,1.5342098436121887e-07,3.0344835262319236e-06,1.2351338707361492e-06,2.716924698553669e-07,6.437285393623426e-07,3.5400681119845956e-07,1.104097101745083e-06,8.384180247844597e-07,3.1024931512746434e-09,3.1775989906002167e-07,5.596534569107803e-09,1.5535443598224674e-08,1.0748493295409389e-07,5.05561423835843e-07,2.3675508442622117e-07,3.8226056986445656e-08,1.3557317268819702e-07,2.841904187533828e-07,3.3491183160094806e-09,3.987969732222041e-09,4.7167091565825103e-08,3.580549190473903e-10,5.885981058106893e-08,3.146565168421489e-07,6.029177157529375e-12,1.7097034898938546e-09,1.7924900408416988e-07,6.87814161182132e-09,1.883408007330445e-08,3.768588996422295e-09,1.3993664094158476e-07,5.0196502954236166e-08,2.0230570108026313e-08,5.2699583807935824e-08,1.2064639820508205e-07,2.5948605264503044e-08,1.105293734315893e-07,1.5123525787252845e-07,3.322408348438444e-08,1.0191798516245854e-09
