atom_numbers,value
N1,10.499035125265634
H2,1.937213367258241
H3,1.939369161410192
C4,9.607910053727732
H5,2.0831411157754083
C6,9.629366981473723
H7,2.070515478710383
H8,2.074487474829594
C9,9.63804955545381
H10,2.074678613984122
H11,2.0863563775834923
C12,9.70878251059735
O13,10.951665181171265
N14,10.449719105023313
H15,1.8820138170827927
H16,1.9232889242922013
C17,9.674324678944291
O18,10.93891094618808
N19,10.335929371612613
H20,1.8708654057522485
C21,9.599911581409145
H22,2.068429128493614
C23,9.636543354348825
H24,2.0726011625691068
H25,2.0965445363904243
C26,9.667998234248387
H27,2.0852189285023845
H28,2.0900206305649753
C29,9.882638391487303
O30,11.00432227744748
O31,10.950955133637061
C32,9.723431750974148
O33,10.92972171231692
O34,10.940233619637617
H35,1.7852222115325365
