 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,O9,H10,H10,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,C11,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,O12,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,N13,H14,H14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,H16,H16,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,C17,H18,H18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,H27,H27,H28,H28,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,N29,H30,H30,H31,H31,H32,H32,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,H36,H36
1N1S,N1,0.0,0.0240858775996029,9.877110472533701e-05,0.0002563490097458043,0.0010503919572177889,9.812050762247893e-05,0.00017953472037923746,0.00020881722012378034,0.002478698227215581,8.33418033956701e-05,5.824143370497525e-06,4.173759074137251e-05,3.45604443097447e-05,1.7516888170546197e-05,0.008118091098102687,0.0013526624026714007,0.008149309265202076,0.0013421040946126617,0.0011956588276243463,0.0020411240776780915,0.00012631045818412012,0.0028638675428083182,0.00649418658625156,0.0005587180004735792,7.722437122659187e-06,0.00011754703437794056,0.0005008385298821416,0.00031903420157697315,1.5005227295084023e-05,6.877044162006962e-05,0.000331826670394858,0.00041577585180382903,1.3772470471629106e-05,0.00010950311401591861,1.5466976175826375e-05,0.00016688620258209497,9.306258491759145e-05,0.00014521235594977533,2.7063430507956454e-05,1.028094137001112e-05,4.52403082418229e-06,7.185741389759137e-05,0.00015534225351321318,1.2378080337299702e-05,2.777820120597463e-05,2.357155424762003e-05,4.2093838840684406e-06,6.965977154768654e-05,8.068161345176073e-05,7.610011942849049e-05,4.8392130853613935e-05,3.3427300927257875e-09,3.3101725541953564e-05,0.00012528378239684557,0.00012595350997557375,0.000271871972952642,7.678272234645789e-05,6.230451379241053e-05,2.162678796047146e-06,7.80228583963094e-07,3.1091790914539175e-05,1.2121589303693003e-06,4.186709347028805e-06,5.591760935688694e-06,5.881417756009588e-07,8.195651639647528e-06,1.325488435299782e-05,0.001184243370888849,3.1097981173594524e-05,0.00013120346423667328,0.00011861860067763352,0.00010604494845201096,1.5420348468797584e-05,1.1849341371439337e-06,4.10607340100011e-05,0.00012363690294237006,9.063300854850187e-05,8.022845630534237e-06,7.863578911915248e-06,1.2534048283718846e-05,3.4638563406463874e-08,1.973430659346631e-05,2.4957340364062386e-06,9.232520889135287e-06,7.852399393448728e-05,4.302131579891899e-05,9.283308308738469e-07,4.137987730690185e-06,1.6417629535636635e-05,1.8831131602947693e-06,5.1806076184490735e-06,1.6448257145196266e-08,1.1064423498519105e-06,2.3708919580922583e-06,7.916727456092065e-07,1.224384811121526e-06,1.2813254341728642e-05,7.040893453980068e-05,5.2390107477373604e-05,0.0001270449069745716,4.6237024088569e-05,7.070168863032578e-06,5.90098699575492e-05,1.427759414762697e-05,5.4862243070719074e-06,1.2615489387024503e-06,5.4520937865926156e-06,3.6405272743067485e-06,2.192537971290598e-06,1.878070106375862e-06,3.35642801627678e-05,0.0003776447826774332,4.2875845285283987e-07,9.133143341832906e-06,1.5418607501205273e-05,8.08909371974309e-06,2.2920578235385847e-07,5.305578198999683e-07,1.367008628516686e-07,5.784717354018198e-07,2.4107643838977566e-06,2.8913551680664895e-07,8.605442780584838e-08,2.1851680384876726e-06,5.527387320070076e-07,4.178600351845141e-07,5.265083289351935e-07,5.173887782650155e-07,4.5796312853063625e-09,3.3552239897538527e-07,4.1794603111711126e-08,2.4710149995055275e-06,1.8566225334915032e-07,1.8913053345670505e-08,5.327314909209235e-07,1.0181660869967857e-07,2.7668641155997875e-08,2.1318205256637413e-09,4.953919017225417e-07,1.1249625078701975e-08,5.473606071171311e-08,2.1913478837065625e-08,5.593936238668107e-07,1.8621371888905003e-07,2.552221545215616e-09,9.113457566378713e-08,2.227992096370812e-09,3.740562259935132e-08,1.4695001460118817e-07,1.7652832529080342e-08,1.5470896119751387e-08,5.128125479814116e-09,8.280644170355345e-09,8.460662836995425e-09,6.0596740958374085e-09,6.868431157158739e-09,1.3228229261974533e-08,5.8045357409497456e-09,5.937218328089244e-09,1.412147915269557e-08,2.7813467973203387e-08,3.4228508916100964e-10,2.831514955836667e-08,4.182449719891679e-09,6.685498460390349e-09,2.884633421018634e-09,2.602982274169108e-10,4.3202715849233186e-08,7.935359302990719e-08,3.4254155067969805e-10,4.107974627132194e-09,5.218428844599998e-08,4.183098312182665e-12,4.071719073017732e-10,4.4767001217138613e-10,1.5005374998100507e-09,1.89349508294967e-11,4.872494213659095e-09,9.531739841861508e-10,1.2670310578499766e-08,6.01626370944075e-09,3.3645915398228254e-07,2.3022212192191915e-09,3.2300524477335557e-09,5.5164590229139776e-08,4.034446998701924e-09,6.496563575986158e-08,1.1855729731280462e-09,1.8036205529092797e-08,4.4753281081000296e-08,4.354931748551394e-09,3.639619283735129e-08,4.625397415081167e-08,1.4961882011110816e-09,8.475959378806408e-10,3.0327774125371576e-08,2.0208004158916992e-09,3.5837267597926825e-09,1.058011829258021e-07,3.515949942300978e-08,4.538212928784091e-07,1.6387996373268265e-06,4.776386175464609e-09,4.949741464033153e-06,8.114054175223373e-07,1.6270332325873937e-07,3.7229641591807194e-10,2.1157014651329575e-07,8.855136135466068e-08,1.9389526428881254e-08,6.628582072121247e-09,5.502149014180446e-10,5.120138027447929e-08,6.156686671587863e-08,3.101052903353718e-08,2.5476953557923565e-07,1.2552751396111006e-06,2.9627154596312266e-06,3.479658983174261e-08,1.1890606710363016e-07,1.1676117059322699e-07,1.0298643740025426e-06,4.6196786285257474e-07,5.600877983624741e-09,6.09794286399179e-07,1.9421131369767863e-12,1.6325906651015742e-06,9.229710897784571e-07,6.524124840368017e-08,6.074898978303267e-08,1.3100148610334372e-07,3.158818334680902e-08,7.737652668593498e-08,4.560943123177452e-09,1.8521362031564959e-07,1.344144129333813e-09,7.22488689319789e-07,1.7655034012520332e-07,1.31015502446985e-07,4.145865388771597e-07,3.0205275123318387e-06,5.988838351900228e-07,1.5685416923094664e-06,9.923344798656863e-09,6.594273738169676e-11,1.7139291458301287e-07,1.506221984637346e-08,5.117980456104121e-08,2.2323548148905914e-09,2.466031134851221e-08,1.8621008512909043e-07,5.239847777893658e-08,3.2417090123360026e-08,7.609723851054184e-08,5.9479201341972043e-08,1.613975619818575e-11,3.168154627530839e-11,9.026018932267732e-09,3.4123440184608e-09,1.1954942855108008e-08,2.626926870474833e-10,4.047115656491407e-09,5.065380781488216e-09,6.364807125791572e-09
2N1S,N1,0.0,0.0,0.0020942577744875734,0.008580939334408733,0.018837937857129283,0.2663311630340157,0.003739748971003376,0.011062034941289767,0.03872411177839208,0.0022343153022323925,0.00024283797145252528,0.0013202293674143828,0.0006718166007253501,0.0015615527208152624,0.11032937344913973,0.16108940068622957,0.11287346811263932,0.16271511887074785,0.0034636318803578092,0.004465986060686156,0.0014162107339057428,0.02834949574401513,0.06631554217423297,0.038294712255456,0.004436667964340391,0.05624571062789174,0.1619857148945827,0.01575825243462914,0.0007445087114046345,0.0037942115417330946,0.017389946909793563,0.021197276130159093,0.0002797788426533998,0.001722252811215963,0.000153520745892477,0.002504449420734023,0.001669753824587339,0.0054434522747164316,0.002070070359863063,1.371085236900882e-06,0.0003691878298930362,9.285715174467413e-05,0.0008113065043477974,0.00027339858770747405,0.0002860790862027063,2.9981992286209902e-05,6.862983077393636e-05,0.0009454909092685426,0.0027515842845446947,0.0025426851119694227,0.0010445622688326495,0.0003046548153329276,4.013493318333339e-05,0.0009718166410288553,0.0025281241402361765,0.004568368602268613,0.001272751522183313,0.0006794890623975647,0.0010160343444489683,0.0013157874948812598,0.000548689418191195,2.5724600883902937e-05,1.1866996274534358e-10,0.00016126704358865318,1.0998984888432872e-05,0.00029483349658532276,2.5877006752939025e-05,0.022338834095683602,0.00018527910987020668,0.001525026336547608,0.0025144719060921084,0.0030405217623337144,0.0007706639948104055,0.0002551699232808957,0.0008379280218377971,0.000849324599647705,0.0001859394561973815,0.00032714728959648554,3.653589104590793e-07,1.1839879795472186e-05,0.00022628239594868482,6.349804893202027e-05,5.119732764846674e-06,9.812961386357344e-05,0.0022349706544133596,0.0017137259066055677,3.919472794322587e-06,3.419361908951757e-05,0.0013394407111659845,0.0007945649678564592,0.0001205343298109618,8.406127877558234e-06,1.7161112255692501e-06,4.151576815147884e-05,4.725950106276855e-05,2.117815852908933e-06,5.174091542348158e-05,0.0005219429280782784,0.0006895902667944931,0.002716498102592002,0.0009602702716700051,0.0002748574241517865,6.821587143734931e-05,0.0004258698990771137,0.00011669858260088262,5.886124248899449e-05,1.782024711416419e-05,0.0001339297439399978,4.824154619198495e-05,3.510023386787964e-05,0.001049470081038173,0.0036302554666787223,6.751789805248265e-06,8.16667129948101e-05,0.00038067287250820314,0.00023418802447539022,6.430257639244985e-06,2.5766630042944882e-06,1.9183191438010283e-05,3.466593470058399e-07,8.764625377910562e-06,4.458190052569755e-05,4.421477395322171e-07,9.490062383399334e-05,2.03850504436609e-05,1.8099389634596008e-05,1.854821226343617e-05,3.627171307130084e-05,6.947479442853677e-07,7.5574878510842325e-06,5.6457689816546974e-06,0.00012796037490225842,1.129890230533448e-05,7.85875917674872e-07,4.180852242186006e-08,5.062297237223845e-05,1.121702691175841e-06,5.389919852660796e-07,2.419077872350961e-05,3.887160560100966e-07,1.9473042178752564e-07,8.695093236532614e-07,2.7374837343163705e-05,1.0834520692171168e-05,8.763052941063165e-07,1.2871870357589188e-05,4.263195441112089e-08,1.1891608853176194e-06,3.905462482300948e-06,1.481892102361826e-07,5.305375911923704e-07,2.1111652737104691e-07,8.801740221109355e-07,7.686780634230672e-08,1.472222974641113e-07,2.514991634949837e-07,1.3789192703228537e-06,4.660801633527001e-07,1.0798922338572936e-06,1.6828044742123183e-06,1.6066675248005424e-06,8.207314068364724e-07,1.606271318621566e-06,4.977557881424843e-07,7.862480222442514e-09,3.359631861599155e-08,5.4841815533279714e-08,1.655433835345832e-06,1.4677581461342015e-06,4.56317428287889e-09,1.2535762694554364e-07,1.9209508783646356e-07,6.082136438934072e-07,1.0159754149086098e-08,3.5948972687549485e-09,7.653291178577604e-08,5.3061162130774164e-09,5.279298660454401e-07,2.2579365488439862e-07,4.966235964687371e-07,1.308331228688786e-06,4.367726507137348e-06,1.2060432652560849e-09,6.813920983006483e-09,2.4612479099239692e-06,4.1374039305708266e-07,1.7839752066706183e-06,3.927209881737781e-07,8.513560367795492e-07,1.550204320466264e-07,2.0225519925531898e-07,2.236852929327071e-06,2.8041680719681494e-06,1.981941455397873e-08,2.5241999357383804e-07,2.7281142975787986e-06,2.636417706369798e-08,2.0464084915516878e-07,4.696368193002343e-06,2.2817210401093746e-06,1.292737423330692e-06,3.781056504159608e-05,5.229323774003092e-08,0.0001415556564694498,2.0111480338869114e-05,9.327770083000786e-06,4.772934136809681e-08,2.22604687651895e-05,7.3013266543853206e-09,6.783939612287071e-07,3.0321489785656297e-07,1.883428124571651e-08,2.0037508794423786e-06,2.0490990078059212e-06,4.82753597097485e-08,6.272182532462978e-06,9.598747988004419e-06,0.00011193151926436329,1.4298313808502883e-06,3.2959898903506257e-06,1.2982661123928096e-07,1.1162090693073168e-05,4.188778153668693e-06,2.447532971849853e-07,6.257921461472193e-06,1.6157138151839945e-06,2.724808259602085e-05,8.398563612566079e-06,3.254209008929365e-07,1.734758725557839e-07,1.507546709467178e-06,1.649251499813431e-07,1.4159357393239702e-06,9.50810911115596e-07,5.490038867961289e-09,5.830838167852903e-08,1.1936845423221598e-06,1.998767026112347e-06,6.236990741648185e-07,1.3145743555931233e-06,1.2119295047074985e-05,6.080451779411078e-06,1.4945418155054568e-05,4.6601007275270945e-08,9.439049541981603e-11,3.448648570270052e-06,5.149900723644407e-07,9.61762503193242e-07,2.981842195382001e-08,9.448946070023112e-08,8.984278716539507e-07,1.1391973049335036e-06,1.1423986396863484e-06,8.75314287718254e-08,7.644548407625962e-07,2.2864953796997156e-07,1.812662211442273e-07,1.4356332989073906e-07,9.079953411372799e-08,2.4763028982910384e-07,1.6656067858278334e-08,2.2342991434776138e-07,2.9136112278393966e-07,2.6025856003641934e-07
3N1P+1,N1,0.0,0.0,0.0,0.0035680522638217305,0.0036986153097084973,0.0026615039374422444,0.26489254643649707,0.004123596816437924,0.005179612407898215,0.0037025033913145045,0.053099068157760554,1.64428390487803e-05,0.0017918416229010248,0.0062267032074339035,0.23036040228240307,0.13355778832453158,0.2807042725701887,0.1591121439731027,0.00026564183758415183,0.0017426973791385691,0.00036507275122898974,0.003649158203796077,0.00786441897004897,0.0003835076047824515,0.022049226890455742,0.0019243127548578265,0.002239158007335096,0.0006297552651834959,0.013768215667704586,0.020156713317342367,0.0001432427025458427,0.0030942875736370556,0.001789021216087594,0.0004878607056717499,5.688736247200232e-05,0.004471914049130277,0.0008464903659275436,0.0027147208902524866,6.592049289544377e-05,0.0005537443324739044,5.698502026207919e-05,0.00036181979183558255,0.0022192464598873585,5.5600724024884585e-09,0.00018307555705798784,3.643533742714311e-06,0.00011920162668443979,0.000263878147953589,0.0001229632079264853,0.00014584201602385605,0.0010128829078395185,1.9758868289976306e-05,3.5046468757515825e-05,0.0010131911281385797,0.0002907707179296004,0.002382347003089258,0.0015194196290213569,0.0008527758799612428,4.6264307931309645e-05,0.00035097528911220977,0.0003077399958950622,3.3615153743893345e-05,1.7521099787698446e-05,0.00015736970726965005,3.281435332236349e-05,0.00035005891647799103,8.608176404267809e-05,0.013203527901838985,6.005187794366762e-05,0.0019939097602108546,0.00038263735929344733,0.003056159478769249,5.1760725626071036e-05,0.0003898395952153244,0.00017980892862601294,0.00037021598722963844,0.0016788681661150662,7.628012857119337e-05,7.79916512019252e-05,0.00015359728303288023,3.7914867845323386e-07,0.00011350618579686333,2.5528175215949744e-06,0.00014269989070703204,0.00021112556604441224,0.0004409792561195225,7.818384357705099e-07,3.9047052213803113e-07,6.547159260961166e-06,3.526815504084624e-06,4.790322945824599e-05,2.1070725875205198e-07,9.990765082257269e-05,9.649141539114225e-06,0.00016356023265018393,8.125250685075969e-05,3.1833442982964755e-05,0.0005121591092449584,2.971724710754131e-07,0.0036094553704684174,3.846484025737951e-05,0.0002578468620795249,3.4389243223298394e-05,0.000163142203063682,1.3442139713770729e-05,7.813960833935596e-07,5.862029206493702e-06,1.0500765949661428e-05,0.00016830493882769026,5.9993829237603435e-05,0.0006639893861848378,0.0006298807458691158,2.3714965724508374e-06,3.330418267033508e-05,8.76663164350866e-05,8.644693224635347e-05,4.316123005221328e-06,9.656566875015926e-07,3.216607824541029e-08,3.7265241688011486e-05,3.591725299401105e-07,0.00012804303706204223,1.1188695430153217e-05,6.630896114190321e-06,7.191513288296036e-05,8.258757677737094e-08,1.588406176145085e-05,1.6653582859404992e-06,1.2328791123561444e-06,3.1301077029421975e-05,2.395934514787257e-06,0.0001421296446872944,5.893267039702721e-06,3.952430860376666e-06,2.7778730657956885e-06,2.833546531455511e-05,2.98570832102385e-06,1.0828247687388881e-06,1.2622059561095966e-05,9.847259296869026e-08,1.6703407219598176e-06,8.645616955682556e-08,1.5727468337445316e-05,1.021491986197276e-05,2.486758350350726e-07,1.0097722668245268e-05,2.6257245044902788e-08,2.409310924988972e-06,1.1905004493328875e-07,1.0052661858495071e-07,3.308324698636511e-07,2.671145407084907e-07,7.684652647554913e-08,1.919687681262161e-06,8.012517915823025e-07,4.4220183070819985e-12,4.668191102785713e-06,2.848446372105684e-07,5.866822800904004e-07,1.006999056807345e-06,9.021389542063218e-07,1.228980649692346e-06,2.1491727331124366e-07,5.209126219263283e-07,2.7149931192127497e-09,2.76986579006433e-07,3.521524800653708e-07,3.947248039537499e-08,6.712609699199845e-07,1.8890995434617253e-09,8.444462666901131e-07,9.536923606390246e-07,4.1589528843033463e-07,2.673428485255869e-07,5.758839041192232e-07,2.6743858616562477e-07,2.462229224953205e-07,1.1123360543763283e-07,6.341174989543674e-07,4.974174325766967e-07,1.0128742733428453e-08,6.274436805675521e-07,3.1324876026417314e-10,7.034857585352938e-09,8.377006852633428e-07,7.49230899543818e-08,1.0982217713007003e-07,3.7088687676600784e-10,2.7531676760617074e-07,8.249053928821581e-08,3.0871240674912315e-08,6.282451094907771e-07,1.2067577324081924e-06,4.37453357982065e-08,1.9426190878135685e-08,3.386484308531834e-07,4.905339245908635e-09,9.760696162430804e-08,8.329381824268012e-07,3.4808646764972195e-07,5.073253894760654e-07,1.6868706391282018e-05,2.3238388990876047e-09,4.443568879608506e-05,8.133173737157051e-06,1.9431056026419924e-06,3.1149884893721946e-08,3.507208426345443e-06,1.660673354386688e-06,5.052053355658614e-07,4.858799498297373e-07,1.0743812395297425e-07,1.2092814110076233e-06,2.4336310693318097e-06,5.477538991272013e-07,3.960483273779403e-06,1.1051039007448082e-05,3.539630228921453e-05,9.62394858916582e-07,2.193754194301789e-06,1.6326987428705309e-07,6.078463510750254e-06,2.342745652139655e-06,1.0201934008691182e-07,4.410030861823344e-06,4.21704613451368e-08,1.2259697464322983e-05,8.641183208979442e-07,7.811583353500851e-07,2.3726810760571482e-07,1.7505548484120226e-06,9.739825324039941e-08,3.7835899953098107e-06,4.18790323530871e-07,1.9649684990241667e-08,1.964336693305313e-08,1.8924660594166198e-06,6.494369749088236e-06,2.691548359301521e-06,1.3771569271625594e-06,8.188573514811281e-06,5.807592514006643e-06,9.546615202804531e-06,8.034198333284337e-07,1.6686386206110626e-07,3.908093972215809e-06,3.891563868929637e-07,1.3006814019167479e-06,2.2560098233981307e-09,3.89536339184815e-07,1.055844716990606e-06,8.860196154536482e-07,2.2606361227417437e-11,1.0567342068057428e-07,4.274668023995787e-07,6.474436986536602e-08,2.0386671639727183e-07,6.717537637257465e-11,1.40570645568161e-07,3.920113165190031e-07,9.470854211990343e-08,1.498088679774412e-07,3.1746607120908266e-08,1.2169714302956436e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.027878518977833,0.007377891416512128,0.003983991625890582,0.25000435511191776,0.041729332620282555,0.009449041343643216,0.0006150331732504011,0.004877584052333184,0.018039691355057785,0.010236159266184819,0.22039467064717355,0.12097789141007897,0.12026885060065551,0.060580944619938126,0.004793525114517472,0.026527685065492967,0.0020683251017290516,0.03162232588860414,0.09550953640330206,0.01582806987591434,0.0012077486696298045,7.878059342347754e-05,0.05812241718972988,0.008553870115997508,9.017473583394775e-07,0.005392627707718978,0.0469512834079171,4.269521757493955e-05,0.004392565566496032,0.0028787088334256694,7.979449317963017e-05,0.0039634150858463,0.0065184003059659545,0.0015664080116479795,0.0009242435885079558,8.692852487213187e-05,0.00032608050239346653,0.00027634922021491093,0.0012251666609168765,0.0004172723543323098,0.0017430665676581025,0.0011770712201009115,0.00026408897610430415,0.0018825520102527804,0.0012089995350463845,0.0015402104834452146,0.00017351606731619285,0.000221900482783699,0.0001367928135886931,0.0034806041193520265,0.0033213388497732588,0.0067889362433950495,0.0025400120719338837,0.0017056346112931386,0.0004676381311408129,0.0006371249515395583,0.0006946614468135159,7.624278229423354e-05,0.0003224635414560417,0.0008353971129630988,3.6653228192351506e-05,0.0005306678065539749,0.0005238305154771083,0.033892608966533455,0.00022973250339841655,0.004576234089264997,0.007133037016147092,0.002241500042108324,0.000538735810212021,0.0013085634427958404,0.00014952212436503132,0.0021752132830066273,0.0013609340102931355,0.0006798347418279782,0.0004910323515261439,0.0003159169260373851,2.507142909058402e-05,0.001129525605848114,1.0876452558150618e-05,0.00032077436125010905,0.002678028696524226,0.0005755318521525332,0.00021355377578258228,1.5664602368126168e-05,0.0005303446247286736,1.2614345031192187e-05,7.241254306666889e-05,7.091760538502356e-05,0.00020432275009896195,0.0003880092408212743,5.091669782841812e-05,6.45637848422087e-05,4.582346637493906e-05,0.000991377774954838,0.0017903110004739986,0.0002526558149544833,0.0010358524174467476,0.00046007171047390827,9.997988607901576e-05,0.00012022061635175163,3.681108692132895e-05,4.61464241601206e-05,0.0002553278460151187,0.0005304687491811677,5.750560691053508e-05,0.00017523069125546797,0.00012168039891147231,0.005962268634565948,3.354205207362071e-06,0.00011923219027476506,0.00027639628876530153,7.659762091360989e-05,1.5500404308532723e-05,4.656696508842373e-06,5.617420395509498e-08,6.651328106066501e-07,3.157277472221054e-05,7.922079694244744e-06,2.149587261524033e-07,0.00015282718501463677,1.0196542055140867e-08,3.16137586495735e-05,7.13899518220984e-05,0.00011392878581162336,4.859958302461109e-08,1.3636044444709228e-06,3.534907389024511e-08,1.8955838840817307e-06,3.319740688567663e-06,3.1548356322907978e-06,5.107755400857172e-06,2.3545642062750005e-06,5.140690628735456e-08,5.447133542002547e-07,1.3390548251335233e-05,6.279965989453018e-07,1.0622339572385897e-06,1.3974685968420886e-06,3.674856353885758e-06,2.1212582534957392e-07,7.859600215098794e-08,1.3795767394686465e-05,3.599060383052688e-09,6.651151451819715e-08,4.176631394514629e-06,3.2160898699729046e-07,6.389759263925043e-07,2.00662260141371e-08,3.350969111082236e-07,2.3920358800388897e-06,1.257377224561651e-08,1.3645736229861427e-07,5.646800804726126e-10,5.2107688830460575e-08,2.1330629484950236e-07,1.5087195937013576e-08,3.8634975796369986e-07,2.929406384133415e-07,1.0788239324099891e-07,4.6198705172528776e-07,2.199912940703541e-08,1.3519055617194908e-06,2.5854232088562412e-08,2.0989756697176176e-06,8.119206729162443e-08,1.1172235989675983e-06,9.809851699849048e-07,4.86822058221037e-08,1.153823392829878e-06,5.2431655905849084e-08,4.812073828297514e-07,7.52226533951017e-07,1.2858816678118501e-08,1.6178699713265132e-08,3.724508754743283e-07,5.172314576640247e-09,3.3723536274621324e-07,3.032854041951083e-05,1.8908635324166312e-08,1.745107742756602e-07,5.1663839051308e-06,2.8882048752620904e-08,1.6536771045849719e-06,1.263362698900039e-07,1.1627172646910822e-06,2.0225003938278974e-07,2.4262005737796244e-07,1.9117870644347335e-06,6.5207069948058916e-06,2.727011281233871e-07,8.050829114480962e-09,1.6419736517114814e-06,9.44121754109517e-08,1.0209084422285741e-06,2.4685190500584042e-06,9.27265152661505e-07,2.1068274391744524e-06,7.408503099304298e-05,3.98448372074256e-08,0.00018303925786433695,2.8011378999881487e-05,1.554219932620171e-05,7.461144591047741e-09,1.716861883416243e-05,2.378296130700619e-06,2.799652346840986e-06,8.054517748323775e-07,1.0344419121288695e-07,7.0573153652109255e-06,7.762688036594412e-06,1.1984299272960186e-06,1.4771929418344598e-05,4.765978342158306e-05,0.00027078222227094884,1.4816781659376943e-06,7.623326881756043e-06,2.3461997900042775e-08,1.1838119263973823e-05,2.4426021449919233e-06,5.636731970071196e-09,3.61553380834323e-06,2.0716517181718075e-06,3.3577515711424866e-05,8.669755251045075e-06,1.1867801807952105e-07,1.4209597039016586e-06,1.7337985751542107e-06,1.4261691050343472e-07,3.878471099838521e-09,3.109999724415502e-08,6.477302383345318e-08,2.1935306904197205e-09,2.8502657438700396e-06,3.317066621377762e-10,1.1426658375057741e-07,2.391338748353178e-06,1.2702051945367998e-05,4.982134704789587e-10,9.165168844305072e-06,7.855656680710865e-08,4.2179288306520846e-07,2.834317354816207e-06,1.0123288403107722e-06,8.269476681199706e-08,1.6236359368093645e-08,5.2431685215736934e-08,8.799039137308284e-07,5.097298085843249e-07,1.1332528235818984e-06,7.341573811103785e-07,4.1910501868969163e-07,8.263564410526669e-08,8.027026643375734e-08,6.859781351842287e-07,9.882983520448363e-08,1.5217375737286432e-07,5.76415337683045e-08,3.1567333191873104e-08,3.182685355263004e-07,6.877380398506716e-07
