 ,N1,H2,H3,C4,H5,C6,H7,H8,C9,H10,H11,C12,O13,O14,C15,O16,N17,H18,C19,H20,C21,H22,H23,C24,H25,H26,C27,O28,N29,H30,H31,C32,O33,O34,H35
N1,0.0,1.9701250997652218,1.9932681672065677,3.019357239661294,0.08397785529349278,0.19838111187321364,0.015285191695529443,0.009376138813990131,0.03468207826289049,0.0025847802526119956,0.0005254073810054827,0.0026001470674906213,0.002928052118888601,0.0013304724693934955,0.22005054924706874,0.056315331090621555,0.034692954108089286,0.0022699928766306554,0.007464892533392553,0.0002298564467454467,0.001321245951751343,0.0001314658403904767,0.00022827466321273526,8.158745997845218e-05,2.8171048981007196e-05,1.752182519354495e-05,7.47479957524666e-06,2.1506769708745654e-06,2.223795602379619e-05,1.883399056745727e-05,2.867112207649569e-07,0.0006996904748445554,0.00011620726790102787,9.527417336124833e-05,2.1206054165112675e-05
H2,0.0,0.0,0.026210226580873464,0.10377618527114418,0.008489690263943084,0.031845302293239675,0.0006507152216130851,0.001049171181576769,0.004536625714313014,0.0008280713890571612,5.732434418481702e-05,0.00016260140201307394,0.00017282471179647096,0.00013597979212065514,0.00758142016423069,0.005045400492760477,0.0005733001764053336,3.879256825078947e-05,0.00017889095788137244,5.747276313972094e-06,1.0032401335791086e-05,5.179212827499668e-07,1.3181733613532032e-06,2.23005818333899e-06,6.351880930122178e-07,4.3991247844488157e-07,4.815468412910917e-07,1.7723559508908693e-07,7.54228248744937e-08,4.941353592968767e-08,3.40769035211963e-09,3.6031396238978e-05,2.1930773671074988e-05,7.784599139637471e-06,1.5881696802111378e-06
H3,0.0,0.0,0.0,0.10455946114155679,0.0342637349228212,0.008027743512217689,0.0001931758385311788,0.00489746099579591,0.0006364309180509897,7.15468391179197e-05,3.253088755172939e-05,0.0006596036414603379,0.0004959096765916327,0.0001630679209088104,0.024268892057676794,0.06731001759441846,0.0039146400636551615,0.0004234539157912387,0.0005602445236624343,3.9599587679628456e-05,9.971842903622186e-05,1.8823408330925773e-05,9.57737354445598e-06,5.15024485270299e-06,1.8736347264791675e-06,1.3640123037728102e-06,6.870894672106331e-07,1.5113047890924491e-07,8.067595554939189e-07,7.843975635690725e-07,6.43235775754647e-09,8.838247647646735e-05,3.1140927495898474e-05,5.665426868084467e-06,5.614849647450626e-07
C4,0.0,0.0,0.0,0.0,2.0362128515993065,2.740054276608519,0.09470900577247798,0.08495517512436224,0.1451439114855479,0.028695471323129995,0.005104858351109742,0.017219624422090712,0.026094628705726347,0.004951077282544125,2.683142496272956,0.26768725579604447,0.2344090458184005,0.01477072059463913,0.03793093606627165,0.002585617859356404,0.003923610200279079,0.0003794054724870488,0.0011676440676269273,0.0002482463857962358,9.250345922984238e-05,4.2492173828456714e-05,3.181612423105995e-05,9.016632323777252e-06,6.425083350367067e-05,4.6477665964550496e-05,7.350927910820815e-07,0.005373914144467168,0.0009992973620734369,0.000926963898807559,0.00011668328234359926
H5,0.0,0.0,0.0,0.0,0.0,0.08543075628304997,0.0062825933717371996,0.03501317146785565,0.0051202675903399,0.00031101423142798623,1.714700262311908e-05,0.009962847839542155,0.026314088899699106,0.0015231459378938217,0.09868052255678528,0.023917750113961134,0.01263546368257995,0.005031122146877953,0.0016814100485853523,7.442084063580268e-05,5.748314744336014e-05,2.4421659630124992e-05,5.054330699527654e-06,1.5805811719560303e-05,1.0131992339124096e-05,1.2277045511321916e-06,4.442576184038316e-06,1.078691625133743e-06,1.9309065899530964e-06,2.642549608022904e-06,6.949697928249066e-09,0.0006736147865455955,3.9407742649100186e-05,0.00011122563077670122,2.2455211821315046e-05
C6,0.0,0.0,0.0,0.0,0.0,0.0,1.9999718788815044,2.052702824779738,2.807835907121084,0.10221557623834587,0.08743264575654175,0.15324055440865134,0.027865994799269336,0.037667987850950074,0.1745633295727257,0.03359354269667333,0.028077369392068466,0.0008340760608029907,0.003236361935243709,0.000687615003901243,0.00022788259881707795,2.759874095914494e-05,4.1264458658263337e-05,3.6668757006350083e-05,1.4974949866353171e-05,2.7733050241840473e-06,1.3614764732439166e-05,2.310158855128863e-06,1.2713181136228546e-05,9.641454868924981e-06,6.950985909082164e-08,0.0015493025923942472,0.0007919511351260067,0.00026990522113667925,4.854090098060926e-05
H7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021834237479907426,0.0837296878273851,0.006325104044338392,0.03402614334496534,0.006156290463131597,0.0007623880787773762,0.003728504285621548,0.030068375187756846,0.005101931996012943,0.0034197458512807977,5.0137182086018584e-05,0.0005362639663808455,0.00010251127878779798,4.3315870996041284e-05,9.299970247456102e-06,1.719919200593445e-05,3.917058929436834e-06,7.331791644915597e-07,1.3177246627193995e-08,1.0723666381551311e-06,3.8114293254842835e-07,7.728113871063869e-07,5.603930202102703e-07,1.5966219013563432e-08,0.000318425992653637,0.00019595133737249082,4.856826479626708e-05,4.873977287989106e-06
H8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08459284393228095,0.0042279556530009366,0.005944077039673257,0.02895665194395458,0.003228216280956153,0.004893776961296004,0.00788522001796177,0.0025656815278702894,0.0008433632398079371,4.193591453827139e-05,0.00015496720750407533,1.1342346692755356e-05,1.627112961033461e-05,8.87287559625527e-06,4.985162585624536e-06,2.025600541744055e-06,6.531231320217046e-07,4.3279830874709546e-07,8.087165344061731e-07,1.2123098147576172e-07,1.1748175328119004e-06,1.0496669664572522e-06,4.485451365887627e-08,3.88489840834616e-05,5.3418571570373885e-05,1.0822057482817726e-05,8.46803778431493e-07
C9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9684298594441993,1.9181159226023534,2.6190710735133056,0.2626202856383621,0.2990597923954521,0.015096189373496688,0.003455323187592292,0.019284612169256546,0.010651100072047281,0.0016860457574379706,0.0006212502987678059,0.00024800950000435085,0.0003578071182478437,8.259347269001793e-06,5.7236289758580416e-05,2.4574866163695752e-05,3.4821683186914143e-06,1.6676933214471168e-05,3.9812742080938546e-06,1.7162961633745977e-05,6.879298560136249e-06,9.846589127393557e-07,0.0020673007978466718,0.008327320859667225,0.0008365727252288568,0.00018530668440663867
H10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025081487438972427,0.08558371720603697,0.023112460049241168,0.020965363840320217,0.0019199256735653591,0.0008836762154745825,0.0012243310550641429,0.0008024296542266107,0.00013988365250772183,4.398513089598488e-05,2.7087389089963665e-05,3.773886122049319e-05,2.781239664351176e-06,4.7570319479106615e-06,7.055277134071503e-06,7.860386008751163e-08,8.264250950240637e-07,9.269457179605922e-08,1.7614560099410426e-06,1.2859203324389057e-07,8.372462945160919e-09,0.00010551868697805666,0.00017769766764674788,1.4316030355843168e-05,1.3128306937115752e-05
H11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08276396657162732,0.012064133090414653,0.028098347478172303,0.005783242767195773,0.0005739628671618258,0.014940865380010715,0.004395744759570164,0.0012327202144972738,0.000600047799501402,7.013690146595586e-05,5.244496718770364e-05,4.347141421501277e-06,4.071792041782096e-05,6.551362583540055e-06,4.303491490498246e-06,6.866477955558281e-06,4.545999982674687e-06,6.711901641143214e-06,1.7772610159116908e-06,1.1605761573996176e-07,0.005075867478910201,0.027245248810600198,0.0020040429723049424,0.000119068102082176
C12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.067348326753223,4.689705295739144,0.0038255416485370175,0.001391524949274539,0.022240640042606286,0.05063910647795855,0.0032893173153080713,0.00039619829559578434,0.0021477914467640247,0.004114895364744742,3.6105129250119106e-05,0.00015823323894939567,2.1605254042711408e-05,1.02934396681853e-05,4.461945673134293e-05,1.3502676271814895e-05,2.995040998801657e-05,1.799430199000973e-05,2.75146095474188e-06,0.0003011709251379835,0.000630207851846476,0.0001383327858867356,4.0256323476040023e-05
O13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56770277128671,0.01870894163267227,0.005334661791852744,0.20421246881080918,0.4638031560331718,0.020278342684886333,0.00308849417369339,0.011593279041822183,0.027900411641227585,0.00012773248521324998,0.0007145911768089916,0.00010963926573948068,5.7315893711495924e-05,0.0001943029040289701,4.6407744579660126e-05,0.00018008006141777277,0.00015785135611778855,1.3855557654318673e-05,0.0009775137135633327,0.00012534080867215164,0.0005934295621716629,0.0003018866802010356
O14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001813591039038831,0.0004796384226330372,0.0082007963990188,0.01041545778524433,0.0011640391884901041,0.00016452328176108644,0.001596463735342106,0.0033499926198263807,1.6068473172703435e-05,8.285387744886435e-05,5.081248516503045e-06,6.241275427920634e-06,3.0104161135413587e-05,8.379663263329007e-06,2.0195409402234965e-05,1.1650181018785233e-05,1.6555752043734273e-06,0.00022650669795082345,0.00047255919933213153,0.000105291878227394,6.586231505356643e-05
C15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.600082896290174,3.729231935097974,0.12838176973390414,0.3077063814715979,0.023177081925419785,0.03140255048813534,0.002007898299766886,0.003960202264815749,0.0023290462779349264,0.0009339632479781201,0.0002761858860380606,0.0005144266081014426,0.00010874980291383785,0.0004529920999896131,0.00041301963170781164,6.75324185572812e-06,0.04997854971383128,0.009876021332845486,0.008085507757521315,0.0010128330225657178
O16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53818964272791,0.01886186834306891,0.081844640647168,0.028246126336087696,0.009806367866646987,0.0009351623236359963,0.0012685709631037323,0.0013166540478942376,0.0008233843375193839,5.505708316855262e-05,0.00037363481793907527,7.248955290915793e-05,0.0002954880032521173,0.0001588524334089625,3.000994497126541e-06,0.039074420382920874,0.007602892922117098,0.004129115945293561,0.0007302093636535334
N17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3754584567031225,2.953603104479906,0.10217524174054493,0.18304364640103699,0.01878694926867286,0.02042861944619201,0.013800922866573848,0.007210292468685431,0.00113628290462231,0.0025474312479391303,0.0004476978688745803,0.0026196057698239655,0.0019270153001322843,6.216106034617752e-05,0.20269843530325948,0.0240742233913393,0.031077421557578686,0.005330472237608519
H18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09057361950740617,0.01430524879599493,0.016567286893712785,0.011580273642613603,0.00048615055477374547,0.0005256191811149336,0.00019694178103457638,6.683948784247384e-05,0.00014324383472441582,2.9957149217274548e-05,0.00023155656345463793,0.00035281069012937927,2.012526056338615e-05,0.005066970089151801,0.000322411147131052,0.001405522569125961,0.0005090430647110011
C19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8522606410185953,2.742026217016348,0.08449073036179744,0.07526310665520053,0.1618242210027184,0.012358486958502946,0.027736211524605814,0.011169592375957715,0.003213963337197534,0.014785022928003405,0.010348220692853127,0.0003329739626941608,2.6880277572039257,0.25787181938490683,0.21972922495288047,0.0526692869847325
H20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07280970881224658,0.023570364805329147,0.0013253861929203303,0.018570135798531173,0.0009284579056021425,0.0020650681206773047,0.004765955314292691,0.0017766869133695185,0.01368127407197528,0.00727711650469387,8.09008153863644e-05,0.11819353084564321,0.029316014285519,0.014237528453631909,0.0011542724759292522
C21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7802367767347695,1.6554017644798322,2.702685875093356,0.08483058423353296,0.08934852788585146,0.1568422704210894,0.0384576539325602,0.027034931380526234,0.015234646479205582,0.002769705509314102,0.20521845901267471,0.04201428536992693,0.028941821922730857,0.001697485890819972
H22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02788574499124974,0.0944466410685505,0.002740374516388755,0.007162208640995482,0.025344883700287646,0.0037901863423831506,0.003083708367988658,0.0004161546207137601,0.00019109316716070524,0.004176531116282911,0.0004572838342915553,0.0016731971903731768,2.6266357566750997e-05
H23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08604337039188348,0.03362417755545333,0.0022045373051051698,0.010253332989736519,0.0015963482881321545,0.013256206727912723,0.009466842821525212,0.0002998923859385272,0.0237169282561549,0.0027399298724354315,0.009663721657118152,8.066815037888198e-05
C24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.643969211358977,2.0245102293889485,2.781558375607294,0.3000628101404971,0.21003800480892787,0.0074852401965119775,0.04525789716605888,0.02753189440497822,0.00781533374490953,0.0031456058169424678,0.00039808749663461374
H25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02701912597486933,0.11339392623434086,0.022842488970168273,0.023835127638923037,0.0003707845960054801,0.000661697572925446,0.001849263209799945,0.0003129357703108848,0.00026927900523998627,7.052134775697994e-05
H26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11434279924542068,0.024549217131741297,0.022625982919577514,0.000659733809473817,0.0002413615306833261,0.00445638417359695,0.0013811840237207829,0.00042541178449251316,4.020044156582969e-05
C27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.929799772788779,3.616457348672693,0.1293141751366036,0.1496741041370221,0.0014823492002341565,0.0006791838047880833,0.0029920435562001413,0.0002665501747993737
O28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564323273559961,0.0311409956945361,0.03540344583926547,0.0005356656979760843,0.00018617403157504542,0.0014583009891829951,0.00020484156959155175
N29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6460294907750672,1.8447600050201394,0.0027019864487584644,0.0013868964103294634,0.026584200376831332,0.0016936494118023893
H30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038968696442368556,0.009564871282212062,0.0033033409002544145,0.10086208076194236,0.0019717983929414817
H31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.633792372252479e-05,1.5760286579569183e-05,0.0006553286318491391,9.73675825695075e-05
C32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.161523859339413,3.3245732581825784,0.15997987522926727
O33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4963733333845411,0.0764643825017205
O34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7585066927610584
H35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
