 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,O11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,N14,H15,H15,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,C16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,H20,H20,H21,H21,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,C22,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O23,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,O24,H25,H25
1N1S,N1,0.0,0.023283370707610107,0.0009191807508235339,2.3526600998247105e-05,0.0011839791978451863,2.6892333971684224e-05,0.0016979736421294245,0.00027943757745663156,0.0026883052397312923,1.161374493574563e-06,4.6598840383604845e-08,0.00012943119849367912,8.737388734567086e-06,2.0823637734979084e-05,0.007698813441804786,0.0012141912535046373,0.007606914354166827,0.0013642706729727339,0.001107326613807108,0.0019964853150440387,1.2362644682406554e-05,0.006419634150173881,0.002799370214634944,0.0006285319271261969,1.7282293087728107e-05,0.0005776363298009013,0.00038524420123353664,0.0002714627794280222,7.01763206449324e-05,5.298355428046131e-05,3.8397729719891194e-05,0.0007017796991216907,0.0003084244126601021,3.5202712855841867e-06,1.9915153945615494e-05,9.625077844255259e-05,2.669638368946181e-05,0.00020092905014279516,2.961572903714682e-05,8.586295697776691e-06,2.1594866219887265e-05,0.00020301328391281181,3.6879390452604355e-07,8.859999186344725e-06,1.1774710703488234e-05,6.582121516066075e-06,6.282577058105976e-05,5.499898593219754e-06,0.00012339070605515978,5.0190705950692305e-05,5.498106810275516e-06,5.053871674487453e-07,9.799440942898086e-06,2.6952032584182106e-05,3.199512317531017e-06,9.026123841016087e-05,2.289166061819614e-06,1.3911373809349925e-05,1.637399015086416e-05,1.4571038520205803e-07,1.0296558332623107e-06,1.5497112910711763e-06,4.428643852666392e-06,1.4949990745360964e-08,5.275790532999203e-06,7.097670989830718e-08,1.1222860071824492e-07,5.519514267859904e-07,3.867569396520665e-06,1.578344828079281e-05,8.238922877268351e-09,2.309974874936671e-06,1.960557919122863e-06,1.1082632622727573e-06,1.4930360705545098e-06,1.382155141727015e-08,6.982698870505732e-08,6.799692753300945e-11,1.8249124495578473e-06,4.87525048276094e-07,1.90552242748665e-07,7.504463157559371e-07,1.5588015795708898e-05,3.146933845954436e-06,3.144220064088543e-06,2.759337560664932e-07,6.109482244776032e-06,2.09670947270979e-08,4.2683036882706915e-07,2.8639850288558755e-07,4.1834067417145793e-07,4.0870778220125636e-08,5.4738173438373394e-08,2.4862735853448115e-06,1.8859464573361961e-07,7.904818750015252e-06,3.6810628509797994e-06,4.502915269100072e-06,1.2268870451803693e-05,3.2245949385778516e-05,5.844539645027957e-06,4.1753277123968147e-05,0.00018232168807341687,3.1023857404166577e-06,2.0901494495184636e-06,5.99787683852604e-07,1.671942888648026e-05,1.2514561390397638e-05,4.5837552332672615e-06,9.533264949679321e-06,1.1798806038187948e-05,2.689153870472083e-06,0.00016348209969585525,9.48760522145875e-07,1.5113915923237187e-06,1.6484148284146016e-05,1.1991238430875129e-05,3.670851230208605e-07,1.090565919376063e-07,1.5949745872656518e-07,1.0944811890123418e-08,8.217775407659555e-07,2.9131796527859244e-07,4.907253644992338e-06,1.5347538137922e-05,1.5493635618923918e-07,4.824325982033528e-06,2.266036233100621e-06,2.9410671913421282e-06,1.375493652311377e-08,6.009401509743384e-08,1.0016418167113628e-08,1.6382253151259185e-08,1.5696998133252205e-07,2.5501962983009996e-07,1.2049775871547652e-08,1.316674628437653e-06,1.2687497593644181e-06,2.279653849024399e-08,4.13308729019235e-07,1.239903841820933e-07,1.753406206894681e-07,8.293890054744679e-07,6.386326156793132e-07,5.657499204669847e-07,6.784456560993135e-07,2.15944977344229e-06,3.558427555394594e-08,1.2969933543827139e-08,2.4381477919943606e-07,2.7057098991867257e-07,6.692844017885946e-08,4.156591137949306e-07,1.604729333859467e-07,1.1709649916369358e-10,4.661663344229794e-08,4.645485107701575e-09,1.645758089807714e-07,8.256439265608151e-08,6.250678707964141e-08,1.570993957145106e-08,1.2518982428488812e-07,1.3437361001678028e-08,6.079933778657676e-11,1.2847112818015205e-09,5.6668947034932415e-09,1.6106588285325074e-11,5.304057748567459e-10,2.0519375087957314e-09,2.1837326169560356e-08,8.085274671998377e-10,1.1413233247381527e-08,3.9739700419261226e-10,1.621507683680079e-08,1.6370180297431425e-07,3.243505841687977e-08,1.5166660882748317e-07,5.487501764100955e-08,1.476431199520789e-09,5.859124754259426e-07,4.0039766679988986e-07,5.707418848643897e-08,2.715346009152242e-07,5.4240500979574335e-12,3.318604691049387e-08,8.440194376735377e-09,8.005238194552788e-09,8.210678137388072e-08,1.978670310931463e-09,6.912833194760992e-09,6.694029641707289e-08,3.738042342327219e-08,6.024951870742257e-09,2.9080338137532635e-10,8.543012741668576e-09,7.014569813890148e-09,1.9368445292045067e-08,3.6474487874471606e-09,5.292617732965965e-11,1.0781098236378739e-12,7.54167561733965e-12,2.740209184559639e-09,1.1408506708776578e-08,3.62866412473295e-08,2.522070197130688e-08,6.135629782022534e-10,1.4491031685714972e-07,3.675605819708494e-09,1.4880950915951985e-08,8.937965700894779e-09,9.860842586917329e-09,8.598305678564344e-10,5.923506407601309e-10,7.035007659750292e-09,1.5590584379054917e-12,1.3968440570888419e-09,7.648681688010583e-09,3.767986644920285e-08
2N1S,N1,0.0,0.0,0.019985157525920894,6.112636294908214e-07,0.02074456203623054,0.2618331100419007,0.03252712629030885,0.0011761632350677509,0.04109817905982238,3.2404421926202076e-05,2.7909859039221274e-05,0.004579898236457769,0.0005071741015194586,8.610064186309607e-05,0.09876503293015748,0.15024523676883694,0.09980625052777015,0.1557556887260243,0.003163816270369768,0.004909325545155774,6.147386999444393e-08,0.0664483080761391,0.026385749950244453,0.03984305798723753,0.0014626108583088993,0.1583759537691396,0.08752494533896904,0.014580261192575161,0.003597138094366459,0.0028011813222779125,0.0018582770017967487,0.03295799489693185,0.009126853771407983,2.3017554613424807e-06,0.0001788706430998488,0.0010495918552595462,0.0004820967440011259,0.007794871966543937,0.0017980605061240773,3.450668124571621e-07,0.0004410710622817504,0.0002595580938558051,0.001116159454663812,0.0001211340187377008,4.705864910858892e-06,0.00011753264613467707,0.0008067435679637303,0.0001349783143007599,0.003167324751431888,4.52798242900343e-07,5.4452825738238175e-05,0.00019026937922816956,6.991670128142502e-05,0.0006891948242939705,5.3513114325998146e-05,0.003189521280037688,7.065737642975023e-05,0.0006205133771532978,0.00010305064738824754,0.00013904777948203773,6.215452626845419e-05,4.284224690120908e-05,0.00020337267103176515,4.150273336112065e-06,0.0004956356358243319,4.876618274751721e-06,4.979385359593635e-07,6.902763177940585e-06,7.313315402690534e-05,0.0005716850266916929,4.4352696670912906e-07,4.584729690382261e-05,4.178465631854422e-05,0.0001256506941369473,3.2844465100101417e-05,2.7705435301506043e-07,2.155072742482389e-06,3.116240598899367e-11,0.00012362566439905187,1.5697167826456138e-05,4.032383436047837e-07,3.0931392940303226e-05,0.0004860219351314754,0.00011676789867287596,0.00012618253220120224,7.682849654244706e-06,0.0002846597714092347,3.0996945206140936e-06,1.399842739946422e-06,2.1397167585091026e-05,1.2853630992459841e-05,7.615879895617184e-07,1.766106610490148e-05,0.00015181476944126082,4.107362379635049e-05,4.259946861040476e-06,6.661489408665844e-05,0.00043688813226516743,0.0006266272963832975,6.020418003416239e-05,9.077281373270907e-05,0.00014010124387242584,0.0010586531425533785,7.768476539826707e-07,4.201533410075342e-08,2.5103366201539856e-05,0.00014183320102501007,1.8257799325738233e-05,2.8285099943348158e-05,9.898161359256363e-05,0.0003718952826368138,0.000310783399958936,0.00471909746406185,0.0002273287153804482,0.0003290448978301441,0.0007738880313215013,0.004534757586440286,8.499185112142982e-06,5.883498230829787e-07,1.260394721769309e-05,9.045890668346601e-05,2.1246541822117493e-05,4.4683758770869275e-06,1.8629744425791017e-05,0.00043265544967452385,1.189586209093818e-05,0.00021952297242089358,4.759165234968776e-05,0.00025118403307677895,1.2446298520707444e-06,0.0001937195411505499,2.627486484652053e-05,1.0394953954051545e-05,3.6345241656299265e-06,7.605137783528448e-06,2.744683228028677e-05,4.603494233457184e-05,0.00015538345023502487,4.65444056629849e-06,1.7291034394961713e-05,1.63982838126131e-05,1.2254146168899638e-05,7.864249419320402e-05,1.4753523611688024e-06,1.7198428934328547e-06,4.124877969857721e-06,4.3585286344516305e-06,6.976203384523316e-06,1.680795759462228e-06,5.674596046612024e-06,4.482831204932758e-05,2.817564179524723e-06,1.2144667272284693e-05,5.216740164293299e-07,1.2649741143455628e-07,1.7466827051393352e-06,6.343381064866094e-08,1.496831508429608e-05,8.779562189253909e-06,1.750004818834583e-06,5.3106828268312256e-08,7.505966770349204e-06,4.341286670594968e-06,1.996724785513493e-08,1.3911560459156647e-07,2.7660771029225373e-07,1.0398241601095037e-07,3.339287213410813e-07,1.2000736315798122e-07,9.034781172090334e-07,2.7138505798163237e-07,9.142200174672155e-07,1.0196866706557728e-06,4.373573503357875e-08,3.186951456068954e-07,3.006955064055461e-06,7.475059129014028e-06,3.0708178546667853e-06,4.489539695562428e-07,1.5318927483853884e-05,7.779682309472236e-06,5.192863101299849e-06,2.243918329369876e-06,5.945736569756832e-09,2.1406133379198167e-06,1.9745188395425828e-07,1.0375924606176312e-06,4.872928143440092e-06,9.135125988990467e-10,9.560949854048317e-08,9.623548682391458e-07,1.594753681555261e-06,6.920356732109667e-09,6.934624519061572e-08,4.227259609024259e-08,5.878710660489617e-07,1.5893018501245137e-07,4.478442015010131e-07,1.6616041875749943e-11,9.41865074821635e-09,8.957590025282514e-08,3.2534855076704616e-07,3.773781775961993e-08,1.2393301593860429e-06,9.641056881726229e-07,3.9186554445791444e-08,4.591814189769394e-06,2.9488124830834295e-08,1.710122892184529e-07,2.3031768936476738e-08,3.9382355554451465e-07,2.234204199424994e-08,1.0833600416759737e-07,1.054641254549793e-06,1.1734911042893259e-08,1.3253464192786168e-07,4.363888379543823e-07,1.238852604501517e-06
3N1P+1,N1,0.0,0.0,0.0,3.4748450829624744e-05,0.030818356636204136,0.020255613508484593,0.21778396187605242,8.076380599852939e-07,0.037325299814641166,0.03389220101258594,0.007069619357899626,0.0016976940069990398,0.0006638960061848831,0.0026838902214942895,0.29565811197798686,0.18197867029776038,0.020505784259688742,0.01881169016869988,0.00011226499449334959,0.00012382052893222806,0.0008031407560920023,0.0015529843419526124,0.0002230855325064951,0.00019128233341447753,0.027816870550851025,0.00012878141394212506,0.001880940203680126,0.00028762386204839174,0.03358634693651563,0.01740072792902514,0.00486225315981903,0.0001351216070959449,0.010704195079787482,0.0020139655027451298,4.7457056646216245e-05,0.0013299686608547745,0.0005659535797075677,0.0022383815033664156,0.0005642945138677469,0.0002860325738236469,8.578480459320303e-08,0.00040415810459215606,0.000690668193242594,2.2283392163480187e-05,4.3972478265486004e-05,0.00035712807544707736,0.0009767716483679578,5.278148161402818e-05,0.0005142489910632264,0.0014031260143667623,0.0014343460385690676,8.63363546832474e-06,1.619925957641044e-05,0.00019776639653734662,7.992667340328552e-05,0.0008383694529112695,2.9422818567326203e-05,0.0004102108357595391,0.00015903129953542816,1.3730248847210191e-05,6.631028562242847e-06,5.343231221277556e-05,3.246068690510029e-05,8.075361934700709e-07,0.00010638219952996408,0.00010430143863571217,8.213595033002008e-07,1.7559020736968023e-05,5.576847490473824e-07,0.0002703639812642322,4.370724974833706e-06,2.560897012227059e-06,1.7216196832148256e-05,4.8069236500136725e-05,9.860556497098827e-06,1.0797862177724937e-06,7.435058038796072e-06,5.998385489203173e-06,4.233660797758887e-05,1.306051467331315e-05,1.065638833175342e-06,2.6565355481622532e-05,6.032727816362993e-05,0.0002405244679559715,2.5659501300623333e-05,3.338969014166082e-06,2.3364232485612035e-05,4.613284873977719e-05,2.815451836113425e-07,5.2688398310962725e-08,5.8923871868454825e-06,2.2752993293906343e-06,2.2776935175716773e-06,2.5476053286288547e-05,0.00011614300980999914,0.0032427811844759624,1.9470172861968393e-05,0.00011087603577575322,0.006476203165419303,0.0004467587391787653,1.5539524210961275e-05,0.0025222457583584657,7.132554726840823e-06,0.00010238325045097696,4.6572153650670245e-05,0.00010504910113517951,8.004479727241609e-05,0.0007994653569001198,4.457041715255627e-06,0.00013192543168294435,0.0007004112252135819,8.982065273777096e-07,0.0002911962358194131,9.692287781604136e-05,0.00018626244811947856,0.00012872026825272442,9.63189150660071e-08,1.987478363241202e-05,6.319482519501207e-06,3.35166317730895e-05,3.2361667343661082e-06,0.0004241283895218828,1.3026908828983608e-05,0.0005084410892641777,2.0224265569357414e-05,0.0001663091951087381,0.0002928881256027971,3.228639079067008e-05,6.097977722774317e-08,7.671547557208669e-06,0.0003051093071677613,0.0001562042840950184,1.6717153235035198e-06,4.402318808183203e-05,0.0007277220196657552,0.00022387168550852543,6.352918859464651e-05,3.5282155108617985e-07,3.874217489041598e-06,0.00015246594423423687,6.37425766032429e-05,6.62976741194754e-06,0.0002763529777727314,2.0421802866099625e-05,2.3102305654276734e-05,2.7241933338473245e-05,2.0427219276974995e-05,3.556142406191398e-05,1.4637684876639412e-05,9.533653984039603e-07,2.921102722419633e-05,3.244789327161435e-05,5.4788562575680544e-08,1.4250674949423114e-05,2.7042645345254357e-07,1.0508633197403583e-05,3.2436492638510117e-06,2.4341724794485486e-05,3.3954855749307455e-06,4.6186929392177944e-08,2.691241869356986e-07,6.019137440027578e-06,4.287463082341958e-07,1.155059407009773e-06,3.423364832055853e-06,9.700425058767337e-06,1.3760520374273e-05,2.0994247136085775e-05,4.8492957844814555e-06,3.6161378158539037e-07,7.317146937246832e-07,2.285890437825344e-06,1.470437536355007e-05,1.0813870987114171e-05,2.0600918304580773e-08,2.8328144749956152e-06,6.366121365175559e-06,6.580540476974761e-07,4.643563921380434e-06,3.9510919331853245e-06,5.403752592059163e-07,2.1797678710910873e-06,3.4623075451101215e-06,4.230456587261955e-07,8.250338718873707e-07,5.827064822438999e-06,8.777204563159557e-08,3.410811280302184e-06,9.483436258506117e-09,1.5007735232330788e-07,3.955395766030989e-06,1.560092265595614e-06,1.802259620209412e-06,1.812326289041266e-08,2.034404473327811e-06,8.570001774899083e-07,2.5644661052481865e-06,7.270661321889804e-07,8.122204464555693e-09,1.0571579300844292e-07,1.989871800667231e-07,4.3764569301885103e-08,2.3735827525683817e-08,5.201575414837123e-07,2.4266202380829327e-09,2.8891806573838608e-06,9.590248000179713e-07,1.1795576115858353e-07,4.132812869706015e-07,4.1363394664983844e-07,1.2446235775342984e-07,7.703233251277197e-08,3.6271780246011076e-07,3.192749691294239e-07,1.3279184534198407e-06,1.7015147069088243e-09,6.838868409353438e-07,2.9688169655983643e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.0017812451615846214,0.0006748018305979819,0.00012091106207456903,0.28779163607668146,0.0018383448366487976,0.0005687550471409342,0.0012738497557820416,0.003158234939395266,0.000559023556006677,0.05721603610927839,0.016872417615154678,0.01705137112217958,0.2508661760818782,0.15453186629841698,0.010312302814821539,0.06626808371829984,0.0009418746887104312,0.21296073836256468,0.12222634411748468,0.02920540330255239,5.714148488689119e-05,0.06307810423972304,0.0625897479324875,0.00694318480477496,7.675756931657673e-05,0.0012117163807143783,0.0003309631399237567,0.03048100190132197,0.0036340468371518497,4.6370796205508213e-05,0.00021572036314476684,0.003915616483976425,0.002294411690931586,0.007590675132595148,3.4528872710826164e-05,0.00010952847692902168,6.8875630474529714e-06,0.0026312394125818095,5.3781939061359196e-05,0.00035010530781787175,0.0008000280644187008,0.0008144794638675901,0.009585757584602783,0.00039123079161051955,0.005030403439516107,0.0007653457837855093,4.331771496879355e-05,2.8907612703577e-07,8.896688995951862e-05,0.0018928988137640879,0.00024177860256680006,0.005008653135546215,6.369378961723626e-05,0.0007173145970678085,0.0006388540799213693,5.610518482601634e-05,6.748551541724268e-05,0.00035882331959125047,0.00047127615013531354,2.8525490860520364e-06,0.0001249019173084065,3.289958972363394e-05,1.0406959911613e-06,3.91383498388187e-05,0.0002697230060131339,0.0006616239942327518,5.7947763325572055e-06,1.840047216639107e-05,0.00016128360355560645,4.1096685257979715e-05,4.114842093105864e-05,4.403211393055884e-06,1.5662521134274243e-05,9.403476330938076e-07,0.00027525563256158847,9.105782663465511e-05,1.2062854048977556e-08,2.155760815192309e-06,0.0005474117421693236,7.840941972059312e-05,0.00014381327915380382,3.704714136709697e-05,0.00021729849641083376,8.34824118687294e-05,2.8124110595939555e-08,4.303394476989908e-06,6.170616888079294e-05,6.303014887132363e-06,1.4222813926600963e-07,0.0002925840829277604,6.143111548562175e-05,9.77069892069693e-05,0.0001344891881380761,2.561085605945479e-05,0.0007694469919323765,3.0135338300318892e-06,5.329596470815545e-07,0.000816428548645387,0.000910442606919748,0.0003416997596970006,0.0012510691355729353,4.2397446340380895e-06,8.116117016965241e-05,0.0064025448617168745,3.276373956451195e-05,0.0006111143570550759,0.0012366653570614616,0.003269231427236896,0.0018482427413446523,0.0001562604486768926,0.0003780248516056517,0.0007248142623579312,6.734634773808423e-05,8.559346036163262e-06,9.812258072061653e-06,9.012189596169229e-05,0.0001740543952013507,2.730275522422332e-05,6.895047502109009e-05,0.001851689827603309,0.0008826131639843027,0.0006395051613803382,0.001106198131162639,0.0004476458840594333,0.0001019212339214981,3.3062701891850566e-05,2.8444969298657696e-05,0.00012722056648883928,2.988521660585164e-06,0.0002215698128860133,0.0002443056033814006,3.381144332315067e-05,0.00011244430452928,7.632552382563773e-06,5.178387911364268e-06,8.718036826493858e-05,5.589516653214943e-05,3.002875157198659e-05,0.0005881093492776657,6.319802773102623e-06,1.3921839814301507e-07,7.056216737577614e-06,5.59653289990969e-05,4.6706243201910524e-06,8.346268847159166e-07,5.158000405236507e-05,1.8595532594423148e-05,2.6688794635187918e-05,1.17792940912409e-06,8.43188825117025e-06,2.5202934117452003e-07,6.116673882061718e-06,1.992266751571492e-08,7.572893038876316e-06,8.460013548372558e-06,4.2455553739273455e-07,3.675919559853469e-07,1.3189309950867312e-06,2.914325999636702e-06,3.029093285755735e-06,2.5080358421192273e-06,7.282864769697639e-06,4.389390980130692e-05,1.814221351970069e-05,6.7841400026580345e-06,5.330448503482188e-06,6.365611983305541e-06,6.81312783967769e-11,3.25317216374188e-05,2.204227843805029e-05,5.492274461893487e-07,1.9713675349919413e-05,9.071131530813403e-06,3.398633401552331e-05,3.374370249886738e-06,2.104840227890037e-06,8.545180822050469e-06,3.815003922902349e-05,5.216094596161014e-05,6.992220440427133e-07,1.0784796317331313e-05,3.121990084209436e-05,1.508870842936716e-06,1.228348026738324e-05,3.436625495290002e-08,9.862910803626335e-07,1.704630771959259e-05,2.348217598813207e-05,1.9434082746183634e-05,1.3715075697362522e-07,7.76487588849406e-06,1.562892676210126e-05,8.48796967778398e-06,5.296440841462413e-08,1.3041552326953365e-06,3.120959406466284e-07,1.9644818327613223e-07,1.1937529715844164e-06,9.397820988077399e-08,2.5394871183692658e-06,4.616502611298756e-07,2.219736095554481e-05,9.969536813869695e-07,1.7029101062604468e-07,1.6393901418609858e-06,3.684520273328218e-06,1.8399562060622543e-06,3.4336043741589606e-07,5.451711014625715e-06,4.5857588260034277e-07,2.8112157561821505e-06,1.961454501042681e-06,3.489747912865937e-06,2.4752088436663655e-06
5N1P0,N1,0.0,0.0,0.0,0.0,0.0,0.02564008746915425,0.03326428628337519,0.0013191249049544496,0.2212764240157652,0.02380108980008644,0.0025249654134362753,0.007696654365744182,0.0001734743784094217,0.0020475530903734107,0.07804242949927565,0.058619071109424326,0.1997448689399106,0.06890144421620992,0.005494473272003919,0.030636132695382123,2.6784741653962385e-05,0.11598188121171482,0.033738030509958605,0.007805021850197047,0.0008683194874521405,0.04759392475425006,0.0015409655480387308,0.0010624884869567808,0.0006044994307305984,0.004531825899583897,0.04567037392081241,8.575117462061854e-05,0.00013977535941966934,0.00011506936286398428,3.3479983145845438e-06,0.001221345929495854,0.00017504499294096476,1.694891364012463e-05,0.0014708989409513151,0.0003135504385003429,5.889776999445928e-07,0.0004473044266792847,9.235636183513307e-05,4.3136911598296024e-08,8.451721322799699e-09,5.121907532634751e-05,0.001288923316000945,2.8910164306950037e-07,4.8288169019361504e-05,0.004009480994988213,2.1173276483210657e-06,5.958817049567244e-06,1.1012982703562102e-05,6.670308387812796e-05,1.4931987605049102e-05,0.0003220667561500967,1.665296155639595e-06,0.00016868084778920434,4.693258029808689e-05,7.174132367815389e-05,0.0001527070338775971,1.1281891532100019e-07,6.390142482715078e-06,2.0882008573419597e-06,3.506033109057505e-05,7.00303377751954e-05,2.120420119489097e-07,8.073950126696872e-06,9.24743894792357e-07,0.0002057706717968344,1.923064827380472e-06,1.7930332614213285e-06,3.0682123508540826e-12,5.089988207718221e-05,6.797628640420328e-06,8.643142268560666e-07,3.23912507926849e-08,6.183706635631836e-07,9.245057011941782e-06,6.503253260348174e-07,2.967110621643343e-07,7.482126768820763e-06,4.58416987703103e-06,1.405726061110002e-05,5.21861588786976e-06,3.59862687560053e-06,1.9757766551720124e-06,1.85823496292592e-05,2.318500054165895e-07,7.650652206869779e-06,3.656789537842542e-09,2.381402601780991e-06,4.0740867124355873e-07,1.5154435195618987e-07,0.000456998451466184,0.01160010916226728,0.0034333385217304446,6.695784570842633e-05,0.01944733172776658,0.0010139515706262259,6.605322642183609e-06,0.0125516713444207,0.0018580715081522037,0.0009552624495796636,0.0003875407703737288,0.0008415035077065092,0.0028905021661711494,0.0034045367642756563,0.00015985476273194799,0.0028817905110747333,0.0007979975415546292,0.000790290913795566,0.011486594838004294,0.0010217934331691048,6.246448421842743e-05,3.039072293375966e-06,0.0011024774579730945,0.00016839010962899081,0.00031851063088694787,0.00013250897231409375,8.934611182431773e-05,0.001982019867833751,4.9017356700487014e-05,0.0018888789556372743,0.0005639609541070456,0.00047379995459317925,0.0012675340497585452,0.00023952265321991462,3.5580756430064753e-06,3.6200151498633204e-06,0.0007586908737451381,5.199555186519156e-05,6.381445031222732e-05,0.0006714582686304649,0.0026501634517535066,0.0005075874533810865,0.0008258118416923921,2.0361605928886917e-05,2.3986981455337286e-05,0.0008009508435389279,0.0001267583369379821,2.1676230943512564e-07,0.0013366748165766218,3.105849418982842e-05,2.699039520770441e-07,0.00025668495695008176,2.0441559467343495e-06,4.864648414493189e-05,1.8950722186605873e-05,0.00010387799017808064,1.7673984324950709e-06,0.00023664834017456116,5.153409742675308e-05,1.9682121193298485e-05,2.0636988353750496e-06,7.873461480745192e-05,4.53122980248466e-06,0.00018567412705516873,4.385952198759924e-05,1.6353788215184295e-05,1.5708246436929585e-07,7.905434954924573e-05,1.6342152009407585e-06,1.0930107035678205e-05,1.0943378783601077e-05,1.4984665223094495e-05,4.078745957247776e-05,7.19977539935801e-05,7.98258660150708e-06,4.488045449502209e-06,3.4259153522953056e-06,3.4953886940414236e-07,5.124125043343142e-05,3.2744057496980616e-05,1.5376819706425238e-07,2.6458736157586316e-06,5.794203346010107e-06,7.94592013964035e-06,1.4898423525977478e-05,2.1703774824466393e-05,2.1846767244593224e-05,2.307404456747264e-05,4.307285195181976e-09,1.5507431412320472e-06,1.1310083660731607e-05,5.319518859847605e-06,1.570113277171714e-07,5.405654961654349e-05,1.2786038894319063e-10,9.010109991436366e-09,6.909488630135741e-07,5.727936421617841e-06,8.815244672000233e-07,4.427169741916259e-11,6.421981622040107e-07,1.1603431362416927e-06,2.1997886268110278e-07,1.3942144663214862e-06,2.489689718832011e-07,5.484299436808726e-08,7.743362988588132e-07,2.790210288594608e-06,2.9391124645172795e-07,8.241159422439637e-06,1.1076464550008325e-06,5.1606703848072755e-06,3.4998527742580166e-06,2.4854217288705627e-06,3.258494762903297e-08,1.8769131138185458e-07,1.0988162504332877e-06,5.991197205013066e-08,4.145251393250504e-07,8.385790750686795e-08,3.2251560484475306e-06,6.164091181926068e-07,2.5080477215055907e-06,4.0446624267609366e-06
