 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,O10,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,N11,H12,H12,H13,H13,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,C14,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,O15,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,N16,H17,H17,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,C18,H19,H19,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,C20,H21,H21,H22,H22,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,C23,H24,H24,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,C25,H26,H26,H27,H27,H28,H28,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,C29,H30,H30,H31,H31,H32,H32,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,C33,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O34,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,O35,H36,H36
1N1S,N1,0.0,0.02353960317203807,1.3247165435714692e-06,0.0021918779813574485,5.746288766150798e-06,5.5559064623400545e-05,0.00011498599660675346,0.004245812679490868,1.1460223880987996e-08,4.53348448178903e-06,4.331403032742376e-06,6.165375010525054e-07,0.00017492289487905377,1.2041907831994436e-06,0.007921721433679307,0.0013741031971687967,0.007792435924331542,0.0013480740193739793,0.0011777202344437354,0.0021153748411717466,0.006556268982877089,0.0026666958657146633,4.363747367586157e-05,0.0006264425089281822,0.0004739815734036146,0.0003681127924604066,2.571371271464784e-08,0.00011161070710674625,0.000710988371541571,2.449376451857388e-06,0.00014382183168656915,2.727199699492644e-05,0.00014434254611295216,2.8873917834792984e-05,5.604440072679018e-05,0.0002474016237805632,0.0001960772212021844,8.303925210784158e-06,0.00010577999945082794,4.685332843923362e-07,0.00033355644368482373,1.1382790950698052e-05,2.2025081489740472e-05,9.222742622400082e-05,1.2586267156097786e-05,3.8821839662250834e-05,1.6014371394534876e-06,7.242691544437352e-06,0.00012362250787179008,9.273503149320739e-05,1.9579616772791297e-05,8.888361773262687e-07,1.513227754471047e-05,5.214805338638051e-05,0.00013447546814626676,2.6542601085921547e-06,1.3447393603094326e-06,1.5978176102993125e-05,4.212719613150284e-07,2.3577283378983793e-06,1.5231443935559419e-05,1.0789206456029987e-07,2.752471417455382e-09,1.0581978420298732e-05,2.792248411931375e-07,7.441605673896845e-07,1.1220647021248364e-07,1.604713821823367e-07,5.244820684424667e-07,9.404119212241824e-07,2.6762179261563546e-06,1.9083298794519976e-06,4.336815639938152e-08,2.1847181799206083e-06,7.429915349632665e-08,7.098311798348078e-07,7.032088333858155e-07,2.8439946217206913e-06,2.055100415121469e-07,3.9290299458372147e-08,1.5396172051290735e-06,7.680598190784593e-06,6.550355816647979e-06,4.444913573431464e-06,2.2097248573160755e-06,1.7300562471511682e-07,2.980123352536168e-06,9.63512756024798e-07,7.227084819483309e-07,5.1927970607379415e-06,1.5195151086000447e-07,1.9731698909508655e-06,1.9914625504213745e-14,3.2736412561296113e-07,1.2853985509320154e-06,5.744548448038955e-07,3.862139765109518e-06,4.579269455184942e-06,5.364482372205437e-07,5.0308586696523605e-06,6.067344257454366e-06,1.1734287959086487e-05,2.1331766042465006e-07,3.493314556646254e-05,3.877143112573922e-05,0.00016911319925416723,3.538552356907587e-06,4.546096384949738e-06,1.499530112569758e-05,2.5936991682740107e-06,6.21035312739493e-06,1.2521184605540636e-06,3.072425300093551e-06,6.503460702189656e-06,1.382010146988577e-06,0.00013098445949588644,5.712369236077208e-06,3.4846584906489397e-07,8.590729216217952e-06,1.273687607250551e-05,9.336072055443623e-07,1.793202947519834e-07,8.088522794325037e-07,1.248368630690777e-10,1.5891012586366493e-07,1.995204086668867e-08,1.199472656060463e-07,3.7701880526430642e-06,3.6046613427487273e-07,1.0733683694530427e-05,7.139613056317273e-08,1.4124609841736913e-06,1.0899599556246642e-07,2.376627978861734e-07,2.5915779375829118e-06,1.597796299435128e-07,8.78424580297299e-09,7.836954803164264e-08,3.3938277826939256e-08,6.159861465071526e-07,1.612614616064434e-06,7.079966413137129e-08,2.271883514648465e-10,3.879811223406193e-07,2.7359602006171713e-07,8.396306123703567e-07,2.486803785117786e-08,6.553552354127135e-07,5.69559410745768e-07,2.103687167798185e-06,8.143019281092734e-08,5.662575003340109e-08,6.7799189595874054e-09,4.264247338570115e-08,8.164003584276713e-09,5.986486933950985e-08,2.375353247430212e-09,1.2262661105433281e-06,1.1336672989248342e-09,2.7841484451229803e-08,7.857326167481915e-08,9.38752273693666e-08,9.92235738017655e-09,3.7521724172151494e-08,1.5410190901121723e-08,3.856635899524008e-08,2.2968294599579053e-08,4.371117023893589e-09,4.0088324326781333e-10,1.1180499165375224e-09,1.5801421282546357e-10,1.2186147091419741e-09,9.024051284001189e-09,3.227226486046675e-09,3.093493683437032e-09,1.054044407311494e-08,1.1911066577496854e-10,1.9980084253745645e-10,7.030662718676695e-10,9.416023516450878e-12,1.283417816466681e-12,1.3584938063360141e-08,2.2791990517134764e-11,1.3384825248152765e-08,4.8588646439640115e-09,1.2543325267344585e-09,8.55554516121515e-12,1.207620392573716e-10,7.564393555981042e-12,2.8303823174091747e-10,5.765832256088288e-12,3.915303414814275e-09,6.737763125208573e-11,4.067213232872291e-10,1.287943085515053e-10,3.9621994574190467e-10,9.639737896804945e-10,9.05704400366858e-11,2.4912605312010783e-10,3.9799052942157687e-11,4.0597591954849577e-10,7.773892640727809e-12,6.571909683117383e-12,1.7418511077949006e-11,2.788691499944207e-11,9.257608568624676e-12,2.5750357401932433e-10,1.2216272438081432e-10,1.1166023661246527e-10,2.8923308192929653e-11,3.721289942859585e-11,7.163309945212859e-10,1.1001978217350938e-09,7.763498732771268e-10,1.2326362153203263e-10,1.6430050653326589e-09,2.104357132992618e-09,1.4389505142986536e-09,1.3770247164757166e-09,1.0707410513788318e-09,2.673390842033996e-09,2.2129742482945858e-11,3.723407693279057e-11,1.864666754336497e-11,1.3199846771172474e-10,3.8421460457627177e-11,3.212985433265203e-13,4.184155244502108e-10,1.0406262518358744e-09,3.1323543758787764e-09,7.202138885276099e-10,5.1738613393581545e-11,3.6120925139826454e-09,1.3798848508272954e-08,3.83359308742115e-08,1.0402042116552934e-08,5.6068865106340127e-08,1.405815690525003e-07,9.215014062924354e-08,1.0668635697097528e-07,4.838177170007896e-08,3.565475276134933e-09,2.7877353758753998e-09,5.93392557313166e-11,6.354354820103936e-10,5.584634310551451e-09,1.1054737403259907e-08,7.676450053395456e-08,4.699731714907784e-09,1.1605973604389419e-07,5.301115746370044e-08,6.6061023318297885e-09,2.8400380491788724e-08,9.343311346832195e-08,1.446107988911649e-08,4.600595598924784e-09,5.526801516442248e-09,4.003644915595572e-09,8.5662212323534e-09,1.966094559380238e-08,2.827062195454033e-11,3.910129997564127e-10,1.938325500105975e-09,6.5173537677765125e-09,5.1090687236410304e-11,4.374444584342996e-09,1.293465490270762e-08,1.8036772075902263e-09,2.0219124152731638e-09,2.98615701610494e-10,1.9532371137165327e-09,1.7335019530939633e-10,4.490308402882448e-10,3.815181226496378e-10,7.414624469959108e-11,5.21365217664993e-09
2N1S,N1,0.0,0.0,0.00026786098503039923,0.038791612703440226,0.00025334628770323775,0.2638877013623606,5.671808420038005e-05,0.06560020444044401,0.00016450036738913099,0.0004897716558178722,2.7068111043471177e-05,5.522184770789806e-06,0.005543273682371286,0.00010258256816242373,0.10440723521038553,0.15741607875653907,0.10388942148301172,0.15791054828263462,0.0034284266354094317,0.005639873394813311,0.06840226611635813,0.02458640668017731,0.0001261094401887597,0.04122897305191309,0.15791382362698814,0.08653014838100859,0.0005281688225862169,0.0072219045071284516,0.037857067442688574,0.00023067123859177308,0.00835398592413128,0.0013451312074537203,0.004536249634688794,0.00020745388779852547,0.0002969911925427837,0.0038890030602245496,0.00705126539266443,0.0007664408623413443,0.0022228237210049073,0.00012452103427218475,0.0019327035474594467,0.00011755001674229604,0.0003591446596957759,0.0018004690028388115,0.00041423052794398174,0.0002358670733257906,7.874163217014285e-07,8.515790096152998e-05,0.0028255755631927393,0.00031984254518535593,0.0002793728599757017,5.591626590151222e-05,8.348445988071163e-05,0.0012233314590028854,0.003828847257286938,9.614203123309295e-05,1.0177115003617843e-05,0.0006558073248741358,0.000248089398713347,8.206509485475522e-05,7.132568049739163e-05,1.3671812190363397e-05,4.7490921639692374e-08,0.0002961238057941351,8.135942406672925e-06,3.0425100894015955e-05,9.091391171001106e-07,1.4967761430284554e-06,3.01664826007908e-06,9.185823913515634e-06,0.00011774545082188226,6.570495419833122e-05,7.595649295399909e-05,3.921961304875765e-05,1.3269818531114197e-05,0.00010438364381326615,4.80088484204888e-05,0.00011801117278342765,1.4498191776457503e-05,5.752647956658308e-06,5.074706119101435e-06,0.000125946454287984,0.00019925034731649305,9.001537684216743e-05,5.7993931560140766e-05,2.785966160434583e-06,1.2702147693666177e-05,2.3403775160968365e-05,7.242941918672585e-06,0.00025148362373439426,3.0552857899213137e-06,8.264420477344103e-05,4.5257820402433424e-07,2.8045847271007673e-05,2.5348814856052115e-05,1.0904597665728488e-05,0.00013693114719259825,0.00016137267924687393,3.579245287133048e-05,8.591227836252102e-06,0.0005854114903929286,0.00041677939046369517,3.339734466001332e-05,0.00013712821820188736,0.00022424384111419116,0.00114418046827236,2.6022360071209505e-06,6.674523242478081e-05,1.52604388803379e-05,2.5476552103942396e-05,2.998474490922831e-08,9.623287788640411e-06,1.9414842358234097e-05,4.65577067978451e-05,0.0002451194347363739,0.0038003081324666788,0.00016792601124038242,0.00011629793697309765,0.0006615051300187247,0.0037702804248733734,0.00010585142341668075,6.908400749394694e-05,4.513578587328482e-06,3.438061395577563e-07,3.2933842011972914e-05,6.369363527003458e-05,3.200944076020562e-06,6.653555509217313e-06,1.5479333704160325e-05,0.0004164154651742358,3.241154655775347e-07,3.753067141465394e-05,2.775288265421949e-06,0.00039501524662588494,9.81981879499827e-06,6.869109248519578e-06,2.7438349017749886e-05,1.928049938570986e-05,2.3555773585259843e-05,3.260541964045238e-05,6.515460927047911e-05,0.00011739288379075674,3.331432825159908e-06,1.1193357922323344e-05,1.9300937383004424e-05,8.446482920687615e-05,3.029417722011374e-06,1.6696648348357712e-06,1.1489360192129539e-06,2.4657751218626345e-06,5.743102882149742e-09,1.0501572673904391e-05,6.324357126885616e-08,3.903468421162515e-06,3.199743371595787e-06,1.4164390161219842e-05,6.725733983081739e-07,3.205639077696887e-05,1.3810611965148212e-07,1.2935484390297347e-06,9.112398661859089e-06,1.258784102553534e-05,6.807541135245287e-07,1.2475943553802438e-06,2.272553249582643e-06,6.537983095800115e-06,2.6245169282290703e-07,2.22302278585218e-07,2.6636121730483353e-07,2.927244153738684e-07,2.458104164659858e-09,7.082329627206008e-07,9.423386524431976e-07,3.32053679663602e-07,1.9754690545603637e-06,3.221373385819959e-07,1.9499502013076153e-09,4.491922389604497e-10,6.55115290904007e-08,5.204208619602468e-09,6.485827430680047e-09,1.643433780174064e-07,8.696694919763104e-09,1.548733785661227e-07,1.582055273452454e-07,1.029554639320196e-07,1.3349330973966289e-08,1.52868888880775e-07,3.843902973699187e-10,2.961824245861777e-07,2.4736481307741087e-08,1.693839846161893e-07,3.255514746669519e-09,1.0642878400801692e-07,2.9650262245439762e-08,3.365709932978689e-08,1.7480555092319605e-07,2.2612439476432655e-08,1.8519892286406048e-08,2.3111068614412034e-10,7.952202007999176e-09,6.763253290742455e-09,5.233493638456821e-10,1.3509608987050115e-09,1.532413951288447e-08,4.694167943242178e-09,6.032883526074784e-08,8.034674703338851e-09,1.8160271952893936e-08,1.4511813972717391e-09,1.7093243265264846e-08,1.4307779849787039e-08,1.8876038510029503e-09,5.587701235043596e-08,5.545746084578695e-10,5.622270116134587e-08,8.227149228545727e-08,5.553231119392876e-08,1.1336767080649679e-08,1.7717193934174702e-08,2.292809586634803e-08,1.2022298712111024e-09,4.493279082140589e-09,1.3896594985851607e-10,1.0364105573756888e-08,2.1694008811579124e-09,6.903866367480305e-09,2.3073098986969853e-11,1.137301763876053e-08,2.377710606182859e-07,3.4432690476648986e-08,7.441087745974073e-10,7.493980991313265e-10,4.045618506864912e-09,1.1094263081545819e-06,2.409138266656896e-08,2.489566179875169e-07,1.831181915434854e-06,1.4082902302092748e-06,1.634064101807553e-07,2.9003900170465613e-08,6.868775783708259e-07,1.8845100813180693e-08,9.488546348634941e-08,2.038770712253779e-07,9.989691658329747e-07,4.441574352753719e-08,9.036791768224361e-07,1.6045569628531098e-07,3.4635814958328126e-06,8.939910549621288e-07,1.7184920153567873e-10,4.631267502830383e-08,1.1837024604943736e-07,6.002109032010594e-09,1.8521656941494768e-07,8.24476225069759e-08,1.699811158495379e-08,3.679736371164921e-07,2.601999653517595e-07,1.465075927242765e-08,1.9212037871696452e-07,1.0216165691190326e-08,4.010712095769975e-07,1.2403394356041986e-07,1.382227172719297e-07,1.0144818318735815e-10,3.738964693411617e-08,5.98703153720237e-08,4.904102679503808e-09,5.0059731471208124e-08,6.346367875664782e-10,3.481391863680017e-08,3.741793097589152e-09,1.8284040947946778e-11,4.1344746293248136e-08
3N1P+1,N1,0.0,0.0,0.0,0.007464086558981453,9.372527212647697e-05,4.961544585446731e-05,0.2873936528148646,0.009305153779803899,0.00023109534085152816,0.0068603257223025516,0.04576349217117359,0.0020281677697613354,0.016363087908791263,3.952662042117083e-08,0.11326164709242503,0.0696094787650181,0.19231420293441825,0.11154260996974363,0.010794228720881094,0.07286241388198311,0.2177788794828457,0.11642690782084619,0.002456626527890915,0.03212373913235078,0.06600806843821605,0.06106096346357237,0.0008921169164688436,0.00021147791987763398,0.030300639479126534,0.0005298675431897326,0.009115828023882333,0.0021985435207514392,0.005706510635624884,0.00016940752889649247,0.00023196684002280143,0.0045554249402797176,0.003680870190025498,2.5271286697492457e-05,0.004371107416606623,0.00015169947175186493,0.0036224035136664945,1.733820327798341e-05,0.00012975797157199764,0.008396536091965334,0.0004160949747573639,0.003049481194599135,0.0006182340494402805,0.001532119514499497,0.004657748959112418,0.00020674825027056087,9.600672375409403e-05,4.122486493596256e-05,9.251636428020404e-05,0.002429240688206491,0.0051961118441079535,9.873323696840686e-05,2.2199654109655853e-05,0.00043464223141675973,3.7361099174404444e-06,9.4544350686121e-06,0.0012041530059216932,0.00014044988658512558,4.256562192495039e-06,0.0007849205971701689,9.534471283156876e-06,1.9577730438591345e-05,3.2913376515342208e-06,8.001677076663327e-05,0.00023496775168840855,8.269425877394099e-06,0.0001870269166595051,8.24720601828588e-05,2.6999503505376055e-05,1.3203070523104543e-05,5.547488646229226e-08,4.10001573691865e-06,6.080583523648819e-05,0.0003308287011900557,2.708300268561281e-05,1.0695657201909015e-05,5.481236901694331e-06,0.000259376598088501,0.00025916270127268604,0.0001605109075932809,7.326949466213151e-05,8.384013685525105e-06,4.7664870117980485e-05,5.393371264927893e-05,8.179130928098743e-07,0.0005088709608149777,1.738432997711037e-05,0.00020694304662494112,7.978031637545513e-07,3.489634437348066e-05,7.301963064731964e-05,4.886267364057062e-07,0.00020656781634409427,0.00017635011038708015,3.843882199161541e-05,6.137840601994071e-06,3.829908389940684e-05,0.0004579603056349413,4.498383229201153e-05,5.3825875784507815e-05,0.0003664880107123736,0.0009081482301551702,2.1303764086155752e-07,3.825889750075362e-05,0.005826052067309018,8.313275881266513e-05,0.00022296507953822875,9.342789064326062e-05,1.2312566092909094e-05,0.0002632125261321505,0.0014885436220937187,0.0009600960734283959,0.0002626879195992693,9.299335155832367e-05,0.00013809122827401765,4.252453069630846e-05,0.00022124381061505716,3.274085023230455e-05,2.0385883855222886e-05,2.986882426814219e-05,5.1454032647946235e-05,2.167436566646863e-05,4.542842838461958e-05,0.0012528027312233014,0.00014370726297885383,0.002049364115211283,0.00024944374896529453,0.0003014892294874727,1.8797435474837698e-06,1.210009510144161e-05,0.00027331815241771196,9.734365756974839e-05,2.7180052037945046e-05,3.843881901444135e-06,0.00023316900317693623,6.58455579434225e-05,0.0001933301871437365,8.233604116414384e-05,2.8710942838738873e-06,6.554657720769796e-05,8.653922876522557e-06,0.0004708290533796955,6.839381842471681e-05,1.2323471567654565e-06,1.938462728112711e-07,2.8787081981285212e-05,1.0443763393652716e-05,3.458505877240725e-07,3.0093555192234334e-06,1.2217514533396923e-07,5.688365932576822e-05,1.6185993890749373e-05,1.5219508150199346e-05,8.073897106442018e-11,4.946608542777398e-07,1.2434117401927125e-05,1.2791799421041361e-05,3.0326567746818966e-05,1.952025848073191e-06,5.619901304321218e-07,7.1278265560970056e-06,2.3794424208745113e-09,1.623179589405055e-06,1.0935633462327843e-05,5.406577148203695e-06,5.8996851257653304e-06,2.5033217196490654e-05,8.194742511236086e-07,6.8031379809596615e-06,1.700504077106757e-06,2.7466716280066805e-05,1.3491712214097618e-05,4.568121392267699e-08,1.8365131668751644e-06,7.710128269167171e-08,4.128793806401632e-06,5.103278688523005e-08,2.913479697497223e-07,5.490781429529079e-07,3.1563675140233727e-07,4.770417465493892e-07,4.741202985769633e-10,2.4116408958718694e-07,1.1647245679036189e-07,2.708931963191219e-07,7.534295116684575e-07,1.8924881306503494e-07,5.2230711937717444e-06,1.6772778721474424e-09,2.7054774420776084e-08,3.358618272386593e-09,3.9303724852501887e-07,9.886754082089055e-08,2.8144082619974142e-09,4.4354742101404554e-10,3.3110212349640733e-09,9.146940005422266e-08,2.2635020302530506e-08,6.727411361318048e-08,5.2303697373190516e-08,3.7429046328973925e-07,8.363227443908272e-09,1.0374618009123537e-07,7.049254735491672e-08,8.259251949027657e-08,1.3734111625751666e-09,6.94252242361415e-07,3.888318556022341e-09,4.864264546711183e-10,5.376799450118597e-09,9.678688694947368e-08,1.0588925736243482e-08,6.9707004612951096e-09,1.8343842045354108e-07,6.262485774399806e-08,5.722355922443967e-11,5.435667076447714e-07,1.0185750554114748e-07,1.3179332225554674e-07,2.030853529788601e-08,2.9045825744589138e-08,8.00914665699537e-08,5.305725636617353e-09,3.477216781178072e-08,3.6702347383510414e-08,2.650257289182889e-07,7.7979468660061e-08,2.0183857341038447e-07,4.2997124527488495e-08,1.7712235078626293e-06,1.1027030333288224e-06,4.925652716814e-07,6.491364937133426e-06,7.785699942530755e-07,1.2280888670446188e-06,5.961037707891137e-08,1.73628444954943e-09,4.5856986341519246e-07,6.690833957989639e-07,4.006169380676994e-07,5.25280680285789e-07,9.93919531167009e-06,4.019723665038555e-09,6.268032404221913e-07,2.644504277782289e-06,2.210375370292894e-06,6.406795027835699e-07,3.5975425305423414e-08,1.7987026530441597e-06,4.826900203536155e-06,3.916128011205444e-06,3.69214243178817e-07,9.328369854344487e-08,1.9197154976779984e-10,1.2568443907845506e-07,1.9200382936901406e-06,2.5027327987814374e-08,6.597172590439015e-07,2.320973191416442e-09,2.4606306325836158e-08,9.652196997222973e-07,7.64365593042271e-09,1.4577788620684373e-07,4.347134874294056e-08,1.724783920131756e-07,3.679986231297505e-07,1.5412362164290982e-07,1.9188959932137095e-07,2.849984805930461e-07,4.452840984825457e-09,5.895104022712871e-07,6.293467054163671e-07
4N1P-1,N1,0.0,0.0,0.0,0.0,0.00019518168475274322,0.04279185191505164,0.006591510290644198,0.08865428676537324,0.0002831184550022847,0.00012300937335019135,0.0003455841043404906,2.2266061079800892e-05,0.0029333521777761273,3.2114279513439925e-06,0.03364326784960747,0.006542897069437892,0.05416740820918964,0.00826513957809949,0.005783446567070083,0.029771283070595178,0.1188148961027986,0.02637385319720975,0.0005612061742001906,0.00613629129677129,0.05212914168175331,0.008513992343235355,0.0003164037711891332,0.048573521597160996,0.0017080987986395346,0.002763452987898818,0.017621910035990895,0.0024610405633698207,0.00010551968349981067,2.7422211782646144e-05,6.440544903241197e-05,0.005526161426476328,0.0008715039902762456,0.0008945648420919383,0.002648405723443492,0.000920961263485065,0.001214133387904326,3.0494647813128495e-05,0.00022204840653428093,0.00032166281186829515,0.00023745856046319957,9.257209764523822e-06,0.0001803949365661861,0.00022153810460157075,0.00020431641028251235,0.007475073173526692,1.596483882737587e-05,6.0025309286615425e-05,2.1598459098992606e-06,2.9177459559548424e-08,1.1144980395894066e-05,3.550639818783452e-05,0.00010462728106030994,3.5571798657763054e-06,1.970211624513496e-05,0.0003172971726232987,0.00012606336380072136,2.0770909240352964e-05,0.00010543130015472357,0.00017720834961898468,1.0329108410811472e-06,8.932732553645906e-09,1.6480995457257563e-07,1.4635297596043984e-07,0.00011617250140139035,0.00010996600903556697,8.155242399610074e-06,6.928217930024516e-06,4.8031740951248736e-05,0.00012297584620934998,1.1575361831273057e-05,1.9641249346946665e-06,2.6361771521266064e-07,2.619405666148822e-06,3.29236486584783e-06,3.1657111394522985e-06,1.7390012452267456e-07,1.1765182323930645e-05,7.293028914112654e-07,5.750115962266378e-05,2.2459218041781526e-05,7.139198268113489e-07,3.849537695277405e-06,5.7837032759522344e-05,1.1707675761751801e-05,1.3897305080057265e-05,5.060267030509991e-06,2.5352650148136036e-06,7.688330816435496e-08,4.9156610781864174e-08,5.774296931715384e-06,1.5913833706804326e-05,1.7626564154937796e-06,8.746512312640675e-06,0.0006442713214718232,0.015053241174912912,0.000143677188681135,0.026975460306180477,0.001719013549009052,0.001407130359337927,0.015366445018776709,0.001661261907208278,1.8725693422538825e-06,0.0008081383170641665,0.006380344405982674,0.000138256610123344,0.0025788765499354938,0.0003853729961247332,0.0001028375225657907,0.0017887105935407988,0.0010906810469806238,0.004543955218482054,0.0030199747600248017,0.0008881837017886696,1.9071619088428804e-06,0.00024282640526696042,0.0010632893564279655,1.317684614599024e-05,0.0023295237422924497,5.480228204479687e-05,0.00017196495394267153,3.057639340453555e-05,5.605906976935415e-05,0.002227884804176572,0.0006394755670471319,0.0027934472546586875,0.0007294014054672893,0.0001535482582006864,3.908065140256767e-05,0.0005428971666034954,0.0006864890973048432,0.0013779010577954498,0.000853172156384252,0.00036772661447348476,0.0021212321088197594,0.00016155098011538804,0.0009725297726794757,7.5786404369893035e-06,2.184488917800209e-05,0.000722102353254428,1.142570190504344e-05,0.0014801887693178806,0.00020821980877983037,3.6002591701223e-05,9.934835750735616e-05,1.1118368696827474e-06,0.00020438488987517545,2.1785549664254944e-06,0.00027678596229452346,5.719062096787297e-06,0.00024905241510286835,3.832607259157683e-05,2.61563980830104e-05,1.6231217078388482e-05,3.325678928023379e-06,0.00012683855214890016,0.0001636326634595342,0.00016229285915825287,4.915993957865794e-05,1.337156154201935e-05,3.6848002810341285e-05,2.91692142884159e-06,4.174244106813774e-05,1.0529571218720335e-05,4.60687487562339e-05,8.805795782995673e-06,0.00011132890560117126,2.052391022466793e-06,5.065213666277657e-06,1.936856460993397e-06,8.233134095725347e-05,5.70294966184548e-05,9.939235146028125e-08,8.885194628938109e-06,2.764086817208522e-07,6.401690501700585e-06,2.208576234785653e-06,1.728111305610014e-06,4.0021594598371735e-06,4.469089365244372e-08,1.486474632272916e-07,1.0714355713759005e-07,5.355065988421615e-07,4.497224654231857e-06,6.996929973190902e-07,5.608540572188403e-06,3.678999327405563e-10,5.547874907030348e-06,8.107290616621299e-08,2.14522617358881e-06,2.2053284132184103e-07,3.4028020801102343e-07,1.8486702999531701e-06,4.963711708327878e-08,7.627638742846443e-08,6.824377951630822e-09,1.5997013380619762e-06,5.022231786000475e-08,4.2674636269168786e-08,1.809009431141817e-08,1.7727852725801796e-06,2.2694085499708194e-08,1.4440179478825144e-06,1.6399677975620364e-06,9.205469719830717e-09,1.2720966724444338e-07,2.9443660225503265e-06,9.218174596981044e-07,2.427247292047241e-10,3.255828318060594e-08,1.0418184928084884e-06,3.7661768814700736e-08,6.05641949924518e-08,8.05290963246108e-07,2.726170547084905e-07,3.682757903078482e-07,3.519086435588292e-07,5.968133542921805e-09,2.621185506423984e-07,9.37973612114007e-08,1.1600561289348832e-07,3.044250451722519e-07,5.880757969478623e-08,5.739741095744932e-07,3.2756095613706293e-09,8.983762169734177e-07,9.901681385926508e-08,2.854286673681372e-07,1.4645454493589227e-07,2.1725403478445315e-05,1.5910376807148907e-05,1.0039564134256551e-05,1.7713171354571955e-05,1.0694163554703096e-07,9.295984983115346e-06,7.3472025077236935e-06,2.2692470125207365e-10,2.310416100659296e-07,1.187750295894574e-07,1.4039478961613838e-06,1.6154477200380768e-05,2.5416021735891192e-05,1.2057133647047635e-07,6.989020890912911e-07,4.027413069707109e-09,2.3055600699706247e-06,1.4474802225272754e-05,5.2855640308990814e-08,3.434641477895184e-07,1.308971977920237e-06,8.362673524331399e-06,9.64670305636517e-07,1.813538483830257e-06,2.8648242622608677e-07,6.845236155683665e-09,6.668203291759767e-07,1.1204825156596598e-07,1.919821460472093e-06,1.7341455027519714e-07,1.0188662002974525e-07,1.8100256093944722e-06,2.556988381030578e-07,2.0634767539107202e-07,1.1289764811905911e-07,4.5473122467498683e-07,4.0892260178004847e-07,7.980546334884764e-07,1.5442329370785046e-07,2.016337121046874e-06,1.5223330818159297e-08,1.7346234262305416e-06,1.1763487410831885e-06
