 , ,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,N1,H2,H2,H3,H3,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,C4,H5,H5,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,C6,H7,H7,H8,H8,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,C9,H10,H10,H11,H11,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,C12,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O13,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,O14,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,C15,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,O16,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,N17,H18,H18,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,C19,H20,H20,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,C21,H22,H22,H23,H23,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,S24,H25,H25,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,C26,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O27,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,O28,H29,H29
1N1S,N1,0.0,0.023332556555516915,0.0006695334565769429,0.0012516504989379396,0.00019541084993468516,3.2323628059272025e-05,0.001464642274202399,0.0029275475171954835,8.562383272114893e-05,3.836461952400061e-06,0.00014111655845411297,3.799604476606433e-07,8.955820235537204e-06,7.602487232777344e-06,0.007716371183023263,0.001317111117422387,0.007641316908477025,0.0012975328684364795,0.0011235884168921129,0.0019986038388966065,0.0027315183245111285,0.002806568524732045,0.0040693613277229534,0.000625451721823822,0.0003351283679233763,0.00033733327439455785,0.00024235662504401567,4.831787121850617e-06,0.0004070524037379786,0.00034250027842719355,2.828363614729157e-05,0.0003594035437766985,0.00016599607865930288,2.112665229625499e-05,4.391368868281176e-05,0.0002232535437289851,1.1882634540771875e-06,7.720377117248489e-05,0.00022118918725522185,8.257803743028092e-07,2.447660830595666e-05,9.669136800583011e-05,0.0002662323952271617,4.416543614549351e-05,4.1617510527502954e-06,8.506871587377063e-06,2.0608491949319907e-05,7.414081775802828e-05,8.309488825042344e-05,4.3691479280738577e-05,8.234756994784931e-05,2.685497869636677e-06,1.1590861059673774e-05,5.753138968822569e-05,1.6995581134437998e-05,5.207326986766958e-05,0.00011102092259585028,1.6346212700968366e-05,6.78381129537442e-06,4.936567750579712e-06,2.0083714064478286e-05,6.374101128858722e-07,1.820738782382092e-07,5.43179457551668e-07,1.194661772008221e-07,9.717012086352117e-07,5.038200058482545e-06,2.96263311438949e-07,4.527472352577888e-08,4.822966248596572e-09,2.138272892082682e-09,3.391700054145019e-08,9.374608378465155e-08,1.280826429361781e-06,9.88407105273481e-07,4.3332848420618575e-09,7.543207567461963e-07,2.415300234259732e-07,2.8997850298750905e-07,1.4671418496758903e-07,2.434799382111663e-07,5.880633203725338e-07,1.4351249116306697e-06,1.3799718279194906e-07,6.073291919372892e-08,1.9935162431927722e-07,4.3214885536713155e-07,1.4339520371109415e-07,8.032396150436938e-07,4.140915610406637e-09,2.6421113630270554e-07,2.6925017770906834e-10,1.187615983333501e-08,9.000849521267895e-08,1.1833878724165636e-08,1.183826148221101e-09,3.6598107044927275e-09,1.0452262123872291e-07,5.3992106702205334e-08,3.9781927307913634e-08,2.75281486494805e-09,3.7916413915262126e-06,7.281679126336371e-07,2.9344688456944823e-07,3.7225579951893906e-08,1.8749244690141609e-06,3.1735087913098425e-07,2.496177431421387e-09,1.8456420350365654e-08,6.259119431084592e-09,4.791098989764819e-08,4.5821852978633615e-09,4.974286131609329e-07,4.8377903985041826e-06,4.615447543709905e-06,1.0006282548769008e-05,1.8563556127837444e-06,3.440606151361436e-05,6.779576891224881e-05,0.0001381655328034359,4.016430329212284e-06,1.3869612847106083e-08,1.2805400405463407e-05,2.4818550492522462e-08,1.4684935951969624e-05,4.9345168540160245e-06,2.4917246190109266e-06,5.482109372456634e-06,2.2346292050556826e-05,9.78619385272328e-05,3.220495445210858e-06,2.667560028424276e-07,1.3891987979075537e-05,6.512275177117388e-06,2.433498208942453e-06,1.1859541085290637e-08,4.27868354149763e-07,3.267656889793802e-07,1.349432518504834e-08,3.2719274298265155e-07,2.5657356955699484e-07,4.753581952288144e-06,3.7731626516546157e-06,4.685191346220918e-06,1.8564327730619112e-06,1.369258617378577e-06,2.0536711635710247e-06,9.278419459413101e-07,6.627962036986901e-07,4.3690850948241433e-07,4.9646423250226945e-08,4.8296924515245365e-08,4.7281617721051106e-07,1.0714096276842611e-10,2.2091310418748122e-06,4.206988096777664e-07,4.4087625217237303e-10,3.8128320900554513e-07,5.295780509673165e-07,5.926353656704464e-07,9.559837366168722e-10,7.17163889829564e-07,1.1839789253453858e-06,1.5353535145479213e-06,9.227007025103262e-08,2.342757879358892e-08,2.3246127245357684e-12,4.946417886397825e-08,4.5808176085682106e-08,3.2787483839058496e-09,5.639881894836662e-10,8.746890969302257e-07,1.4979701645767562e-09,2.4864400316459978e-08,1.1564531354757435e-07,2.041027435950582e-08,1.0585648135830183e-08,6.720428968876035e-08,8.37373395068397e-08,1.3561911593740206e-09,6.236378080615168e-10,1.691076362275723e-09,8.598022294137309e-11,2.369185403416907e-11,7.197499263256191e-10,1.7385293760163734e-09,1.0646534764902071e-09,8.010011098846803e-09,1.3870260495707498e-10,2.861606840376396e-09,6.182147571642815e-10,1.562167215030108e-09,9.02924734980104e-10,1.0899656455176654e-09,9.124547728500687e-09,1.2867531928861808e-08,7.753269137822372e-10,5.4874069732591124e-09,2.8177667754647473e-08,1.803683868928374e-10,4.176710066694511e-08,6.171747557459639e-10,2.0102119968612442e-10,4.273814219191152e-10,4.752138127450678e-10,9.513840687480624e-10,3.06877578903908e-11,2.837452495185744e-13,3.1063307481815627e-09,6.520436035550858e-08,4.161459593587935e-09,2.2750000328031206e-08,1.0693610219547622e-08,2.6125830832057773e-08,1.3673125520696772e-08,9.322066363282033e-08,1.984635322749284e-08,1.887711273962367e-07,4.403268316632847e-08,5.329158780931209e-10,3.175180562919877e-09,4.812525933317602e-10,5.637779243450325e-09,5.611865416810247e-10,5.503323352584744e-10,1.1485992157389546e-09,2.6320867707596562e-09,5.409653169863304e-09,4.880640491755628e-08,8.707328191803754e-10,2.62394550532008e-11,3.984089058661766e-09,1.2076793787230145e-08,6.153039189271681e-11,3.2578918590653316e-09,7.066058294036281e-10,5.461412697083112e-09,7.414483069179134e-09,2.918777164406805e-10,1.6332233343518965e-09,4.629407968081978e-12,1.5637775518939634e-09,3.274869930791624e-09,5.213543152748912e-09,5.6104443313387264e-09,2.3026691664540522e-11,8.702509157743066e-09,4.472978931691074e-11,6.068988089857896e-10,4.762162886251531e-12,1.1796322113566404e-09,7.945449853608011e-12,4.1732506339542397e-10,3.679357929442517e-10
2N1S,N1,0.0,0.0,0.012559764893969039,0.022329692387551336,0.00740056458216376,0.2618495606562852,0.024501612783191185,0.044018329182102356,0.006718050344520776,9.681718220067026e-05,0.0033448417954971,0.0002304421738532625,0.00024040983564543872,0.0008697117116367448,0.09911163986761595,0.1531776707752064,0.09998055777517934,0.15452035835857636,0.003214949244570553,0.004872463673073035,0.028706177305489078,0.024727335876523426,0.04231483233238542,0.039748177588019296,0.08197221896115847,0.08391024959961202,0.0942007158845155,0.0002980120204674197,0.02135262681689576,0.016761178490003026,0.0011710400617312988,0.017901365303032657,0.005375380406259733,8.436000457434645e-05,0.0002528738923202045,0.0033575775191705404,0.00014359348557935192,0.002856146171565044,0.007314784096096538,0.00010056143200332102,3.455265657281714e-05,0.0003195523855357152,0.0018029842997360213,0.0005972137365197749,0.0003853502138650988,0.00033547889211504867,0.00022557027080005732,0.0012826166408694828,0.0015717097262704094,9.673540270815906e-05,0.001841522079293778,0.0002625210450220017,6.999786269812347e-05,0.0011007640473490454,0.0004681433342819119,0.001515434562615603,0.0034433755825400425,0.0004578822863070542,7.20680663546247e-05,0.0003548242090336551,0.0013323061331713681,3.897006536801584e-06,1.8646016914480867e-05,4.0873185051637506e-05,1.2452274789076512e-06,1.6330307328615845e-07,0.00018687209679146832,3.631189198305407e-05,1.8261546045561516e-05,1.008453052175895e-06,1.2214671940569133e-07,4.153140471530037e-07,1.1745610377644766e-06,5.393480035476017e-05,1.2379628216319105e-05,8.659969590318894e-07,2.1126547503858006e-05,4.985133176482748e-06,9.804446039174408e-05,1.3308194057870537e-07,1.6152924577461647e-05,1.5099261123419083e-05,0.0001198630212411178,2.9220264641249827e-06,3.9954498065597477e-07,1.32323330248596e-06,2.9782793177446365e-05,1.1816029755085111e-05,5.109622244026113e-05,2.2764710605471805e-07,3.925787503478162e-05,1.03908420885368e-05,5.310459034513215e-05,1.3943741343780403e-06,1.8952671283489764e-06,2.579950560965827e-06,2.4591083889191623e-06,3.6234220535114048e-06,1.5277908205213464e-07,4.807870680689774e-06,1.1320869353070862e-07,0.00014901754768770203,2.6270813235917956e-05,6.068015366178514e-06,2.9745870877562197e-07,8.770096973620412e-05,2.6839797894417927e-05,2.8081661795908985e-07,1.918656290955667e-06,4.5897885492252044e-10,1.1145276639368262e-06,6.15705974427172e-07,4.00822403081591e-05,2.5359861068885436e-06,0.00023724736120200873,0.0005734109778896546,0.0002797429269003615,8.733035663377464e-05,0.00017323963037929602,0.0005266844367692869,0.0005803924347538292,3.0576331633280773e-06,5.824548889865611e-07,6.376166398935901e-05,3.8469907049476504e-05,1.4464454778373437e-06,1.8392305846992585e-05,3.651173018237586e-05,0.0009530066026530726,0.003139348544334286,4.711521612854597e-06,0.00011963439458906322,0.0013811456986028148,0.003291753280466825,3.966270129263094e-05,1.4974777641008075e-05,6.81301460758732e-06,1.022853777210564e-05,0.00010195660665734962,3.748005213455308e-05,4.37806241837535e-06,1.9176645859264596e-05,0.00010237152804659644,0.0002353329513047342,6.719255103604382e-05,4.6310975576169255e-05,0.00016121077808950446,0.00013427651517838868,6.622032599246097e-05,3.853414105092767e-05,2.3003488166306596e-05,2.4079370403828904e-05,7.1557336851491016e-06,2.2900577967277513e-07,0.00010061841262132276,0.0001571754487619259,3.6696707070849044e-06,1.1392383984176746e-05,3.991950890736007e-05,6.203960777062534e-05,2.716715741257758e-11,2.7741288119997876e-06,2.772750435031668e-06,1.8761149447321657e-06,1.7652919503952091e-06,2.87165424284197e-06,6.965048449991684e-06,5.445518794999771e-06,1.1171055451564271e-05,2.173572001940016e-06,6.228407154473814e-07,2.4848993443349343e-05,8.391758932191351e-08,1.0817754256819967e-06,1.3139123074878967e-05,2.551770781789031e-06,1.0586552989799713e-06,1.478128284215785e-06,6.045653795361261e-06,1.212716484122467e-06,2.2737871141487176e-08,5.05799660599493e-07,2.2439827773723664e-12,5.952766057859549e-08,2.3832096296416694e-09,5.102284683644598e-08,1.072953565550705e-06,1.3509396579181043e-07,1.732528787101728e-09,1.320760567580237e-08,6.240798988699225e-10,2.961387357558465e-09,4.312176971055237e-08,2.804194765282375e-08,1.2123566817123788e-07,3.510553687746665e-07,4.1529828020969717e-07,5.852147819673803e-07,2.115287985660075e-06,4.425216459935655e-08,1.4746015746247565e-06,1.5939196629233265e-08,1.0065398425851413e-07,8.65110851844264e-08,2.0785438703541104e-08,4.569439995272262e-07,1.4257055536148755e-09,4.690288579745072e-08,6.679869062331534e-07,3.951343996888568e-06,1.6914107892063157e-09,1.203308919173196e-08,5.972406391663299e-07,2.417351385730626e-08,7.238465937753347e-07,1.6889486076365756e-06,2.6891931348416165e-08,4.951269438890904e-07,1.7697512686432049e-06,2.4528022057879184e-08,6.212546699302379e-09,6.551779008212577e-08,1.2474765620495987e-06,1.2447068420406993e-07,1.57083679397374e-10,4.939803677217469e-09,6.897409186024106e-07,2.5248487212081727e-07,1.8866749331714061e-06,4.83572293319412e-10,4.165955900248264e-07,4.090618621610531e-07,6.4136393973512895e-09,8.407967655443827e-08,2.76208387273158e-08,3.821217631205798e-08,3.9749146196754737e-08,3.225797762240745e-07,1.5262128671977848e-08,1.8496901654785347e-07,3.005432747116288e-08,4.551390078155748e-07,2.7492678800200565e-08,1.929959756452604e-07,1.2834123541693998e-08,1.058476297721711e-07,2.5009301296563535e-09,3.502228818064168e-08,1.0718064658021831e-08,1.690447781754756e-11,2.82389844841191e-09,4.553009080865422e-10,3.85529785873473e-08,3.9428593723300764e-10
3N1P+1,N1,0.0,0.0,0.0,0.014908892420764985,0.006326162562020787,0.015703826224372275,0.26000615438906927,0.016406899604656022,0.008427150612025702,0.000680840381342307,0.015553157149603702,0.01892734077725189,0.005157591128289285,0.024836569671969233,0.20041405028382586,0.09649970824203047,0.1874372064017802,0.12341417534995358,0.004365440794544373,0.02568317417472965,0.03984847805759806,0.04949280422252311,0.07139039777986911,0.007309181977324997,0.0001659907531132987,0.014430560190075603,0.04283546136634708,0.01624285638527212,0.0005798581147185011,9.363635627468447e-05,0.008035647617510744,0.021267210362398314,0.0065273351061838625,0.0004959312179204645,3.0383234548958526e-05,0.003417909982357248,1.758973426246868e-05,3.7467497219001444e-05,0.0008791476201639448,0.0009004744380805008,0.0005343432223523514,0.00046287051937232704,0.00017304586341282402,0.0008449947864417329,0.0001499026311724272,0.00012226067792142636,8.99918090537799e-05,7.222564320952252e-05,1.14534176147707e-05,0.0012154885042749974,9.237037808196291e-05,0.0006871421090499652,4.982141966758391e-06,2.2510492766691925e-05,1.593587067549862e-05,4.280148267943318e-05,0.00012295111292237593,8.743156883816994e-06,1.634781850468059e-05,1.3821021778603892e-05,2.9257770982837883e-05,2.220985120660046e-05,1.7610820579605502e-08,3.43864992178311e-05,5.413247445851255e-07,2.881152928968511e-05,4.684714573466309e-05,2.48836822076548e-05,3.2115345716121624e-07,1.7498056223086422e-05,5.337372099845084e-07,8.953990665361289e-06,6.094908920672992e-06,1.0313964773356332e-05,3.454525546064957e-05,5.572662291619679e-07,2.0802120048291073e-05,3.916552752780689e-06,2.3826205720833826e-05,1.2343613664533848e-07,6.253558801683212e-06,2.2384388809193467e-07,4.687650671186816e-06,2.7585900452820056e-07,4.794736545576939e-07,1.4466524496103972e-05,2.489667631655479e-05,5.155991806748972e-05,0.00011907624219453794,1.968818871933564e-06,1.5086939408881506e-06,1.2438684215965168e-06,2.5093552081578707e-05,5.556283408925111e-07,4.540837987843105e-07,2.0118281460757004e-06,9.119655346445654e-07,2.434904371573232e-05,2.4264272591167924e-08,4.075798023528421e-07,2.999360783295657e-06,8.941946498808306e-07,1.0117442967860768e-06,5.2017057328157534e-11,3.284978856488152e-06,2.1429208896250884e-07,1.247203993415269e-07,1.7730394796799942e-07,7.446170591229873e-07,7.519334044303605e-10,2.0407421625900923e-06,2.3438896934457887e-07,0.00019384858741378075,0.0035753277223804503,0.00047817411504214036,0.007084738969914017,0.0005106384310740175,0.0001325923747765856,0.0014044691305152845,0.0008811636184891114,0.003012092187749893,0.0005865636821820175,0.0021802876111489677,0.0005306473295307867,0.001466820215619391,0.002522622904188143,1.1427892254722849e-07,1.1581116479586484e-05,0.002665956471277653,0.00039017311418243494,4.42844052193081e-05,3.4549284460005936e-05,0.0012336296364390265,0.00015770195922337749,3.1521599641592957e-07,7.45257793255405e-08,2.825993392785442e-05,5.883977910547955e-05,1.7323860015405756e-06,0.0003367515423990941,5.4681078809348804e-05,0.0019167001572206743,0.001669258403736329,0.0003967941594162916,1.7093230115783342e-06,0.0002591936881501944,1.9053063746277132e-05,0.0008219404421576648,2.3018746173164573e-05,2.6123928801746743e-05,0.001350127374675436,4.244961067079167e-05,0.0008564119958933691,5.642966952601469e-06,0.0003820208487148591,8.960756871934095e-05,8.458529560106953e-06,0.0002831770835456382,0.00018946156214783016,0.0006639685089644409,0.00019635482511803914,2.2312349940989407e-05,3.0001594719664126e-07,5.401964971074591e-05,3.682650372427432e-05,3.099282402518888e-05,0.0001162367365437067,6.724045364947528e-08,1.659099572659528e-05,3.407360471552323e-07,1.0447790792511569e-06,4.0103406240277195e-06,8.255407941692994e-07,2.6132117725730097e-05,6.944884995707667e-05,3.7626954116909417e-06,8.063132648672422e-06,1.8608105203377079e-06,1.0417155537290057e-05,9.66017275505493e-07,6.72225566455964e-06,1.1863650194898767e-05,7.762433604519003e-05,9.140988768141511e-06,1.189599659423557e-05,7.574996718773264e-07,4.1434788309313575e-05,2.4829475349985586e-05,6.599553552533166e-06,1.9985279728906846e-06,1.7800339202622695e-08,1.6708747296867443e-07,2.123241582552282e-09,2.0629768804347748e-07,8.6292134771071e-08,4.8267095875687005e-06,1.1071400685125354e-08,3.4456874846711116e-06,1.7699978225316215e-06,2.751826930769141e-07,7.247242361785311e-08,2.869357046630938e-06,7.421996617296145e-08,1.9155732333686615e-08,2.1266504643957518e-06,4.164277296769825e-06,6.496380411391556e-08,2.7529073469700904e-06,4.759780443563955e-06,7.8330496382506e-06,1.8736767692928424e-10,8.146503533978944e-07,2.169456437606243e-06,9.531416512942315e-06,1.5983838053124089e-06,4.974220679798691e-08,2.0312617809992162e-08,6.698746211064588e-07,1.225006800442685e-06,1.985771703716388e-05,4.979903223123472e-08,4.266890222481834e-06,1.7266079543887258e-05,4.141118349121342e-06,3.75770525806729e-10,1.1257563015121264e-07,4.844516654944897e-06,2.702732926351814e-08,2.034208388401737e-07,3.8788243728049565e-09,1.69401499938715e-07,3.03679977831095e-06,5.681349679598213e-07,9.805399603379783e-08,8.742989963117509e-07,8.465874270502383e-07,4.0765025621780637e-07,2.1565381924659732e-07,1.950703374387075e-07,5.622568333141231e-06,3.3585460590401794e-07,3.7053948087617528e-06,1.0133508738796593e-06,4.693648838483e-07,5.054600191733982e-07,3.759034270522932e-07,1.9684534979802493e-07,8.061407590354008e-07,2.715443020218089e-06,9.580908288953083e-08,2.466973541004336e-06,3.546524598441181e-07,2.8458967387123835e-06,4.87714286689922e-06
4N1P-1,N1,0.0,0.0,0.0,0.0,0.018053278158069563,0.02818786857998079,0.016072323429364932,0.21635846307750706,0.019225194742168217,0.001542617868144136,0.0010040450206332263,0.02111041964592375,0.005342844236631672,0.006113265860162365,0.06863451856596514,0.054774251650210104,0.19505958491709086,0.07151693955657334,0.005830712684060435,0.03120501077573623,0.04630737255043815,0.03508193848582053,0.07871540635958985,0.008192493445054794,0.012809496558761069,0.0018438268209099995,0.038915499382254914,0.0009214820003267121,0.002736447853760815,0.019247071889445966,0.03334413315262985,0.0024166247583989886,0.0005797431924725593,4.484651403569018e-05,4.474006822130505e-06,0.0001368537276875692,0.00021479885934994059,0.0010528584755706838,0.0009744018483992534,1.9790763790883403e-05,0.0004922333634236331,0.00011691412015091274,0.00015172464306045796,0.0007506471467855214,0.00015941393497409528,0.00014171949834373976,0.0004745006498731996,0.00034482096792110006,4.278267734880714e-05,0.002074301227295905,0.0007911048560078626,0.0001261819155162769,1.390114707722212e-05,0.00015456379857381464,5.519735091708e-05,5.046440446765388e-05,0.00062111346445759,3.345740544169473e-06,7.0812048127422145e-06,6.44582846747177e-05,1.2674483785168889e-05,1.6592217411126597e-05,2.8835027849671846e-05,5.176350428071075e-06,0.00014705424770156128,4.8310662650097314e-05,0.00010656855627733108,4.103951720280108e-05,0.00014038267773663904,4.3439318567983776e-05,7.928032319526324e-08,1.126808306217697e-05,3.802198157476511e-05,2.0398823361134077e-05,9.534330880356379e-08,3.050285401151598e-06,1.5814450975426553e-06,2.6524590444054752e-05,5.2925191259323157e-05,6.627574846707063e-07,6.345565330745373e-06,1.8688895888629986e-06,1.0562294486149426e-05,8.980181478435156e-07,4.266785880169266e-08,3.218179825736911e-06,7.430559488152966e-06,7.440354090171297e-06,2.323032892714849e-06,1.5634248118345795e-07,9.133255257864903e-06,1.363756652050796e-06,1.2463560354891712e-05,6.787633675120475e-06,1.398317981404773e-07,5.03602810120185e-07,5.602234622203994e-06,6.576606489616665e-06,3.054422248460753e-08,1.2925624472970298e-06,1.2596074626003428e-05,2.6690266114570704e-05,4.135233022228846e-06,4.071975201469513e-09,6.307259168281121e-07,1.0766485231350487e-05,8.10949455498644e-06,2.6433617961174605e-08,3.244229831667056e-06,3.5664533697410405e-06,6.308990441183937e-09,1.1143116096512529e-06,0.0004560948400642584,0.011240341720647251,0.005840379068599688,0.013900083008651531,0.0034542153907830553,0.0009786862101459626,0.0029354383093735947,0.0019542002116237356,0.008062465319869982,5.0742668654013556e-05,0.004006630073762896,0.00022483419789209869,0.0040464454986661735,0.0007814060546489365,0.00011121269866953831,0.001932222692780261,0.001446291063510241,0.00843789865256861,8.58141179853611e-05,0.0007847676097547662,9.349877279962726e-06,0.0011797627259317878,8.574995158383558e-08,0.00034959961238079096,0.0009454517408864493,0.0002703893928182044,0.0002876516548544483,0.0007217280423446049,4.568452336850548e-05,0.0016792805116341292,0.0023432617408820633,0.00030816841618364066,1.3157090068993682e-05,0.00021466826320937216,3.791868321556535e-07,0.0007874800856324526,1.6601994647924556e-05,4.283022429163452e-05,0.0021300012337606145,0.0003775073116174532,0.001397202363810246,8.857245406890257e-06,0.0007387557327076522,3.012922655631911e-05,1.9140170127274203e-05,0.0006357040549076487,0.00029297735202726827,0.0010395689106208472,6.493097630322353e-05,2.041460046209309e-05,0.00013560502938148034,5.016365950627488e-05,7.030721600731482e-05,0.00012308422730344937,0.00023381229285757144,2.3633482873153255e-05,1.0705849393666256e-06,3.3492050306449528e-06,1.2084276651780357e-05,2.9159473476703113e-05,2.447650274461921e-06,9.590165414907759e-05,0.00020626907057597066,1.0448036845911446e-05,2.857481121898431e-05,1.8437420646666425e-05,3.771596903456853e-05,4.9681496476772224e-06,8.094850536988218e-06,1.0582659103697267e-05,0.00011072868540340508,2.7622272309457685e-06,1.0816105926902964e-05,2.3082812323771407e-06,5.60337982569159e-05,3.492849763420125e-05,1.3989865757846331e-05,1.175713382650656e-06,4.408662546140363e-09,5.5901018924942036e-08,7.271324107271937e-07,2.958172951039728e-08,5.1994905714281003e-08,1.3107713603410787e-06,9.7574793880284e-06,5.348260230242374e-07,3.3062820170570717e-07,1.6945449559102599e-06,9.283398449966285e-07,3.14414274438235e-06,1.5131034620807782e-06,1.2022037587655632e-08,1.5786687852514802e-06,1.6610559873120323e-05,1.368143318636328e-07,4.9519482772097945e-06,7.71716259517774e-06,2.12300446822411e-06,2.0161593505818587e-08,1.394424296918828e-05,3.44634201621119e-07,3.072168512296969e-05,5.960937138560496e-06,1.5560174233542057e-06,1.3391359675818393e-05,5.720787781271497e-06,7.26232900394308e-06,2.0086263818219763e-05,9.991914140528024e-07,9.284363975403664e-07,1.4128845741145923e-05,2.528724960093598e-06,3.671627890611262e-09,1.149275685730089e-06,6.6522038739691425e-06,8.352221581020558e-09,3.464537701169945e-07,2.134250549623573e-07,2.451539851122675e-07,6.138115041576242e-06,9.507509135531222e-08,6.575239068773442e-07,1.9161657478505845e-06,1.3202682584978476e-06,8.881126296600428e-07,3.5557099486993593e-09,1.6365173904908659e-07,3.50351271638516e-06,1.2418301187366865e-07,2.3698708950803393e-06,5.604386226210067e-07,1.6416482173653435e-07,1.163462878928101e-06,2.6898914651241057e-08,8.509369564535518e-08,6.009780828541977e-08,2.0832285434480013e-06,1.9529875316948164e-07,2.0450370064040158e-07,3.5314009849685135e-07,1.6979330390576308e-06,3.7525797940141103e-06
