atom_numbers,value
N1,10.594452877786637
H2,1.9526377342187187
H3,1.9436052934362429
C4,9.63342493571365
H5,2.069488082848813
C6,9.624390476264729
H7,2.0863019345364844
H8,2.1073100600406924
C9,9.678083181774205
H10,2.0956532402984025
H11,2.0837561692917155
C12,9.929385694759274
O13,10.998966749302744
O14,10.935358444952909
C15,9.76261927559433
O16,10.968041199411365
N17,10.41887463900071
H18,1.8674165478217906
C19,9.621400366861854
H20,2.058815113257409
C21,9.75073987587968
H22,2.066162130131847
H23,2.068411108177333
S24,11.099121073053396
H25,2.0519292492547825
C26,9.744766914527586
O27,10.881582259565963
O28,10.89683522204776
H29,1.7817205787877115
